"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__Brand__c","LLC_BI__Community_Extension__c","LLC_BI__Community_Name__c","LLC_BI__Community_Network_ID__c","LLC_BI__Look_Up_Key__c","LLC_BI__LookupKey__c","LLC_BI__Permission_Set__c","AutorabitExtId__c"
"a31WD000001xaeuYAA","005al00000RVcKvAAL","false","First National Bank","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDn2AI","fnb-portal","FNB Community","0DB5f000000XABC","INST_001","INST_001","FNB_Portal_Access",""
"a31WD000001xaevYAA","005al00000RVcKvAAL","false","Heritage Credit Union","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDo2AI","hcu-portal","Heritage CU Community","0DB5f000000XDEF","INST_002","INST_002","HCU_Portal_Access",""
"a31WD000001xaewYAA","005al00000RVcKvAAL","false","Summit Commercial Lending","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDp2AI","/commercial","Summit Commercial Portal","0DB5x000003GHI","INST_003","INST_003","LLC_BI__Commercial_Lender",""
"a31WD000001xaexYAA","005al00000RVcKvAAL","false","Heritage Mortgage Corp","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDq2AI","/mortgage","Heritage Mortgage Center","0DB5x000004JKL","INST_004","INST_004","LLC_BI__Mortgage_Originator",""
"a31WD000001xaeyYAA","005al00000RVcKvAAL","false","Westlake Trust & Wealth","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDs2AI","/westlake","Westlake Wealth Community","0DB5f000000HIJKL","INST_005","WESTLAKE_TRUST_05","Westlake_Wealth_Advisor",""
"a31WD000002HkOfYAK","005al00000RVcKvAAL","false","First National Bank","2026-08-17T17:27:15.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD00006oUITL2A4","/fnb-portal","FNB Customer Community","0DB5f000000XYZAB","INST_FNB01","INST_FNB01","FNB_Institution_Access",""
"a31WD000002HkOgYAK","005al00000RVcKvAAL","false","Meridian Savings & Loan","2026-08-17T17:27:15.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD00006oUITS2A4","/meridian-portal","Meridian Partner Community","0DB5f000000QRSTU","INST_MSL02","INST_MSL02","Meridian_Institution_Access",""
"a31WD000001xaezYAA","005al00000RVcKvAAL","false","Pacific Trust Credit Union","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDr2AI","/pacifictrust","Pacific Trust Portal","0DB5x000000EFGH","INST_PTC02","INST_PTC02","LLC_BI__Partner_Institution_Access",""
"a31WD000002C6tLYAS","005al00000RVcKvAAL","false","Valley Commerce Bank","2026-07-22T12:09:57.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD00006moOba2AE","/valleycommerce","Valley Commerce Business Portal","0DB5f000000PQRST","M1N4T7Y2H5K8P3W6B","M1N4T7Y2H5K8P3W6B","LLC_BI__Community_Admin",""
"a31WD000002C6tMYAS","005al00000RVcKvAAL","false","Heartland Savings Bank","2026-07-22T12:09:57.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD00006moObY2AU","/heartlandsavings","Heartland Savings Online","0DB5f000000FGHIJ","R8P4N1X7B3K6M9S2Y","R8P4N1X7B3K6M9S2Y","LLC_BI__Institution_Read_Only",""
"a31WD000002C6tNYAS","005al00000RVcKvAAL","false","Pacific Coast Credit Union","2026-07-22T12:09:57.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD00006moObX2AU","/pacificcoast","Pacific Coast Member Portal","0DB5f000000ABCDE","W3T6L9F2D5A8C1G4J","W3T6L9F2D5A8C1G4J","LLC_BI__Community_User",""
"a31WD000001k6EjYAI","005al00000RVcKvAAL","false","nSight Financial Personal","2026-04-09T10:46:27.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD00005vMDsw2AG","CustomerPortal2","Customer Portal 2","","g67rtfthf5y7","","nSightFinancialPersonal_Community",""
