"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","nFORCE__Description__c","nFORCE__lookupKey__c"
"a0oWE00000C5wOEYAZ","005al00000RVcKvAAL","false","Loan Policy Exception","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Loan Policy Exception context is used to group flows that pertain to policy exceptions being made on a loan","42372261594631684"
"a0oWE00000CEntFYAT","005al00000RVcKvAAL","false","Omnichannel","2026-07-20T15:34:33.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","","42378505971424353"
"a0oWE00000CEntEYAT","005al00000RVcKvAAL","false","WK Esign","2026-07-20T15:34:33.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","Used to Generate Wk Docs under the context of another user","42394018476471176"
"a0oWE00000C5wNtYAJ","005al00000RVcKvAAL","false","Construction Loan Administration","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","42434025943246173"
"a0oWE00000C5wOKYAZ","005al00000RVvFOAA1","false","Loan Decisioning","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-24T10:48:18.000Z","005al00000RVvFOAA1","2026-08-24T10:48:18.000Z","","","","The Loan Decisioning context is used to group flows that pertain to decisions being made on a loan","42455223340738733"
"a0oWE00000C5wNuYAJ","005al00000RVcKvAAL","false","Pricing Options","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Pricing Options context contains flows related to creating and managing pricing options during the loan origination process.","42457566708738680"
"a0oWE00000C5wNvYAJ","005al00000RVcKvAAL","false","Construction Loan Administration","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","42493771740904212"
"a0oWE00000C5wOMYAZ","005al00000RVvFOAA1","false","Filter Pricing Options by DTI","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-24T10:48:18.000Z","005al00000RVvFOAA1","2026-08-24T10:48:18.000Z","","","","Filters the pricing options based on the current max DTI","42523683381155171"
"a0oWE00000CEntBYAT","005al00000RVcKvAAL","false","Loan Policy Exception","2026-07-20T15:34:33.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Loan Policy Exception context is used to group flows that pertain to policy exceptions being made on a loan","42656621866521845"
"a0oWE00000CEntIYAT","005al00000RVcKvAAL","false","Loan Decisioning","2026-07-20T15:34:33.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Loan Decisioning context is used to group flows that pertain to decisions being made on a loan","42681825916088200"
"a0oWE00000C5wNwYAJ","005al00000RVcKvAAL","false","a32Hu000004edQQ","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","","42708528872186975"
"a0oWE00000C5wOIYAZ","005al00000RVvFOAA1","false","Retrieve Pricing Options","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-24T10:48:18.000Z","005al00000RVvFOAA1","2026-08-24T10:48:18.000Z","","","","Create the pricing option(s) based on information in the Loan.","42746958261630058"
"a0oWE00000C5wOAYAZ","005al00000RVvFOAA1","false","Construction Loan Administration","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-24T10:48:18.000Z","005al00000RVvFOAA1","2026-08-24T10:48:18.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","4277770875596515"
"a0oWE00000C5wOJYAZ","005al00000RVvFOAA1","false","Contruction Loan Administration","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-24T10:48:18.000Z","005al00000RVvFOAA1","2026-08-24T10:48:18.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","42826512048831054"
"a0oWE00000C5wOLYAZ","005al00000RVvFOAA1","false","Credit Request","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-24T10:48:18.000Z","005al00000RVvFOAA1","2026-08-24T10:48:18.000Z","","","","The Context for Credit Request Rules","42849460327380551"
"a0oWE00000C5wOBYAZ","005al00000RVvFOAA1","false","Pricing Options","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-24T10:48:18.000Z","005al00000RVvFOAA1","2026-08-24T10:48:18.000Z","","","","The Pricing Options context contains flows related to creating and managing pricing options during the loan origination process.","42887688779647590"
"a0oWE00000CEntDYAT","005al00000RVcKvAAL","false","Credit Request","2026-07-20T15:34:33.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Context for Credit Request Rules","42926573904268813"
"a0oWE00000C5wNxYAJ","005al00000RVcKvAAL","false","Filter Pricing Options by DTI","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","Filters the pricing options based on the current max DTI","42932704164636551"
"a0oWE00000C5wONYAZ","005al00000RVvFOAA1","false","Proposed Pricing Option","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-24T10:48:18.000Z","005al00000RVvFOAA1","2026-08-24T10:48:18.000Z","","","","Create the proposed pricing option based on information in the loan.","42938486352320978"
"a0oWE00000C5wNyYAJ","005al00000RVcKvAAL","false","Lightning-Record-002-Context","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","Lightning-Record-002-Context","5190845620965"
"a0oWE00000C5wNzYAJ","005al00000RVcKvAAL","false","Lightning-Record-001-Context","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","Lightning-Record-001-Context","98712564123"
"a0oWE00000CEntGYAT","005al00000RVcKvAAL","false","Credit Card Online Application","2026-07-20T15:34:33.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","","a0Wam000003bbtJEAQ"
"a0oWE00000C5wO0YAJ","005al00000RVcKvAAL","false","Loan Decisioning","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Loan Decisioning context is used to group flows that pertain to decisions being made on a loan","a328c000002sgLpAAI"
"a0oWE00000C5wO1YAJ","005al00000RVcKvAAL","false","DocMan","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","","a328c000002sgLqAAI"
"a0oWE00000C5wO2YAJ","005al00000RVcKvAAL","false","Retrieve Pricing Options","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","Create the pricing option(s) based on information in the Loan.","a328c000002sgLrAAI"
"a0oWE00000C5wO3YAJ","005al00000RVcKvAAL","false","Filter Pricing Options by DTI","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","Filters the pricing options based on the current max DTI","a328c000002sgLsAAI"
"a0oWE00000C5wO4YAJ","005al00000RVcKvAAL","false","Credit Request","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Context for Credit Request Rules","a328c000002sgLtAAI"
"a0oWE00000C5wO5YAJ","005al00000RVcKvAAL","false","Proposed Pricing Option","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","Create the proposed pricing option based on information in the loan.","a328c000002sgLuAAI"
"a0oWE00000C5wO6YAJ","005al00000RVcKvAAL","false","Loan Policy Exception","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Loan Policy Exception context is used to group flows that pertain to policy exceptions being made on a loan","a328c000002sgLvAAI"
"a0oWE00000C5wO7YAJ","005al00000RVcKvAAL","false","Contruction Loan Administration","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","a328c000002sgLwAAI"
"a0oWE00000C5wO8YAJ","005al00000RVcKvAAL","false","Construction Loan Administration","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","a328c000003sBuxAAE"
"a0oWE00000C5wO9YAJ","005al00000RVcKvAAL","false","Pricing Options","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","The Pricing Options context contains flows related to creating and managing pricing options during the loan origination process.","a328c000003sBuyAAE"
"a0oWE00000C5wOFYAZ","005al00000RVcKvAAL","false","DocMan","2026-06-25T06:29:33.000Z","005al00000RVcKvAAL","2026-08-20T12:39:50.000Z","005al00000RVvFOAA1","2026-08-20T12:39:50.000Z","","","","","b1zuwdlyusnu1n6luo"
