"Id","IsDeleted","Name","LLC_BI__Spread_Statement_Type__c","LLC_BI__Color__c","LLC_BI__Debit__c","LLC_BI__Global_Analysis_Type__c","LLC_BI__Group_Type__c","LLC_BI__Hide_All_Records__c","LLC_BI__Hide_Column_Totals__c","LLC_BI__Hide_Currency_Symbol__c","LLC_BI__Include_In_Total__c","LLC_BI__Is_Balance_Check__c","LLC_BI__Is_Summary_Group__c","LLC_BI__KPI_Type__c","LLC_BI__Publish_On_Init_Event__c","LLC_BI__Publish_On_Update_Event__c","LLC_BI__Row_Number__c","LLC_BI__Show_Math__c","LLC_BI__Source_Group__c","LLC_BI__Title__c","LLC_BI__Total_Type__c","LLC_BI__lookupKey__c","LLC_BI__Is_Grand_Total__c"
"a51WD00000i45mTYAQ","false","Schedule M-1 Group 2","a55WD00001ejwcEYAQ","","false","None","Financial","false","false","false","true","false","false","","","","17.5","false","","Schedule M-1 Group 2","Standard","42109643717974128","false"
"a51WD00000i45qOYAQ","false","Net Change in Borrowing","a55WD00001R5BNAYA3","","false","None","Financial","false","false","false","true","false","false","","","","51.0","false","","Change in Borrowing","Standard","42112012626635531","false"
"a51WD00000i45iEYAQ","false","Net Change in Borrowing","a55WD00001ejwbzYAA","","false","None","Financial","false","false","false","true","false","false","","","","190.0","false","","Change in Borrowing","Standard","42112529584343167","false"
"a51WD00000i45oRYAQ","false","Total Unexplained Difference","a55WD00001R5BNTYA3","","false","None","Financial","false","false","false","true","true","false","","","","60.0","false","","Unexplained Difference","Standard","42113486014208151","false"
"a51WD00000i45kqYAA","false","Net Operating Profit","a55WD00001ejwc6YAA","","false","None","Financial","true","false","false","true","false","false","","","","50.0","false","","Operating Profit","Standard","42113512763173300","false"
"a51WD00000i45svYAA","false","Total Operating Expenses","a55WD00001R5BNYYA3","","false","None","Financial","false","false","false","true","false","false","","","","4000.0","false","","Operating Expenses","Standard","42115927026853362","false"
"a51WD00000i3weBYAQ","false","Total Assets","a55WD00001ejwbXYAQ","","false","Total Assets","Financial","false","false","false","true","false","false","","","","40.0","false","","Total Assets (SubT)","Standard","42116623918468018","false"
"a51WD00000i45kyYAA","false","Net Profit","a55WD00001ejwc6YAA","","false","None","Financial","false","false","false","true","false","false","","","","120.0","false","","Net Profit","Standard","42118466229439331","false"
"a51WD00000i45gvYAA","false","Schedule M-2 Analysis of Change in Capital Accounts","a55WD00001ejwboYAA","","false","None","Financial","false","true","false","true","false","false","","","","19.84375","false","","Schedule M-2 Analysis of Change in Capital Accounts","Standard","42121103822703737","false"
"a51WD00000i45fxYAA","false","Total Debt Service","a55WD00001ejwbhYAA","","false","Debt Service","Financial","false","false","false","true","false","false","","","","80.0","false","","Debt Service","Standard","42123279358765230","false"
"a51WD00000i45mVYAQ","false","Reconciliation Total","a55WD00001ejwcEYAQ","","false","None","Financial","true","false","false","true","false","false","","","","29.84375","false","","Schedule M-3 Part 2","Standard","42125063219443794","false"
"a51WD00000i3weJYAQ","false","Total Personal Liabilities","a55WD00001ejwbXYAQ","","false","None","Financial","false","false","false","true","false","false","","","","100.0","false","","Personal Liabilities","Standard","42126142350172373","false"
"a51WD00000i45pqYAA","false","Extraordinary and Non-Cash Items","a55WD00001R5BNMYA3","","false","None","Financial","false","false","false","true","false","false","","","","161.0","false","","Extraordinary and Non-Cash Items","Standard","42127248769454618","false"
"a51WD00000i3wfaYAA","false","Cap Rplc & Term Debt Repay Cap","a55WD00001ejwbfYAA","","false","Cash Flow","Financial","false","false","false","true","false","false","","","","110.0","false","","Cap Rplc & Term Debt Repay Cap","Standard","42128054514948429","false"
"a51WD00000i45qAYAQ","false","Beginning Net Worth","a55WD00001R5BNgYAN","","false","None","Financial","false","false","false","true","false","false","","","","1.0","false","","Beginning Net Worth","Standard","42129932407639596","false"
"a51WD00000i45g4YAA","false","Total Non-Current Liabilities","a55WD00001ejwbjYAA","","false","None","Financial","false","false","false","true","false","false","","","","50.0","false","","Non-Current Liabilities","Standard","42130884670010132","false"
"a51WD00000i45idYAA","false","Cash Paid for Plant and Investments","a55WD00001ejwc2YAA","","false","None","Financial","true","false","false","true","false","false","","","","151.0","false","","Cash Paid for Plant and Investments","Standard","42133285085988096","false"
"a51WD00000i45qPYAQ","false","Net Change in Other Funding","a55WD00001R5BNAYA3","","false","None","Financial","false","false","false","true","false","false","","","","61.0","false","","Change in Other Funding","Standard","42133793621654457","false"
"a51WD00000i45gHYAQ","false","Net Sales/Revenue","a55WD00001ejwblYAA","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Sales","Standard","42134059557875410","false"
"a51WD00000i45h6YAA","false","Income (Loss) Reconciliation","a55WD00001ejwbpYAA","","false","None","Financial","false","false","false","true","false","false","","","","80.0","false","","Income (Loss) Reconciliation","Standard","42135700876798981","false"
"a51WD00000i45g9YAA","false","Prior Period Values","a55WD00001ejwbkYAA","","false","None","Financial","false","true","false","false","false","false","","","","20.0","false","","Prior Period Values","Standard","42142463977098941","false"
"a51WD00000i3wexYAA","false","Prior Period Values","a55WD00001ejwbbYAA","","false","None","Financial","false","true","false","true","false","false","","","","20.0","false","","Prior Period Values","Standard","42142618565109364","false"
"a51WD00000i45grYAA","false","Schedule M-1 Group 2","a55WD00001ejwboYAA","","false","None","Financial","false","false","false","true","false","false","","","","17.5","false","","Schedule M-1 Group 2","Standard","42142690982458951","false"
"a51WD00000i45pgYAA","false","Cash Paid for Operating Costs","a55WD00001R5BNMYA3","","false","None","Financial","false","false","false","true","false","false","","","","31.0","false","","Cash Paid for Operating Costs","Standard","42145171332049809","false"
"a51WD00000i3weAYAQ","false","Total Intermediate Assets","a55WD00001ejwbXYAQ","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Intermediate Assets","Standard","42145825360752545","false"
"a51WD00000i45hjYAA","false","Recurring Farm Income","a55WD00001ejwbwYAA","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Recurring Farm Income","Standard","42149543493732939","false"
"a51WD00000i45iUYAQ","false","Taxes Paid","a55WD00001ejwc2YAA","","false","None","Financial","false","false","false","true","false","false","","","","61.0","false","","Taxes Paid","Standard","42150054264829104","false"
"a51WD00000i45qgYAA","false","Total Other Current Assets","a55WD00001R5BMsYAN","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Other Current Assets","Standard","42152089077242861","false"
"a51WD00000i45hvYAA","false","Cash After Operations","a55WD00001ejwbzYAA","","false","None","Financial","true","false","false","true","false","false","","","","50.0","false","","Cash After Operations","Standard","42153786092146624","false"
"a51WD00000i45gcYAA","false","Total Other Income/(Expense)","a55WD00001ejwbnYAA","","false","None","Financial","false","false","false","true","false","false","","","","60.0","false","","Other Income/(Expense)","Standard","42154335002621319","false"
