"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Remaining__c","AutorabitExtId__c"
"a1WWE0000059GV82AM","005al00000RVcKvAAL","false","LLC BI  Budget 007-1ebe92","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007424459220688","","","","","","","","0.0","0.0",""
"a1WWE0000059GII2A2","005al00000RVcKvAAL","false","a1WWD000002VOzW","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007905534450893","","","","","","","","0.0","0.0",""
"a1WWE0000059G5A2AU","005al00000RVcKvAAL","false","a1WWD000002VhFe","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008101164315611","","","","","","","","0.0","0.0",""
"a1WWE0000059Gl12AE","005al00000RVcKvAAL","false","a1WWD000002VOzS","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008899234897247","","","","","","","","0.0","0.0",""
"a1WWE0000059G9O2AU","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template - Update01","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009059083781721","","","","","","","","0.0","0.0",""
"a1WWE0000059GDc2AM","005al00000RVcKvAAL","false","Product budget","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009220125982434","","","","","","","","0.0","0.0",""
"a1WWE0000059GJY2A2","005al00000RVcKvAAL","false","LLC BI  Budget Record 005","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009704740783429","","","","","","","","0.0","0.0",""
"a1WWE0000059Gtv2AE","005al00000RVcKvAAL","false","a1WWD000002VhE9","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009858751114318","","","","","","","","0.0","0.0",""
"a1WWE0000059GGB2A2","005al00000RVcKvAAL","false","Maple Construction Loan Budget","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010077568300301","","","","","","","","0.0","0.0",""
"a1WWE0000059GV42AM","005al00000RVcKvAAL","false","LLC BI  Budget 003-95ae78","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010269384163698","","","","","","","","0.0","0.0",""
"a1WWE0000059GjS2AU","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010425309719918","","","","","","","","0.0","0.0",""
"a1WWE0000059GH52AM","005al00000RVcKvAAL","false","overall budget","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010430799658078","","","","","","","","0.0","0.0",""
"a1WWE0000059GUL2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010609725790153","","","","","","","","0.0","0.0",""
"a1WWE0000059GbC2AU","005al00000RVcKvAAL","false","Porters Neck","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010780791129976","","","","","","","","0.0","0.0",""
"a1WWE0000059GMR2A2","005al00000RVcKvAAL","false","commit2","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011033800576897","","","","","","","","0.0","0.0",""
"a1WWE0000059GhJ2AU","005al00000RVcKvAAL","false","a1WWD000002VbAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011037493886949","","","","","","","","0.0","0.0",""
"a1WWE0000059Gww2AE","005al00000RVcKvAAL","false","TrainingBudget","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011137410651447","","","","","","","","0.0","0.0",""
"a1WWE0000059G1Z2AU","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011255571479956","","","","","","","","0.0","0.0",""
"a1WWE0000059Gdf2AE","005al00000RVcKvAAL","false","a1WWD000002VP0z","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011499400731023","","","","","","","","0.0","0.0",""
"a1WWE0000059GzQ2AU","005al00000RVcKvAAL","false","Porters Neck","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012295649869534","","","","","","","","0.0","0.0",""
"a1WWE0000059GeM2AU","005al00000RVcKvAAL","false","NcinoRecord-01","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012307612143433","","","","","","","","0.0","0.0",""
"a1WWE0000059G7r2AE","005al00000RVcKvAAL","false","LLC BI  Budget 004-db7112","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012981369884129","","","","","","","","0.0","0.0",""
"a1WWE0000059GkR2AU","005al00000RVcKvAAL","false","Budgets-04","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013071476100284","","","","","","","","0.0","0.0",""
"a1WWE0000059GBU2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template Update","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013210865118465","","","","","","","","0.0","0.0",""
"a1WWE0000059G5s2AE","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template Update","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013334121873158","","","","","","","","0.0","0.0",""
"a1WWE0000059GQr2AM","005al00000RVcKvAAL","false","Mixed-Use Development Template","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013433481684954","","","","","","","","0.0","0.0",""
"a1WWE0000059GWG2A2","005al00000RVcKvAAL","false","a1WWD000002VbDW","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014288119115964","","","","","","","","0.0","0.0",""
"a1WWE0000059Fze2AE","005al00000RVcKvAAL","false","a1WWD000002Vb0a","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014306184376908","","","","","","","","0.0","0.0",""
"a1WWE0000059GxG2AU","005al00000RVcKvAAL","false","LLC BI  Budget 001-686539","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014321273993979","","","","","","","","0.0","0.0",""
"a1WWE0000059GR32AM","005al00000RVcKvAAL","false","Office Building TI Budget","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014459239456798","","","","","","","","0.0","0.0",""
"a1WWE0000059GMZ2A2","005al00000RVcKvAAL","false","Budgets-01","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014631071684003","","","","","","","","0.0","0.0",""
"a1WWE0000059GWq2AM","005al00000RVcKvAAL","false","Budget-1","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014744703109005","","","","","","","","0.0","0.0",""
"a1WWE0000059Gti2AE","005al00000RVcKvAAL","false","a1WWD000002VbDa","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015169750022030","","","","","","","","0.0","0.0",""
"a1WWE0000059GHB2A2","005al00000RVcKvAAL","false","Budget-4","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015224029945065","","","","","","","","0.0","0.0",""
"a1WWE0000059G0V2AU","005al00000RVcKvAAL","false","RS budget 87","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015561876211326","","","","","","","","0.0","0.0",""
"a1WWE0000059Gjc2AE","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015719724220437","","","","","","","","0.0","0.0",""
"a1WWE0000059G372AE","005al00000RVcKvAAL","false","LLC BI  Budget 010-b54e75","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015846077943200","","","","","","","","0.0","0.0",""
"a1WWE0000059GyH2AU","005al00000RVcKvAAL","false","a1WWD000002VbAN","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","005al00000RVcKvAAL","2026-07-24T13:09:26.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015904709310665","","","","","","","","0.0","0.0",""
"a1WWE0000059Gla2AE","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016294559631443","","","","","","","","0.0","0.0",""
"a1WWE0000059GHa2AM","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template1","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016307704129113","","","","","","","","0.0","0.0",""
"a1WWE0000059Ga82AE","005al00000RVcKvAAL","false","Budget-1","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016370539460192","","","","","","","","0.0","0.0",""
"a1WWE0000059G2o2AE","005al00000RVcKvAAL","false","LLC BI  Budget 001-686539","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016637617802227","","","","","","","","0.0","0.0",""
"a1WWE0000059GSs2AM","005al00000RVcKvAAL","false","Maple Ridge Subdivision Budget","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","005al00000RVcKvAAL","2026-07-24T13:09:23.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016664591122467","","","","","","","","0.0","0.0",""
"a1WWE0000059H162AE","005al00000RVcKvAAL","false","test1","2026-07-24T13:09:27.000Z","005al00000RVcKvAAL","2026-07-24T13:09:27.000Z","005al00000RVcKvAAL","2026-07-24T13:09:27.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016705824350835","","","","","","","","0.0","0.0",""
"a1WWE0000059G5e2AE","005al00000RVcKvAAL","false","Budgets-02","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42017165057149389","","","","","","","","0.0","0.0",""
"a1WWE0000059GWd2AM","005al00000RVcKvAAL","false","a1WWD000002VhFh","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","005al00000RVcKvAAL","2026-07-24T13:09:25.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42017371911543874","","","","","","","","0.0","0.0",""
"a1WWE0000059G2y2AE","005al00000RVcKvAAL","false","LLC BI  Budget 001-3b8992","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","005al00000RVcKvAAL","2026-07-24T13:09:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42017445766547131","","","","","","","","0.0","0.0",""
