"Id","OwnerId","IsDeleted","Name","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Remaining__c","AutorabitExtId__c","YM_ExternalIDSource__c"
"a1WWD0000034FG62AM","005al00000RVcKvAAL","false","Product budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42023937371582598","","","","","","","","0.0","0.0","",""
"a1WWD0000034FIr2AM","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42024206732928966","","","","","","","","0.0","0.0","",""
"a1WWD0000034FAA2A2","005al00000RVcKvAAL","false","RS budget 65","","","","true","false","0.0","634.0","0.0","763.0","0.0","0.0","0.0","42024469346205912","","","","","","","","-763.0","-634.0","",""
"a1WWD0000034FGb2AM","005al00000RVcKvAAL","false","LLC BI  Budget 003-95ae78","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42025530680103701","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q0G2AU","005al00000RVvFOAA1","false","LLC BI  Budget 001-3b8992","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42025942979988091","","","","","","","","0.0","0.0","",""
"a1WWD0000034FA42AM","005al00000RVcKvAAL","false","a1WWD000002VhFi","","a1WWD0000034F9u2AE","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42026726401074624","","","","","","","","0.0","0.0","",""
"a1WWD0000034FHX2A2","005al00000RVcKvAAL","false","a1WWD000002Vb0g","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42027419371622770","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJa2AM","005al00000RVcKvAAL","false","semi annual budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42028314342556895","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLv2AM","005al00000RVcKvAAL","false","Porters Neck","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42028443994422277","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJe2AM","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42030432725915464","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q4q2AE","005al00000RVvFOAA1","false","a1WWD000002Vayy","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42030857916998265","","","","","","","","0.0","0.0","",""
"a1WWD0000034FL12AM","005al00000RVcKvAAL","false","a1WWD000002VbDW","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42035163875917901","","","","","","","","0.0","0.0","",""
"a1WWD0000034FKL2A2","005al00000RVcKvAAL","false","a1WWD000002VOzW","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42036397381292172","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLy2AM","005al00000RVcKvAAL","false","Branch 2-Updated 2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42036620140452000","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q542AE","005al00000RVvFOAA1","false","a1WWD000002Vb0e","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42037301226132323","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLC2A2","005al00000RVcKvAAL","false","a1WWD000002VhE3","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42038214342092411","","","","","","","","0.0","0.0","",""
"a1WWD0000034FIx2AM","005al00000RVcKvAAL","false","AA budget 2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42039076384927290","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q472AE","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template10","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42039959288052024","","","","","","","","0.0","0.0","",""
"a1WWD0000034FID2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42040354040604251","","","","","","","","0.0","0.0","",""
"a1WWD0000034FAX2A2","005al00000RVcKvAAL","false","Budgets-05","","","Updated","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42041988819572484","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJp2AM","005al00000RVcKvAAL","false","LLC BI  Budget 003-95ae78","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42043687903898400","","","","","","","","0.0","0.0","",""
"a1WWD0000034FGS2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template4","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42047096457704492","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLU2A2","005al00000RVcKvAAL","false","nov24","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42047492555640954","","","","","","","","0.0","0.0","",""
"a1WWD0000034F8j2AE","005al00000RVcKvAAL","false","LLC BI  Budget 008-248f83","RQ82991954","","Approval routing and delegation authority configuration","true","false","414.65","757.77","945.99","493.76","54.85","339.25","848.86","42051585902899248","80.1034","52.1951","5.7982","35.8619","3.9726","19.8966","89.7324","37.58","188.22","",""
"a1WWD0000034FHb2AM","005al00000RVcKvAAL","false","a1WWD000002VbAO","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42052293951291868","","","","","","","","0.0","0.0","",""
"a1WWD0000034F9v2AE","005al00000RVcKvAAL","false","a1WWD000002VhE7","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42052679731092714","","","","","","","","0.0","0.0","",""
"a1WWD0000034FAg2AM","005al00000RVcKvAAL","false","Porters Neck","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42053038360885424","","","","","","","","0.0","0.0","",""
"a1WWD0000034FEr2AM","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42053257349582021","","","","","","","","0.0","0.0","",""
"a1WWD0000034FIy2AM","005al00000RVcKvAAL","false","AA budget 3","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42055134469990308","","","","","","","","0.0","0.0","",""
"a1WWD0000034F7v2AE","005al00000RVcKvAAL","false","NcinoRecord-01","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056301407591363","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q5E2AU","005al00000RVvFOAA1","false","a1WWD000002VbAS","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42056575354125408","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJw2AM","005al00000RVcKvAAL","false","LLC BI  Budget 010-6b5a1e","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42057765064674623","","","","","","","","0.0","0.0","",""
"a1WWD0000034F8V2AU","005al00000RVcKvAAL","false","LLC BI  Budget 004-37032e","NR04515366","","Document collection and verification workflow settings","true","false","737.15","0.0","687.96","166.0","0.0","0.0","0.0","42058164946591045","0.0","24.1293","0.0","0.0","-31.2794","100.0","0.0","-215.19","687.96","",""
"a1WWD0000034FJ12AM","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42059638415287686","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q5S2AU","005al00000RVvFOAA1","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060352386782735","","","","","","","","0.0","0.0","",""
"a1WWD0000034F8l2AE","005al00000RVcKvAAL","false","LLC BI  Budget 010-b54e75","CU38774194","","Document collection and verification workflow settings","true","true","431.45","601.39","703.57","250.43","809.87","663.9","877.22","42060931192168149","85.4769","35.5942","115.1087","94.3616","3.0828","14.5231","124.6813","21.69","102.18","",""
"a1WWD0000032Q4N2AU","005al00000RVvFOAA1","false","LLC BI  Budget 006-fa9477","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42066342064006919","","","","","","","","0.0","0.0","",""
"a1WWD0000034FIe2AM","005al00000RVcKvAAL","false","Maple Construction Loan Budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42066913824487900","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q4X2AU","005al00000RVvFOAA1","false","a1WWD000002VOzN","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42067460070756558","","","","","","","","0.0","0.0","",""
"a1WWD0000034FKQ2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template Update","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42069032626082419","","","","","","","","0.0","0.0","",""
"a1WWD0000034F7s2AE","005al00000RVcKvAAL","false","Elite budget","","","","true","false","0.0","5344.0","643.0","6873.0","0.0","0.0","0.0","42069451525749142","831.1042","1068.8958","0.0","0.0","-968.8958","-731.1042","0.0","-6230.0","-4701.0","",""
"a1WWD0000032Q3r2AE","005al00000RVvFOAA1","false","new annual budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42070113028891065","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJT2A2","005al00000RVcKvAAL","false","TrainingBudget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42071510963941270","","","","","","","","0.0","0.0","",""
"a1WWD0000034F5F2AU","005al00000RVcKvAAL","false","Commercial Construction Budget Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42072040886258459","","","","","","","","0.0","0.0","",""
"a1WWD0000034FG92AM","005al00000RVcKvAAL","false","RS budget `1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42072482671779865","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLe2AM","005al00000RVcKvAAL","false","Budget-4","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42072666167533587","","","","","","","","0.0","0.0","",""
"a1WWD0000034FMR2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42073430389788094","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLL2A2","005al00000RVcKvAAL","false","a1WWD000002VhFe","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42073901915911953","","","","","","","","0.0","0.0","",""
"a1WWD0000034FI82AM","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42074112690138873","","","","","","","","0.0","0.0","",""
"a1WWD0000034FGu2AM","005al00000RVcKvAAL","false","a1WWD000002VOhe","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42075810040783667","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q492AE","005al00000RVvFOAA1","false","LLC BI  Budget 002-317174","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42075817520282369","","","","","","","","0.0","0.0","",""
"a1WWD0000034FKV2A2","005al00000RVcKvAAL","false","a1WWD000002Vayy","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42076764857252133","","","","","","","","0.0","0.0","",""
"a1WWD0000034FHR2A2","005al00000RVcKvAAL","false","a1WWD000002Vb0a","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42077244205280179","","","","","","","","0.0","0.0","",""
"a1WWD0000034F7r2AE","005al00000RVcKvAAL","false","Contract budget","","","","true","false","0.0","7444.0","43684.0","67464.0","0.0","0.0","0.0","42081875638704092","17.0406","154.4364","0.0","0.0","-54.4364","82.9594","0.0","-23780.0","36240.0","",""
"a1WWD0000034F9O2AU","005al00000RVcKvAAL","false","a1WWD000002Vb0e","","a1WWD0000034F9E2AU","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42082837881536120","","","","","","","","0.0","0.0","",""
"a1WWD0000034FKF2A2","005al00000RVcKvAAL","false","a1WWD000002VOzQ","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42083047318046422","","","","","","","","0.0","0.0","",""
"a1WWD0000034FAJ2A2","005al00000RVcKvAAL","false","Budget-4","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42083606090626195","","","","","","","","0.0","0.0","",""
"a1WWD0000034FA52AM","005al00000RVcKvAAL","false","a1WWD000002VhFj","","a1WWD0000034F9v2AE","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42085349333259218","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJi2AM","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template6","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42085364025705723","","","","","","","","0.0","0.0","",""
"a1WWD0000034FEv2AM","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42085454010940914","","","","","","","","0.0","0.0","",""
"a1WWD0000034FEc2AM","005al00000RVcKvAAL","false","Budgets-05","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42085555617750394","","","","","","","","0.0","0.0","",""
"a1WWD0000034FML2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template - Update01","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42086130466756437","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLo2AM","005al00000RVcKvAAL","false","Budgets-01","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42086152945664490","","","","","","","","0.0","0.0","",""
"a1WWD0000034FMQ2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42087347640102997","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q5M2AU","005al00000RVvFOAA1","false","a1WWD000002VbDW","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42087502663392475","","","","","","","","0.0","0.0","",""
"a1WWD0000034F9f2AE","005al00000RVcKvAAL","false","a1WWD000002VbDV","","a1WWD0000034F9V2AU","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42087584025622953","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q3V2AU","005al00000RVvFOAA1","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42089367886122551","","","","","","","","0.0","0.0","",""
"a1WWD0000034F5G2AU","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42091976550371207","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q3d2AE","005al00000RVvFOAA1","false","New Budgets 01","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42093100296010991","","","","","","","","0.0","0.0","",""
"a1WWD0000034FFy2AM","005al00000RVcKvAAL","false","Contract budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42093475282653502","","","","","","","","0.0","0.0","",""
"a1WWD0000034F9h2AE","005al00000RVcKvAAL","false","a1WWD000002VbDX","","a1WWD0000034F9X2AU","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42094280605347725","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q4V2AU","005al00000RVvFOAA1","false","a1WWD000002VOhg","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42095400279185622","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q4e2AE","005al00000RVvFOAA1","false","a1WWD000002VOzU","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42095975028253109","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q452AE","005al00000RVvFOAA1","false","New Budgets8","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42096164800387763","","","","","","","","0.0","0.0","",""
"a1WWD0000034F8f2AE","005al00000RVcKvAAL","false","LLC BI  Budget 004-db7112","LS98900006","","Approval routing and delegation authority configuration","true","true","384.07","502.49","810.49","81.14","903.85","475.07","469.13","42098170434288921","61.9983","10.0112","111.519","58.6152","42.6014","38.0017","57.8823","345.28","308.0","",""
"a1WWD0000034F922AE","005al00000RVcKvAAL","false","a1WWD000002VP10","","a1WWD0000034F8s2AE","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42098983329829927","","","","","","","","0.0","0.0","",""
"a1WWD0000034FIJ2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template - Update01","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42100925656785919","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJC2A2","005al00000RVcKvAAL","false","Contract budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42103540474036719","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q0K2AU","005al00000RVvFOAA1","false","LLC BI  Budget 005-854d6d","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42103961989606064","","","","","","","","0.0","0.0","",""
"a1WWD0000034FE12AM","005al00000RVcKvAAL","false","a1WWD000002VhE8","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42104063014683093","","","","","","","","0.0","0.0","",""
"a1WWD0000034F9G2AU","005al00000RVcKvAAL","false","a1WWD000002Vaz4","","","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42106908378709618","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJ42AM","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42107250009167591","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q5Z2AU","005al00000RVvFOAA1","false","a1WWD000002VhE5","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42107547271750613","","","","","","","","0.0","0.0","",""
"a1WWD0000034F902AE","005al00000RVcKvAAL","false","a1WWD000002VOzW","XF73024264","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42107756816783001","","","","","","","","0.0","0.0","",""
"a1WWD0000034FFk2AM","005al00000RVcKvAAL","false","AA budget 3","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42108358061623627","","","","","","","","0.0","0.0","",""
"a1WWD0000034FIo2AM","005al00000RVcKvAAL","false","Residential Construction Budget Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42108593800534019","","","","","","","","0.0","0.0","",""
"a1WWD0000034FFD2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42109462399171632","","","","","","","","0.0","0.0","",""
"a1WWD0000034FAN2A2","005al00000RVcKvAAL","false","RS budget 1","","","","true","false","0.0","87654.0","0.0","0.0","0.0","0.0","0.0","42109752430563757","","","","","","","","0.0","-87654.0","",""
"a1WWD0000034FFM2A2","005al00000RVcKvAAL","false","Budget for the Construction of a Walgreens","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42110180233715923","","","","","","","","0.0","0.0","",""
"a1WWD0000034FII2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42110565600505246","","","","","","","","0.0","0.0","",""
"a1WWD0000034F6o2AE","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42110583086880417","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJ82AM","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42113191727000471","","","","","","","","0.0","0.0","",""
"a1WWD0000034FIf2AM","005al00000RVcKvAAL","false","Budget for the Construction of a Warehouse","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42116525332367917","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q4K2AU","005al00000RVvFOAA1","false","LLC BI  Budget 003-c93a45","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42116648670897775","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLw2AM","005al00000RVcKvAAL","false","9969JPD894656593","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42116905819355945","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q4Y2AU","005al00000RVvFOAA1","false","a1WWD000002VOzO","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42118157031007541","","","","","","","","0.0","0.0","",""
"a1WWD0000034FJG2A2","005al00000RVcKvAAL","false","NcinoRecord-01","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42118321692215610","","","","","","","","0.0","0.0","",""
"a1WWD0000034FEU2A2","005al00000RVcKvAAL","false","RS budget 3","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42118906849021289","","","","","","","","0.0","0.0","",""
"a1WWD0000034FME2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42121270821497811","","","","","","","","0.0","0.0","",""
"a1WWD0000034F9A2AU","005al00000RVcKvAAL","false","a1WWD000002Vayy","","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42121432935058658","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q0N2AU","005al00000RVvFOAA1","false","LLC BI  Budget 008-248f83","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42121889455095136","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q4J2AU","005al00000RVvFOAA1","false","LLC BI  Budget 002-0912e8","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42121895963419862","","","","","","","","0.0","0.0","",""
"a1WWD0000034FE82AM","005al00000RVcKvAAL","false","a1WWD000002VhFh","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42122744682542355","","","","","","","","0.0","0.0","",""
"a1WWD0000032Q5P2AU","005al00000RVvFOAA1","false","a1WWD000002VbDZ","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42124499595457291","","","","","","","","0.0","0.0","",""
"a1WWD0000034FM92AM","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42124500098845172","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLO2A2","005al00000RVcKvAAL","false","a1WWD000002VhFh","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42124768436325694","","","","","","","","0.0","0.0","",""
"a1WWD0000034FG12AM","005al00000RVcKvAAL","false","Intake budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42125746005333594","","","","","","","","0.0","0.0","",""
"a1WWD0000034FGs2AM","005al00000RVcKvAAL","false","LLC BI  Budget 010-b54e75","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42127315146778252","","","","","","","","0.0","0.0","",""
"a1WWD0000034FLG2A2","005al00000RVcKvAAL","false","a1WWD000002VhE7","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42127903404407021","","","","","","","","0.0","0.0","",""
"a1WWD0000034FHE2A2","005al00000RVcKvAAL","false","a1WWD000002Vayv","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42128260334629620","","","","","","","","0.0","0.0","",""
"a1WWD0000034FEQ2A2","005al00000RVcKvAAL","false","commit2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42129698381816265","","","","","","","","0.0","0.0","",""
