"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c"
"a1UWD000006OWiy2AG","false","CLA-BD-0005449","a1WWD0000034F752AE","900.0","","Impact Fees","","20.0","","","","","0qwxgpyr1699ph3zky","0.0","100.0","0.06","900.0"
"a1UWD000006OWiz2AG","false","CLA-BD-0005450","a1WWD0000034F7J2AU","67500.0","","Painting","","210.0","","","","","0su63lv8ep8egz51ff","0.0","100.0","4.5","67500.0"
"a1UWD000006OWj02AG","false","CLA-BD-0005451","a1WWD0000034F7O2AU","","Hard cost","Painting","","210.0","","","","","0t16qe1fc0w5o970jq","0.0","","0.0","0.0"
"a1UWD000006OWj12AG","false","CLA-BD-0005452","a1WWD0000034F7K2AU","","","Siding","","130.0","","","","","0x0a1d4jew8g8dqjql","0.0","","0.0","0.0"
"a1UWD000006OWj22AG","false","CLA-BD-0005453","a1WWD0000034F752AE","8000.0","","Electrical","","160.0","","","","","118wh8tgz0p8h8zy7h","0.0","100.0","0.5333","8000.0"
"a1UWD000006OWj32AG","false","CLA-BD-0005454","a1WWD0000034F7J2AU","850.0","","Surveys","","11.0","","","","","12st9rzg9cc3yptx5i","0.0","100.0","0.0567","850.0"
"a1UWD000006OWj42AG","false","CLA-BD-0005455","a1WWD0000034F742AE","50000.0","Hard cost","Plumbing","","150.0","","","","0.0","13njzml60u9p8l3783","0.0","100.0","3.3333","50000.0"
"a1UWD000006OWj52AG","false","CLA-BD-0005456","a1WWD0000034F7L2AU","550.0","Soft cost","Surveys","","501.0","","","","","1516aiydques6zylkp","0.0","100.0","","550.0"
"a1UWD000006OWj62AG","false","CLA-BD-0005457","a1WWD0000034F7P2AU","","Hard cost","Doors","","212.0","","","","","1e883ba1xdyxe9ugyd","0.0","","","0.0"
"a1UWD000006OWj72AG","false","CLA-BD-0005458","a1WWD0000034F752AE","800.0","","Water & Sewer Inspection","","30.0","","","","","1fh74hg0mkihq7o9q2","0.0","100.0","0.0533","800.0"
"a1UWD000006OWj82AG","false","CLA-BD-0005459","a1WWD0000034F7Q2AU","","Hard cost","HVAC","","180.0","","","","","1mblcygaxd64ioxdjx","0.0","","","0.0"
"a1UWD000006OWj92AG","false","CLA-BD-0005460","a1WWD0000034F7Q2AU","","Soft cost","Architectural & Engineering","","2.0","","","","","1qzf3txc45cp1q084l","0.0","","","0.0"
"a1UWD000006OWjA2AW","false","CLA-BD-0005461","a1WWD0000034F7R2AU","","Hard cost","Insulation","","190.0","","","","","1r3u13md22mtywk87p","0.0","","","0.0"
"a1UWD000006OWjB2AW","false","CLA-BD-0005462","a1WWD0000034F7J2AU","85000.0","","Tile & Carpet","","230.0","","","","","1u773ylypqs3p21s5c","0.0","100.0","5.6667","85000.0"
"a1UWD000006OWjC2AW","false","CLA-BD-0005463","a1WWD0000034F742AE","64100.0","Hard cost","Framing & Trusses","","60.0","","","","0.0","1xzk3aoi3l1xo8lmdd","0.0","100.0","4.2733","64100.0"
"a1UWD000006OWjD2AW","false","CLA-BD-0005464","a1WWD0000034F7N2AU","1200.0","","Permits / Fees","","10.0","0.0","","","900.0","246l4or91vsp542g7o","75.0","25.0","0.0649","300.0"
"a1UWD000006OWjE2AW","false","CLA-BD-0005465","a1WWD0000034F742AE","","Hard cost","Siding","","130.0","","","","","25z4m1wwon3cak9y56","0.0","","0.0","0.0"
"a1UWD000006OWjF2AW","false","CLA-BD-0005466","a1WWD0000034F7O2AU","","Land cost","Offsite Expenses","","30.0","","","","","26jct880ewup6v8lol","0.0","","0.0","0.0"
"a1UWD000006OWjG2AW","false","CLA-BD-0005467","a1WWD0000034F752AE","12000.0","","Asphalt / Driveway","","270.0","","","","","26s62nn1nlfk50v6bo","0.0","100.0","0.8","12000.0"
"a1UWD000006OWjH2AW","false","CLA-BD-0005468","a1WWD0000034F7N2AU","","","Electrical","","160.0","","","","","28a4d40tnuolc27o5b","0.0","","0.0","0.0"
"a1UWD000006OWjI2AW","false","CLA-BD-0005469","a1WWD0000034F742AE","","Hard cost","Landscaping","","250.0","","","","","2b51z8zb7apd2fhz5q","0.0","","0.0","0.0"
"a1UWD000006OWjJ2AW","false","CLA-BD-0005470","a1WWD0000034F7K2AU","","","Tile & Carpet","","230.0","","","","","2b8b2vb1s4zch845b3","0.0","","0.0","0.0"
"a1UWD000006OWjK2AW","false","CLA-BD-0005471","a1WWD0000034F742AE","","Soft cost","Title Insurance/Recording","","7.0","","","","","2kcz9xfo8yz87ysln1","0.0","","0.0","0.0"
"a1UWD000006OWjL2AW","false","CLA-BD-0005472","a1WWD0000034F7Q2AU","","Hard cost","Exterior Doors","","90.0","","","","","2vhlgv4im1tjt6209z","0.0","","","0.0"
"a1UWD000006OWjM2AW","false","CLA-BD-0005473","a1WWD0000034F7Q2AU","2600.0","Soft cost","Taxes","","310.0","","","","","2vkt443rn29ildhpza","0.0","100.0","","2600.0"
"a1UWD000006OWjN2AW","false","CLA-BD-0005474","a1WWD0000034F7N2AU","1800.0","","Insurance","","330.0","","","","","2xhepsbgfdlblvzgui","0.0","100.0","0.0973","1800.0"
"a1UWD000006OWjO2AW","false","CLA-BD-0005475","a1WWD0000034F7O2AU","","Hard cost","Contingency - Hard Costs","","400.0","","","","","31kmos82hblfc49esb","0.0","","0.0","0.0"
"a1UWD000006OWjP2AW","false","CLA-BD-0005476","a1WWD0000034F7L2AU","","Hard cost","Electrical","","205.0","","","","","32jh5hq5xkdbuljkqq","0.0","","","0.0"
"a1UWD000006OWjQ2AW","false","CLA-BD-0005477","a1WWD0000034F7L2AU","2300.0","Soft cost","Taxes","","507.0","","","","","3584t7ziq376p5yp87","0.0","100.0","","2300.0"
"a1UWD000006OWjR2AW","false","CLA-BD-0005478","a1WWD0000034F7K2AU","900.0","","Impact Fees","","20.0","","","","","36pv41dzuvcbdvhbeg","0.0","100.0","0.036","900.0"
"a1UWD000006OWjS2AW","false","CLA-BD-0005479","a1WWD0000034F742AE","","Hard cost","Tile & Carpet","","230.0","","","","","39w6f0bbi19hqlw6z7","0.0","","0.0","0.0"
"a1UWD000006OWjT2AW","false","CLA-BD-0005480","a1WWD0000034F7K2AU","800.0","","Water & Sewer Inspection","","30.0","0.0","","","800.0","3byj4lren2ag1dksm0","100.0","0.0","0.032","0.0"
"a1UWD000006OWjU2AW","false","CLA-BD-0005481","a1WWD0000034F742AE","","Hard cost","Drywall","","200.0","","","","","3jspuk7j9vg24pdox7","0.0","","0.0","0.0"
"a1UWD000006OWjV2AW","false","CLA-BD-0005482","a1WWD0000034F7Q2AU","","Hard cost","Sheathing","","70.0","","","","","3o1bry7q4cjktfc5hf","0.0","","","0.0"
"a1UWD000006OWjW2AW","false","CLA-BD-0005483","a1WWD0000034F7Q2AU","800.0","Soft cost","Water & Sewer Inspection","","30.0","","","","","3pjcpr6fln7nr3dine","0.0","100.0","","800.0"
"a1UWD000006OWjX2AW","false","CLA-BD-0005484","a1WWD0000034F7O2AU","215000.0","Hard cost","Steel","","50.0","","","","0.0","3tl8puv1h1t465kx6d","0.0","100.0","14.3333","215000.0"
"a1UWD000006OWjY2AW","false","CLA-BD-0005485","a1WWD0000034F7O2AU","35000.0","Interest reserve","Reserves","","10.0","","","","0.0","40lf47p1or5ilnt8te","0.0","100.0","2.3333","35000.0"
"a1UWD000006OWjZ2AW","false","CLA-BD-0005486","a1WWD0000034F6z2AE","0.0","","Monument sign base construction Lang to verify if applicable","","31.0","","","","","42003800543953596","0.0","0.0","0.0","0.0"
"a1UWD000006OWja2AG","false","CLA-BD-0005487","a1WWD0000034F6v2AE","0.0","","Fire Sprinkler Service","","38.0","","","","","42006179628680453","0.0","0.0","","0.0"
"a1UWD000006OWjb2AG","false","CLA-BD-0005488","a1WWD0000034F6s2AE","0.0","","Hydraulic Elevators","","24.0","","","","","42007030948151132","0.0","0.0","","0.0"
"a1UWD000006OWjc2AG","false","CLA-BD-0005489","a1WWD0000034F6u2AE","0.0","","H.V.A.C. System","","74.0","","","","","42008526340204509","0.0","0.0","","0.0"
"a1UWD000006OWjd2AG","false","CLA-BD-0005490","a1WWD0000034F6w2AE","0.0","","Landscaping","","3.0","","","","","42008886009401468","0.0","0.0","","0.0"
"a1UWD000006OWje2AG","false","CLA-BD-0005491","a1WWD0000034F6r2AE","0.0","","Wood Doors","","56.0","","","","","42010236927702882","0.0","0.0","0.0","0.0"
"a1UWD000006OWjf2AG","false","CLA-BD-0005492","a1WWD0000034F6q2AE","0.0","","Masonry/Building","","52.0","","","","","42011428190945228","0.0","0.0","0.0","0.0"
"a1UWD000006OWjg2AG","false","CLA-BD-0005493","a1WWD0000034F712AE","0.0","","New Curb & Gutter","","11.0","","","","","42012252656625286","0.0","0.0","","0.0"
"a1UWD000006OWjh2AG","false","CLA-BD-0005494","a1WWD0000034F6z2AE","0.0","","Power Management System","","83.0","","","","","42012271291755343","0.0","0.0","0.0","0.0"
"a1UWD000006OWji2AG","false","CLA-BD-0005495","a1WWD0000034F6q2AE","0.0","","Corporate Decor Package Installation","","93.0","","","","","42012805993276533","0.0","0.0","0.0","0.0"
"a1UWD000006OWjj2AG","false","CLA-BD-0005496","a1WWD0000034F712AE","0.0","","Bollard w/ Covers","","37.0","","","","","42013434522099267","0.0","0.0","","0.0"
"a1UWD000006OWjk2AG","false","CLA-BD-0005497","a1WWD0000034F6q2AE","0.0","","Misc.","","47.0","","","","","42014202664223534","0.0","0.0","0.0","0.0"
"a1UWD000006OXOi2AO","false","CLA-BD-0008037","a1WWD0000034F972AE","","Interest reserve","","","","","","","","42014999791060901","0.0","","","0.0"
"a1UWD000006OWjl2AG","false","CLA-BD-0005498","a1WWD0000034F6o2AE","0.0","","Insurance","","24.0","","","","","42015579615665214","0.0","0.0","","0.0"
"a1UWD000006OXOo2AO","false","CLA-BD-0008043","a1WWD0000034F9D2AU","","Hard cost","","","","","","","","42016833877654325","0.0","","","0.0"
"a1UWD000006OWjm2AG","false","CLA-BD-0005499","a1WWD0000034F6v2AE","0.0","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","","","42019299027759777","0.0","0.0","","0.0"
"a1UWD000006OWjn2AG","false","CLA-BD-0005500","a1WWD0000034F6t2AE","0.0","","Site Stripping (ADA)","","17.0","","","","","42020557801493655","0.0","0.0","","0.0"
"a1UWD000006OWjo2AG","false","CLA-BD-0005501","a1WWD0000034F6z2AE","0.0","","Electrical site work/labor","","29.0","","","","","42022652245580224","0.0","0.0","0.0","0.0"
"a1UWD000006OWjp2AG","false","CLA-BD-0005502","a1WWD0000034F6p2AE","0.0","","Electrical","","28.0","","","","","42022983826811000","0.0","0.0","","0.0"
"a1UWD000006OWjq2AG","false","CLA-BD-0005503","a1WWD0000034F6z2AE","0.0","","Plumbing sit work","","32.0","","","","","42023171616854588","0.0","0.0","0.0","0.0"
"a1UWD000006OWjr2AG","false","CLA-BD-0005504","a1WWD0000034F712AE","0.0","","New electric service","","4.0","","","","","42023818634564518","0.0","0.0","","0.0"
"a1UWD000006OWjs2AG","false","CLA-BD-0005505","a1WWD0000034F712AE","0.0","","Storm Drain","","26.0","","","","","42024790846166051","0.0","0.0","","0.0"
"a1UWD000006OWjt2AG","false","CLA-BD-0005506","a1WWD0000034F6x2AE","0.0","","Roofing","","19.0","","","","","42025827091636179","0.0","0.0","","0.0"
"a1UWD000006OWju2AG","false","CLA-BD-0005507","a1WWD0000034F6z2AE","0.0","","H.V.A.C. System","","74.0","","","","","42026795436380355","0.0","0.0","0.0","0.0"
"a1UWD000006OWjv2AG","false","CLA-BD-0005508","a1WWD0000034F6s2AE","0.0","","Change Orders","","36.0","","","","","42027044582944251","0.0","0.0","","0.0"
"a1UWD000006OWjw2AG","false","CLA-BD-0005509","a1WWD0000034F6q2AE","0.0","","Drywall & Metal Studs","","66.0","","","","","42027690381246883","0.0","0.0","0.0","0.0"
"a1UWD000006OWjx2AG","false","CLA-BD-0005510","a1WWD0000034F6v2AE","0.0","","New Curb & Gutter","","11.0","","","","","42031167881185246","0.0","0.0","","0.0"
"a1UWD000006OWjy2AG","false","CLA-BD-0005511","a1WWD0000034F6o2AE","0.0","","Flooring","","5.0","","","","","42031244008092582","0.0","0.0","","0.0"
"a1UWD000006OWjz2AG","false","CLA-BD-0005512","a1WWD0000034F6z2AE","0.0","","Glass & Glazing","","65.0","","","","","42033310899781592","0.0","0.0","0.0","0.0"
"a1UWD000006OWk02AG","false","CLA-BD-0005513","a1WWD0000034F6v2AE","0.0","","Wood Doors","","56.0","","","","","42033887111654060","0.0","0.0","","0.0"
"a1UWD000006OWk12AG","false","CLA-BD-0005514","a1WWD0000034F6z2AE","0.0","","Erosion & Dust Control","","39.0","","","","","42037830347995003","0.0","0.0","0.0","0.0"
"a1UWD000006OWk22AG","false","CLA-BD-0005515","a1WWD0000034F6u2AE","0.0","","100 ft secondary service","","84.0","","","","","42039647581210968","0.0","0.0","","0.0"
"a1UWD000006OWk32AG","false","CLA-BD-0005516","a1WWD0000034F6t2AE","0.0","","Demo","","9.0","","","","","42043006114336266","0.0","0.0","","0.0"
"a1UWD000006OWk42AG","false","CLA-BD-0005517","a1WWD0000034F6r2AE","0.0","","Off site fire hydrant","","8.0","","","","","42047763384823975","0.0","0.0","0.0","0.0"
"a1UWD000006OWk52AG","false","CLA-BD-0005518","a1WWD0000034F6q2AE","0.0","","Rough Carpentry Labor","","61.0","","","","","42047792845450525","0.0","0.0","0.0","0.0"
"a1UWD000006OWk62AG","false","CLA-BD-0005519","a1WWD0000034F6r2AE","0.0","","Termite Treat","","80.0","","","","","42050029878559894","0.0","0.0","0.0","0.0"
"a1UWD000006OWk72AG","false","CLA-BD-0005520","a1WWD0000034F6u2AE","0.0","","Concrete paving","","34.0","","","","","42051469737584911","0.0","0.0","","0.0"
"a1UWD000006OWk82AG","false","CLA-BD-0005521","a1WWD0000034F6q2AE","0.0","","Power Management System","","83.0","","","","","42051867876017697","0.0","0.0","0.0","0.0"
"a1UWD000006OWk92AG","false","CLA-BD-0005522","a1WWD0000034F6q2AE","0.0","","New approaches","","13.0","","","","","42056559749628752","0.0","0.0","0.0","0.0"
"a1UWD000006OWkA2AW","false","CLA-BD-0005523","a1WWD0000034F712AE","0.0","","F.R.P. and marlite","","86.0","","","","","42056615487107387","0.0","0.0","","0.0"
"a1UWD000006OWkB2AW","false","CLA-BD-0005524","a1WWD0000034F6w2AE","0.0","","Fee","","31.0","","","","","42060164371550255","0.0","0.0","","0.0"
"a1UWD000006OWkC2AW","false","CLA-BD-0005525","a1WWD0000034F6q2AE","0.0","","Retaining wall","","23.0","","","","","42062508593277154","0.0","0.0","0.0","0.0"
"a1UWD000006OWkD2AW","false","CLA-BD-0005526","a1WWD0000034F6v2AE","0.0","","Storm Drain","","26.0","","","","","42063503383945182","0.0","0.0","","0.0"
"a1UWD000006OWkE2AW","false","CLA-BD-0005527","a1WWD0000034F712AE","0.0","","Power pole - new or relocate","","5.0","","","","","42064023618862981","0.0","0.0","","0.0"
"a1UWD000006OWkF2AW","false","CLA-BD-0005528","a1WWD0000034F6r2AE","0.0","","Caulking","","91.0","","","","","42066963267732755","0.0","0.0","0.0","0.0"
"a1UWD000006OWkG2AW","false","CLA-BD-0005529","a1WWD0000034F6r2AE","0.0","","New sidewalk","","12.0","","","","","42070749256541448","0.0","0.0","0.0","0.0"
"a1UWD000006OWkH2AW","false","CLA-BD-0005530","a1WWD0000034F6w2AE","0.0","","Glass/Glazing","","15.0","","","","","42071870016872688","0.0","0.0","","0.0"
"a1UWD000006OWkI2AW","false","CLA-BD-0005531","a1WWD0000034F6r2AE","0.0","","Fire Hydrant","","40.0","","","","","42074115976229400","0.0","0.0","0.0","0.0"
"a1UWD000006OWkJ2AW","false","CLA-BD-0005532","a1WWD0000034F6v2AE","0.0","","Retaining wall","","23.0","","","","","42078481765653346","0.0","0.0","","0.0"
"a1UWD000006OWkK2AW","false","CLA-BD-0005533","a1WWD0000034F6u2AE","0.0","","New electric service","","4.0","","","","","42079602027855579","0.0","0.0","","0.0"
"a1UWD000006OWkL2AW","false","CLA-BD-0005534","a1WWD0000034F712AE","0.0","","Corporate Decor Package Installation","","93.0","","","","","42079948125664200","0.0","0.0","","0.0"
"a1UWD000006OWkM2AW","false","CLA-BD-0005535","a1WWD0000034F6q2AE","0.0","","Site Demolition","","22.0","","","","","42082004042846828","0.0","0.0","0.0","0.0"
"a1UWD000006OXOu2AO","false","CLA-BD-0008049","a1WWD0000034F9T2AU","","Soft cost","","","","","","","","42082107406657991","0.0","","","0.0"
"a1UWD000006OWkN2AW","false","CLA-BD-0005536","a1WWD0000034F6q2AE","0.0","","Street light - new or relocate","","6.0","","","","","42083187871115089","0.0","0.0","0.0","0.0"
"a1UWD000006OWkO2AW","false","CLA-BD-0005537","a1WWD0000034F6v2AE","0.0","","F.R.P. and marlite","","86.0","","","","","42083285943037480","0.0","0.0","","0.0"
"a1UWD000006OWkP2AW","false","CLA-BD-0005538","a1WWD0000034F6r2AE","0.0","","Survey","","18.0","","","","","42083669500719493","0.0","0.0","0.0","0.0"
"a1UWD000006OWkQ2AW","false","CLA-BD-0005539","a1WWD0000034F6s2AE","0.0","","Termite Control","","2.0","","","","","42087744710881220","0.0","0.0","","0.0"
"a1UWD000006OWkR2AW","false","CLA-BD-0005540","a1WWD0000034F6v2AE","0.0","","Finish Carpentry Labor","","60.0","","","","","42090711677144580","0.0","0.0","","0.0"
"a1UWD000006OWkS2AW","false","CLA-BD-0005541","a1WWD0000034F6z2AE","0.0","","Telephone Pole","","7.0","","","","","42091238065097831","0.0","0.0","0.0","0.0"
"a1UWD000006OWkT2AW","false","CLA-BD-0005542","a1WWD0000034F6z2AE","0.0","","Termite Treat","","80.0","","","","","42091426912283058","0.0","0.0","0.0","0.0"
"a1UWD000006OWkU2AW","false","CLA-BD-0005543","a1WWD0000034F6r2AE","0.0","","Metal Fab","","78.0","","","","","42091973157217482","0.0","0.0","0.0","0.0"
"a1UWD000006OWkV2AW","false","CLA-BD-0005544","a1WWD0000034F6q2AE","0.0","","Finish Lumber & Doors","","54.0","","","","","42092016281648116","0.0","0.0","0.0","0.0"
"a1UWD000006OWkW2AW","false","CLA-BD-0005545","a1WWD0000034F6o2AE","0.0","","Roof Structure (Trusses, Sheeting, Labor)","","18.0","","","","","42094483155452463","0.0","0.0","","0.0"
"a1UWD000006OWkX2AW","false","CLA-BD-0005546","a1WWD0000034F6w2AE","0.0","","Cast in Place Concrete","","5.0","","","","","42094782709694942","0.0","0.0","","0.0"
"a1UWD000006OWkY2AW","false","CLA-BD-0005547","a1WWD0000034F6s2AE","0.0","","Roofing &Sheetmetal Flashing","","12.0","","","","","42095981641623231","0.0","0.0","","0.0"
"a1UWD000006OWkZ2AW","false","CLA-BD-0005548","a1WWD0000034F6r2AE","0.0","","EIFS / Lath & Plaster","","70.0","","","","","42098629311718182","0.0","0.0","0.0","0.0"
"a1UWD000006OXSx2AO","false","CLA-BD-0008300","a1WWD0000034F9r2AE","","Land cost","","","","0.0","","","0.0","42100508929119014","0.0","","","0.0"
"a1UWD000006OWka2AG","false","CLA-BD-0005549","a1WWD0000034F6z2AE","0.0","","Preasure Washing","","43.0","","","","","42100594967130562","0.0","0.0","0.0","0.0"
"a1UWD000006OWkb2AG","false","CLA-BD-0005550","a1WWD0000034F6v2AE","0.0","","Caulking","","91.0","","","","","42100600051446052","0.0","0.0","","0.0"
"a1UWD000006OWkc2AG","false","CLA-BD-0005551","a1WWD0000034F6r2AE","0.0","","Structural Steel","","53.0","","","","","42101798022132876","0.0","0.0","0.0","0.0"
"a1UWD000006OWkd2AG","false","CLA-BD-0005552","a1WWD0000034F6s2AE","0.0","","Misc. Specialities","","22.0","","","","","42101996008507641","0.0","0.0","","0.0"
"a1UWD000006OXOf2AO","false","CLA-BD-0008034","a1WWD0000034F8W2AU","","Soft cost","","","","","","","","42102410066083966","0.0","","0.0","0.0"
"a1UWD000006OWke2AG","false","CLA-BD-0005553","a1WWD0000034F6u2AE","0.0","","Concrete Foundation( Include building slab)","","51.0","","","","","42104100113768622","0.0","0.0","","0.0"
"a1UWD000006OWkf2AG","false","CLA-BD-0005554","a1WWD0000034F6r2AE","0.0","","Telephone Underground","","33.0","","","","","42104357375124720","0.0","0.0","0.0","0.0"
"a1UWD000006OWkg2AG","false","CLA-BD-0005555","a1WWD0000034F6v2AE","0.0","","Misc. S.S.","","71.0","","","","","42107220109866682","0.0","0.0","","0.0"
"a1UWD000006OWkh2AG","false","CLA-BD-0005556","a1WWD0000034F6s2AE","0.0","","Finish Carpentry/Millwork","","10.0","","","","","42111558550203643","0.0","0.0","","0.0"
"a1UWD000006OWki2AG","false","CLA-BD-0005557","a1WWD0000034F6p2AE","0.0","","Allowance - Drywall Support/Finishing","","34.0","","","","","42112367510241670","0.0","0.0","","0.0"
"a1UWD000006OWkj2AG","false","CLA-BD-0005558","a1WWD0000034F6w2AE","0.0","","Doors/Frames/Hardware","","14.0","","","","","42113567375639095","0.0","0.0","","0.0"
"a1UWD000006OWkk2AG","false","CLA-BD-0005559","a1WWD0000034F6r2AE","0.0","","H.V.A.C. System","","74.0","","","","","42119829699042329","0.0","0.0","0.0","0.0"
"a1UWD000006OWkl2AG","false","CLA-BD-0005560","a1WWD0000034F6q2AE","0.0","","Storm Drain","","16.0","","","","","42120283923994352","0.0","0.0","0.0","0.0"
"a1UWD000006OWkm2AG","false","CLA-BD-0005561","a1WWD0000034F6u2AE","0.0","","Storm Drain","","16.0","","","","","42120515209213295","0.0","0.0","","0.0"
"a1UWD000006OWkn2AG","false","CLA-BD-0005562","a1WWD0000034F6v2AE","0.0","","100 ft secondary service","","84.0","","","","","42120558764785134","0.0","0.0","","0.0"
"a1UWD000006OXOy2AO","false","CLA-BD-0008053","a1WWD0000034F9X2AU","","Financing cost","","","","0.0","","","0.0","42120563733890791","0.0","","","0.0"
"a1UWD000006OWko2AG","false","CLA-BD-0005563","a1WWD0000034F6v2AE","0.0","","Fire Extinguishers","","87.0","","","","","42121943078265832","0.0","0.0","","0.0"
"a1UWD000006OXOq2AO","false","CLA-BD-0008045","a1WWD0000034F9F2AU","","Hard cost","","","","","","","","42122094186860492","0.0","","","0.0"
"a1UWD000006OWkp2AG","false","CLA-BD-0005564","a1WWD0000034F6p2AE","0.0","","Allowance - Precast Concrete Pane","","35.0","","","","","42124444925824813","0.0","0.0","","0.0"
"a1UWD000006OWkq2AG","false","CLA-BD-0005565","a1WWD0000034F6z2AE","0.0","","Misc. S.S.","","71.0","","","","","42125139353640797","0.0","0.0","0.0","0.0"
"a1UWD000006OWkr2AG","false","CLA-BD-0005566","a1WWD0000034F6x2AE","0.0","","Plumbing","","3.0","","","","","42126172705459088","0.0","0.0","","0.0"
"a1UWD000006OWks2AG","false","CLA-BD-0005567","a1WWD0000034F6p2AE","0.0","","Allowance - Add'l Steel Support","","33.0","","","","","42126509928471038","0.0","0.0","","0.0"
"a1UWD000006OWkt2AG","false","CLA-BD-0005568","a1WWD0000034F6u2AE","0.0","","TABC - Air Balance (Required)","","75.0","","","","","42127415792635494","0.0","0.0","","0.0"
"a1UWD000006OWku2AG","false","CLA-BD-0005569","a1WWD0000034F6q2AE","0.0","","Electrical Material","","82.0","","","","","42127476512218292","0.0","0.0","0.0","0.0"
"a1UWD000006OWkv2AG","false","CLA-BD-0005570","a1WWD0000034F6z2AE","0.0","","Concrete paving","","34.0","","","","","42127541142377645","0.0","0.0","0.0","0.0"
"a1UWD000006OWkw2AG","false","CLA-BD-0005571","a1WWD0000034F6z2AE","0.0","","Relocate Transformer","","17.0","","","","","42129003874722946","0.0","0.0","0.0","0.0"
"a1UWD000006OWkx2AG","false","CLA-BD-0005572","a1WWD0000034F6v2AE","0.0","","Street paving and markings","","14.0","","","","","42131370689877292","0.0","0.0","","0.0"
"a1UWD000006OWky2AG","false","CLA-BD-0005573","a1WWD0000034F6u2AE","0.0","","Misc.","","92.0","","","","","42131633645504016","0.0","0.0","","0.0"
"a1UWD000006OWkz2AG","false","CLA-BD-0005574","a1WWD0000034F6v2AE","0.0","","Street light - new or relocate","","6.0","","","","","42133736661274333","0.0","0.0","","0.0"
"a1UWD000006OWl02AG","false","CLA-BD-0005575","a1WWD0000034F712AE","0.0","","Landscaping w/ Irrigation (Required)","","36.0","","","","","42135302851514648","0.0","0.0","","0.0"
"a1UWD000006OWl12AG","false","CLA-BD-0005576","a1WWD0000034F6p2AE","0.0","","Ceramic Tile","","17.0","","","","","42135302876964231","0.0","0.0","","0.0"
"a1UWD000006OWl22AG","false","CLA-BD-0005577","a1WWD0000034F6q2AE","0.0","","Ceramic tile","","69.0","","","","","42138773329333436","0.0","0.0","0.0","0.0"
"a1UWD000006OWl32AG","false","CLA-BD-0005578","a1WWD0000034F6r2AE","0.0","","Landscaping w/ Irrigation (Required)","","36.0","","","","","42139471662776275","0.0","0.0","0.0","0.0"
