"Id","IsDeleted","Name","LastViewedDate","LastReferencedDate","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c"
"a0qWD00000JuRltYAF","false","Entity Involvement","","","a0sWD00000d2qnGYAQ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","6.0","","","","MappedSObjectHierarchyScreenResource","","","000032C4_2C2C_4944_8EBC_E365C3EC842C","LLC_BI__Deposit__c",""
"a0qWD00000JuRluYAF","false","Analyzed Account","","","a0sWD00000d2qnGYAQ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","6.0","","","","MappedSObjectHierarchyScreenResource","","","000035C4_2C2C_4944_8EBC_E365C3EC842C","LLC_BI__Deposit__c",""
"a0qWD00000JuRlvYAF","false","Beneficiary","","","a0sWD00000d2qnGYAQ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","6.0","","","","MappedSObjectHierarchyScreenResource","","","000038C4_2C2C_4944_8EBC_E365C3EC842C","LLC_BI__Deposit__c",""
"a0qWD00000JHN8mYAH","false","SBL Eligibility Business","","","a0sWD00000cQ1POYA0","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","00201666029075344","Account",""
"a0qWD00000JuTBgYAN","false","Onboarding","","","a0sWD00000d2qvbYAA","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","00241576590235161","LLC_BI__Treasury_Service__c",""
"a0qWD00000JuTBhYAN","false","Employer Info","","","a0sWD00000d2r7yYAA","false","false","false","false","","true","true","false","false","false","20.0","slide","true","false","true","false","","true","","","","","","MappedSObjectScreenResource","","","00351600720341645","Contact",""
"a0qWD00000JHN0YYAX","false","Participations","","","a0sWD00000cQ1MOYA0","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005gHiSYAU","MappedSObjectHierarchyScreenResource","","","00551620937672162","LLC_BI__Loan__c",""
"a0qWD00000JHNMDYA5","false","Risk Ratings","","","a0sWD00000cQ1XcYAK","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","00601585604341051","LLC_BI__Loan__c",""
"a0qWD00000JHN8nYAH","false","Enhanced Fees Management","","","a0sWD00000cQ1OKYA0","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","00741663700625418","LLC_BI__Loan__c",""
"a0qWD00000JHNMEYA5","false","Third Party Reports","","","a0sWD00000cQ1X2YAK","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005gHj9YAE","MappedSObjectHierarchyScreenResource","","","01211620937672162","LLC_BI__Loan__c",""
"a0qWD00000JHNNjYAP","false","Rate Structure","","","a0sWD00000cQ1XAYA0","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","01391620937672158","LLC_BI__Loan__c",""
"a0qWD00000JHNMFYA5","false","Balance Details","","","a0sWD00000cQ1XWYA0","false","false","false","false","","false","true","false","false","false","3.0","slide","true","false","false","false","","false","","","","","a16WD000005gHffYAE","MappedSObjectScreenResource","","","01481585604341049","LLC_BI__Loan__c",""
"a0qWD00000JuRlwYAF","false","DEP Primary Identification","","","a0sWD00000d2qolYAA","false","false","false","false","","false","false","false","false","false","1300.0","slide","true","false","false","false","","true","","","","","a16WD000005j45pYAA","MappedSObjectScreenResource","","","01631641354325403","Contact",""
"a0qWD00000JHN8oYAH","false","Underwriting_Overview","","","a0sWD00000cQ1OLYA0","false","false","false","false","","true","true","false","false","false","60.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","01721663700625422","LLC_BI__Loan__c",""
"a0qWD00000JuTBiYAN","false","Loan Compliances (HMDA Effective-2018)","","","a0sWD00000d2quXYAQ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","01871585311470644","LLC_BI__Loan__c",""
"a0qWD00000JHNNkYAP","false","Payment Structure","","","a0sWD00000cQ1YXYA0","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","02101619447515170","LLC_BI__Loan__c",""
"a0qWD00000JHNMGYA5","false","UI Collateral Record Schedule","","","a0sWD00000cQ1WsYAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","02231619447515164","LLC_BI__Loan_Collateral2__c",""
"a0qWD00000JuTBjYAN","false","Collateral Pledged","","","a0sWD00000d2quZYAQ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","6.0","","","","MappedSObjectHierarchyScreenResource","","","02342B02_3640_463F_BA73_006831274C02","LLC_BI__Loan__c",""
"a0qWD00000JuTBkYAN","false","Applicant Details","","","a0sWD00000d2quiYAA","false","false","false","false","","true","true","false","false","false","20.0","slide","true","false","true","false","","true","","","","","a16WD000005j4GHYAY","MappedSObjectScreenResource","","","02511663700625415","Contact",""
"a0qWD00000JuRlxYAF","false","DEP Primary Identification - Passport","","","a0sWD00000d2qnKYAQ","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Passport/""}}{{ENDIF}}","false","false","false","false","false","2100.0","slide","true","false","false","false","","true","","","","a0qWD00000JuRvkYAF","a16WD000005j41cYAA","MappedSObjectScreenResource","","","02561640206777983","Contact",""
"a0qWD00000JuTBlYAN","false","Other","","","a0sWD00000d2r7eYAA","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","02941575395465699","LLC_BI__Loan__c",""
"a0qWD00000JuTBmYAN","false","Approvals","","","a0sWD00000d2r6YYAQ","false","false","false","false","","true","false","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","03031576590631689","LLC_BI__Treasury_Service__c",""
"a0qWD00000JHNNlYAP","false","Fees Summary","","","a0sWD00000cQ1WnYAK","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","03071619447515171","LLC_BI__Loan__c",""
"a0qWD00000JHN8pYAH","false","UI Related Pledged Collateral Schedule","","","a0sWD00000cQ1PQYA0","false","false","false","false","","true","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","03141600720268022","LLC_BI__Loan_Collateral2__c",""
"a0qWD00000JuShqYAF","false","SBA Transaction Description (Sources & Uses)","","","a0sWD00000d2qo7YAA","false","false","false","false","","false","false","false","false","false","150.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000GYLHRtYQP","031e792c-218e-c4f3","LLC_BI__Product_Package__c",""
"a0qWD00000JHN8qYAH","false","Asset Schedule","","","a0sWD00000cQ1OGYA0","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","03341602764631668","nRetail__Asset__c",""
"a0qWD00000JHN0ZYAX","false","Approval Details","","","a0sWD00000cPtLTYA0","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005gHj2YAE","MappedSObjectScreenResource","","","03421620937672162","LLC_BI__Loan__c",""
"a0qWD00000JuTBnYAN","false","Booked Information","","","a0sWD00000d2qubYAA","false","false","false","false","","false","true","false","false","false","4.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","03486f31-04d3-070e","LLC_BI__Loan__c",""
"a0qWD00000JHNNmYAP","false","Rate Structure Details Floating","","","a0sWD00000cQ1XAYA0","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","03511620937672158","LLC_BI__Pricing_Rate_Component__c",""
"a0qWD00000JHNDJYA5","false","Primary Account","","","a0sWD00000cQ1QvYAK","false","false","false","false","","false","true","false","false","false","7.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","0358135F5A014D30B81F5A4F20404C2C","LLC_BI__Loan__c",""
"a0qWD00000JuTBoYAN","false","Authorized Administrators","","","a0sWD00000d2qvmYAA","false","false","false","false","","true","false","false","false","false","1.0","slide","true","false","false","false","","true","","4.0","","","","MappedSObjectHierarchyScreenResource","","","03671576590368667","LLC_BI__Treasury_Service__c",""
"a0qWD00000JHN8rYAH","false","Loan Team Members","","","a0sWD00000cQ1PfYAK","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","03811585311470663","LLC_BI__Loan__c",""
"a0qWD00000JHNNnYAP","false","Risk Rating","","","a0sWD00000cQ1YDYA0","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","04231619447515170","LLC_BI__Loan__c",""
"a0qWD00000JHNNoYAP","false","Rate Structure Details Fixed","","","a0sWD00000cQ1WyYAK","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","04401619447515165","LLC_BI__Pricing_Rate_Component__c",""
"a0qWD00000JuTBpYAN","false","Product Summary","","","a0sWD00000d2qwCYAQ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","0463dc72-1809-0d00","LLC_BI__Treasury_Service__c",""
"a0qWD00000JHN8sYAH","false","Next Steps","","","a0sWD00000cQ1OtYAK","false","false","false","false","","true","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005gHfzYAE","MappedSObjectScreenResource","","","04911602764631672","LLC_BI__Loan__c",""
"a0qWD00000JHNNpYAP","false","Booked Information","","","a0sWD00000cQ1YEYA0","false","false","false","false","","false","true","false","false","false","4.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","04981619447515175","LLC_BI__Loan__c",""
"a0qWD00000JuTBqYAN","false","Relationship Summary","","","a0sWD00000d2qssYAA","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","04f06bf9-c7a0-d848","LLC_BI__Product_Package__c",""
"a0qWD00000JHN8tYAH","false","Enhanced Fees Management","","","a0sWD00000cQ1PaYAK","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","05171602764631666","LLC_BI__Loan__c",""
"a0qWD00000JHNMHYA5","false","HMDA","","","a0sWD00000cQ1WmYAK","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","05221619447515178","LLC_BI__Loan__c",""
"a0qWD00000JuTBrYAN","false","Secured Commercial Personal Role","","","a0sWD00000d2r7iYAA","false","false","false","false","","true","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","05301579293662935","LLC_BI__Connection__c",""
"a0qWD00000JHN8uYAH","false","Enhanced Fee Loan Aggregate Summary","","","a0sWD00000cQ1OKYA0","false","false","false","false","","true","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","05391663700625419","LLC_BI__Fee_Loan_Aggregate__c",""
"a0qWD00000JuTBsYAN","false","Action Taken","","","a0sWD00000d2rQRYAY","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","0556ecf6-b4c0-7068","LLC_BI__Loan__c",""
"a0qWD00000JuTBtYAN","false","Referral","","","a0sWD00000d2r7UYAQ","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","05721578346510379","LLC_BI__Loan__c",""
"a0qWD00000JuTBuYAN","false","Action Taken","","","a0sWD00000d2rQnYAI","false","false","false","false","","true","false","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","05877fe5-cd5c-e1bc","LLC_BI__Loan__c",""
"a0qWD00000JuTBvYAN","false","Account Debt","","","a0sWD00000d2r7SYAQ","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","05a2d69f-de03-4d35","LLC_BI__Loan__c",""
"a0qWD00000JuTBwYAN","false","Entity Involvement","","","a0sWD00000d2r60YAA","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","6.0","","","","MappedSObjectHierarchyScreenResource","","","06336B40_3200_437F_804E_670528630A76","LLC_BI__Loan__c",""
"a0qWD00000JHN8vYAH","false","Add Non Standard Fee","","","a0sWD00000cQ1PaYAK","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","06371602764631667","LLC_BI__Fee__c",""
"a0qWD00000JuTBxYAN","false","Loan","","","a0sWD00000d2r6JYAQ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","6.0","","","","MappedSObjectScreenResource","","","06391F7F_4769_4416_BF24_6D6C4F1C552B","LLC_BI__Loan__c",""
"a0qWD00000JuTByYAN","false","Daily Limit Change","","","a0sWD00000d2r6DYAQ","false","false","false","false","","true","false","false","false","false","1.0","slide","true","false","false","false","","true","","5.0","","","","MappedSObjectHierarchyScreenResource","","","06441576590235162","LLC_BI__Treasury_Service__c",""
"a0qWD00000JuRlyYAF","false","Mailing Address","","","a0sWD00000d2qnKYAQ","false","false","false","false","{{IF=/""A AND B AND C/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Mailing_Same_as_Physical__c/"" IS=/""No/""}}{{COND=/""B/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""C/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1645.0","slide","true","false","false","false","","true","","","","a0qWD00000JuRm0YAF","a16WD000005j45hYAA","MappedSObjectScreenResource","","","06861640206777980","Contact",""
"a0qWD00000JHN8wYAH","false","Adverse Actions/Counter Offers","","","a0sWD00000cQ1O9YAK","false","false","false","false","","true","false","false","false","false","5.0","slide","true","false","false","false","","true","","","","","a16WD000005gHg0YAE","MappedSObjectHierarchyScreenResource","","","07031663700625425","LLC_BI__Loan__c",""
"a0qWD00000JHN8xYAH","false","Structure Info","","","a0sWD00000cQ1ODYA0","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","07251585311470672","LLC_BI__Loan__c",""
"a0qWD00000JHN0aYAH","false","Tasks","","","a0sWD00000cPtLJYA0","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","true","","true","","","","","","MappedSObjectHierarchyScreenResource","","","07461620937672167","LLC_BI__Loan__c",""
"a0qWD00000JuTBzYAN","false","Collateral","","","a0sWD00000d2r8EYAQ","false","false","false","false","","true","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","074a6539-e600-35c8","LLC_BI__Loan__c",""
"a0qWD00000JuTC0YAN","false","Loan Lifecycle","","","a0sWD00000d2rQRYAY","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","07ae388f-a909-5624","LLC_BI__Loan__c",""
"a0qWD00000JuRlzYAF","false","DEP Primary Identification- Passport","","","a0sWD00000d2qoqYAA","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Passport/""}}{{ENDIF}}","false","false","false","false","false","1500.0","slide","true","false","false","false","","true","","","","a0qWD00000JuRmAYAV","a16WD000005j45mYAA","MappedSObjectScreenResource","","","08061641831940770","Contact",""
"a0qWD00000JHNNqYAP","false","Loan Team Members","","","a0sWD00000cQ1YAYA0","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","08131619447515174","LLC_BI__Loan__c",""
"a0qWD00000JHN0bYAH","false","Add Debt","","","a0sWD00000cPtLKYA0","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","08171560278867254","LLC_BI__Debt__c",""
"a0qWD00000JuTC1YAN","false","Collateral Summary","","","a0sWD00000d2qssYAA","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","08273159-8559-cfea","LLC_BI__Product_Package__c",""
"a0qWD00000JHNRuYAP","false","Structure Info","","","a0sWD00000cQ1YtYAK","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","a16WD000005gHiCYAU","MappedSObjectScreenResource","","","08301585604341048","LLC_BI__Loan__c",""
"a0qWD00000JHN8yYAH","false","Add Debt","","","a0sWD00000cQ1O7YAK","false","false","false","false","","true","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","08701600720268025","LLC_BI__Debt__c",""
"a0qWD00000JHN8zYAH","false","SBL Eligibility Loan","","","a0sWD00000cQ1PZYA0","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","08711666029075344","LLC_BI__Loan__c",""
"a0qWD00000JuRm0YAF","false","DEP Personal Contact - Personal Info - Business","","","a0sWD00000d2qnKYAQ","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","true","false","false","false","false","1640.0","slide","true","false","false","false","","true","","","","a0qWD00000JuRvOYAV","a16WD000005j41VYAQ","MappedSObjectScreenResource","","","08721640206777979","Contact",""
"a0qWD00000JHNNrYAP","false","HMDA","","","a0sWD00000cQ1WYYA0","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","09161585604341050","LLC_BI__Loan__c",""
"a0qWD00000JuTC2YAN","false","Associated Accounts","","","a0sWD00000d2r5vYAA","false","false","false","false","","true","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","09301575852928083","LLC_BI__Treasury_Service__c",""
"a0qWD00000JuTC3YAN","false","ACH Non Prefunding Credit Score","","","a0sWD00000d2qv3YAA","false","false","false","false","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Treasury_Service__c.Select_Risk_Score_Template__c"" IS=""ACH Non Prefunding""}}{{ENDIF}}","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","a0qWD00000JuTawYAF","","MappedSObjectScreenResource","","","09301576590026017","LLC_BI__Treasury_Service__c",""
"a0qWD00000JuRm1YAF","false","Mailing Address - Locked","","","a0sWD00000d2qolYAA","false","false","false","false","{{IF=/""(A OR B) AND C/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{COND=/""C/"" FIELD=/""Contact.cm_Mailing_Same_as_Physical__c/"" IS=/""No/""}}{{ENDIF}}","false","false","false","false","false","1200.0","slide","true","false","false","false","","false","","","","a0qWD00000JuRm3YAF","a16WD000005j41SYAQ","MappedSObjectScreenResource","","","09511641354325409","Contact",""
"a0qWD00000JuTC4YAN","false","Onboarding","","","a0sWD00000d2qvTYAQ","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","09571576590514300","LLC_BI__Treasury_Service__c",""
"a0qWD00000JHN0cYAH","false","Borrowing Structure","","","a0sWD00000cQ1MFYA0","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","09601560278867311","LLC_BI__Loan__c",""
"a0qWD00000JuTC5YAN","false","Daily Limit Change","","","a0sWD00000d2r7AYAQ","false","false","false","false","","true","false","false","false","false","1.0","slide","true","false","false","false","","true","","5.0","","","","MappedSObjectHierarchyScreenResource","","","09641575853422745","LLC_BI__Treasury_Service__c",""
"a0qWD00000JHN90YAH","false","Exposure Confirmation","","","a0sWD00000cQ1OPYA0","false","false","false","false","","true","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005gHg5YAE","MappedSObjectScreenResource","","","09811602764631672","LLC_BI__Loan__c",""
"a0qWD00000JHN0dYAH","false","Lease Details","","","a0sWD00000cQ1McYAK","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005gHhEYAU","MappedSObjectScreenResource","","","0983g000000PAzd","LLC_BI__Loan__c",""
"a0qWD00000JHN0eYAH","false","Lease Details","","","a0sWD00000cQ1McYAK","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","0984x000000sY1h","LLC_BI__Loan__c",""
"a0qWD00000JuRm2YAF","false","Mailing Address","","","a0sWD00000d2qolYAA","false","false","false","false","{{IF=/""A AND B AND C/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Mailing_Same_as_Physical__c/"" IS=/""No/""}}{{COND=/""B/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""C/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1100.0","slide","true","false","false","false","","true","","","","a0qWD00000JuRm3YAF","a16WD000005j41SYAQ","MappedSObjectScreenResource","","","09881641354325409","Contact",""
"a0qWD00000JuRm3YAF","false","DEP Personal Contact (Individual)1","","","a0sWD00000d2qolYAA","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","true","false","false","false","false","1000.0","slide","true","false","false","false","","true","","","","a0qWD00000JuRvPYAV","a16WD000005j41aYAA","MappedSObjectScreenResource","","","09951641354325410","Contact",""
"a0qWD00000JuTC6YAN","false","Structure Info Approved","","","a0sWD00000d2rQsYAI","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","09d70bd3-a0d3-49ba","LLC_BI__Loan__c",""
