"Id","OwnerId","IsDeleted","Name","LLC_BI__Branch_Id__c","LLC_BI__City__c","LLC_BI__County__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Institution__c","LLC_BI__Location__Latitude__s","LLC_BI__Location__Longitude__s","LLC_BI__Location__c","LLC_BI__Mortgage_License_State__c","LLC_BI__Mortgage_License__c","LLC_BI__NMLS__c","LLC_BI__State__c","LLC_BI__Street__c","LLC_BI__Zip_Code__c","LLC_BI__lookupKey__c","AutorabitExtId__c"
"a1TWD000001ox8z2AA","005al00000RVcKvAAL","false","Toulouse","4","","","","","","","","","","","","","","42802425444024057","a1TVx00000F44aTMAR"
"a1TWD000001ox902AA","005al00000RVcKvAAL","false","Lyon","1","","","","","","","","","","","","","","42034969807242332","a1TVx00000F44aUMAR"
"a1TWD000001ox912AA","005al00000RVcKvAAL","false","yuga002","","","","","","","","","","","","","","","42512510861018358","a1TVx00000F44aVMAR"
"a1TWD000001ox922AA","005al00000RVcKvAAL","false","sree001","","","","","","","","","","","","","","","42854073507995564","a1TVx00000F44aWMAR"
"a1TWD000001ox932AA","005al00000RVcKvAAL","false","shiva001","","","","","","","","","","","","","","","42656466536907181","a1TVx00000F44aXMAR"
"a1TWD000001ox942AA","005al00000RVcKvAAL","false","yugandhar","","","","","","","","","","","","","","","42474661479286286","a1TVx00000F44aYMAR"
"a1TWD000001ox952AA","005al00000RVcKvAAL","false","DryRunBranchUpdate","123","Hyderabad","","","","","","","","","","AL","Test","500049","dryrun","a1TVx00000F44aZMAR"
"a1TWD000001ox962AA","005al00000RVcKvAAL","false","Bangalore-01-Update","500","Bangalore","","","","","","","","","","AL","Yelahanka","560064","42768501582727041","a1TVx00000F44aaMAB"
"a1TWD000001ox972AA","005al00000RVcKvAAL","false","Delhi","501","Delhi","","","","","","","","","","DE","Central","","42464158971677016","a1TVx00000F44abMAB"
"a1TWD000001ox982AA","005al00000RVcKvAAL","false","Mumbai","502","Mumbai","","","","","","","","","","MT","Andheri East","","42067240581307215","a1TVx00000F44acMAB"
"a1TWD000001ox992AA","005al00000RVcKvAAL","false","Wilmington - South","0987","Los Angeles","","","","34.077054","118.232158","XmlObjectWrapper{name={urn:sobject.partner.soap.sforce.com}LLC_BI__Location__c, xmlizable=[Location  latitude='34.077054'
 longitude='118.232158'
]
}","","","","CA","635 Academy Road","90012","9930JPD323915477","a1TVx00000F44adMAB"
"a1TWD000001ox9A2AQ","005al00000RVcKvAAL","false","Wrightsville","235576","New York","","","","40.736248","73.979397","XmlObjectWrapper{name={urn:sobject.partner.soap.sforce.com}LLC_BI__Location__c, xmlizable=[Location  latitude='40.736248'
 longitude='73.979397'
]
}","","","","NY","342 E 22nd Street","10010","9951JPD359895839","a1TVx00000F44aeMAB"
"a1TWD000001ox9B2AQ","005al00000RVcKvAAL","false","Elon","123456","Salt Lake City","","","","40.769539","-111.882204","XmlObjectWrapper{name={urn:sobject.partner.soap.sforce.com}LLC_BI__Location__c, xmlizable=[Location  latitude='40.769539'
 longitude='-111.882204'
]
}","","","","UT","303 B Street D","84103","9997JPD205456783","a1TVx00000F44afMAB"
"a1TWD000001ox9C2AQ","005al00000RVcKvAAL","false","Wilmington - Main","234456","Dallas","","","","32.761075","96.743745","XmlObjectWrapper{name={urn:sobject.partner.soap.sforce.com}LLC_BI__Location__c, xmlizable=[Location  latitude='32.761075'
 longitude='96.743745'
]
}","","","","TX","3514 Hancock Street","75210","9900JPD377393056","a1TVx00000F44agMAB"
"a1TWD000001ox9D2AQ","005al00000RVcKvAAL","false","Mortgage Office","34567","Minneapolis","","","","44.927774","93.254569","XmlObjectWrapper{name={urn:sobject.partner.soap.sforce.com}LLC_BI__Location__c, xmlizable=[Location  latitude='44.927774'
 longitude='93.254569'
]
}","","","","MN","4125 14th Avenue S.","55407","9984JPD281370293","a1TVx00000F44ahMAB"
"a1TWD000001ox9E2AQ","005al00000RVcKvAAL","false","Mayfaire","13647","Wilmington","","","","","","","","","","NC","200 Parker Farm Dr.","28403","9920JPD541539548","a1TVx00000F44aiMAB"
"a1TWD000001ox9F2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","a0B4W000013fbnWUAQ","a1TVx00000F44ajMAB"
"a1TWD000001ox9G2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","a0B4W000013nB5mUAE","a1TVx00000F44akMAB"
"a1TWD000001ox9H2AQ","005al00000RVcKvAAL","false","Lyon","00001","Lyon","","","","","","","","","","","","","42772430318932776","a1TVx00000F44alMAB"
"a1TWD000001ox9I2AQ","005al00000RVcKvAAL","false","testbranch","","","","","","","","","","","","","","","1234567","a1TVx00000F44amMAB"
"a1TWD000001ox9J2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","a0BHo00000SbBMhMAN","a1TVx00000F44anMAB"
"a1TWD000001ox9K2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","a0BHo00000Z61mFMAR","a1TVx00000F44aoMAB"
"a1TWD000001ox9L2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","a0B5f000000wKEUEA2","a1TVx00000F44apMAB"
"a1TWD000001ox9M2AQ","005al00000RVcKvAAL","false","Wilmington","","Wilmington","","","","","","","","","","NC","6770 Parker Farm Dr.","","42835746243659106","a1TVx00000F44aqMAB"
"a1TWD000001ox9N2AQ","005al00000RVcKvAAL","false","Porters Neck","765","Chicago","","","","","","","","","","","","","42626787492044930","a1TVx00000F44arMAB"
"a1TWD000001ox9O2AQ","005al00000RVcKvAAL","false","Wilmington - South","987","Los Angeles","","","","","","","","","","","","","42843763899037384","a1TVx00000F44asMAB"
"a1TWD000001ox9P2AQ","005al00000RVcKvAAL","false","Wrightsville","235576","New York","","","","","","","","","","","","","42703771139595463","a1TVx00000F44atMAB"
"a1TWD000001ox9Q2AQ","005al00000RVcKvAAL","false","Mayfaire","13647","Wilmington","","","","","","","","","","","","","42071450135742569","a1TVx00000F44auMAB"
"a1TWD000001ox9R2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","42877500523650933","a1TVx00000F44avMAB"
"a1TWD000001ox9S2AQ","005al00000RVcKvAAL","false","Elon","123456","Salt Lake City","","","","","","","","","","","","","42368424779358749","a1TVx00000F44awMAB"
"a1TWD000001ox9T2AQ","005al00000RVcKvAAL","false","Wilmington - Main","234456","Dallas","","","","","","","","","","","","","42360584062232166","a1TVx00000F44axMAB"
"a1TWD000001ox9U2AQ","005al00000RVcKvAAL","false","Mortgage Office","34567","Minneapolis","","","","","","","","","","","","","42769082616097902","a1TVx00000F44ayMAB"
"a1TWD000001ox9V2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","42695571527410544","a1TVx00000F44azMAB"
"a1TWD000001ox9W2AQ","005al00000RVcKvAAL","false","Lyon","1","Lyon","","","","","","","","","","","","","42499872189968753","a1TVx00000F44b0MAB"
"a1TWD000001ox9X2AQ","005al00000RVcKvAAL","false","testbranch","","","","","","","","","","","","","","","42258906314280969","a1TVx00000F44b1MAB"
"a1TWD000001ox9Y2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","42416311335156033","a1TVx00000F44b2MAB"
"a1TWD000001ox9Z2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","42358446733668515","a1TVx00000F44b3MAB"
"a1TWD000001ox9a2AA","005al00000RVcKvAAL","false","Wilmington","","Wilmington","","","","","","","","","","","","","42270443632939777","a1TVx00000F44b4MAB"
"a1TWD000001ox9b2AA","005al00000RVcKvAAL","false","Mumbai","502","Mumbai","","","","","","","","","","","","","42174878218385524","a1TVx00000F44b5MAB"
"a1TWD000001ox9c2AA","005al00000RVcKvAAL","false","yugandhar","","","","","","","","","","","","","","","42415870883794925","a1TVx00000F44b6MAB"
"a1TWD000001ox9d2AA","005al00000RVcKvAAL","false","AR-Branch-Test","","","","","","","","","","","","","","","42061944136217463","a1TVx00000F44b7MAB"
"a1TWD000001ox9e2AA","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","42733754761864548","a1TVx00000F44b8MAB"
"a1TWD000001ox9f2AA","005al00000RVcKvAAL","false","London City","00-00-00","","","","","","","","","","","","","","42448226048589507","a1TVx00000F44b9MAB"
"a1TWD000001ox9g2AA","005al00000RVcKvAAL","false","Manchester","00-00-01","","","","","","","","","","","","","","42156247875525457","a1TVx00000F44bAMAR"
"a1TWD000001ox9h2AA","005al00000RVcKvAAL","false","Bristol","00-00-02","","","","","","","","","","","","","","42107209303086111","a1TVx00000F44bBMAR"
"a1TWD000001ox9i2AA","005al00000RVcKvAAL","false","Liverpool","00-00-03","","","","","","","","","","","","","","42639511287688878","a1TVx00000F44bCMAR"
"a1TWD000001ox9j2AA","005al00000RVcKvAAL","false","Paris","2","","","","","","","","","","","","","","42293712836484811","a1TVx00000F44bDMAR"
"a1TWD000001ox9k2AA","005al00000RVcKvAAL","false","Marseille","3","","","","","","","","","","","","","","42465746428404646","a1TVx00000F44bEMAR"
"a1TWD000001ox9l2AA","005al00000RVcKvAAL","false","Toulouse","4","","","","","","","","","","","","","","42922698034785802","a1TVx00000F44bFMAR"
"a1TWD000001ox9m2AA","005al00000RVcKvAAL","false","Lyon","1","","","","","","","","","","","","","","42454585925874847","a1TVx00000F44bGMAR"
"a1TWD000001ox9n2AA","005al00000RVcKvAAL","false","yuga002","","","","","","","","","","","","","","","42908385675770247","a1TVx00000F44bHMAR"
"a1TWD000001ox9o2AA","005al00000RVcKvAAL","false","sree001","","","","","","","","","","","","","","","42863944570508979","a1TVx00000F44bIMAR"
"a1TWD000001ox9p2AA","005al00000RVcKvAAL","false","shiva001","","","","","","","","","","","","","","","42133008054906237","a1TVx00000F44bJMAR"
"a1TWD000001ox9q2AA","005al00000RVcKvAAL","false","Bangalore-01-Update","500","Bangalore","","","","","","","","","","","","","42237348444565984","a1TVx00000F44bKMAR"
"a1TWD000001ox9r2AA","005al00000RVcKvAAL","false","Delhi","501","Delhi","","","","","","","","","","","","","42499039503797229","a1TVx00000F44bLMAR"
"a1TWD000001ox9s2AA","005al00000RVcKvAAL","false","DryRunBranchUpdate","123","Hyderabad","","","","","","","","","","","","","42190284021862019","a1TVx00000F44bMMAR"
"a1TWD000001ox9t2AA","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","42688140578202281","a1TVx00000F44bNMAR"
"a1TWD000001ox9u2AA","005al00000RVcKvAAL","false","AR-Branch-Test","","","","","","","","","","","","","","","42556808141361141","a1TVx00000F44bOMAR"
"a1TWD000001ox9v2AA","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","42734200522325551","a1TVx00000F44bPMAR"
"a1TWD000001ox9w2AA","005al00000RVcKvAAL","false","London City","00-00-00","","","","","","","","","","","","","","42577231055011455","a1TVx00000F44bQMAR"
"a1TWD000001ox9x2AA","005al00000RVcKvAAL","false","Manchester","00-00-01","","","","","","","","","","","","","","42274779313703465","a1TVx00000F44bRMAR"
"a1TWD000001ox9y2AA","005al00000RVcKvAAL","false","Bristol","00-00-02","","","","","","","","","","","","","","42988947593818078","a1TVx00000F44bSMAR"
"a1TWD000001ox9z2AA","005al00000RVcKvAAL","false","Liverpool","00-00-03","","","","","","","","","","","","","","42411064840140098","a1TVx00000F44bTMAR"
"a1TWD000001oxA02AI","005al00000RVcKvAAL","false","Paris","2","","","","","","","","","","","","","","42279391654438389","a1TVx00000F44bUMAR"
"a1TWD000001oxA12AI","005al00000RVcKvAAL","false","Marseille","3","","","","","","","","","","","","","","42845433248219925","a1TVx00000F44bVMAR"
"a1TWD000001oxA22AI","005al00000RVcKvAAL","false","Toulouse","4","","","","","","","","","","","","","","42719697186726534","a1TVx00000F44bWMAR"
"a1TWD000001oxA32AI","005al00000RVcKvAAL","false","Lyon","1","","","","","","","","","","","","","","42320211082405515","a1TVx00000F44bXMAR"
"a1TWD000001oxA42AI","005al00000RVcKvAAL","false","Madrid","","","","","","","","","","","","","","","42570158968376822","a1TVx00000F44bYMAR"
"a1TWD000001oxA52AI","005al00000RVcKvAAL","false","Barcelona","","","","","","","","","","","","","","","42121796842634294","a1TVx00000F44bZMAR"
"a1TWD000001oxA62AI","005al00000RVcKvAAL","false","Valencia","","","","","","","","","","","","","","","42437320316804799","a1TVx00000F44baMAB"
"a1TWD000001oxA72AI","005al00000RVcKvAAL","false","Seville","","","","","","","","","","","","","","","42389538408666396","a1TVx00000F44bbMAB"
"a1TWD000001oxA82AI","005al00000RVcKvAAL","false","Rome","","","","","","","","","","","","","","","42773917280795988","a1TVx00000F44bcMAB"
"a1TWD000001oxA92AI","005al00000RVcKvAAL","false","Milan","","","","","","","","","","","","","","","42355439235128091","a1TVx00000F44bdMAB"
"a1TWD000001oxAA2AY","005al00000RVcKvAAL","false","Naples","","","","","","","","","","","","","","","42006549178672748","a1TVx00000F44beMAB"
"a1TWD000001oxAB2AY","005al00000RVcKvAAL","false","Turin","","","","","","","","","","","","","","","42193764134776161","a1TVx00000F44bfMAB"
"a1TWD000001oxAC2AY","005al00000RVcKvAAL","false","Berlin","","","","","","","","","","","","","","","42514520954281698","a1TVx00000F44bgMAB"
"a1TWD000001oxAD2AY","005al00000RVcKvAAL","false","Hamburg","","","","","","","","","","","","","","","42461941698516664","a1TVx00000F44bhMAB"
