"Id","OwnerId","IsDeleted","Name","LLC_BI__Bundle__c","LLC_BI__Is_Collapsed__c","LLC_BI__Is_Template__c","LLC_BI__Output_1_Display_Type__c","LLC_BI__Output_1_Formula__c","LLC_BI__Output_1_Name__c","LLC_BI__Output_2_Display_Type__c","LLC_BI__Output_2_Formula__c","LLC_BI__Output_2_Name__c","LLC_BI__Output_3_Display_Type__c","LLC_BI__Output_3_Formula__c","LLC_BI__Output_3_Name__c","LLC_BI__Output_4_Display_Type__c","LLC_BI__Output_4_Formula__c","LLC_BI__Output_4_Name__c","LLC_BI__Output_5_Display_Type__c","LLC_BI__Output_5_Formula__c","LLC_BI__Output_5_Name__c","LLC_BI__Output_A_Display_Type__c","LLC_BI__Output_A_Formula__c","LLC_BI__Output_A_Name__c","LLC_BI__Output_B_Display_Type__c","LLC_BI__Output_B_Formula__c","LLC_BI__Variable_A_Direction__c","LLC_BI__Variable_A_Increments__c","LLC_BI__Variable_A_Name__c","LLC_BI__Variable_B_Direction__c","LLC_BI__Variable_B_Increments__c","LLC_BI__Variable_B_Name__c","LLC_BI__lookupKey__c"
"a4Jbn0000002tv6EAA","005bn000003k2JdAAI","","SA-0189","a1Gbn00002PhBaNEAV","false","true","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","$1$ / $B$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $3$","Loan to Value","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + <#cap_rate>","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","42802112594581935"
"a4Jbn0000002tv1EAA","005bn000003k2JdAAI","","SA-0184","a1Gbn00002PhBaNEAV","false","false","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","4281227375287019"
"a4Jbn0000002tvHEAQ","005bn000003k2JdAAI","","SA-0200","a1Gbn00002PhBaOEAV","false","false","Currency","$A$ - <#debt_service>","CF After Debt Service","Double","$A$ / <#debt_service>","DSCR","String","","","String","","","String","","","Currency","<#noi> * (1 + %A%)","Total NOI","String","","","20,15,10,5,0,-5,-10,-15,-20","NOI","","","","42830325534240064"
"a4Jbn0000002tvpEAA","005bn000003k2JdAAI","","SA-0233","a1Gbn00002PhBaXEAV","false","true","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) + <#other_income> - <#total_operating_expenses>","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-10,-5,-2,-1,0,1,2,5,10","Vacancy Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","42844379761482611"
"a4Jbn0000002turEAA","005bn000003k2JdAAI","","SA-0174","a1Gbn00002PhBaNEAV","false","true","Currency","<#potential_gross_income> - (<#potential_gross_income> * $A$) - $B$","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","42899946457085032"
"a4Jbn0000002tvsEAA","005bn000003k2JdAAI","","SA-0237","a1Gbn00002PhBaXEAV","false","false","Currency","<#potential_gross_income> - (<#Total_PGI_Commercial>*<#Commercial_Vacancy_Rate>) - (<#Residential_Potential_Gross_Income> * $A$)","Effective Gross Income","Currency","$1$ + <#other_income> - <#total_operating_expenses>","NOI","Currency","$2$ - <#debt_service>","CF After Debt Service","Double","$2$ / <#debt_service>","DSCR","String","","","Percent","%A% + <#Res_Vacancy_Rate>","Total","String","","","-10,-5,-2,-1,0,1,2,5,10","Residential Vacancy Rate","","","","42906022347097793"
"a4Jbn0000002tuxEAA","005bn000003k2JdAAI","","SA-0180","a1Gbn00002PhBaNEAV","false","false","Currency","<#noi> / $A$","Estimated Value","Currency","$1$ * {{policyLTV}}","Max Loan Given Policy LTV","String","","","String","","","String","","","Percent","%A% + <#cap_rate>","Total","String","","","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","","","","42909743189309679"
"a4Jbn0000002tvBEAQ","005bn000003k2JdAAI","","SA-0194","a1Gbn00002PhBaOEAV","false","true","Double","(<#effective_gross_income> - $B$) / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","(<#effective_gross_income> - $B$) / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","42919293667278973"
"a4Jbn0000002tvQEAQ","005bn000003k2JdAAI","","SA-0209","a1Gbn00002PhBaOEAV","false","false","Double","(<#effective_gross_income> - $B$) / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","(<#effective_gross_income> - $B$) / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","42930411817220205"
"a4Jbn0000002tuzEAA","005bn000003k2JdAAI","","SA-0182","a1Gbn00002PhBaNEAV","false","false","Currency","$A$ - <#debt_service>","CF After Debt Service","Double","$A$ / <#debt_service>","DSCR","String","","","String","","","String","","","Currency","<#noi> * (1 + %A%)","Total NOI","String","","","20,15,10,5,0,-5,-10,-15,-20","NOI","","","","42953774635227788"
"a4Jbn0000002tvvEAA","005bn000003k2JdAAI","","SA-0240","a1Gbn00002PhBaXEAV","false","false","Currency","PMT($A$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}})","Monthly Payment","Currency","PMT($A$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}}","Debt Service","Currency","<#noi> - $2$","CF After Debt Service","Double","<#noi> / $2$","DSCR","String","","","Percent","%A% + {{loanAssumptions:interestRate}}","Total","String","","","-2,-1.5,-1,-.5,0,0.2500,1,1.5,2","Interest Rate","","","","42980118474060902"
"a4Jbn0000002tvkEAA","005bn000003k2JdAAI","","SA-0229","a1Gbn00002PhBaQEAV","false","false","Currency","<#gross_hotel_revenue> - <#room_revenue> + $A$ - <#total_departmental_expenses> - <#total_operating_expenses>","NOI","Currency","$A$ / <#total_available_rooms>","REVPAR","Currency","$1$ / <#cap_rate>","Estimated Value","String","","","String","","","Currency","<#room_revenue> * (1 + %A%)","Room Revenue","String","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Room Revenue","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","62cebc13-ff27-4487-b8e4-bf3bdf91e43e"
"a4Jbn0000002tvTEAQ","005bn000003k2JdAAI","","SA-0212","a1Gbn00002PhBaPEAV","false","false","Currency","<#effective_gross_income> - $A$","NOI","Currency","$1$ - <#debt_service>","CF After Debt Service","Double","$1$ / <#debt_service>","DSCR","String","","","String","","","Currency","<#total_operating_expenses> * (1 + %A%)","Total Op Ex","String","","","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","","","","alkj33322049823457"
"a4Jbn0000002tvVEAQ","005bn000003k2JdAAI","","SA-0214","a1Gbn00002PhBaPEAV","false","false","Currency","PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * $A$)","Monthly Payment","Currency","$1$ * {{loanAssumptions:selectedPeriod.numberOfPeriods}}","Debt Service","Double","<#noi> / $2$","DSCR","String","","","String","","","Currency","{{loanAssumptions:requestedLoanAmount}} + (%A% * {{loanAssumptions:requestedLoanAmount}})","Total Loan Amount","String","","","-4,-3,-2,-1,0,1,2,3,4","Loan Amount","","","","alkjddd33322049823457"
"a4Jbn0000002tvWEAQ","005bn000003k2JdAAI","","SA-0215","a1Gbn00002PhBaPEAV","false","false","Currency","$A$ - <#debt_service>","CF After Debt Service","Double","$A$ / <#debt_service>","DSCR","String","","","String","","","String","","","Currency","<#noi> * (1 + %A%)","Total NOI","String","","","20,15,10,5,0,-5,-10,-15,-20","NOI","","","","alkjddd3332204982345712"
"a4Jbn0000002tvXEAQ","005bn000003k2JdAAI","","SA-0216","a1Gbn00002PhBaPEAV","false","true","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda3322049823457"
"a4Jbn0000002tvYEAQ","005bn000003k2JdAAI","","SA-0217","a1Gbn00002PhBaPEAV","false","false","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda33220498234571"
"a4Jbn0000002tvZEAQ","005bn000003k2JdAAI","","SA-0218","a1Gbn00002PhBaPEAV","false","true","Double","<#noi> / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","<#noi> / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda33220498234572"
"a4Jbn0000002tvaEAA","005bn000003k2JdAAI","","SA-0219","a1Gbn00002PhBaPEAV","false","false","Double","<#noi> / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","<#noi> / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Percent","%B% + {{loanAssumptions:interestRate}}","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda332204982345722"
"a4Jbn0000002tvbEAA","005bn000003k2JdAAI","","SA-0220","a1Gbn00002PhBaPEAV","false","true","Currency","<#effective_gross_income> - $A$","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Currency","<#total_operating_expenses> * (1 + %A%)","Total Op Ex","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda33220498234573"
"a4Jbn0000002tvcEAA","005bn000003k2JdAAI","","SA-0221","a1Gbn00002PhBaPEAV","false","false","Currency","<#effective_gross_income> - $A$","NOI","Currency","$1$ - (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","CF After Debt Service","Double","$1$ / (PMT($B$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","Currency","<#total_operating_expenses> * (1 + %A%)","Total Op Ex","Percent","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","alkjddda332204982345733"
"a4Jbn0000002tvdEAA","005bn000003k2JdAAI","","SA-0222","a1Gbn00002PhBaPEAV","false","true","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","$1$ / $B$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $3$","Loan to Value","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + <#cap_rate>","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","alkjddda33220498234574"
"a4Jbn0000002tveEAA","005bn000003k2JdAAI","","SA-0223","a1Gbn00002PhBaPEAV","false","false","Currency","(<#potential_gross_income> - (<#potential_gross_income> * $A$)) - <#total_operating_expenses>","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","$1$ / $B$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $3$","Loan to Value","String","","","Percent","%A% + <#vacancy_rate>","Total","Percent","%B% + <#cap_rate>","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","alkjddda332204982345744"
"a4Jbn0000002tvfEAA","005bn000003k2JdAAI","","SA-0224","a1Gbn00002PhBaPEAV","false","true","Currency","<#potential_gross_income> - (<#potential_gross_income> * <#vacancy_rate>) - $B$","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","alkjddda33220498234575"
"a4Jbn0000002tvgEAA","005bn000003k2JdAAI","","SA-0225","a1Gbn00002PhBaPEAV","false","false","Currency","<#potential_gross_income> - (<#potential_gross_income> * <#vacancy_rate>) - $B$","NOI","Double","$1$ / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","String","","","String","","","String","","","Percent","%A% + <#vacancy_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","alkjddda332204982345755"
"a4Jbn0000002tvhEAA","005bn000003k2JdAAI","","SA-0226","a1Gbn00002PhBaPEAV","false","true","Double","(<#effective_gross_income> - $B$) / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","(<#effective_gross_income> - $B$) / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","alkjddda33220498234576"
"a4Jbn0000002tviEAA","005bn000003k2JdAAI","","SA-0227","a1Gbn00002PhBaPEAV","false","false","Double","(<#effective_gross_income> - $B$) / (PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{loanAssumptions:selectedPeriod.numberOfPeriods}})","DSCR","Currency","(<#effective_gross_income> - $B$) / $A$","Estimated Value","Percent","{{loanAssumptions:requestedLoanAmount}} / $2$","Loan to Value","String","","","String","","","Percent","%A% + <#cap_rate>","Total","Currency","<#total_operating_expenses> * (1 + %B%)","X","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","Y","-20,-15,-10,-5,0,5,10,15,20","Operating Expenses","alkjddda332204982345766"
"a4Jbn0000002tvUEAQ","005bn000003k2JdAAI","","SA-0213","a1Gbn00002PhBaPEAV","false","false","Currency","<#noi> / $A$","Estimated Value","Currency","$1$ * {{policyLTV}}","Max Loan Given Policy LTV","String","","","String","","","String","","","Percent","%A% + <#cap_rate>","Total","String","","","-1,-.75,-.5,-.25,0,.25,.5,.75,1","Cap Rate","","","","alkjfff33322049823457"
"a4Jbn0000002tvSEAQ","005bn000003k2JdAAI","","SA-0211","a1Gbn00002PhBaPEAV","false","false","Currency","<#potential_gross_income> - (<#potential_gross_income> * $A$)","Effective Gross Income","Currency","$1$ - <#total_operating_expenses>","NOI","Currency","$2$ - <#debt_service>","CF After Debt Service","Double","$2$ / <#debt_service>","DSCR","String","","","Percent","%A% + <#vacancy_rate>","Total","String","","","-20,-15,-10,-5,0,5,10,15,20","Vacancy Rate","","","","alkjsdfh32049823457"
"a4Jbn0000002tvREAQ","005bn000003k2JdAAI","","SA-0210","a1Gbn00002PhBaPEAV","false","false","Currency","PMT($A$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}})","Monthly Payment","Currency","$1$ * {{loanAssumptions:selectedPeriod.numberOfPeriods}}","Debt Service","Currency","<#noi> - $2$","CF After Debt Service","Double","<#noi> / $2$","DSCR","String","","","Percent","%A% + {{loanAssumptions:interestRate}}","Total","String","","","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","","","","alkjsdfh32049857"
"a4Jbn0000002tvlEAA","005bn000003k2JdAAI","","SA-0230","a1Gbn00002PhBaQEAV","false","false","Currency","PMT($A$/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}})","Monthly Payment from Debt Service","Currency","<#debt_service>-(PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1*{{loanAssumptions:requestedLoanAmount}})*{{loanAssumptions:selectedPeriod.numberOfPeriods}})+($1$*{{loanAssumptions:selectedPeriod.numberOfPeriods}})","Debt Service","Currency","<#noi> - $2$","CF After Debt Service","Double","<#noi> / <#debt_service>","DSCR","String","","","Percent","%A% + {{loanAssumptions:interestRate}}","Total","String","","","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","","","","asdfahsflkjashf7"
"a4Jbn0000002tvjEAA","005bn000003k2JdAAI","","SA-0228","a1Gbn00002PhBaQEAV","false","true","Currency","<#gross_hotel_revenue> - <#room_revenue> + $A$ - <#total_departmental_expenses> - <#total_operating_expenses>","NOI","Currency","$A$ / <#total_available_rooms>","REVPAR","Currency","$1$ / <#cap_rate>","Estimated Value","String","","","String","","","Currency","<#room_revenue> * (1 + %A%)","Room Revenue","String","%B% + {{loanAssumptions:interestRate}}","X","-20,-15,-10,-5,0,5,10,15,20","Room Revenue","Y","-2,-1.5,-1,-.5,0,.5,1,1.5,2","Interest Rate","asdfasdfasdf123"
"a4Jbn0000002tvmEAA","005bn000003k2JdAAI","","SA-0231","a1Gbn00002PhBaQEAV","false","false","Currency","$A$ / <#total_available_rooms>","REVPAR","Currency","<#gross_hotel_revenue> - <#room_revenue> + $A$ - <#total_departmental_expenses> - <#total_operating_expenses>","NOI","Double","$2$ / <#debt_service>","DSCR","String","","","String","","","Currency","<#room_revenue> * (1 + %A%)","Total","String","","","-20,-15,-10,-5,0,5,10,15,20","Room Revenue","","","","asfasdfasdfa3453345"
