"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__Brand__c","LLC_BI__Community_Extension__c","LLC_BI__Community_Name__c","LLC_BI__Community_Network_ID__c","LLC_BI__Look_Up_Key__c","LLC_BI__LookupKey__c","LLC_BI__Permission_Set__c","AutorabitExtId__c"
"a31WD000002808GYAQ","005al00000RVcKvAAL","false","Summit Commercial Lending","2026-06-24T12:33:10.000Z","005al00000RVcKvAAL","2026-09-02T13:18:23.000Z","005al00000RVvFOAA1","2026-09-02T13:18:23.000Z","a0CWD00006tNSsr2AG","/commercial","Summit Commercial Portal","0DB5x000003GHI","INST_003","INST_003","LLC_BI__Commercial_Lender",""
"a31WD000002808HYAQ","005al00000RVcKvAAL","false","Heritage Mortgage Corp","2026-06-24T12:33:10.000Z","005al00000RVcKvAAL","2026-09-02T13:18:23.000Z","005al00000RVvFOAA1","2026-09-02T13:18:23.000Z","a0CWD00006tNSss2AG","/mortgage","Heritage Mortgage Center","0DB5x000004JKL","INST_004","INST_004","LLC_BI__Mortgage_Originator",""
"a31WD000002808FYAQ","005al00000RVcKvAAL","false","Westlake Trust & Wealth","2026-06-24T12:33:10.000Z","005al00000RVcKvAAL","2026-09-02T13:18:23.000Z","005al00000RVvFOAA1","2026-09-02T13:18:23.000Z","a0CWD00006tNSsu2AG","/westlake","Westlake Wealth Community","0DB5f000000HIJKL","INST_005","WESTLAKE_TRUST_05","Westlake_Wealth_Advisor",""
"a31WD000002Kn53YAC","005al00000RVcKvAAL","false","First National Bank","2026-09-02T06:03:57.000Z","005al00000RVvFOAA1","2026-09-02T13:17:37.000Z","005al00000RVvFOAA1","2026-09-02T13:17:37.000Z","a0CWD00006uL3Lj2AK","/fnb-portal","FNB Customer Community","0DB5f000000XYZAB","INST_FNB01","INST_FNB01","FNB_Institution_Access",""
"a31WD000002Kn54YAC","005al00000RVcKvAAL","false","Meridian Savings & Loan","2026-09-02T06:03:57.000Z","005al00000RVvFOAA1","2026-09-02T13:17:37.000Z","005al00000RVvFOAA1","2026-09-02T13:17:37.000Z","a0CWD00006uL3Lq2AK","/meridian-portal","Meridian Partner Community","0DB5f000000QRSTU","INST_MSL02","INST_MSL02","Meridian_Institution_Access",""
"a31WD000002808KYAQ","005al00000RVcKvAAL","false","Pacific Trust Credit Union","2026-06-24T12:33:10.000Z","005al00000RVcKvAAL","2026-09-02T13:18:23.000Z","005al00000RVvFOAA1","2026-09-02T13:18:23.000Z","a0CWD00006tNSst2AG","/pacifictrust","Pacific Trust Portal","0DB5x000000EFGH","INST_PTC02","INST_PTC02","LLC_BI__Partner_Institution_Access",""
"a31WD000002GJvBYAW","005al00000RVcKvAAL","false","Valley Commerce Bank","2026-08-07T13:32:02.000Z","005al00000RVcKvAAL","2026-09-02T13:18:23.000Z","005al00000RVvFOAA1","2026-09-02T13:18:23.000Z","a0CWD00006tNSsz2AG","/valleycommerce","Valley Commerce Business Portal","0DB5f000000PQRST","M1N4T7Y2H5K8P3W6B","M1N4T7Y2H5K8P3W6B","LLC_BI__Community_Admin",""
"a31WD000002GJvCYAW","005al00000RVcKvAAL","false","Heartland Savings Bank","2026-08-07T13:32:02.000Z","005al00000RVcKvAAL","2026-09-02T13:18:23.000Z","005al00000RVvFOAA1","2026-09-02T13:18:23.000Z","a0CWD00006tNSsy2AG","/heartlandsavings","Heartland Savings Online","0DB5f000000FGHIJ","R8P4N1X7B3K6M9S2Y","R8P4N1X7B3K6M9S2Y","LLC_BI__Institution_Read_Only",""
"a31WD000002GJvFYAW","005al00000RVcKvAAL","false","Pacific Coast Credit Union","2026-08-07T13:32:02.000Z","005al00000RVcKvAAL","2026-09-02T13:18:23.000Z","005al00000RVvFOAA1","2026-09-02T13:18:23.000Z","a0CWD00006tNSsv2AG","/pacificcoast","Pacific Coast Member Portal","0DB5f000000ABCDE","W3T6L9F2D5A8C1G4J","W3T6L9F2D5A8C1G4J","LLC_BI__Community_User",""
"a31WD000002GffZYAS","005al00000RVcKvAAL","false","nSight Financial Personal","2026-08-11T09:44:13.000Z","005al00000RVvFOAA1","2026-09-02T13:17:37.000Z","005al00000RVvFOAA1","2026-09-02T13:17:37.000Z","a0CWD00006uL3LG2A0","CustomerPortal2","Customer Portal 2","","g67rtfthf5y7","","nSightFinancialPersonal_Community",""
