"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__EmailTemplate__c","LLC_BI__Email_Template_Purpose__c","LLC_BI__Institution__c","LLC_BI__lookupKey__c"
"a2gWD0000078NGNYA2","005al00000RVcKvAAL","false","ETI-000000026","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000QlqJ","Borrower Added (Existing)","a31WD000002GffZYAS","a4o3g000000k9xAAAQ"
"a2gWD0000078NGOYA2","005al00000RVcKvAAL","false","ETI-000000027","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000QlqK","Borrower Added (New)","a31WD000002GffZYAS","a4o3g000000k9xBAAQ"
"a2gWD0000078NGPYA2","005al00000RVcKvAAL","false","ETI-000000028","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000Qlq3","Co-Owner Added (Existing)","a31WD000002GffZYAS","a4o3g000000k9xCAAQ"
"a2gWD0000078NGQYA2","005al00000RVcKvAAL","false","ETI-000000029","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000Qlq4","Co-Owner Added (New)","a31WD000002GffZYAS","a4o3g000000k9xDAAQ"
"a2gWD0000078NGRYA2","005al00000RVcKvAAL","false","ETI-000000030","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000QlqO","Deposit Documents Assigned","a31WD000002GffZYAS","a4o3g000000k9xEAAQ"
"a2gWD0000078NGSYA2","005al00000RVcKvAAL","false","ETI-000000031","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000QlqN","Deposit Document Rejected","a31WD000002GffZYAS","a4o3g000000k9xFAAQ"
"a2gWD0000078NGTYA2","005al00000RVcKvAAL","false","ETI-000000032","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000QlqL","Guarantor Added (Existing)","a31WD000002GffZYAS","a4o3g000000k9xGAAQ"
"a2gWD0000078NGUYA2","005al00000RVcKvAAL","false","ETI-000000033","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000QlqM","Guarantor Added (New)","a31WD000002GffZYAS","a4o3g000000k9xHAAQ"
"a2gWD0000078NGVYA2","005al00000RVcKvAAL","false","ETI-000000034","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000Qlq6","Loan Document Assigned Email - Bulk","a31WD000002GffZYAS","a4o3g000000k9xIAAQ"
"a2gWD0000078NGYYA2","005al00000RVcKvAAL","false","ETI-000000037","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000QlqP","Loan Document Rejected Email","a31WD000002GffZYAS","a4o3g000000k9xJAAQ"
"a2gWD0000078NGWYA2","005al00000RVcKvAAL","false","ETI-000000035","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000QlqD","Save and Continue","a31WD000002GffZYAS","a4o3g000000k9xKAAQ"
"a2gWD0000078NGXYA2","005al00000RVcKvAAL","false","ETI-000000036","2026-08-11T09:44:27.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X3g000000Qlpv","","a31WD000002GffZYAS","dth56htrshrgerrh5"
"a2gWD000006rVbtYAE","005al00000RVcKvAAL","false","ETI-000000022","2026-06-24T12:33:49.000Z","005al00000RVcKvAAL","2026-09-03T07:42:40.000Z","005al00000RVvFOAA1","2026-09-03T07:42:40.000Z","00X4T000000GTs7","null","a31WD0000028089YAA","dth56htrshrh5"
