"Id","IsDeleted","Name","LLC_BI__Spread_Statement_Type__c","LLC_BI__Color__c","LLC_BI__Debit__c","LLC_BI__Global_Analysis_Type__c","LLC_BI__Group_Type__c","LLC_BI__Hide_All_Records__c","LLC_BI__Hide_Column_Totals__c","LLC_BI__Hide_Currency_Symbol__c","LLC_BI__Include_In_Total__c","LLC_BI__Is_Balance_Check__c","LLC_BI__Is_Summary_Group__c","LLC_BI__KPI_Type__c","LLC_BI__Publish_On_Init_Event__c","LLC_BI__Publish_On_Update_Event__c","LLC_BI__Row_Number__c","LLC_BI__Show_Math__c","LLC_BI__Source_Group__c","LLC_BI__Title__c","LLC_BI__Total_Type__c","LLC_BI__lookupKey__c","LLC_BI__Is_Grand_Total__c"
"a51WE00001GbjebYAB","false","Rental Real Estate Income","a55WE000025Vlz5YAC","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Rental Real Estate Income","Standard","42028102407887780","false"
"a51WE00001GbjecYAB","false","Accrual Debt Service","a55WE000025VlyfYAC","","false","None","Financial","false","false","false","true","false","false","","","","97.5","false","","Accrual Debt Service","Standard","42031230089226123","false"
"a51WE00001GbjedYAB","false","Total Liabilities","a55WE000025Vlz2YAC","","false","Total Liabilities","Financial","true","false","false","true","false","false","","","","60.0","false","","Total Liabilities (SubT)","Standard","42031530976963424","false"
"a51WE00001GbjeeYAB","false","Gross Cash Flow (subT)","a55WE000025VlzAYAS","","false","Cash Flow","Financial","false","false","false","true","false","false","","","","70.0","false","","Gross Cash Flow (Subtotal)","Standard","42031917807374217","false"
"a51WE00001GbjefYAB","false","Total Assets","a55WE00001vjgfXYAQ","","false","Total Assets","Financial","true","false","false","true","false","false","","","","30.0","false","","Total Assets","Standard","42033736906888553","false"
"a51WE00001GbjegYAB","false","Total Other Assets","a55WE00001vjgfXYAQ","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Other Assets","Standard","42035581648098537","false"
"a51WE00001GbjehYAB","false","Cash Flow","a55WE000025VlyxYAC","","false","None","Financial","false","true","false","true","false","false","","","","70.0","false","","Cash Flow","Standard","42036165618102399","false"
"a51WE00001GbjeiYAB","false","Gross Fixed Assets","a55WE00001vjgedYAA","","false","None","Financial","false","false","false","true","false","false","","","","13.75","false","","Gross Fixed Assets","Standard","42037235039626120","false"
"a51WE00001GbjejYAB","false","Extraordinary and Non-Cash Items","a55WE00001vjC1mYAE","","false","None","Financial","false","false","false","true","false","false","","","","161.0","false","","Extraordinary and Non-Cash Items","Standard","42038260923002367","false"
"a51WE00001GbjekYAB","false","Unexplained Difference","a55WE00001vjgfdYAA","","false","None","Financial","false","false","false","true","false","false","","","","51.0","false","","Unexplained Difference","Standard","42039520825157807","false"
"a51WE00001GbjelYAB","false","Total Cash Collected from Sales","a55WE000025VlyaYAC","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Cash Collected from Sales","Standard","42039838499007529","false"
"a51WE00001GbjemYAB","false","Cash Flow Coverage","a55WE000025VlydYAC","","false","None","Financial","false","true","false","true","false","false","","","","41.0","false","","Cash Flow Coverage","Standard","42041699086251785","false"
"a51WE00001GbjenYAB","false","Net/Sales/Revenue","a55WE000025VlykYAC","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Sales","Standard","42041846286779299","false"
"a51WE00001GbjeoYAB","false","Effective Gross Income","a55WE00001vjgfJYAQ","","false","None","Financial","false","false","false","true","false","false","","","","3000.0","false","","Effective Gross Income","Standard","42042373976708451","false"
"a51WE00001GbjepYAB","false","Change in Net Intangibles","a55WE00001vjC1mYAE","","false","None","Financial","false","false","false","true","false","false","","","","141.0","false","","Change in Net Intangibles","Standard","42042805586749591","false"
"a51WE00001GbjeqYAB","false","Shareholder Pro Rata Share Items","a55WE000025VlyqYAC","","false","None","Financial","false","false","false","true","false","false","","","","70.0","false","","Shareholder Pro Rata Share Items","Standard","42043758080970147","false"
"a51WE00001GbjerYAB","false","Net Farm Income/(Loss)","a55WE00001vjgfeYAA","","false","None","Financial","true","false","false","true","false","false","","","","30.0","false","","Net Farm Income/(Loss)","Standard","42043783317622273","false"
"a51WE00001GbjesYAB","false","Activity","a55WE00001vjgeeYAA","","false","None","Decimal","false","true","false","true","false","false","","","","61.0","false","","Activity","Standard","42043971898039451","false"
"a51WE00001GbjetYAB","false","CASH AFTER DEBT AMORT","a55WE00001vjgf7YAA","","false","None","Financial","true","false","false","true","false","false","","","","111.0","false","","Cash After Debt Amort","Standard","42044466318799150","false"
"a51WE00001GbjeuYAB","false","Profit Before Extraordinary Items","a55WE00001vjgeaYAA","","false","None","Financial","true","false","false","true","false","false","","","","100.0","false","","Profit Before Extraordinary Items","Standard","42044775931922490","false"
"a51WE00001GbjevYAB","false","Book Income Taxes","a55WE000025VlysYAC","","false","None","Financial","false","false","false","true","false","false","","","","70.0","false","","Book Income Taxes","Standard","42045339232913156","false"
"a51WE00001GbjewYAB","false","Growth (%)","a55WE00001vjgeUYAQ","","false","None","Percentage","false","true","false","true","false","false","","","","71.0","false","","Growth (%)","Standard","42045770598728661","false"
"a51WE00001GbjexYAB","false","Cash Flow Coverage","a55WE000025Vlz9YAC","","false","None","Financial","false","true","false","true","false","false","","","","40.0","false","","Cash Flow Coverage","Standard","42045998388581972","false"
"a51WE00001GbjeyYAB","false","Taxes Paid","a55WE00001vjC1mYAE","","false","None","Financial","false","false","false","true","false","false","","","","61.0","false","","Taxes Paid","Standard","42046252363911252","false"
"a51WE00001GbjezYAB","false","Total Shareholders Equity","a55WE00001vjgfKYAQ","","false","Total Equity","Financial","false","false","false","true","false","false","","","","70.0","false","","EQUITY","Standard","42046740833139189","false"
"a51WE00001Gbjf0YAB","false","Total Vacancy","a55WE000025VlyxYAC","","false","None","Percentage","false","true","false","true","false","false","","","","15.0","false","","Vacancy Amount","Standard","42046740887284265","false"
"a51WE00001Gbjf1YAB","false","Leverage","a55WE000025VlyYYAS","","false","None","Financial","false","true","false","true","false","false","","","","50.0","false","","Leverage","Standard","42048261040793549","false"
"a51WE00001Gbjf2YAB","false","Net Cash from Funding","a55WE000025VlymYAC","","false","None","Financial","false","false","false","true","false","false","","","","210.0","false","","Cash from Funding","Standard","42049042469228401","false"
"a51WE00001Gbjf3YAB","false","Historical Debt Service","a55WE000025VlydYAC","","false","None","Financial","false","false","false","true","false","false","","","","21.0","false","","Historical Debt Service","Standard","42050526769431370","false"
"a51WE00001Gbjf4YAB","false","Total Cash Collected from Sales","a55WE000025VlymYAC","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Cash Collected from Sales","Standard","42053977794890033","false"
"a51WE00001Gbjf5YAB","false","Cash Effect Debt Amortization","a55WE00001vjgfUYAQ","","false","None","Financial","false","false","false","true","false","false","","","","110.0","false","","Debt Amortization","Standard","42054360948296131","false"
"a51WE00001Gbjf6YAB","false","Gross Profit","a55WE000025VlykYAC","","false","None","Financial","true","false","false","true","false","false","","","","30.0","false","","Gross Profit","Standard","42055668142317345","false"
"a51WE00001Gbjf7YAB","false","Total Non-Current Liabilities","a55WE00001vjgfKYAQ","","false","None","Financial","false","false","false","true","false","false","","","","50.0","false","","NON-CURRENT LIABILITIES","Standard","42056250032197753","false"
"a51WE00001Gbjf8YAB","false","Total Other Current Liabilities","a55WE000025VlyrYAC","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","Other Current Liabilities","Standard","42060337680222585","false"
"a51WE00001Gbjf9YAB","false","Net Change in Borrowing","a55WE00001vjgfPYAQ","","false","None","Financial","false","false","false","true","false","false","","","","51.0","false","","Change in Borrowing","Standard","42060390475032798","false"
"a51WE00001GbjfAYAR","false","Total Extraordinary & Non-Cash Items","a55WE000025VlymYAC","","false","None","Financial","false","false","false","true","false","false","","","","170.0","false","","Extraordinary & Non-Cash Items","Standard","42060446102752023","false"
"a51WE00001GbjfBYAR","false","Total Farm Expenses","a55WE00001vjgfeYAA","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Farm Expenses","Standard","42060554277573406","false"
"a51WE00001GbjfCYAR","false","Coverage","a55WE00001vjgfZYAQ","","false","None","Financial","false","true","false","true","false","false","","","","80.0","false","","Coverage","Standard","42060616215433002","false"
"a51WE00001GbjfDYAR","false","Total Adjustments to Net Worth","a55WE00001vjgfRYAQ","","false","None","Financial","false","false","false","true","false","false","","","","31.0","false","","Adjustments to Net Worth","Standard","42063510840686859","false"
"a51WE00001GbjfEYAR","false","Total Changes in Equity Accounts","a55WE000025Vlz7YAC","","false","None","Financial","false","false","false","true","false","false","","","","30.0","false","","Changes in Equity Accounts","Standard","42063657807280141","false"
"a51WE00001GbjfFYAR","false","Total Cost of Goods Sold","a55WE00001vjgesYAA","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Cost of Goods Sold","Standard","42065286762229107","false"
"a51WE00001GbjfGYAR","false","Depreciation & Amortization","a55WE00001vjgfMYAQ","","false","None","Financial","false","false","false","true","false","false","","","","8000.0","false","","Depreciation & Amortization","Standard","42066129644917193","false"
"a51WE00001GbjfHYAR","false","Leverage","a55WE000025VlyyYAC","","false","None","Financial","false","true","false","true","false","false","","","","50.0","false","","Leverage","Standard","42068181686069055","false"
"a51WE00001GbjfIYAR","false","Total Shareholders Equity","a55WE000025VlyrYAC","","false","Total Equity","Financial","false","false","false","true","false","false","","","","70.0","false","","Equity","Standard","42068863604086693","false"
"a51WE00001GbjfJYAR","false","Net Worth Calcs","a55WE00001vjgedYAA","","false","Adjusted Total Equity","Financial","false","true","false","true","false","false","","","","85.0","false","","Net Worth Calcs","Standard","42069066714241818","false"
"a51WE00001GbjfKYAR","false","International Transactions","a55WE000025VlyqYAC","","false","None","Financial","false","false","false","true","false","false","","","","45.0","false","","International Transactions","Standard","42071124520964601","false"
"a51WE00001GbjfLYAR","false","Gross Income","a55WE000025VlywYAC","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","Gross Income","Standard","42072593586691800","false"
"a51WE00001GbjfMYAR","false","Tax Detail","a55WE000025VlyuYAC","","false","None","Financial","false","true","false","true","false","false","","","","87.5","false","","Tax Detail","Standard","42073953782139117","false"
"a51WE00001GbjfNYAR","false","Profit Before Taxes","a55WE000025VlyuYAC","","false","None","Financial","false","false","false","false","false","false","","","","70.0","false","","Profit Before Taxes","Standard","42074272585317340","false"
"a51WE00001GbjfOYAR","false","Loan Assumption 2","a55WE000025VlyxYAC","","false","None","Financial","false","true","false","false","false","false","","","","75.0","false","","Loan Assumption 2","Standard","42075065152313139","false"
"a51WE00001GbjfPYAR","false","PGI","a55WE00001vjgfYYAQ","","false","None","Financial","false","false","false","true","false","false","","LLC_BI.Spreads.PGI_Record_Total.Init","LLC_BI.Spreads.PGI_Record_Total.Update","1000.0","false","","Potential Gross Income","Standard","42077384695665885","false"
"a51WE00001GbjfQYAR","false","CASH AFTER OPERATIONS","a55WE000025VlzBYAS","","false","None","Financial","true","false","false","true","false","false","","","","41.0","false","","Cash After Operations","Standard","42077843241754744","false"
"a51WE00001GbjfRYAR","false","Total Non-Current Assets","a55WE000025Vlz2YAC","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Non-Current Assets","Standard","42077899166301677","false"
"a51WE00001GbjfSYAR","false","Capital Expenditure","a55WE000025VlyjYAC","","false","None","Financial","false","false","false","true","false","false","","","","100.0","false","","Capex","Standard","42081219849447709","false"
"a51WE00001GbjfTYAR","false","Cash After Operations","a55WE000025VlyiYAC","","false","None","Financial","false","false","false","true","false","false","","","","50.0","false","","Cash After Operations","Standard","42082745410298384","false"
"a51WE00001GbjfUYAR","false","Recurring Farm Income","a55WE00001vjgfeYAA","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Recurring Farm Income","Standard","42084769216597312","false"
"a51WE00001GbjfVYAR","false","Term Debt Service","a55WE000025VlzFYAS","","false","Debt Service","Financial","false","false","false","true","false","false","","","","120.0","false","","Term Debt Service","Standard","42085215176220322","false"
"a51WE00001GbjfWYAR","false","Total Stated Net Worth (subT)","a55WE000025VlyoYAC","","false","Total Equity","Financial","true","false","false","true","false","false","","","","50.0","false","","Stated Net Worth (Subtotal)","Standard","42085658571059736","false"
"a51WE00001GbjfXYAR","false","Net Operating Income","a55WE00001vjgfJYAQ","","false","None","Financial","false","false","false","true","false","false","","","","5000.0","false","","Net Operating Income","Standard","42085722714464392","false"
"a51WE00001GbjfYYAR","false","End Cash on Hand/LoC Balance","a55WE000025VlyjYAC","","false","None","Financial","false","false","false","true","false","false","","","","90.0","false","","End Cash on Hand/LoC Balance","Standard","42085944210466073","false"
"a51WE00001GcKQbYAN","false","Loan Metrics","a55WE000025VlyxYAC","","false","None","Financial","false","true","false","true","false","false","","","","90.0","false","","Loan Metrics","Standard","42085954747524712","false"
"a51WE00001GcKQcYAN","false","Total Other Income/(Expense)","a55WE000025VlycYAC","","false","None","Financial","false","false","false","true","false","false","","","","35.0","false","","Other Income/(Expense)","Standard","42086020812855683","false"
"a51WE00001GcKQdYAN","false","Total Debt Service","a55WE00001vjgerYAA","","false","Debt Service","Financial","false","false","false","true","false","false","","","","100.0","false","","Debt Service","Standard","42088039285440683","false"
"a51WE00001GcKQeYAN","false","Leverage","a55WE00001vjgeUYAQ","","false","None","Financial","false","true","false","true","false","false","","","","31.0","false","","Leverage","Standard","42091917211387973","false"
"a51WE00001GcKQfYAN","false","Total Current Assets","a55WE00001vjgfKYAQ","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","CURRENT ASSETS","Standard","42093744676073960","false"
"a51WE00001GcKQgYAN","false","Total Adjustments to Net Worth","a55WE000025VlylYAC","","false","Total Equity","Financial","false","false","false","true","false","false","","","","60.0","false","","Adjustments to Net Worth","Standard","42094055306922268","false"
"a51WE00001GcKQhYAN","false","Income/(Loss) from Estates and Trusts","a55WE000025VlybYAC","","false","None","Financial","false","false","false","false","false","false","","","","40.0","false","","Income/(Loss) from Estates and Trusts","Standard","42094983927426437","false"
"a51WE00001GcKQiYAN","false","Total Gross Intangibles","a55WE00001vjgedYAA","","false","None","Financial","false","false","false","true","false","false","","","","22.5","false","","Gross Intangibles","Standard","42095794339195828","false"
"a51WE00001GcKQjYAN","false","Net Worth Recon - Cost Basis","a55WE000025VlzDYAS","","false","None","Financial","false","true","false","false","false","false","","","","10.0","false","","Net Worth Recon - Cost Basis","Standard","42097554940414416","false"
"a51WE00001GcKQkYAN","false","Activity","a55WE00001vjgeUYAQ","","false","None","Decimal","false","true","false","true","false","false","","","","61.0","false","","Activity","Standard","42098688723697985","false"
"a51WE00001GcKQlYAN","false","Total Current Liabilities","a55WE00001vjgfKYAQ","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","CURRENT LIABILITIES","Standard","42102983620417055","false"
"a51WE00001GcKQmYAN","false","Total Other Current Liabilities","a55WE00001vjgedYAA","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","Other Current Liabilities","Standard","42103143533524795","false"
"a51WE00001GcKQnYAN","false","Net Fixed Assets","a55WE00001vjgedYAA","","false","None","Financial","false","false","false","true","false","false","","","","15.0","false","","Net Fixed Assets","Standard","42103167371334758","false"
"a51WE00001GcKQoYAN","false","Profit Before Taxes","a55WE00001vjgeaYAA","","false","None","Financial","true","false","false","true","false","false","","","","80.0","false","","Profit Before Taxes","Standard","42103379587475932","false"
"a51WE00001GcKQpYAN","false","Total Adjustments to Net Worth","a55WE00001vjgfdYAA","","false","None","Financial","false","false","false","true","false","false","","","","31.0","false","","Adjustments to Net Worth","Standard","42104496465864188","false"
"a51WE00001GcKQqYAN","false","Total Operating Expenses","a55WE000025VlycYAC","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","Operating Expenses","Standard","42108598172194680","false"
"a51WE00001GcKQrYAN","false","Coverage","a55WE000025VlyYYAS","","false","None","Financial","false","true","false","true","false","false","","","","80.0","false","","Coverage","Standard","42109158279076198","false"
"a51WE00001GcKQsYAN","false","Schedule M-1 Group 2","a55WE000025Vlz1YAC","","false","None","Financial","false","false","false","true","false","false","","","","17.5","false","","Schedule M-1 Group 2","Standard","42109643717974128","false"
"a51WE00001GcKQtYAN","false","Net Change in Borrowing","a55WE00001vjgevYAA","","false","None","Financial","false","false","false","true","false","false","","","","51.0","false","","Change in Borrowing","Standard","42112012626635531","false"
"a51WE00001GcKQuYAN","false","Net Change in Borrowing","a55WE000025VlymYAC","","false","None","Financial","false","false","false","true","false","false","","","","190.0","false","","Change in Borrowing","Standard","42112529584343167","false"
"a51WE00001GcKQvYAN","false","Total Unexplained Difference","a55WE00001vjgfEYAQ","","false","None","Financial","false","false","false","true","true","false","","","","60.0","false","","Unexplained Difference","Standard","42113486014208151","false"
"a51WE00001GcKQwYAN","false","Net Operating Profit","a55WE000025VlykYAC","","false","None","Financial","true","false","false","true","false","false","","","","50.0","false","","Operating Profit","Standard","42113512763173300","false"
"a51WE00001GcKQxYAN","false","Total Operating Expenses","a55WE00001vjgfJYAQ","","false","None","Financial","false","false","false","true","false","false","","","","4000.0","false","","Operating Expenses","Standard","42115927026853362","false"
"a51WE00001GcKQyYAN","false","Total Assets","a55WE000025VlypYAC","","false","Total Assets","Financial","false","false","false","true","false","false","","","","40.0","false","","Total Assets (SubT)","Standard","42116623918468018","false"
"a51WE00001GcKQzYAN","false","Net Profit","a55WE000025VlykYAC","","false","None","Financial","false","false","false","true","false","false","","","","120.0","false","","Net Profit","Standard","42118466229439331","false"
"a51WE00001GcKR0YAN","false","Schedule M-2 Analysis of Change in Capital Accounts","a55WE000025Vlz6YAC","","false","None","Financial","false","true","false","true","false","false","","","","19.84375","false","","Schedule M-2 Analysis of Change in Capital Accounts","Standard","42121103822703737","false"
"a51WE00001GcKR1YAN","false","Total Debt Service","a55WE000025VlzAYAS","","false","Debt Service","Financial","false","false","false","true","false","false","","","","80.0","false","","Debt Service","Standard","42123279358765230","false"
"a51WE00001GcKR2YAN","false","Reconciliation Total","a55WE000025Vlz1YAC","","false","None","Financial","true","false","false","true","false","false","","","","29.84375","false","","Schedule M-3 Part 2","Standard","42125063219443794","false"
"a51WE00001GcKR3YAN","false","Total Personal Liabilities","a55WE000025VlypYAC","","false","None","Financial","false","false","false","true","false","false","","","","100.0","false","","Personal Liabilities","Standard","42126142350172373","false"
"a51WE00001GcKR4YAN","false","Extraordinary and Non-Cash Items","a55WE00001vjgf7YAA","","false","None","Financial","false","false","false","true","false","false","","","","161.0","false","","Extraordinary and Non-Cash Items","Standard","42127248769454618","false"
"a51WE00001GcKR5YAN","false","Cap Rplc & Term Debt Repay Cap","a55WE000025VlzFYAS","","false","Cash Flow","Financial","false","false","false","true","false","false","","","","110.0","false","","Cap Rplc & Term Debt Repay Cap","Standard","42128054514948429","false"
"a51WE00001GcKR6YAN","false","Beginning Net Worth","a55WE00001vjgfRYAQ","","false","None","Financial","false","false","false","true","false","false","","","","1.0","false","","Beginning Net Worth","Standard","42129932407639596","false"
"a51WE00001GcKR7YAN","false","Total Non-Current Liabilities","a55WE000025Vlz2YAC","","false","None","Financial","false","false","false","true","false","false","","","","50.0","false","","Non-Current Liabilities","Standard","42130884670010132","false"
"a51WE00001GcKR8YAN","false","Cash Paid for Plant and Investments","a55WE000025VlzBYAS","","false","None","Financial","true","false","false","true","false","false","","","","151.0","false","","Cash Paid for Plant and Investments","Standard","42133285085988096","false"
"a51WE00001GcKR9YAN","false","Net Change in Other Funding","a55WE00001vjgevYAA","","false","None","Financial","false","false","false","true","false","false","","","","61.0","false","","Change in Other Funding","Standard","42133793621654457","false"
"a51WE00001GcKRAYA3","false","Net Sales/Revenue","a55WE000025VlycYAC","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Sales","Standard","42134059557875410","false"
"a51WE00001GcKRBYA3","false","Income (Loss) Reconciliation","a55WE000025VlyqYAC","","false","None","Financial","false","false","false","true","false","false","","","","80.0","false","","Income (Loss) Reconciliation","Standard","42135700876798981","false"
"a51WE00001GcKRCYA3","false","Prior Period Values","a55WE000025VlyYYAS","","false","None","Financial","false","true","false","false","false","false","","","","20.0","false","","Prior Period Values","Standard","42142463977098941","false"
"a51WE00001GcKRDYA3","false","Prior Period Values","a55WE000025VlyyYAC","","false","None","Financial","false","true","false","true","false","false","","","","20.0","false","","Prior Period Values","Standard","42142618565109364","false"
"a51WE00001GcKREYA3","false","Schedule M-1 Group 2","a55WE000025Vlz6YAC","","false","None","Financial","false","false","false","true","false","false","","","","17.5","false","","Schedule M-1 Group 2","Standard","42142690982458951","false"
"a51WE00001GcKRFYA3","false","Cash Paid for Operating Costs","a55WE00001vjgf7YAA","","false","None","Financial","false","false","false","true","false","false","","","","31.0","false","","Cash Paid for Operating Costs","Standard","42145171332049809","false"
"a51WE00001GcKRGYA3","false","Total Intermediate Assets","a55WE000025VlypYAC","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Intermediate Assets","Standard","42145825360752545","false"
"a51WE00001GcKRHYA3","false","Recurring Farm Income","a55WE000025VlzCYAS","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Recurring Farm Income","Standard","42149543493732939","false"
"a51WE00001GcKRIYA3","false","Taxes Paid","a55WE000025VlzBYAS","","false","None","Financial","false","false","false","true","false","false","","","","61.0","false","","Taxes Paid","Standard","42150054264829104","false"
"a51WE00001GcKRJYA3","false","Total Other Current Assets","a55WE00001vjgedYAA","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Other Current Assets","Standard","42152089077242861","false"
"a51WE00001GcKRKYA3","false","Cash After Operations","a55WE000025VlymYAC","","false","None","Financial","true","false","false","true","false","false","","","","50.0","false","","Cash After Operations","Standard","42153786092146624","false"
"a51WE00001GcKRLYA3","false","Total Other Income/(Expense)","a55WE000025VlyiYAC","","false","None","Financial","false","false","false","true","false","false","","","","60.0","false","","Other Income/(Expense)","Standard","42154335002621319","false"
