"Id","IsDeleted","Name","nFORCE__Screen_Section__c","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Filter_Criteria__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Section_Header__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c"
"a0val00000HgmJ6AAJ","false","SC-000004823","a0qal00000CdJddAAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","42518378832469762","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJ7AAJ","false","SC-000004824","a0qal00000CdJe9AAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","42543695293611438","LLC_BI__Loan_Collateral2__c"
"a0vVx00000QYjIYIA1","false","SC-000009658","a0qVx00000Gm4JJIAZ","1.01","LLC_BI__Collateral_Valuation","","","false","","","Collateral Valuation","","false","42544900771167327","LLC_BI__Collateral__c"
"a0val00000HgmJ8AAJ","false","SC-000004825","a0qal00000CdJcxAAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","42551707286406201","LLC_BI__Loan_Collateral2__c"
"a0vVx00000QYjK0IAL","false","SC-000009748","a0qVx00000Gm4HIIAZ","1.01","LLC_BI__Valuation_Other_Details","","","false","","","Collateral Valuation","","false","42559676402290369","LLC_BI__Collateral__c"
"a0val00000HgmJ9AAJ","false","SC-000004826","a0qal00000CdJdsAAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42559918086928431","LLC_BI__Collateral__c"
"a0val00000HgmJAAAZ","false","SC-000004827","a0qal00000CdJdfAAF","1.01","Collateral_Valuation_Possessory_CD","","0.0","false","","","Collateral Valuation","","false","42560392455613806","LLC_BI__Collateral__c"
"a0val00000HgmJBAAZ","false","SC-000004828","a0qal00000CdJdCAAV","1.01","Pledge_Collateral_Override","","","false","","","","","false","42562576321254457","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJCAAZ","false","SC-000004829","a0qal00000CdJe5AAF","1.01","LLC_BI__Collateral_Valuation","","0.0","false","","","Collateral Valuation","","false","42569087986246965","LLC_BI__Collateral__c"
"a0val00000HgmJDAAZ","false","SC-000004830","a0qal00000CdJczAAF","1.01","Collateral_Valuations_Govt_Contracts","","0.0","false","","","Collateral Valuation","","false","42598305753684355","LLC_BI__Collateral__c"
"a0val00000HgmJEAAZ","false","SC-000004831","a0qal00000CdJdNAAV","1.01","Pledge_Collateral_Override","","","false","","","","","false","42607315663440283","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJFAAZ","false","SC-000004832","a0qal00000CdJd9AAF","1.01","Collateral_Valuation_Titled_Trailer","","0.0","false","","","Collateral Valuation","","false","42611297485883551","LLC_BI__Collateral__c"
"a0val00000HgmJGAAZ","false","SC-000004833","a0qal00000CdJeBAAV","1.01","Collateral_Valuation_Possessory_Other","","","false","","","","","false","42643248679715143","LLC_BI__Collateral__c"
"a0val00000HgmJHAAZ","false","SC-000004834","a0qal00000CdJdzAAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","42655467735706176","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJJAAZ","false","SC-000004836","a0qal00000CdJdWAAV","1.01","Collateral_Valuation_Possessory_Life_Ins","","0.0","false","","","Collateral Valuation","","false","42694786180466839","LLC_BI__Collateral__c"
"a0val00000Hgmg2AAB","false","SC-000005734","a0qal00000CdJs6AAF","1.01","LLC_BI__Collateral_Modal_Details","","","false","","","Details","","false","42702213649589287","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJKAAZ","false","SC-000004837","a0qal00000CdJdTAAV","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42720360975069625","LLC_BI__Collateral__c"
"a0vVx00000QYjQUIA1","false","SC-000010150","a0qVx00000Gm4IXIAZ","1.01","LLC_BI__Bulk_Pledge_Details","","0.0","false","","","","","false","42733282878641124","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJLAAZ","false","SC-000004838","a0qal00000CdJe3AAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42738492871704696","LLC_BI__Collateral__c"
"a0vVx00000QYjQbIAL","false","SC-000010157","a0qVx00000Gm4MfIAJ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","42739334862192477","LLC_BI__Loan_Collateral2__c"
"a0vVx00000QYjQeIAL","false","SC-000010160","a0qVx00000Gm4Z9IAJ","1.01","LLC_BI__Collateral_Modal_Details","","","false","","","Details","","false","42740485047859861","LLC_BI__Loan_Collateral2__c"
"a0vVx00000QYjQlIAL","false","SC-000010167","a0qVx00000Gm4JqIAJ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","42744948459456538","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJMAAZ","false","SC-000004839","a0qal00000CdJdaAAF","1.01","Collateral_Valuation_Real_Estate","","0.0","false","","","Collateral Valuation","","false","42757230995398009","LLC_BI__Collateral__c"
"a0val00000HgmJNAAZ","false","SC-000004840","a0qal00000CdJdYAAV","1.01","Pledge_Collateral_Override","","","false","","","","","false","42759148246001407","LLC_BI__Loan_Collateral2__c"
"a0vVx00000QYjRFIA1","false","SC-000010197","a0qVx00000Gm4OLIAZ","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42777480539060374","LLC_BI__Collateral__c"
"a0vVx00000QYjRJIA1","false","SC-000010201","a0qVx00000Gm4JNIAZ","1.01","LLC_BI__Valuation_UCC_Details","","","false","","","Collateral Valuation","","false","42780799930209241","LLC_BI__Collateral__c"
"a0val00000HgmJOAAZ","false","SC-000004841","a0qal00000CdJcuAAF","1.01","LLC_BI__Bulk_Pledge_Asset_Details","","","false","","","","","false","42787893627471830","LLC_BI__Loan_Collateral2__c"
"a0vVx00000QYjT3IAL","false","SC-000010309","a0qVx00000Gm4kbIAB","1.01","Review_Pg_3508_Approved_in_Full","","0.0","false","","","","","false","42818209227286625","LLC_BI__Loan__c"
"a0val00000HgmJPAAZ","false","SC-000004842","a0qal00000CdJdwAAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","42835689990286554","LLC_BI__Loan_Collateral2__c"
"a0vVx00000QYjTOIA1","false","SC-000010330","a0qVx00000Gm4LUIAZ","1.01","LLC_BI__Pledge_Details","","","false","","","Pledge Details","","false","42836031313268388","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJQAAZ","false","SC-000004843","a0qal00000CdJdnAAF","1.01","Collateral_Valuation_Possessory_CD","","0.0","false","","","Collateral Valuation","","false","42837442763953770","LLC_BI__Collateral__c"
"a0vVx00000QYjUnIAL","false","SC-000010417","a0qVx00000Gm4jxIAB","1.01","LLC_BI__Valuation_Possessory_Details","","","false","","","Collateral Valuation","","false","42850125425730131","LLC_BI__Collateral__c"
"a0val00000HgmJRAAZ","false","SC-000004844","a0qal00000CdJdpAAF","1.01","Collateral_Valuation_Possessory_Other","","0.0","false","","","Collateral Valuation","","false","42851729174307769","LLC_BI__Collateral__c"
"a0val00000HgmJSAAZ","false","SC-000004845","a0qal00000CdJdLAAV","1.01","Pledge_Collateral_Override","","","false","","","","","false","42861181166043724","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJTAAZ","false","SC-000004846","a0qal00000CdJdiAAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","42881558673833325","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJUAAZ","false","SC-000004847","a0qal00000CdJdGAAV","1.01","Collateral_Valuation_Possessory_Securiti","","0.0","false","","","Collateral Valuation","","false","42892857935384952","LLC_BI__Collateral__c"
"a0vVx00000QYjVgIAL","false","SC-000010472","a0qVx00000Gm4d4IAB","1.01","LLC_BI__Valuation_Titled_Details","","","false","","","Collateral Valuation","","false","42893757915821480","LLC_BI__Collateral__c"
"a0val00000HgmJVAAZ","false","SC-000004848","a0qal00000CdJdmAAF","1.01","Collateral_Valuation_Titled_Motor_Vehicl","","0.0","false","","","Collateral Valuation","","false","42897207519224636","LLC_BI__Collateral__c"
"a0val00000HgmJWAAZ","false","SC-000004849","a0qal00000CdJdDAAV","1.01","Collateral_Valuation_Possessory_Other","","","false","","","","","false","42912622265507501","LLC_BI__Collateral__c"
"a0vVx00000QYjXVIA1","false","SC-000010585","a0qVx00000Gm4PcIAJ","1.01","LLC_BI__Valuation_Real_Estate_Details","","","false","","","Collateral Valuation","","false","42926017230695504","LLC_BI__Collateral__c"
"a0val00000HgmJXAAZ","false","SC-000004850","a0qal00000CdJe1AAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42927841647060201","LLC_BI__Collateral__c"
"a0val00000HgmJYAAZ","false","SC-000004851","a0qal00000CdJcrAAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","42942274663986523","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJZAAZ","false","SC-000004852","a0qal00000CdJdyAAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42957291244119398","LLC_BI__Collateral__c"
"a0val00000HgmJaAAJ","false","SC-000004853","a0qal00000CdJdjAAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42972880718658890","LLC_BI__Collateral__c"
"a0val00000HgmJbAAJ","false","SC-000004854","a0qal00000CdJdxAAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42982006763027512","LLC_BI__Collateral__c"
"a0val00000HgmJcAAJ","false","SC-000004855","a0qal00000CdJdoAAF","1.01","Collateral_Valuation_Possessory_LOC","","0.0","false","","","Collateral Valuation","","false","42994964500457479","LLC_BI__Collateral__c"
"a0val00000HgmJdAAJ","false","SC-000004856","a0qal00000CdJdXAAV","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","4327865746773565264","LLC_BI__Collateral__c"
"a0val00000HgmJeAAJ","false","SC-000004857","a0qal00000CdJdrAAF","1.01","Pledge_Collateral_Override","","","false","","","Search Results","","false","452452312365735211","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJfAAJ","false","SC-000004858","a0qal00000CdJe6AAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","456376843834524623","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJgAAJ","false","SC-000004859","a0qal00000CdJe4AAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","547662346625767324","LLC_BI__Collateral__c"
"a0val00000HgmJhAAJ","false","SC-000004860","a0qal00000CdJcsAAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","56234146152634784342","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJiAAJ","false","SC-000004861","a0qal00000CdJdQAAV","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","5628374659237412864","LLC_BI__Collateral__c"
"a0val00000HgmJjAAJ","false","SC-000004862","a0qal00000CdJd4AAF","1.01","Pledge_Collateral_Override","","","false","","","","","false","645342352847658","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJkAAJ","false","SC-000004863","a0qal00000CdJdZAAV","1.01","Pledge_Collateral_Override","","","false","","","","","false","65569375976560167","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJmAAJ","false","SC-000004865","a0qal00000CdJdlAAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","","","false","746743263672653265","LLC_BI__Collateral__c"
"a0val00000HgmJnAAJ","false","SC-000004866","a0qal00000CdJe2AAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","7865552624362457634","LLC_BI__Collateral__c"
"a0val00000HgmJoAAJ","false","SC-000004867","a0qal00000CdJdBAAV","1.01","Pledge_Collateral_Override","","","false","","","","","false","82625074869146976","LLC_BI__Loan_Collateral2__c"
"a0val00000HgmJpAAJ","false","SC-000004868","a0qal00000CdJduAAF","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","865734872362971435","LLC_BI__Collateral__c"
