"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c"
"a1UWE000009dtSa2AI","false","CLA-BD-0001584","a1WWE000004zw3K2AQ","","Land cost","Offsite Expenses","","30.0","","","","","26jct880ewup6v8lol","0.0","","0.0","0.0"
"a1UWE000009dtSb2AI","false","CLA-BD-0001585","a1WWE000004zw3I2AQ","12000.0","","Asphalt / Driveway","","270.0","","","","","26s62nn1nlfk50v6bo","0.0","100.0","0.8","12000.0"
"a1UWE000009dtSc2AI","false","CLA-BD-0001586","a1WWE000004zw3X2AQ","","","Electrical","","160.0","","","","","28a4d40tnuolc27o5b","0.0","","0.0","0.0"
"a1UWE000009dtSd2AI","false","CLA-BD-0001587","a1WWE000004zw3W2AQ","","Hard cost","Landscaping","","250.0","","","","","2b51z8zb7apd2fhz5q","0.0","","0.0","0.0"
"a1UWE000009dtSe2AI","false","CLA-BD-0001588","a1WWE000004zw3Y2AQ","","","Tile & Carpet","","230.0","","","","","2b8b2vb1s4zch845b3","0.0","","0.0","0.0"
"a1UWE000009dtSf2AI","false","CLA-BD-0001589","a1WWE000004zw3W2AQ","","Soft cost","Title Insurance/Recording","","7.0","","","","","2kcz9xfo8yz87ysln1","0.0","","0.0","0.0"
"a1UWE000009dtSg2AI","false","CLA-BD-0001590","a1WWE000004zHTa2AM","","Hard cost","Exterior Doors","","90.0","","","","","2vhlgv4im1tjt6209z","0.0","","","0.0"
"a1UWE000009dtSh2AI","false","CLA-BD-0001591","a1WWE000004zHTa2AM","2600.0","Soft cost","Taxes","","310.0","","","","","2vkt443rn29ildhpza","0.0","100.0","","2600.0"
"a1UWE000009dtSi2AI","false","CLA-BD-0001592","a1WWE000004zw3X2AQ","1800.0","","Insurance","","330.0","","","","","2xhepsbgfdlblvzgui","0.0","100.0","0.0973","1800.0"
"a1UWE000009dtSj2AI","false","CLA-BD-0001593","a1WWE000004zw3K2AQ","","Hard cost","Contingency - Hard Costs","","400.0","","","","","31kmos82hblfc49esb","0.0","","0.0","0.0"
"a1UWE000009dtSk2AI","false","CLA-BD-0001594","a1WWE000004zHTd2AM","","Hard cost","Electrical","","205.0","","","","","32jh5hq5xkdbuljkqq","0.0","","","0.0"
"a1UWE000009dtSl2AI","false","CLA-BD-0001595","a1WWE000004zHTd2AM","2300.0","Soft cost","Taxes","","507.0","","","","","3584t7ziq376p5yp87","0.0","100.0","","2300.0"
"a1UWE000009dtSm2AI","false","CLA-BD-0001596","a1WWE000004zw3Y2AQ","900.0","","Impact Fees","","20.0","","","","","36pv41dzuvcbdvhbeg","0.0","100.0","0.036","900.0"
"a1UWE000009dtSn2AI","false","CLA-BD-0001597","a1WWE000004zw3W2AQ","","Hard cost","Tile & Carpet","","230.0","","","","","39w6f0bbi19hqlw6z7","0.0","","0.0","0.0"
"a1UWE000009dtSo2AI","false","CLA-BD-0001598","a1WWE000004zw3Y2AQ","800.0","","Water & Sewer Inspection","","30.0","0.0","","","800.0","3byj4lren2ag1dksm0","100.0","0.0","0.032","0.0"
"a1UWE000009dtSp2AI","false","CLA-BD-0001599","a1WWE000004zw3W2AQ","","Hard cost","Drywall","","200.0","","","","","3jspuk7j9vg24pdox7","0.0","","0.0","0.0"
"a1UWE000009dtSq2AI","false","CLA-BD-0001600","a1WWE000004zHTa2AM","","Hard cost","Sheathing","","70.0","","","","","3o1bry7q4cjktfc5hf","0.0","","","0.0"
"a1UWE000009dtSr2AI","false","CLA-BD-0001601","a1WWE000004zHTa2AM","800.0","Soft cost","Water & Sewer Inspection","","30.0","","","","","3pjcpr6fln7nr3dine","0.0","100.0","","800.0"
"a1UWE000009dtSs2AI","false","CLA-BD-0001602","a1WWE000004zw3K2AQ","215000.0","Hard cost","Steel","","50.0","","","","0.0","3tl8puv1h1t465kx6d","0.0","100.0","14.3333","215000.0"
"a1UWE000009dtSt2AI","false","CLA-BD-0001603","a1WWE000004zw3K2AQ","35000.0","Interest reserve","Reserves","","10.0","","","","0.0","40lf47p1or5ilnt8te","0.0","100.0","2.3333","35000.0"
"a1UWE000009dtSu2AI","false","CLA-BD-0001604","a1WWE000004zw3N2AQ","0.0","","Monument sign base construction Lang to verify if applicable","","31.0","","","","","42003800543953596","0.0","0.0","0.0","0.0"
"a1UWE000009dtSv2AI","false","CLA-BD-0001605","a1WWE000004zHT62AM","0.0","","Fire Sprinkler Service","","38.0","","","","","42006179628680453","0.0","0.0","","0.0"
"a1UWE000009dtSw2AI","false","CLA-BD-0001606","a1WWE000004zHTF2A2","0.0","","Hydraulic Elevators","","24.0","","","","","42007030948151132","0.0","0.0","","0.0"
"a1UWE000009dtSx2AI","false","CLA-BD-0001607","a1WWE000004zHT52AM","0.0","","H.V.A.C. System","","74.0","","","","","42008526340204509","0.0","0.0","","0.0"
"a1UWE000009dtSy2AI","false","CLA-BD-0001608","a1WWE000004zHTG2A2","0.0","","Landscaping","","3.0","","","","","42008886009401468","0.0","0.0","","0.0"
"a1UWE000009dtSz2AI","false","CLA-BD-0001609","a1WWE000004zw3M2AQ","0.0","","Wood Doors","","56.0","","","","","42010236927702882","0.0","0.0","0.0","0.0"
"a1UWE000009dtT02AI","false","CLA-BD-0001610","a1WWE000004zw3L2AQ","0.0","","Masonry/Building","","52.0","","","","","42011428190945228","0.0","0.0","0.0","0.0"
"a1UWE000009dtT12AI","false","CLA-BD-0001611","a1WWE000004zHT72AM","0.0","","New Curb & Gutter","","11.0","","","","","42012252656625286","0.0","0.0","","0.0"
"a1UWE000009dtT22AI","false","CLA-BD-0001612","a1WWE000004zw3N2AQ","0.0","","Power Management System","","83.0","","","","","42012271291755343","0.0","0.0","0.0","0.0"
"a1UWE000009dtT32AI","false","CLA-BD-0001613","a1WWE000004zw3L2AQ","0.0","","Corporate Decor Package Installation","","93.0","","","","","42012805993276533","0.0","0.0","0.0","0.0"
"a1UWE000009dtT42AI","false","CLA-BD-0001614","a1WWE000004zHT72AM","0.0","","Bollard w/ Covers","","37.0","","","","","42013434522099267","0.0","0.0","","0.0"
"a1UWE000009dtT52AI","false","CLA-BD-0001615","a1WWE000004zw3L2AQ","0.0","","Misc.","","47.0","","","","","42014202664223534","0.0","0.0","0.0","0.0"
"a1UWE000009du832AA","false","CLA-BD-0004155","a1WWE0000050F8f2AE","","Interest reserve","","","","","","","","42014999791060901","0.0","","","0.0"
"a1UWE000009dtT62AI","false","CLA-BD-0001616","a1WWE000004zHTP2A2","0.0","","Insurance","","24.0","","","","","42015579615665214","0.0","0.0","","0.0"
"a1UWE000009du892AA","false","CLA-BD-0004161","a1WWE0000050F8l2AE","","Hard cost","","","","","","","","42016833877654325","0.0","","","0.0"
"a1UWE000009dtT72AI","false","CLA-BD-0001617","a1WWE000004zHT62AM","0.0","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","","","42019299027759777","0.0","0.0","","0.0"
"a1UWE000009dtT82AI","false","CLA-BD-0001618","a1WWE000004zHTQ2A2","0.0","","Site Stripping (ADA)","","17.0","","","","","42020557801493655","0.0","0.0","","0.0"
"a1UWE000009dtT92AI","false","CLA-BD-0001619","a1WWE000004zw3N2AQ","0.0","","Electrical site work/labor","","29.0","","","","","42022652245580224","0.0","0.0","0.0","0.0"
"a1UWE000009dtTA2AY","false","CLA-BD-0001620","a1WWE000004zHTE2A2","0.0","","Electrical","","28.0","","","","","42022983826811000","0.0","0.0","","0.0"
"a1UWE000009dtTB2AY","false","CLA-BD-0001621","a1WWE000004zw3N2AQ","0.0","","Plumbing sit work","","32.0","","","","","42023171616854588","0.0","0.0","0.0","0.0"
"a1UWE000009dtTC2AY","false","CLA-BD-0001622","a1WWE000004zHT72AM","0.0","","New electric service","","4.0","","","","","42023818634564518","0.0","0.0","","0.0"
"a1UWE000009dtTD2AY","false","CLA-BD-0001623","a1WWE000004zHT72AM","0.0","","Storm Drain","","26.0","","","","","42024790846166051","0.0","0.0","","0.0"
"a1UWE000009dtTE2AY","false","CLA-BD-0001624","a1WWE000004zHTR2A2","0.0","","Roofing","","19.0","","","","","42025827091636179","0.0","0.0","","0.0"
"a1UWE000009dtTF2AY","false","CLA-BD-0001625","a1WWE000004zw3N2AQ","0.0","","H.V.A.C. System","","74.0","","","","","42026795436380355","0.0","0.0","0.0","0.0"
"a1UWE000009dtTG2AY","false","CLA-BD-0001626","a1WWE000004zHTF2A2","0.0","","Change Orders","","36.0","","","","","42027044582944251","0.0","0.0","","0.0"
"a1UWE000009dtTH2AY","false","CLA-BD-0001627","a1WWE000004zw3L2AQ","0.0","","Drywall & Metal Studs","","66.0","","","","","42027690381246883","0.0","0.0","0.0","0.0"
"a1UWE000009dtTI2AY","false","CLA-BD-0001628","a1WWE000004zHT62AM","0.0","","New Curb & Gutter","","11.0","","","","","42031167881185246","0.0","0.0","","0.0"
"a1UWE000009dtTJ2AY","false","CLA-BD-0001629","a1WWE000004zHTP2A2","0.0","","Flooring","","5.0","","","","","42031244008092582","0.0","0.0","","0.0"
"a1UWE000009dtTK2AY","false","CLA-BD-0001630","a1WWE000004zw3N2AQ","0.0","","Glass & Glazing","","65.0","","","","","42033310899781592","0.0","0.0","0.0","0.0"
"a1UWE000009dtTL2AY","false","CLA-BD-0001631","a1WWE000004zHT62AM","0.0","","Wood Doors","","56.0","","","","","42033887111654060","0.0","0.0","","0.0"
"a1UWE000009dtTM2AY","false","CLA-BD-0001632","a1WWE000004zw3N2AQ","0.0","","Erosion & Dust Control","","39.0","","","","","42037830347995003","0.0","0.0","0.0","0.0"
"a1UWE000009dtTN2AY","false","CLA-BD-0001633","a1WWE000004zHT52AM","0.0","","100 ft secondary service","","84.0","","","","","42039647581210968","0.0","0.0","","0.0"
"a1UWE000009dtTO2AY","false","CLA-BD-0001634","a1WWE000004zHTQ2A2","0.0","","Demo","","9.0","","","","","42043006114336266","0.0","0.0","","0.0"
"a1UWE000009dtTP2AY","false","CLA-BD-0001635","a1WWE000004zw3M2AQ","0.0","","Off site fire hydrant","","8.0","","","","","42047763384823975","0.0","0.0","0.0","0.0"
"a1UWE000009dtTQ2AY","false","CLA-BD-0001636","a1WWE000004zw3L2AQ","0.0","","Rough Carpentry Labor","","61.0","","","","","42047792845450525","0.0","0.0","0.0","0.0"
"a1UWE000009dtTR2AY","false","CLA-BD-0001637","a1WWE000004zw3M2AQ","0.0","","Termite Treat","","80.0","","","","","42050029878559894","0.0","0.0","0.0","0.0"
"a1UWE000009dtTS2AY","false","CLA-BD-0001638","a1WWE000004zHT52AM","0.0","","Concrete paving","","34.0","","","","","42051469737584911","0.0","0.0","","0.0"
"a1UWE000009dtTT2AY","false","CLA-BD-0001639","a1WWE000004zw3L2AQ","0.0","","Power Management System","","83.0","","","","","42051867876017697","0.0","0.0","0.0","0.0"
"a1UWE000009dtTU2AY","false","CLA-BD-0001640","a1WWE000004zw3L2AQ","0.0","","New approaches","","13.0","","","","","42056559749628752","0.0","0.0","0.0","0.0"
"a1UWE000009dtTV2AY","false","CLA-BD-0001641","a1WWE000004zHT72AM","0.0","","F.R.P. and marlite","","86.0","","","","","42056615487107387","0.0","0.0","","0.0"
"a1UWE000009dtTW2AY","false","CLA-BD-0001642","a1WWE000004zHTG2A2","0.0","","Fee","","31.0","","","","","42060164371550255","0.0","0.0","","0.0"
"a1UWE000009dtTX2AY","false","CLA-BD-0001643","a1WWE000004zw3L2AQ","0.0","","Retaining wall","","23.0","","","","","42062508593277154","0.0","0.0","0.0","0.0"
"a1UWE000009dtTY2AY","false","CLA-BD-0001644","a1WWE000004zHT62AM","0.0","","Storm Drain","","26.0","","","","","42063503383945182","0.0","0.0","","0.0"
"a1UWE000009dtTZ2AY","false","CLA-BD-0001645","a1WWE000004zHT72AM","0.0","","Power pole - new or relocate","","5.0","","","","","42064023618862981","0.0","0.0","","0.0"
"a1UWE000009dtTa2AI","false","CLA-BD-0001646","a1WWE000004zw3M2AQ","0.0","","Caulking","","91.0","","","","","42066963267732755","0.0","0.0","0.0","0.0"
"a1UWE000009dtTb2AI","false","CLA-BD-0001647","a1WWE000004zw3M2AQ","0.0","","New sidewalk","","12.0","","","","","42070749256541448","0.0","0.0","0.0","0.0"
"a1UWE000009dtTc2AI","false","CLA-BD-0001648","a1WWE000004zHTG2A2","0.0","","Glass/Glazing","","15.0","","","","","42071870016872688","0.0","0.0","","0.0"
"a1UWE000009dtTd2AI","false","CLA-BD-0001649","a1WWE000004zw3M2AQ","0.0","","Fire Hydrant","","40.0","","","","","42074115976229400","0.0","0.0","0.0","0.0"
"a1UWE000009dtTe2AI","false","CLA-BD-0001650","a1WWE000004zHT62AM","0.0","","Retaining wall","","23.0","","","","","42078481765653346","0.0","0.0","","0.0"
"a1UWE000009dtTf2AI","false","CLA-BD-0001651","a1WWE000004zHT52AM","0.0","","New electric service","","4.0","","","","","42079602027855579","0.0","0.0","","0.0"
"a1UWE000009dtTg2AI","false","CLA-BD-0001652","a1WWE000004zHT72AM","0.0","","Corporate Decor Package Installation","","93.0","","","","","42079948125664200","0.0","0.0","","0.0"
"a1UWE000009dtTh2AI","false","CLA-BD-0001653","a1WWE000004zw3L2AQ","0.0","","Site Demolition","","22.0","","","","","42082004042846828","0.0","0.0","0.0","0.0"
"a1UWE000009du8F2AQ","false","CLA-BD-0004167","a1WWE0000050F912AE","","Soft cost","","","","","","","","42082107406657991","0.0","","","0.0"
"a1UWE000009dtTi2AI","false","CLA-BD-0001654","a1WWE000004zw3L2AQ","0.0","","Street light - new or relocate","","6.0","","","","","42083187871115089","0.0","0.0","0.0","0.0"
"a1UWE000009dtTj2AI","false","CLA-BD-0001655","a1WWE000004zHT62AM","0.0","","F.R.P. and marlite","","86.0","","","","","42083285943037480","0.0","0.0","","0.0"
"a1UWE000009dtTk2AI","false","CLA-BD-0001656","a1WWE000004zw3M2AQ","0.0","","Survey","","18.0","","","","","42083669500719493","0.0","0.0","0.0","0.0"
"a1UWE000009dtTl2AI","false","CLA-BD-0001657","a1WWE000004zHTF2A2","0.0","","Termite Control","","2.0","","","","","42087744710881220","0.0","0.0","","0.0"
"a1UWE000009dtTm2AI","false","CLA-BD-0001658","a1WWE000004zHT62AM","0.0","","Finish Carpentry Labor","","60.0","","","","","42090711677144580","0.0","0.0","","0.0"
"a1UWE000009dtTn2AI","false","CLA-BD-0001659","a1WWE000004zw3N2AQ","0.0","","Telephone Pole","","7.0","","","","","42091238065097831","0.0","0.0","0.0","0.0"
"a1UWE000009dtTo2AI","false","CLA-BD-0001660","a1WWE000004zw3N2AQ","0.0","","Termite Treat","","80.0","","","","","42091426912283058","0.0","0.0","0.0","0.0"
"a1UWE000009dtTp2AI","false","CLA-BD-0001661","a1WWE000004zw3M2AQ","0.0","","Metal Fab","","78.0","","","","","42091973157217482","0.0","0.0","0.0","0.0"
"a1UWE000009dtTq2AI","false","CLA-BD-0001662","a1WWE000004zw3L2AQ","0.0","","Finish Lumber & Doors","","54.0","","","","","42092016281648116","0.0","0.0","0.0","0.0"
"a1UWE000009dtTr2AI","false","CLA-BD-0001663","a1WWE000004zHTP2A2","0.0","","Roof Structure (Trusses, Sheeting, Labor)","","18.0","","","","","42094483155452463","0.0","0.0","","0.0"
"a1UWE000009dtTs2AI","false","CLA-BD-0001664","a1WWE000004zHTG2A2","0.0","","Cast in Place Concrete","","5.0","","","","","42094782709694942","0.0","0.0","","0.0"
"a1UWE000009dtTt2AI","false","CLA-BD-0001665","a1WWE000004zHTF2A2","0.0","","Roofing &Sheetmetal Flashing","","12.0","","","","","42095981641623231","0.0","0.0","","0.0"
"a1UWE000009dtTu2AI","false","CLA-BD-0001666","a1WWE000004zw3M2AQ","0.0","","EIFS / Lath & Plaster","","70.0","","","","","42098629311718182","0.0","0.0","0.0","0.0"
"a1UWE000009duCI2AY","false","CLA-BD-0004418","a1WWE0000050F9P2AU","","Land cost","","","","0.0","","","0.0","42100508929119014","0.0","","","0.0"
"a1UWE000009dtTv2AI","false","CLA-BD-0001667","a1WWE000004zw3N2AQ","0.0","","Preasure Washing","","43.0","","","","","42100594967130562","0.0","0.0","0.0","0.0"
"a1UWE000009dtTw2AI","false","CLA-BD-0001668","a1WWE000004zHT62AM","0.0","","Caulking","","91.0","","","","","42100600051446052","0.0","0.0","","0.0"
"a1UWE000009dtTx2AI","false","CLA-BD-0001669","a1WWE000004zw3M2AQ","0.0","","Structural Steel","","53.0","","","","","42101798022132876","0.0","0.0","0.0","0.0"
"a1UWE000009dtTy2AI","false","CLA-BD-0001670","a1WWE000004zHTF2A2","0.0","","Misc. Specialities","","22.0","","","","","42101996008507641","0.0","0.0","","0.0"
"a1UWE000009du802AA","false","CLA-BD-0004152","a1WWE0000050F842AE","","Soft cost","","","","","","","","42102410066083966","0.0","","0.0","0.0"
"a1UWE000009dtTz2AI","false","CLA-BD-0001671","a1WWE000004zHT52AM","0.0","","Concrete Foundation( Include building slab)","","51.0","","","","","42104100113768622","0.0","0.0","","0.0"
"a1UWE000009dtU02AI","false","CLA-BD-0001672","a1WWE000004zw3M2AQ","0.0","","Telephone Underground","","33.0","","","","","42104357375124720","0.0","0.0","0.0","0.0"
"a1UWE000009dtU12AI","false","CLA-BD-0001673","a1WWE000004zHT62AM","0.0","","Misc. S.S.","","71.0","","","","","42107220109866682","0.0","0.0","","0.0"
"a1UWE000009dtU22AI","false","CLA-BD-0001674","a1WWE000004zHTF2A2","0.0","","Finish Carpentry/Millwork","","10.0","","","","","42111558550203643","0.0","0.0","","0.0"
"a1UWE000009dtU32AI","false","CLA-BD-0001675","a1WWE000004zHTE2A2","0.0","","Allowance - Drywall Support/Finishing","","34.0","","","","","42112367510241670","0.0","0.0","","0.0"
"a1UWE000009dtU42AI","false","CLA-BD-0001676","a1WWE000004zHTG2A2","0.0","","Doors/Frames/Hardware","","14.0","","","","","42113567375639095","0.0","0.0","","0.0"
"a1UWE000009dtU52AI","false","CLA-BD-0001677","a1WWE000004zw3M2AQ","0.0","","H.V.A.C. System","","74.0","","","","","42119829699042329","0.0","0.0","0.0","0.0"
"a1UWE000009dtU62AI","false","CLA-BD-0001678","a1WWE000004zw3L2AQ","0.0","","Storm Drain","","16.0","","","","","42120283923994352","0.0","0.0","0.0","0.0"
"a1UWE000009dtU72AI","false","CLA-BD-0001679","a1WWE000004zHT52AM","0.0","","Storm Drain","","16.0","","","","","42120515209213295","0.0","0.0","","0.0"
"a1UWE000009dtU82AI","false","CLA-BD-0001680","a1WWE000004zHT62AM","0.0","","100 ft secondary service","","84.0","","","","","42120558764785134","0.0","0.0","","0.0"
"a1UWE000009du8J2AQ","false","CLA-BD-0004171","a1WWE0000050F952AE","","Financing cost","","","","0.0","","","0.0","42120563733890791","0.0","","","0.0"
"a1UWE000009dtU92AI","false","CLA-BD-0001681","a1WWE000004zHT62AM","0.0","","Fire Extinguishers","","87.0","","","","","42121943078265832","0.0","0.0","","0.0"
"a1UWE000009du8B2AQ","false","CLA-BD-0004163","a1WWE0000050F8n2AE","","Hard cost","","","","","","","","42122094186860492","0.0","","","0.0"
"a1UWE000009dtUA2AY","false","CLA-BD-0001682","a1WWE000004zHTE2A2","0.0","","Allowance - Precast Concrete Pane","","35.0","","","","","42124444925824813","0.0","0.0","","0.0"
"a1UWE000009dtUB2AY","false","CLA-BD-0001683","a1WWE000004zw3N2AQ","0.0","","Misc. S.S.","","71.0","","","","","42125139353640797","0.0","0.0","0.0","0.0"
"a1UWE000009dtUC2AY","false","CLA-BD-0001684","a1WWE000004zHTR2A2","0.0","","Plumbing","","3.0","","","","","42126172705459088","0.0","0.0","","0.0"
"a1UWE000009dtUD2AY","false","CLA-BD-0001685","a1WWE000004zHTE2A2","0.0","","Allowance - Add'l Steel Support","","33.0","","","","","42126509928471038","0.0","0.0","","0.0"
"a1UWE000009dtUE2AY","false","CLA-BD-0001686","a1WWE000004zHT52AM","0.0","","TABC - Air Balance (Required)","","75.0","","","","","42127415792635494","0.0","0.0","","0.0"
"a1UWE000009dtUF2AY","false","CLA-BD-0001687","a1WWE000004zw3L2AQ","0.0","","Electrical Material","","82.0","","","","","42127476512218292","0.0","0.0","0.0","0.0"
"a1UWE000009dtUG2AY","false","CLA-BD-0001688","a1WWE000004zw3N2AQ","0.0","","Concrete paving","","34.0","","","","","42127541142377645","0.0","0.0","0.0","0.0"
"a1UWE000009dtUH2AY","false","CLA-BD-0001689","a1WWE000004zw3N2AQ","0.0","","Relocate Transformer","","17.0","","","","","42129003874722946","0.0","0.0","0.0","0.0"
"a1UWE000009dtUI2AY","false","CLA-BD-0001690","a1WWE000004zHT62AM","0.0","","Street paving and markings","","14.0","","","","","42131370689877292","0.0","0.0","","0.0"
"a1UWE000009dtUJ2AY","false","CLA-BD-0001691","a1WWE000004zHT52AM","0.0","","Misc.","","92.0","","","","","42131633645504016","0.0","0.0","","0.0"
"a1UWE000009dtUK2AY","false","CLA-BD-0001692","a1WWE000004zHT62AM","0.0","","Street light - new or relocate","","6.0","","","","","42133736661274333","0.0","0.0","","0.0"
"a1UWE000009dtUL2AY","false","CLA-BD-0001693","a1WWE000004zHT72AM","0.0","","Landscaping w/ Irrigation (Required)","","36.0","","","","","42135302851514648","0.0","0.0","","0.0"
"a1UWE000009dtUM2AY","false","CLA-BD-0001694","a1WWE000004zHTE2A2","0.0","","Ceramic Tile","","17.0","","","","","42135302876964231","0.0","0.0","","0.0"
"a1UWE000009dtUN2AY","false","CLA-BD-0001695","a1WWE000004zw3L2AQ","0.0","","Ceramic tile","","69.0","","","","","42138773329333436","0.0","0.0","0.0","0.0"
