"Id","OwnerId","IsDeleted","Name","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Remaining__c"
"a1WWD000002k6Cf2AI","005al00000RVcKvAAL","false","Budgets-01","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005486890256528","","","","","","","","0.0","0.0"
"a1WWD000002k4ua2AA","005al00000RVcKvAAL","false","a1WWD000002VOzU","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005501132421752","","","","","","","","0.0","0.0"
"a1WWD000002WF1u2AG","005al00000RVcKvAAL","false","LLC BI  Budget 001-3b8992","FE15428229","","Automated credit analysis and risk assessment parameters","true","false","477.34","684.61","431.24","417.56","354.75","27.21","415.89","42005505772755189","158.7538","96.8278","82.2628","6.3097","-107.5179","-58.7538","96.4405","-463.66","-253.37"
"a1WWD000002k4ar2AA","005al00000RVcKvAAL","false","a1WWD000002Vb0f","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005618063695660","","","","","","","","0.0","0.0"
"a1WWD000002k5zH2AQ","005al00000RVcKvAAL","false","a1WWD000002Vaz0","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005951469275685","","","","","","","","0.0","0.0"
"a1WWD000002k64i2AA","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006022804508636","","","","","","","","0.0","0.0"
"a1WWD000002k6HN2AY","005al00000RVcKvAAL","false","Hello","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006314240288444","","","","","","","","0.0","0.0"
"a1WWD000002k5qv2AA","005al00000RVcKvAAL","false","Services budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006386737716676","","","","","","","","0.0","0.0"
"a1WWD000002k4U92AI","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006496418103568","","","","","","","","0.0","0.0"
"a1WWD000002k62j2AA","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006551266358527","","","","","","","","0.0","0.0"
"a1WWD000002k4hH2AQ","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006750724435821","","","","","","","","0.0","0.0"
"a1WWD000002k52D2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0b","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006873925098","","","","","","","","0.0","0.0"
"a1WWD000002k5j12AA","005al00000RVcKvAAL","false","test1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006900704995073","","","","","","","","0.0","0.0"
"a1WWD000002k50e2AA","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007268255068019","","","","","","","","0.0","0.0"
"a1WWD000002k4cP2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007387754276180","","","","","","","","0.0","0.0"
"a1WWD000002k5Wq2AI","005al00000RVcKvAAL","false","new annual budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007458961858222","","","","","","","","0.0","0.0"
"a1WWD000002k4X62AI","005al00000RVcKvAAL","false","Budgets-02","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007979921135440","","","","","","","","0.0","0.0"
"a1WWD000002k53P2AQ","005al00000RVcKvAAL","false","Budgets-05","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008129560443613","","","","","","","","0.0","0.0"
"a1WWD000002k6GQ2AY","005al00000RVcKvAAL","false","Test User Budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008358607694036","","","","","","","","0.0","0.0"
"a1WWD000002k6Aa2AI","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008418491168880","","","","","","","","0.0","0.0"
"a1WWD000002k4lG2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008423790677032","","","","","","","","0.0","0.0"
"a1WWD000002k4Jm2AI","005al00000RVcKvAAL","false","a1WWD000002Vaz4","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008667578494591","","","","","","","","0.0","0.0"
"a1WWD000002k6582AA","005al00000RVcKvAAL","false","RS budget 79","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008821639980953","","","","","","","","0.0","0.0"
"a1WWD000002k52G2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0e","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008976716985645","","","","","","","","0.0","0.0"
"a1WWD000002k5XV2AY","005al00000RVcKvAAL","false","a1WWD000002VOhh","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008988361063781","","","","","","","","0.0","0.0"
"a1WWD000002k5nm2AA","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009269240773884","","","","","","","","0.0","0.0"
"a1WWD000002k4s82AA","005al00000RVcKvAAL","false","Budgets-06","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009326474417546","","","","","","","","0.0","0.0"
"a1WWD000002k4y82AA","005al00000RVcKvAAL","false","LLC BI  Budget 003-95ae78","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009424714283160","","","","","","","","0.0","0.0"
"a1WWD000002k4kK2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009524661645979","","","","","","","","0.0","0.0"
"a1WWD000002k5e02AA","005al00000RVcKvAAL","false","Residential Construction Budget Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009590782757736","","","","","","","","0.0","0.0"
"a1WWD000002k5c52AA","005al00000RVcKvAAL","false","RS budget 98","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009641079246038","","","","","","","","0.0","0.0"
"a1WWD000002k4Nr2AI","005al00000RVcKvAAL","false","Budget-1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009720945758572","","","","","","","","0.0","0.0"
"a1WWD000002k4RB2AY","005al00000RVcKvAAL","false","LLC BI  Budget 010-6b5a1e","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009839061961177","","","","","","","","0.0","0.0"
"a1WWD000002k5qa2AA","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009899722953573","","","","","","","","0.0","0.0"
"a1WWD000002k5eY2AQ","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010189149984839","","","","","","","","0.0","0.0"
"a1WWD000002k4Pj2AI","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010294964999846","","","","","","","","0.0","0.0"
"a1WWD000002k5N42AI","005al00000RVcKvAAL","false","Residential Construction Budget Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010299535164429","","","","","","","","0.0","0.0"
"a1WWD000002k5mi2AA","005al00000RVcKvAAL","false","LLC BI  Budget 008-248f83","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010351327937559","","","","","","","","0.0","0.0"
"a1WWD000002k5o02AA","005al00000RVcKvAAL","false","a1WWD000002VhFf","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010492881862707","","","","","","","","0.0","0.0"
"a1WWD000002k61h2AA","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010543345187689","","","","","","","","0.0","0.0"
"a1WWD000002k5Tr2AI","005al00000RVcKvAAL","false","a1WWD000002VhFg","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010573099898286","","","","","","","","0.0","0.0"
"a1WWD000002k4N52AI","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010695451285674","","","","","","","","0.0","0.0"
"a1WWD000002k5Oq2AI","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template Update","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010732980215484","","","","","","","","0.0","0.0"
"a1WWD000002k6562AA","005al00000RVcKvAAL","false","RS budget 87","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011206654146504","","","","","","","","0.0","0.0"
"a1WWD000002k5xS2AQ","005al00000RVcKvAAL","false","Commercial Construction Budget Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011543968131219","","","","","","","","0.0","0.0"
"a1WWD000002k54q2AA","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011557855215298","","","","","","","","0.0","0.0"
"a1WWD000002k61G2AQ","005al00000RVcKvAAL","false","RS budget 1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011622897268795","","","","","","","","0.0","0.0"
"a1WWD000002k5Ys2AI","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011659400578994","","","","","","","","0.0","0.0"
"a1WWD000002k4QV2AY","005al00000RVcKvAAL","false","NcinoRecord-01","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011670225641920","","","","","","","","0.0","0.0"
"a1WWD000002k67X2AQ","005al00000RVcKvAAL","false","LLC BI  Budget 009-ce2be7","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011852690795824","","","","","","","","0.0","0.0"
"a1WWD000002k61P2AQ","005al00000RVcKvAAL","false","Budgets-04","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011860651920702","","","","","","","","0.0","0.0"
"a1WWD000002k5fA2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template10","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011888707967192","","","","","","","","0.0","0.0"
"a1WWD000002k4JL2AY","005al00000RVcKvAAL","false","a1WWD000002VOhg","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011978116128499","","","","","","","","0.0","0.0"
"a1WWD000002k4SH2AY","005al00000RVcKvAAL","false","a1WWD000002VbDX","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012048918610604","","","","","","","","0.0","0.0"
"a1WWD000002k5uP2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012127770469249","","","","","","","","0.0","0.0"
"a1WWD000002k61b2AA","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template Update","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012276389982232","","","","","","","","0.0","0.0"
"a1WWD000002k6Bu2AI","005al00000RVcKvAAL","false","a1WWD000002Vb0a","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012281525225401","","","","","","","","0.0","0.0"
"a1WWD000002k5wb2AA","005al00000RVcKvAAL","false","a1WWD000002VbDa","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012294696702405","","","","","","","","0.0","0.0"
"a1WWD000002k5Zs2AI","005al00000RVcKvAAL","false","Product budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012390642291323","","","","","","","","0.0","0.0"
"a1WWD000002k6Am2AI","005al00000RVcKvAAL","false","Exc F Source - from CINUIExcVCFetchExNameEB","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012595679199313","","","","","","","","0.0","0.0"
"a1WWD000002k59h2AA","005al00000RVcKvAAL","false","New Budgets 01","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012731567581297","","","","","","","","0.0","0.0"
"a1WWD000002k5792AA","005al00000RVcKvAAL","false","a1WWD000002VbAL","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012778290669427","","","","","","","","0.0","0.0"
"a1WWD000002k5BC2AY","005al00000RVcKvAAL","false","a1WWD000002VbAM","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012834512228795","","","","","","","","0.0","0.0"
"a1WWD000002k4iv2AA","005al00000RVcKvAAL","false","a1WWD000002Vb0f","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012924520322930","","","","","","","","0.0","0.0"
"a1WWD000002k66B2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42012973399073014","","","","","","","","0.0","0.0"
"a1WWD000002k5tM2AQ","005al00000RVcKvAAL","false","Budgets-05","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013065258837903","","","","","","","","0.0","0.0"
"a1WWD000002k5ch2AA","005al00000RVcKvAAL","false","a1WWD000002VhFe","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013164093177312","","","","","","","","0.0","0.0"
"a1WWD000002k6DE2AY","005al00000RVcKvAAL","false","Office Renovation - Suite 400","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013397417969054","","","","","","","","0.0","0.0"
"a1WWD000002WF2c2AG","005al00000RVcKvAAL","false","a1WWD000002Vb0a","","a1WWD000002WF2S2AW","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013481852284536","","","","","","","","0.0","0.0"
"a1WWD000002k5Z02AI","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013595345073467","","","","","","","","0.0","0.0"
"a1WWD000002k4uO2AQ","005al00000RVcKvAAL","false","a1WWD000002VOhd","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013772405611869","","","","","","","","0.0","0.0"
"a1WWD000002k5bJ2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0g","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42013970506750413","","","","","","","","0.0","0.0"
"a1WWD000002k4xS2AQ","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014055457282028","","","","","","","","0.0","0.0"
"a1WWD000002k69t2AA","005al00000RVcKvAAL","false","Programming Budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014153788326695","","","","","","","","0.0","0.0"
"a1WWD000002k55A2AQ","005al00000RVcKvAAL","false","Commercial Construction Budget Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014318699567180","","","","","","","","0.0","0.0"
"a1WWD000002k5ij2AA","005al00000RVcKvAAL","false","New Rec 62 updated","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014399192397204","","","","","","","","0.0","0.0"
"a1WWD000002k4tU2AQ","005al00000RVcKvAAL","false","Elite budget","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014659963422653","","","","","","","","0.0","0.0"
"a1WWD000002k4wn2AA","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014740702345481","","","","","","","","0.0","0.0"
"a1WWD000002k4mC2AQ","005al00000RVcKvAAL","false","LLC BI  Budget 003-c93a45","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42014866877186562","","","","","","","","0.0","0.0"
"a1WWD000002k4YU2AY","005al00000RVcKvAAL","false","Swimming Pool Construction Budget Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015036789172626","","","","","","","","0.0","0.0"
"a1WWD000002k4Rl2AI","005al00000RVcKvAAL","false","a1WWD000002Vayz","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015092832664541","","","","","","","","0.0","0.0"
"a1WWD000002k64K2AQ","005al00000RVcKvAAL","false","a1WWD000002Vb0f","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015187743806973","","","","","","","","0.0","0.0"
"a1WWD000002WF3R2AW","005al00000RVcKvAAL","false","nov24","","","this is a description from me","true","false","0.0","4532.0","213.0","0.0","0.0","0.0","0.0","42015382099793331","2127.6995","0.0","0.0","0.0","100.0","-2027.6995","0.0","213.0","-4319.0"
"a1WWD000002k4R42AI","005al00000RVcKvAAL","false","LLC BI  Budget 003-95ae78","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015472206593652","","","","","","","","0.0","0.0"
"a1WWD000002k5lU2AQ","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015480903676006","","","","","","","","0.0","0.0"
"a1WWD000002k5X72AI","005al00000RVcKvAAL","false","LLC BI  Budget 001-686539","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015521620596130","","","","","","","","0.0","0.0"
"a1WWD000002k56R2AQ","005al00000RVcKvAAL","false","LLC BI  Budget 008-248f83","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015678511869642","","","","","","","","0.0","0.0"
"a1WWD000002k4Ll2AI","005al00000RVcKvAAL","false","9969JPD894656593","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42015824056297019","","","","","","","","0.0","0.0"
"a1WWD000002k5uk2AA","005al00000RVcKvAAL","false","Hello","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016081882508480","","","","","","","","0.0","0.0"
"a1WWD000002k6232AA","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016088265655261","","","","","","","","0.0","0.0"
"a1WWD000002k6Bv2AI","005al00000RVcKvAAL","false","a1WWD000002Vb0b","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016425998803921","","","","","","","","0.0","0.0"
"a1WWD000002k5VZ2AY","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016458803315014","","","","","","","","0.0","0.0"
"a1WWD000002k4Tn2AI","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016581244491518","","","","","","","","0.0","0.0"
"a1WWD000002k6242AA","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016709739856379","","","","","","","","0.0","0.0"
"a1WWD000002k5rx2AA","005al00000RVcKvAAL","false","a1WWD000002Vayw","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016720380829946","","","","","","","","0.0","0.0"
"a1WWD000002k57e2AA","005al00000RVcKvAAL","false","a1WWD000002VhE8","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42016874663836625","","","","","","","","0.0","0.0"
