"Id","OwnerId","IsDeleted","Name","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","AutorabitExtId__c","nFORCE__Taxonomy_Id__c","nFORCE__Parameters__c","nFORCE__Body_Type__c","nFORCE__Description__c"
"a2EKU0000004owe2AA","0058c00000BxeO9AAJ","false","Beneficiary - read only","pc-beneficiary-read-only","nforce__korelatedtable","","","false","nforce__navigation","","","a2GKU0000004W9b2AE","nforce__sub_navigation","","nforce__nctopbar","42090449915929467","","pc-beneficiary-read-only","","Visualforce Page",""
"a2EKU0000004otf2AA","0058c00000BxeO9AAJ","false","Review Documents","doc-completion","c__csidepactdocprepcompletion","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42093940821114818","","","","",""
"a2EKU0000004osC2AQ","0058c00000BxeO9AAJ","false","Personal Info","dep-personal","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GKU0000004WEk2AM","","","NPORTAL__LoanTopbar","42096359702054707","","","","",""
"a2EKU0000004orV2AQ","0058c00000BxeO9AAJ","false","Refinancing Information","sba-form-19203","nforce__kodatagrid","","n-icon-misc5","false","nforce__navigation","","","a2GKU0000004WKH2A2","nforce__sub_navigation","","nforce__topbar","42097304315334833","","","","",""
"a2EKU0000004oio2AA","0058c00000BxeO9AAJ","false","Treasury / Ancillary Services","relationship-ancillary-and-treasury-services","nforce__blank","","","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__blank","42097794005921100","","relationship-ancillary-and-treasury-services","","",""
"a2EKU0000004ock2AA","0058c00000BxeO9AAJ","false","Funding Checklist","term-funding","nretail__blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nretail__summaryheadertopbar","42098066393988700","","term-funding","","",""
"a2EKU0000004oj92AA","0058c00000BxeO9AAJ","false","Other Related Entities","pp-tn-related-entities-m","llc_bi__prodpkguiotherpartiespage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42098591259043700","","pp-tn-related-entities-m","","",""
"a2EKU0000004oma2AA","0058c00000BxeO9AAJ","false","Legal Processing","loan-api-legal-processing","nforce__korelatedtable","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42098923517522176","","","","",""
"a2EKU0000004oiP2AQ","0058c00000BxeO9AAJ","false","Manage Covenants","covenant-management-m","llc_bi__loancovenantmanagerui","","n-icon-covenant","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42100265661457300","","covenant-management-m","","",""
"a2EKU0000004okL2AQ","0058c00000BxeO9AAJ","false","Loan Information","loan-information-read-only","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004WAR2A2","nforce__sub_navigation","","nforce__topbar","42104380486189974","","loan-information-read-only","","",""
"a2EKU0000004ogn2AA","0058c00000BxeO9AAJ","false","Covenants","covenants-default","llc_bi__loancovenantrelatedlist","","n-icon-covenant","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42104912723892300","","covenants-default","","",""
"a2EKU0000004oho2AA","0058c00000BxeO9AAJ","false","Eligibility","sba-form-19201-m","nforce__ncdatagrid","","n-icon-misc5","false","nforce__navigation","","","a2GKU0000004WC92AM","nforce__sub_navigation","","nforce__topbar","42105976907397800","","sba-form-19201-m","","",""
"a2EKU0000004ou02AA","0058c00000BxeO9AAJ","false","Additional Info","loan-retail-kyc","nPORTAL__PortalQuestionnaire","","","false","nPORTAL_ApplicationNavigation","","","","","","nPORTAL__LoanTopbar","42106101425166696","","","","",""
"a2EKU0000004oiM2AQ","0058c00000BxeO9AAJ","false","Booked Information","booked-information-m","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004W9x2AE","nforce__sub_navigation","","nforce__topbar","42106509713797500","","booked-information-m","","",""
"a2EKU0000004ohb2AA","0058c00000BxeO9AAJ","false","SBA Upfront Disclosures","sba-document-generate-m","llc_bi__docusignreview","","n-icon-offer","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42107211611984100","","sba-document-generate-m","","",""
"a2EKU0000004owQ2AQ","0058c00000BxeO9AAJ","false","Eligibility","secured-retail-loan-online-application-eligibility","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GKU0000004WDI2A2","","","NPORTAL__LoanTopbar","42111602078251116","","secured-retail-loan-online-application-eligibility","","Visualforce Page",""
"a2EKU0000004ofp2AA","0058c00000BxeO9AAJ","false","Relationship Search","bus-connected-relationship-search","llc_bi__relationship_search_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42113228431243600","","bus-connected-relationship-search","","",""
"a2EKU0000004ofK2AQ","0058c00000BxeO9AAJ","false","Change Memo","action-memo-m","nforce__ncrelatedlist","","n-icon-memo","false","nforce__navigation","","","a2GKU0000004W9U2AU","nforce__sub_navigation","","nforce__topbar","42114806479406100","","action-memo-m","","",""
"a2EKU0000004oby2AA","0058c00000BxeO9AAJ","false","Loan Compliance","pp-tn-loan-compliance","nforce__ncdatagrid","","","false","nforce__navigation","","","a2GKU0000004W8a2AE","nforce__sub_navigation","","nforce__topbar","42114819897507400","","pp-tn-loan-compliance","","",""
"a2EKU0000004oiA2AQ","0058c00000BxeO9AAJ","false","Loan Closing Review","tool-loan-closing-review","nxflo__export_loan","","n-icon-closing","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","42115609888308400","","tool-loan-closing-review","","",""
"a2EKU0000004oeW2AQ","0058c00000BxeO9AAJ","false","Eligibility","sbl-eligibility","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GKU0000004W9A2AU","","","NPORTAL__LoanTopbar","42116018164856500","","sbl-eligibility","","",""
"a2EKU0000004okB2AQ","0058c00000BxeO9AAJ","false","Document Manager","ts-docman","","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42116864545141800","","ts-docman","","",""
"a2EKU0000004obm2AA","0058c00000BxeO9AAJ","false","Submit For Approval","action-submit-approval","llc_bi__loan_approval","","n-icon-submit","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42119418907054100","","action-submit-approval","","",""
"a2EKU0000004ouZ2AQ","0058c00000BxeO9AAJ","false","Account","account-parent-route","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","","","","","","NPORTAL__LoanTopbar","42119451604001708","","account-parent-route","","Visualforce Page",""
"a2EKU0000004otb2AA","0058c00000BxeO9AAJ","false","SNC","syndication-participation-SNC","llc_bi__Questionnaire_Loan_App","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42119591138381537","","","","",""
"a2EKU0000004obO2AQ","0058c00000BxeO9AAJ","false","Loan Details","loan-detail","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004W8J2AU","nforce__sub_navigation","","nforce__topbar","42119698106335600","","loan-detail","","",""
"a2EKU0000004orY2AQ","0058c00000BxeO9AAJ","false","Special Programs","sba-form-19206","nforce__kodatagrid","","n-icon-misc5","false","nforce__navigation","","","a2GKU0000004WKK2A2","nforce__sub_navigation","","nforce__topbar","42119827804180810","","","","",""
"a2EKU0000004obP2AQ","0058c00000BxeO9AAJ","false","Pricing","loan-pricing","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004W8K2AU","nforce__sub_navigation","","nforce__topbar","42120795000998300","","loan-pricing","","",""
"a2EKU0000004osZ2AQ","0058c00000BxeO9AAJ","false","SBA Boarding Sheet","action-SBA-Boardingsheet-route","c__SBA_BoardingSheet","","n-icon-add","false","nforce__navigation","","","a2GKU0000004WF22AM","nforce__sub_navigation","","nforce__topbar","42122006534936299","","","","",""
"a2EKU0000004obo2AA","0058c00000BxeO9AAJ","false","Change Memo","action-memo","nforce__ncrelatedlist","","n-icon-memo","false","nforce__navigation","","","a2GKU0000004W8X2AU","nforce__sub_navigation","","nforce__topbar","42125695006105500","","action-memo","","",""
"a2EKU0000004osc2AA","0058c00000BxeO9AAJ","false","ID Scan","perdep-owner-id-scan","NPORTAL__IdScan","","","false","NPORTAL__ApplicationNavigation","15.0","","","","","NPORTAL__LoanTopbar","42127310994342821","","","","",""
"a2EKU0000004odY2AQ","0058c00000BxeO9AAJ","false","Underwriting","sbl-unsec-sub-underwriting","nretail__underwritingdetails","","n-icon-loan","false","nFORCE__navigation","","","a2GKU0000004W8u2AE","nFORCE__sub_navigation","","nretail__summaryheadertopbar","42127682014606400","","sbl-unsec-sub-underwriting","","",""
"a2EKU0000004orH2AQ","0058c00000BxeO9AAJ","false","Business Type","sba-form-1919A","nforce__kodatagrid","","","false","nforce__navigation","","","a2GKU0000004WK62AM","nforce__sub_navigation","","nforce__topbar","42128640607217909","","","","",""
"a2EKU0000004oeK2AQ","0058c00000BxeO9AAJ","false","Personal Info","sbl-secured-personal","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","60.0","","a2GKU0000004W982AE","","","NPORTAL__LoanTopbar","42132380272078300","","sbl-secured-personal","","",""
"a2EKU0000004oee2AA","0058c00000BxeO9AAJ","false","Application","sbl-apply-ind-other","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42132505447223900","","sbl-apply-ind-other","","",""
"a2EKU0000004oct2AA","0058c00000BxeO9AAJ","false","Application","term-loan-detail","nretail__applicationdetails","","n-icon-loan","false","nFORCE__navigation","","","a2GKU0000004W8k2AE","nFORCE__Blank","","nretail__summaryheadertopbar","42132536541151300","","term-loan-detail","","",""
"a2EKU0000004okE2AQ","0058c00000BxeO9AAJ","false","Credit Memo","action-tm-credit-mem","llc_bi__tmo_credit_memo_redirect","","","false","nforce__blank","","","","nforce__blank","","nforce__blank","42132604129518500","","action-tm-credit-mem","","",""
"a2EKU0000004ouB2AQ","0058c00000BxeO9AAJ","false","Signers","dep-owners","NPORTAL__Owners","","","false","NPORTAL__ApplicationNavigation","70.0","","","","","NPORTAL__LoanTopbar","42133129078123039","","dep-owners","","",""
"a2EKU0000004ob12AA","0058c00000BxeO9AAJ","false","Total Exposure Summary","total-exposure","llc_bi__totalexposureaccount","","","false","nforce__inline_navigation","","","a2GKU0000004W8E2AU","nforce__sub_navigation","","nforce__blank","42133487890776500","","total-exposure","","",""
"a2EKU0000004oes2AA","0058c00000BxeO9AAJ","false","Credit Analysis Data Mapping","spreads-configuration-data-import","nCRED__Spreads_Import_Administration","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nFORCE__ngtopbar","42134673052841700","","spreads-configuration-data-import","mappingType=SpreadsAPIAdmin","",""
"a2EKU0000004os22AA","0058c00000BxeO9AAJ","false","Borrowing Structure","sba-la-borrowing-structure","nforce__korelatedlist","","n-icon-relationship","false","nforce__navigation","","","a2GKU0000004WKZ2A2","nforce__sub_navigation","","nforce__topbar","42137228750541050","","","action_new=sba.add-entity","",""
"a2EKU0000004ot62AA","0058c00000BxeO9AAJ","false","Review & Submit","rl-secured-review","NPORTAL__PortalReview","","","false","NPORTAL__ApplicationNavigation","70.0","","","","","NPORTAL__LoanTopbar","42139597499405134","","","","",""
"a2EKU0000004ohO2AQ","0058c00000BxeO9AAJ","false","Overview","relationship-overview-business","nforce__ncdatagrid","","n-icon-entity","false","nforce__inline_navigation","","","a2GKU0000004WBm2AM","nforce__sub_navigation","","nforce__topbar","42139978074017000","","relationship-overview-business","","",""
"a2EKU0000004ouk2AA","0058c00000BxeO9AAJ","false","Collateral","retail-collateral","nFORCE__Blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","42142243130259596","","retail-collateral","","Visualforce Page","This productized route is the retail template for the Collateral route. Users clone this route to reduce configuration and implementation time."
"a2EKU0000004orM2AQ","0058c00000BxeO9AAJ","false","SBA Form 4506T","sba-account-form-4506t","nsba__sba_form_contact","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42142676625724000","","","","",""
"a2EKU0000004ojk2AA","0058c00000BxeO9AAJ","false","Account Structure & Roles","pm-account-structure-and-roles","llc_bi__structure_and_roles_maintenance_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","llc_bi__nctopbar","42155286412104000","","pm-account-structure-and-roles","","",""
"a2EKU0000004omn2AA","0058c00000BxeO9AAJ","false","Offers","sbl-offers","NPORTAL__Offers","","","false","NPORTAL__ApplicationNavigation","85.0","","","","","NPORTAL__LoanTopbar","42157086963713717","","","","",""
"a2EKU0000004oxm2AA","0058c00000BxeO9AAJ","false","Send to SBA","sba-forgiveness-send","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42158092106625055","","sba-forgiveness-send","","Visualforce Page",""
"a2EKU0000004oxn2AA","0058c00000BxeO9AAJ","false","SBA Transfer Details","sba-forgiveness-senddetails","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42158092106625058","","sba-forgiveness-senddetails","","",""
"a2EKU0000004osf2AA","0058c00000BxeO9AAJ","false","Add a New Scanner","tmmcr-remotedeposit(AddaNewScanner)-00","","","","false","","","","a2GKU0000004WF32AM","","","","42158739190059035","","","","",""
"a2EKU0000004oh62AA","0058c00000BxeO9AAJ","false","Loan Team","loan-team-m","nforce__ncrelatedlist","","n-icon-team","false","nforce__navigation","","","a2GKU0000004W9q2AE","nforce__sub_navigation","","nforce__topbar","42160814162644600","","loan-team-m","","",""
"a2EKU0000004oc52AA","0058c00000BxeO9AAJ","false","Collateral","pp-sn-collateral","LLC_BI__ProdPkgUICollateral2Management","","","false","nforce__navigation","","","a2GKU0000004W8b2AE","nforce__sub_navigation","","nforce__topbar","42162654425526900","","pp-sn-collateral","","",""
"a2EKU0000004oc62AA","0058c00000BxeO9AAJ","false","Covenants","pp-sn-covenants","llc_bi__prodpkguiloancovenantspage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42162682385917800","","pp-sn-covenants","","",""
"a2EKU0000004og32AA","0058c00000BxeO9AAJ","false","Relationship Search","loan-ind-connected-relationship-search","llc_bi__relationship_search_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42164356490763400","","loan-ind-connected-relationship-search","","",""
"a2EKU0000004oit2AA","0058c00000BxeO9AAJ","false","Loan Compliance","compliance-2018","nforce__ncrelatedlist","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42165183690607700","","compliance-2018","","",""
"a2EKU0000004org2AA","0058c00000BxeO9AAJ","false","Return","sba-document-generate-return","llc_bi__docusignreturn","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42166894716442443","","","","",""
"a2EKU0000004okN2AQ","0058c00000BxeO9AAJ","false","Fees","loan-fees-blank","nforce__blank","","n-icon-relationship","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42167038047541266","","loan-fees-blank","","",""
"a2EKU0000004oxL2AQ","0058c00000BxeO9AAJ","false","Rental Expense","secured-retail-loan-online-application-rent-other-involved","nPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2GKU0000004WDa2AM","","","NPORTAL__LoanTopbar","42169091026311878","","secured-retail-loan-online-application-rent-other-involved","","Visualforce Page",""
"a2EKU0000004ouV2AQ","0058c00000BxeO9AAJ","false","Unable to Process Application","dep-unable-to-process","csChexSystemsDecline","","","false","ApplicationNavigation","","","","","","LoanTopbar","42170872155074059","","dep-unable-to-process","","",""
"a2EKU0000004ogk2AA","0058c00000BxeO9AAJ","false","New Entity Involvement","relationship-new-involvement-default","llc_bi__relationship_new_entity_involvement","","n-icon-relationship","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__blank","42171007645958900","","relationship-new-involvement-default","","",""
"a2EKU0000004owT2AQ","0058c00000BxeO9AAJ","false","Personal Info","secured-retail-loan-online-application--individual-other-involved--personal-info","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GKU0000004WDL2A2","","","NPORTAL__LoanTopbar","42171602603021066","","secured-retail-loan-online-application--individual-other-involved--personal-info","","Visualforce Page",""
"a2EKU0000004ofT2AQ","0058c00000BxeO9AAJ","false","Primary Relationship","ind-primary-relationship","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42171688121393200","","ind-primary-relationship","","",""
"a2EKU0000004oju2AA","0058c00000BxeO9AAJ","false","Narrative","loan-narrative-booked","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004WAJ2A2","nforce__sub_navigation","","nforce__topbar","42174053163080200","","loan-narrative-booked","","",""
"a2EKU0000004ohL2AQ","0058c00000BxeO9AAJ","false","Ongoing Servicing","relationship-ongoing-servicing","nforce__ncrelatedlist","","n-icon-analyze","false","nforce__inline_navigation","","","a2GKU0000004WBh2AM","nforce__sub_navigation","","nforce__topbar","42175424850611300","","relationship-ongoing-servicing","","",""
"a2EKU0000004otn2AA","0058c00000BxeO9AAJ","false","Document Preparation - CSI","docprep-csi-loan","c__GenerateDocumentsCSIPCC2","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42177131204066967","","","","",""
"a2EKU0000004ory2AA","0058c00000BxeO9AAJ","false","Use of Proceeds","sba-la-use-of-proceeds","nforce__korelatedlistchild","","n-icon-entity","false","nforce__navigation","","","a2GKU0000004WKV2A2","nforce__sub_navigation","","nforce__topbar","42178294095460311","","","","",""
"a2EKU0000004odo2AA","0058c00000BxeO9AAJ","false","Decision History","m-retail-decision-history","llc_bi__loanautodecisionscorecardhistory","","n-icon-analyze","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42181560278866600","","m-retail-decision-history","","",""
"a2EKU0000004otR2AQ","0058c00000BxeO9AAJ","false","Application","perdep-owner-apply","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42181683507388246","","","","",""
"a2EKU0000004ode2AA","0058c00000BxeO9AAJ","false","Documents","sbl-unsec-document","nDOC__UniversalDocman","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nretail__summaryheadertopbar","42182729713493400","","sbl-unsec-document","","",""
"a2EKU0000004otH2AQ","0058c00000BxeO9AAJ","false","Approval Details","loan-approval-details","LLC_BI__Loan_Approval_History","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42183409535456088","","","","",""
"a2EKU0000004ocS2AQ","0058c00000BxeO9AAJ","false","Feature Management","feature-management-admin","nforce__featuremanagement","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42183966680332000","","feature-management-admin","","",""
"a2EKU0000004ofa2AA","0058c00000BxeO9AAJ","false","Relationship Type","ind-connected-relationship-type","llc_bi__relationship_type_selection_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42184742836072900","","ind-connected-relationship-type","","",""
"a2EKU0000004ojD2AQ","0058c00000BxeO9AAJ","false","Loan Covenants","pp-tn-covenants-loan-m","llc_bi__prodpkguiloancovenantspage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42185840305712900","","pp-tn-covenants-loan-m","","",""
"a2EKU0000004ow82AA","0058c00000BxeO9AAJ","false","Beneficial Owners","dep-add-beneficial-owner","nPORTAL__MultiRecordForm","","","false","nPORTAL__ApplicationNavigation","","","a2GKU0000004WD12AM","","","nPORTAL__LoanTopbar","42186480571830508","","dep-add-beneficial-owner","","Visualforce Page",""
"a2EKU0000004own2AA","0058c00000BxeO9AAJ","false","Booked Information","small-business-loan-post-approval-ui-booked-information-approved","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004WCo2AM","nforce__sub_navigation","","n-icon-loan","42187887202144181","","","","",""
"a2EKU0000004ocQ2AQ","0058c00000BxeO9AAJ","false","Proforma Product Selection","proforma-product-selection","llc_bi__proforma_product_selection","","","false","","","","","","","llc_bi__nctopbar","42188786789462500","","proforma-product-selection","","",""
"a2EKU0000004ogm2AA","0058c00000BxeO9AAJ","false","Pricing","loan-pricing-approved-m","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004W9l2AE","nforce__sub_navigation","","nforce__topbar","42190124760937500","","loan-pricing-approved-m","","",""
"a2EKU0000004orc2AA","0058c00000BxeO9AAJ","false","Change of Ownership","sba-change-of-ownership","nforce__korelatedlistchild","","n-icon-misc19","false","nforce__navigation","","","a2GKU0000004WKN2A2","nforce__sub_navigation","","nforce__topbar","42191548535256077","","","","",""
"a2EKU0000004ogx2AA","0058c00000BxeO9AAJ","false","Review","action-relationship-review","llc_bi__accountreview","","n-icon-search","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42193887480614600","","action-relationship-review","","",""
"a2EKU0000004oet2AA","0058c00000BxeO9AAJ","false","Consolidation Mapping","spreads-configuration-consolidation-mapping","nCRED__Spreads_Import_Administration","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__nctopbar","42197062216074895","","spreads-configuration-consolidation-mapping","mappingType=consolidation","",""
"a2EKU0000004ocw2AA","0058c00000BxeO9AAJ","false","Loan Auto Decision Detail","term-decision-detail","AutoDecisionDetails","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__Blank","","nretail__summaryheadertopbar","42197935116870500","","term-decision-detail","","",""
"a2EKU0000004ohZ2AQ","0058c00000BxeO9AAJ","false","Loan Application","sba-application-m","nforce__ncdatagrid","","n-icon-misc5","false","nforce__navigation","","","a2GKU0000004WBy2AM","nforce__sub_navigation","","nforce__topbar","42198002497026500","","sba-application-m","","",""
"a2EKU0000004orz2AA","0058c00000BxeO9AAJ","false","Injections","sba-la-injections","nforce__korelatedlistchild","","","false","nforce__navigation","","","a2GKU0000004WKW2A2","nforce__sub_navigation","","nforce__topbar","42198362042803499","","","","",""
"a2EKU0000004ogc2AA","0058c00000BxeO9AAJ","false","Approved Fees","fees-approved-m","nforce__korelatedtable","","n-icon-relationship","false","nforce__navigation","","","a2GKU0000004W9e2AE","nforce__sub_navigation","","nforce__topbar","42199926702699300","","fees-approved-m","","",""
"a2EKU0000004ofm2AA","0058c00000BxeO9AAJ","false","Documents","bus-documents","llc_bi__retail_customer_creation_docman","","","false","nforce__Navigation","","","","nFORCE__Sub_Navigation","","nforce__nctopbar","42199983195651400","","bus-documents","","",""
"a2EKU0000004obq2AA","0058c00000BxeO9AAJ","false","Auto-Decision Detail","loan-auto-decision-detail","llc_bi__loanautodecisionscorecarddetail","","n-icon-analyze","false","nforce__navigation","","","","nforce__blank","","nforce__topbar","42201550993067600","","loan-auto-decision-detail","","",""
"a2EKU0000004oxZ2AQ","0058c00000BxeO9AAJ","false","Auto-Decision Detail","small-business-loan-ui-loan-auto-decision-detail","llc_bi__loanautodecisionscorecarddetail","","n-icon-analyze","false","nforce__navigation","","","","nforce__blank","","nforce__topbar","42201550993067606","","loan-auto-decision-detail","","",""
"a2EKU0000004orA2AQ","0058c00000BxeO9AAJ","false","Document Manager","tool-unidocman","NDOC__UniversalDocman","","n-icon-misc15","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","42202367183603810","","","","",""
"a2EKU0000004ocf2AA","0058c00000BxeO9AAJ","false","Loan Auto Decision Detail","veh-decision-detail","AutoDecisionDetails","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__Blank","","nretail__summaryheadertopbar","42202921736341000","","veh-decision-detail","","",""
"a2EKU0000004oxI2AQ","0058c00000BxeO9AAJ","false","Loan Team","retail-loan-ui-loan-team","nforce__ncrelatedlist","","n-icon-team","false","nforce__navigation","","","a2GKU0000004WDW2A2","nforce__sub_navigation","","nforce__topbar","42204337172288567","","retail-loan-ui-loan-team","","Visualforce Page",""
"a2EKU0000004obx2AA","0058c00000BxeO9AAJ","false","Manage Bill Points","product-bill-points","llc_bi__productbillpoints","","","false","nforce__navigation","","","a2GKU0000004W8Z2AU","nforce__sub_navigation","","nforce__topbar","42205410667607300","","product-bill-points","","",""
"a2EKU0000004oew2AA","0058c00000BxeO9AAJ","false","Beneficial Ownership","relationship-beneficial-ownership-summary","nforce__ncrelatedlist","","","false","nforce__inline_navigation","","","a2GKU0000004W9J2AU","nforce__sub_navigation","","nforce__topbar","42206727345973537","","relationship-beneficial-ownership-summary","","",""
"a2EKU0000004oaz2AA","0058c00000BxeO9AAJ","false","Layout Editor","layout-editor","nforce__layouteditor","","n-icon-misc18","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42207090954158400","","layout-editor","","",""
"a2EKU0000004ojO2AQ","0058c00000BxeO9AAJ","false","New Facility","action-pp-new-facility-m","llc_bi__newfacility","","fa fa-plus-square-o","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42209309489467600","","action-pp-new-facility-m","complex=1","",""
"a2EKU0000004oiF2AQ","0058c00000BxeO9AAJ","false","Change Product","action-change-product-m","llc_bi__loanproducts","","n-icon-counter_offer","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42210701083918500","","action-change-product-m","","",""
"a2EKU0000004ohH2AQ","0058c00000BxeO9AAJ","false","Deposits","relationship-deposits","nforce__korelatedtable","","n-icon-deposit","false","nforce__inline_navigation","","","a2GKU0000004WBl2AM","nforce__sub_navigation","","nforce__topbar","42210924393466700","","relationship-deposits","","",""
"a2EKU0000004ogD2AQ","0058c00000BxeO9AAJ","false","Know Your Customer","loan-bus-kyc","llc_bi__questionnaire_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42211704224266000","","loan-bus-kyc","","",""
"a2EKU0000004oxa2AA","0058c00000BxeO9AAJ","false","Income Manager","relationship-incomes","llc_bi__income","","fa fa-money fa-lg","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__topbar","42213696024887322","","relationship-incomes","incomeFieldSet=LLC_BI__Income_Schedule;","",""
"a2EKU0000004obn2AA","0058c00000BxeO9AAJ","false","Run Auto-Decision","action-auto-decision","llc_bi__loanautodecision","","n-icon-analyze","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42215434473184500","","action-auto-decision","","",""
"a2EKU0000004oiL2AQ","0058c00000BxeO9AAJ","false","Balance Details","balance-information-m","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GKU0000004W9w2AE","nforce__sub_navigation","","nforce__topbar","42215548263675700","","balance-information-m","","",""
"a2EKU0000004orn2AA","0058c00000BxeO9AAJ","false","Certifications","certifications","nforce__kogridlist","","","false","nforce__navigation","","","a2GKU0000004WKO2A2","nforce__sub_navigation","","nforce__topbar","42217133810009794","","","","",""
"a2EKU0000004ocl2AA","0058c00000BxeO9AAJ","false","Application","loc-loan-detail","nretail__applicationdetails","","n-icon-loan","false","nFORCE__navigation","","","a2GKU0000004W8i2AE","nFORCE__Blank","","nretail__summaryheadertopbar","42218280546390400","","loc-loan-detail","","",""
"a2EKU0000004ob82AA","0058c00000BxeO9AAJ","false","Counterparty Report","counterparty-report","nforce__korelatedtable","","n-icon-loan","false","nforce__inline_navigation","","","a2GKU0000004W8H2AU","nforce__sub_navigation","","nforce__topbar","42218930709551500","","counterparty-report","","",""
