"Id","OwnerId","IsDeleted","Name","nFORMS__Description__c","nFORMS__Enable_FLS__c","nFORMS__Enforce_Masking__c","nFORMS__Filter__c","nFORMS__Form_Purpose__c","nFORMS__Is_Active__c","nFORMS__Output_Type__c","nFORMS__Page_Dimension_Unit__c","nFORMS__Page_Width__c","nFORMS__Primary_Object__c","nFORMS__Save_To_Docman__c","nFORMS__Template_Input_Type__c","nFORMS__lookupKey__c","nFORMS__Document_Output_Type__c"
"a5rWD000000C8szYAC","005al00000RVcKvAAL","false","LT004 Redemption Statement","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42103547441834510","Word"
"a5rWD000000C8t0YAC","005al00000RVcKvAAL","false","FM074 Trust Loan Document","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42108760346767185","Word"
"a5rWD000000C8t1YAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42113823555409253","PDF"
"a5rWD000000C8t2YAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42115568668126769","PDF"
"a5rWD000000C8t3YAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42118287649184613","PDF"
"a5rWD000000C8t4YAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42127356873804917","PDF"
"a5rWD000000C8t5YAC","005al00000RVcKvAAL","false","Third Party Report","","true","true","","General","false","Word","Inches","","LLC_BI__third_party_report__c","false","Word","42130136388507743","Word"
"a5rWD000000C8t6YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42134830026472621","Word"
"a5rWD000000C8t7YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42135828847051017","Word"
"a5rWD000000C8t8YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42139620352851587","Word"
"a5rWD000000C8t9YAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42151487232476024","PDF"
"a5rWD000000C8tAYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42157652323073427","PDF"
"a5rWD000000C8tBYAS","005al00000RVcKvAAL","false","FM071 Precedent CP Schedule","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42181529788565016","Word"
"a5rWD000000C8tCYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42181710548380104","Word"
"a5rWD000000C8tDYAS","005al00000RVcKvAAL","false","LT015 Fin Covenant Breach - NON WAIVER","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42190913319781664","Word"
"a5rWD000000C8tEYAS","005al00000RVcKvAAL","false","LT021 Consent to Security","","true","true","","General","false","Word","Inches","","Account","false","Word","42197989400103839","Word"
"a5rWD000000C8tFYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42206927051761099","PDF"
"a5rWD000000C8tGYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42209145353409151","PDF"
"a5rWD000000C8tHYAS","005al00000RVcKvAAL","false","Small Business Credit Memo - TEST","","true","true","","Credit Memo","false","HTML","Inches","","LLC_BI__Loan__c","false","HTML","42216324035716241","HTML"
"a5rWD000000C8tIYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42224305617909243","PDF"
"a5rWD000000C8tJYAS","005al00000RVcKvAAL","false","doc 3","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42225473580310248","Word"
"a5rWD000000C8wNYAS","005al00000Q6IbCAAV","false","Appraisal Request Letter","Template to begin an Appraisal Request Letter","true","true","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","42225895354932322","Word"
"a5rWD000000C8tKYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42231596150847946","Word"
"a5rWD000000C8tLYAS","005al00000RVcKvAAL","false","doc 1","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42237058375246407","Word"
"a5rWD000000C8tMYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42239323176056773","Word"
"a5rWD000000C8tNYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42248545062272022","PDF"
"a5rWD000000C8tOYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42265404896089035","Word"
"a5rWD000000C8tPYAS","005al00000RVcKvAAL","false","FM013 Third Party report Request","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42267610599491672","Word"
"a5rWD000000C8tQYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42281111182235479","Word"
"a5rWD000000C8wKYAS","005al00000RVcKvAAL","false","Modification Request","Modification Template","true","true","","Credit Memo","true","HTML","Inches","","LLC_BI__Product_Package__c","true","HTML","42287555452295220","HTML"
"a5rWD000000C8tRYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42288055684314503","PDF"
"a5rWD000000C8tSYAS","005al00000RVcKvAAL","false","FM052 Prec Debenture","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42321789492070522","Word"
"a5rWD000000C8tTYAS","005al00000RVcKvAAL","false","FM070 B2L Loan Terms","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42322802940776608","Word"
"a5rWD000000C8tUYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42334059232320862","Word"
"a5rWD000000C8tVYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42335066631517234","Word"
"a5rWD000000C8tWYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42342873546406331","PDF"
"a5rWD000000C8tXYAS","005al00000RVcKvAAL","false","Jay Test","","true","true","","Credit Memo","true","HTML","Inches","","LLC_BI__Loan__c","false","HTML","42343088485857355","HTML"
"a5rWD000000C8tYYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42345326140802431","PDF"
"a5rWD000000C8tZYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42354726315294788","PDF"
"a5rWD000000C8taYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42373254164061622","Word"
"a5rWD000000C8tbYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42390898097665817","PDF"
"a5rWD000000C8rbYAC","005al00000RVcKvAAL","false","FM032 Short Form Review","","true","true","","General","false","Word","Inches","","Account","false","Word","42391045522310857","Word"
"a5rWD000000C8wFYAS","005al00000Q6IbCAAV","false","Adverse Action Letter - Co-Borrower","Adverse Action Letter for the Co-Borrower","true","true","","General","true","PDF","Inches","","LLC_BI__Loan__c","false","HTML","42391397655616539","PDF"
"a5rWD000000C8tcYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42392736851943544","Word"
"a5rWD000000C8tdYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42395953023796829","Word"
"a5rWD000000C8teYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42406448913287983","Word"
"a5rWD000000C8tfYAC","005al00000RVcKvAAL","false","FM076 Business Profile Additional info","","true","true","","General","false","Word","Inches","","Account","false","Word","42409231045934953","Word"
"a5rWD000000C8tgYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42420003835689863","PDF"
"a5rWD000000C8thYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42420711345390332","Word"
"a5rWD000000C8tiYAC","005al00000RVcKvAAL","false","doc 2","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42426631184484603","Word"
"a5rWD000000C8tjYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42437531963680910","Word"
"a5rWD000000C8tkYAC","005al00000RVcKvAAL","false","LT020 Undertaking/Covenant Breach - NON WAIVER","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42446392565420356","Word"
"a5rWD000000C8tlYAC","005al00000RVcKvAAL","false","LT022 Consent to Security follow up","","true","true","","General","false","Word","Inches","","Account","false","Word","42464282472576933","Word"
"a5rWD000000C8wUYAS","005al00000Q6IbCAAV","false","Commitment Letter","Commercial Baseline - Commitment Letter Template","false","false","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","42464591334310949","Word"
"a5rWD000000C8tmYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42464814546014306","Word"
"a5rWD000000C8rcYAC","005al00000RVcKvAAL","false","FM065 DS1 Form","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42473251223102654","Word"
"a5rWD000000C8tnYAC","005al00000RVcKvAAL","false","Davillers","","true","true","","General","false","","Inches","","Account","false","Word","42476371003946995","PDF"
"a5rWD000000C8toYAC","005al00000RVcKvAAL","false","FM061 Board Minutes","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42479517625721157","Word"
