"Id","OwnerId","IsDeleted","Name","LLC_BI__Branch_Id__c","LLC_BI__City__c","LLC_BI__County__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Institution__c","LLC_BI__Location__Latitude__s","LLC_BI__Location__Longitude__s","LLC_BI__Location__c","LLC_BI__Mortgage_License_State__c","LLC_BI__Mortgage_License__c","LLC_BI__NMLS__c","LLC_BI__State__c","LLC_BI__Street__c","LLC_BI__Zip_Code__c","LLC_BI__lookupKey__c","AutorabitExtId__c"
"a1TWD000001uiqM2AQ","005al00000RVcKvAAL","false","Rome","","Rome","","","","","","","","","","","","","4.23905E+16",""
"a1TWD000001uiqt2AA","005al00000RVcKvAAL","false","AR-Branch-Test","","","","","","","","","","","","","","","4.23E+16",""
"a1TWD000001uipm2AA","005al00000RVcKvAAL","false","Liverpool","00-00-03","","","","","","","","","","","","","","4.24111E+16",""
"a1TWD000001uipP2AQ","005al00000RVcKvAAL","false","yugandhar","","","","","","","","","","","","","","","4.24159E+16",""
"a1TWD000001uipN2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","4.24163E+16",""
"a1TWD000001uiqC2AQ","005al00000RVcKvAAL","false","Manchester","00-00-01","Manchester","","","","","","","","","","","","","4.24174E+16",""
"a1TWD000001uiq32AA","005al00000RVcKvAAL","false","QA - Branch 002","52","","","","","","","","","","","","","","4.24297E+16",""
"a1TWD000001uiqK2AQ","005al00000RVcKvAAL","false","Barcelona","","Barcelona","","","","","","","","","","","","","4.24344E+16",""
"a1TWD000001uipt2AA","005al00000RVcKvAAL","false","Valencia","","","","","","","","","","","","","","","4.24373E+16",""
"a1TWD000001uipS2AQ","005al00000RVcKvAAL","false","London City","00-00-00","","","","","","","","","","","","","","4.24482E+16",""
"a1TWD000001uipZ2AQ","005al00000RVcKvAAL","false","Lyon","1","","","","","","","","","","","","","","4.24546E+16",""
"a1TWD000001uiq02AA","005al00000RVcKvAAL","false","Hamburg","","","","","","","","","","","","","","","4.24619E+16",""
"a1TWD000001uiqf2AA","005al00000RVcKvAAL","false","Manchester","00-00-01","","","","","","","","","","","","","","4.24629E+16",""
"a1TWD000001uiqq2AA","005al00000RVcKvAAL","false","Delhi","501","Delhi","","","","","","","","","","DE","Central","","4.24642E+16",""
"a1TWD000001uipX2AQ","005al00000RVcKvAAL","false","Marseille","3","","","","","","","","","","","","","","4.24657E+16",""
"a1TWD000001uiqJ2AQ","005al00000RVcKvAAL","false","Madrid","","Madrid","","","","","","","","","","","","","4.2471E+16",""
"a1TWD000001uipB2AQ","005al00000RVcKvAAL","false","yugandhar","","","","","","","","","","","","","","","4.24747E+16",""
"a1TWD000001uimr2AA","005al00000RVcKvAAL","false","Rome","","","","","","","","","","","","","","","4.24757E+16",""
"a1TWD000001uin02AA","005al00000RVcKvAAL","false","QA - Branch 003","53","","","","","","","","","","","","","","4.24835E+16",""
"a1TWD000001uipL2AQ","005al00000RVcKvAAL","false","Lyon","1","Lyon","","","","","","","","","","","","","4.24999E+16",""
"a1TWD000001uipe2AA","005al00000RVcKvAAL","false","Delhi","501","Delhi","","","","","","","","","","","","","4.2499E+16",""
"a1TWD000001uipA2AQ","005al00000RVcKvAAL","false","Us","Test-03","","","","","","","","","","","","","","4.25003E+16",""
"a1TWD000001uiqX2AQ","005al00000RVcKvAAL","false","QA - Branch 003","53","myCity","","","","","","","","","","","","","4.25107E+16",""
"a1TWD000001uiqm2AA","005al00000RVcKvAAL","false","yuga002","","","","","","","","","","","","","","","4.25125E+16",""
"a1TWD000001uipz2AA","005al00000RVcKvAAL","false","Berlin","","","","","","","","","","","","","","","4.25145E+16",""
"a1TWD000001uiqN2AQ","005al00000RVcKvAAL","false","Milan","","Milan","","","","","","","","","","","","","4.25177E+16",""
"a1TWD000001uiqa2AA","005al00000RVcKvAAL","false","Mumbai-01","","Mumbai-02","","","","","","","","","","","","","4.25329E+16",""
"a1TWD000001uiqU2AQ","005al00000RVcKvAAL","false","Munich","","Munich","","","","","","","","","","","","","4.25422E+16",""
"a1TWD000001uiph2AA","005al00000RVcKvAAL","false","AR-Branch-Test","","","","","","","","","","","","","","","4.25568E+16",""
"a1TWD000001uipr2AA","005al00000RVcKvAAL","false","Madrid","","","","","","","","","","","","","","","4.25702E+16",""
"a1TWD000001uiqA2AQ","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","4.25719E+16",""
"a1TWD000001uin12AA","005al00000RVcKvAAL","false","QA - Branch 004","54","","","","","","","","","","","","","","4.25764E+16",""
"a1TWD000001uipj2AA","005al00000RVcKvAAL","false","London City","00-00-00","","","","","","","","","","","","","","4.25772E+16",""
"a1TWD000001uiqV2AQ","005al00000RVcKvAAL","false","Cologne","","Cologne","","","","","","","","","","","","","4.2599E+16",""
"a1TWD000001uimG2AQ","005al00000RVcKvAAL","false","Rome","","","","","","","","","","","","","","","4.25E+16",""
"a1TWD000001uj6r2AA","005al00000RVcKvAAL","false","SriBranchesTest1","","","","","","","","","","","","","","","4.26116E+16",""
"a1TWD000001uimh2AA","005al00000RVcKvAAL","false","Bristol","00-00-02","","","","","","","","","","","","","","4.26237E+16",""
"a1TWD000001uipC2AQ","005al00000RVcKvAAL","false","Porters Neck","765","Chicago","","","","","","","","","","","","","4.26268E+16",""
"a1TWD000001uipV2AQ","005al00000RVcKvAAL","false","Liverpool","00-00-03","","","","","","","","","","","","","","4.26395E+16",""
"a1TWD000001uiqo2AA","005al00000RVcKvAAL","false","shiva001","","","","","","","","","","","","","","","4.26565E+16",""
"a1TWD000001uiqF2AQ","005al00000RVcKvAAL","false","Liverpool","00-00-03","Liverpool","","","","","","","","","","","","","4.26723E+16",""
"a1TWD000001uiqe2AA","005al00000RVcKvAAL","false","London City","00-00-00","","","","","","","","","","","","","","4.26838E+16",""
"a1TWD000001uipg2AA","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","4.26881E+16",""
"a1TWD000001uipK2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","4.26956E+16",""
"a1TWD000001uimu2AA","005al00000RVcKvAAL","false","Turin","","","","","","","","","","","","","","","4.26967E+16",""
"a1TWD000001uiqx2AA","005al00000RVcKvAAL","false","Bristol","00-00-02","","","","","","","","","","","","","","4.26E+16",""
"a1TWD000001uipE2AQ","005al00000RVcKvAAL","false","Wrightsville","235576","New York","","","","","","","","","","","","","4.27038E+16",""
"a1TWD000001uiqr2AA","005al00000RVcKvAAL","false","Uppal","Hyd","","","","","","","","","","","","","","4.27121E+16",""
"a1TWD000001uipp2AA","005al00000RVcKvAAL","false","Toulouse","4","","","","","","","","","","","","","","4.27197E+16",""
"a1TWD000001uipR2AQ","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","4.27338E+16",""
"a1TWD000001uipi2AA","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","4.27342E+16",""
"a1TWD000001uimy2AA","005al00000RVcKvAAL","false","Cologne","","","","","","","","","","","","","","","4.27377E+16",""
"a1TWD000001uiqi2AA","005al00000RVcKvAAL","false","Paris","2","","","","","","","","","","","","","","4.27552E+16",""
"a1TWD000001uimw2AA","005al00000RVcKvAAL","false","Hamburg","","","","","","","","","","","","","","","4.2758E+16",""
"a1TWD000001uiqp2AA","005al00000RVcKvAAL","false","Bangalore-01-Update","500","Bangalore","","","","","","","","","","AL","Yelahanka","560064","4.27685E+16",""
"a1TWD000001uipJ2AQ","005al00000RVcKvAAL","false","Mortgage Office","34567","Minneapolis","","","","","","","","","","","","","4.27691E+16",""
"a1TWD000001uimm2AA","005al00000RVcKvAAL","false","Lyon","1","","","","","","","","","","","","","","4.27724E+16",""
"a1TWD000001uipv2AA","005al00000RVcKvAAL","false","Rome","","","","","","","","","","","","","","","4.27739E+16",""
"a1TWD000001uiqz2AA","005al00000RVcKvAAL","false","Turin","","","","","","","","","","","","","","","4.27E+16",""
"a1TWD000001uimz2AA","005al00000RVcKvAAL","false","QA - Branch 002","52","","","","","","","","","","","","","","4.28008E+16",""
"a1TWD000001uiqk2AA","005al00000RVcKvAAL","false","Toulouse","4","","","","","","","","","","","","","","4.28024E+16",""
"a1TWD000001uiqH2AQ","005al00000RVcKvAAL","false","Marseille","3","Marseille","","","","","","","","","","","","","4.28056E+16",""
"a1TWD000001uimg2AA","005al00000RVcKvAAL","false","Manchester","00-00-01","","","","","","","","","","","","","","4.28161E+16",""
"a1TWD000001uiq22AA","005al00000RVcKvAAL","false","Cologne","","","","","","","","","","","","","","","4.28269E+16",""
"a1TWD000001uip62AA","005al00000RVcKvAAL","false","Wilmington","","Wilmington","","","","","","","","","","NC","6770 Parker Farm Dr.","","4.28357E+16",""
"a1TWD000001uipD2AQ","005al00000RVcKvAAL","false","Wilmington - South","987","Los Angeles","","","","","","","","","","","","","4.28438E+16",""
"a1TWD000001uipo2AA","005al00000RVcKvAAL","false","Marseille","3","","","","","","","","","","","","","","4.28454E+16",""
"a1TWD000001uiq52AA","005al00000RVcKvAAL","false","QA - Branch 004","54","","","","","","","","","","","","","","4.28455E+16",""
"a1TWD000001uiqn2AA","005al00000RVcKvAAL","false","sree001","","","","","","","","","","","","","","","4.28541E+16",""
"a1TWD000001uipb2AA","005al00000RVcKvAAL","false","sree001","","","","","","","","","","","","","","","4.28639E+16",""
"a1TWD000001uipG2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","4.28775E+16",""
"a1TWD000001uiq42AA","005al00000RVcKvAAL","false","QA - Branch 003","53","","","","","","","","","","","","","","4.28839E+16",""
"a1TWD000001uimo2AA","005al00000RVcKvAAL","false","Barcelona","","","","","","","","","","","","","","","4.28992E+16",""
"a1TWD000001uiqw2AA","005al00000RVcKvAAL","false","Manchester","00-00-01","","","","","","","","","","","","","","4.28E+16",""
"a1TWD000001uipa2AA","005al00000RVcKvAAL","false","yuga002","","","","","","","","","","","","","","","4.29084E+16",""
"a1TWD000001uiq92AA","005al00000RVcKvAAL","false","AR-Branch-Test","1213","Hyderabad","","","","","","","","","","","","","4.29128E+16",""
"a1TWD000001uiqT2AQ","005al00000RVcKvAAL","false","Hamburg","","Hamburg","","","","","","","","","","","","","4.29166E+16",""
"a1TWD000001uipY2AQ","005al00000RVcKvAAL","false","Toulouse","4","","","","","","","","","","","","","","4.29227E+16",""
"a1TWD000001uiq72AA","005al00000RVcKvAAL","false","sreekanth","","","","","","","","","","","","","","","4.29263E+16",""
"a1TWD000001uimp2AA","005al00000RVcKvAAL","false","Valencia","","","","","","","","","","","","","","","4.29508E+16",""
"a1TWD000001uiq62AA","005al00000RVcKvAAL","false","SriBranchesTest1","","","","","","","","","","","","","","","4.29529E+16",""
"a1TWD000001uimf2AA","005al00000RVcKvAAL","false","London City","00-00-00","","","","","","","","","","","","","","4.2985E+16",""
"a1TWD000001uipl2AA","005al00000RVcKvAAL","false","Bristol","00-00-02","","","","","","","","","","","","","","4.29889E+16",""
"a1TWD000001uimF2AQ","005al00000RVcKvAAL","false","Barcelona","","","","","","","","","","","","","","","4.29E+16",""
"a1TWD000001uiqv2AA","005al00000RVcKvAAL","false","London City","00-00-00","","","","","","","","","","","","","","4.30E+16",""
"a1TWD000001uir92AA","005al00000RVcKvAAL","false","Hyd dev","","","","","","","","","","","","","","","42001267508093751",""
"a1TWD000001uirA2AQ","005al00000RVcKvAAL","false","banguluru","","","","","","","","","","","","","","","42001869650774983",""
"a1TWD000001uiyp2AA","005al00000RVcKvAAL","false","42437320316804799","","","","","","","","","","","","","","","42002051156896695",""
"a1TWD000001uj9C2AQ","005al00000RVcKvAAL","false","\                            981723123\ ","","","","","","","","","","","","","","","42002095090369650",""
"a1TWD000001ujAA2AY","005al00000RVcKvAAL","false","\                                               Test123\ ","","","","","","","","","","","","","","","42002776615550600",""
"a1TWD000001uiwN2AQ","005al00000RVcKvAAL","false","42001267508093751","","","","","","","","","","","","","","","42003559742335012",""
"a1TWD000001uiuj2AA","005al00000RVcKvAAL","false","4.22874E+16","","","","","","","","","","","","","","","42005356447556649",""
"a1TWD000001uj732AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","42005530540018921",""
"a1TWD000001uitD2AQ","005al00000RVcKvAAL","false","banguluru","","","","","","","","","","","","","","","42005533545830061",""
"a1TWD000001uiup2AA","005al00000RVcKvAAL","false","4.23276E+16","54","myCityTest","","","","","","","","","","","","","42005638364416364",""
"a1TWD000001uioM2AQ","005al00000RVcKvAAL","false","Naples","","","","","","","","","","","","","","","42006549178672748",""
"a1TWD000001uj5G2AQ","005al00000RVcKvAAL","false","Marseille","3","","","","","","","","","","","","","","42007002410896148",""
"a1TWD000001uin42AA","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","42008723670610623",""
"a1TWD000001ujCN2AY","005al00000RVcKvAAL","false","sree001","","","","","","","","","","","","","","","42008737929000625",""
"a1TWD000001uiyW2AQ","005al00000RVcKvAAL","false","42382631687819596","","","","","","","","","","","","","","","42008961596052695",""
"a1TWD000001uiwB2AQ","005al00000RVcKvAAL","false","4.28E+16","00-00-01","","","","","","","","","","","","","","42009143507511274",""
"a1TWD000001uivD2AQ","005al00000RVcKvAAL","false","4.24629E+16","00-00-01","","","","","","","","","","","","","","42009922845646792",""
"a1TWD000001uitX2AQ","005al00000RVcKvAAL","false","New Branch 4","","","","","","","","","","","","","","","42010278444230075",""
"a1TWD000001uj5N2AQ","005al00000RVcKvAAL","false","Milan","","Milan","","","","","","","","","","","","","42010874246890354",""
"a1TWD000001uisY2AQ","005al00000RVcKvAAL","false","Hyd Qa","","","","","","","","","","","","","","","42011205188333450",""
"a1TWD000001uj5z2AA","005al00000RVcKvAAL","false","Paris","2","Paris","","","","","","","","","","","","","42012020685838489",""
"a1TWD000001uitE2AQ","005al00000RVcKvAAL","false","Hyd Qa","","","","","","","","","","","","","","","42012605231311550",""
"a1TWD000001uj5q2AA","005al00000RVcKvAAL","false","New Branch 3","","","","","","","","","","","","","","","42013266827069251",""
"a1TWD000001uiuG2AQ","005al00000RVcKvAAL","false","4.21218E+16","","","","","","","","","","","","","","","42013337610718111",""
"a1TWD000001uitW2AQ","005al00000RVcKvAAL","false","New Branch 3","","","","","","","","","","","","","","","42013493088032710",""
"a1TWD000001uj972AA","005al00000RVcKvAAL","false","\                             Test123\ ","","","","","","","","","","","","","","","42013789202270631",""
"a1TWD000001uj6p2AA","005al00000RVcKvAAL","false","Singlequote-DT5180","","","","","","","","","","","","","","","42013881542122724",""
"a1TWD000001uj9U2AQ","005al00000RVcKvAAL","false","\                                                 Test123\ ","","","","","","","","","","","","","","","42014164086537064",""
"a1TWD000001uivc2AA","005al00000RVcKvAAL","false","4.26395E+16","00-00-03","","","","","","","","","","","","","","42014584641231281",""
"a1TWD000001uim72AA","005al00000RVcKvAAL","false","Hyd dev","","","","","","","","","","","","","","","42017857270307298",""
"a1TWD000001uj2C2AQ","005al00000RVcKvAAL","false","Bristol","00-00-02","","","","","","","","","","","","","","42018251232634964",""
"a1TWD000001ujAB2AY","005al00000RVcKvAAL","false","\                                               Test123\ ","","","","","","","","","","","","","","","42020019460650861",""
"a1TWD000001uj0l2AA","005al00000RVcKvAAL","false","42867815068177850","","","","","","","","","","","","","","","42021112206572178",""
"a1TWD000001uixZ2AQ","005al00000RVcKvAAL","false","42207042963003197","","","","","","","","","","","","","","","42021533814371973",""
"a1TWD000001uis22AA","005al00000RVcKvAAL","false","Hyd dev","","","","","","","","","","","","","","","42021543533330203",""
"a1TWD000001uixi2AA","005al00000RVcKvAAL","false","42234115540554742","","","","","","","","","","","","","","","42021864239903955",""
"a1TWD000001uj2u2AA","005al00000RVcKvAAL","false","Hyd Qa","","","","","","","","","","","","","","","42022286096802339",""
