"Id","OwnerId","IsDeleted","Name","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Remaining__c"
"a1WWD000002Vaz42AC","005al00000RVcKvAAL","false","a1WWD000002Vaz4","","","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42106908378709618","","","","","","","","0.0","0.0"
"a1WWD000002VOzW2AW","005al00000RVcKvAAL","false","a1WWD000002VOzW","XF73024264","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42107756816783001","","","","","","","","0.0","0.0"
"a1WWD000002VxVv2AK","005al00000RVcKvAAL","false","RS budget 1","","","","true","false","0.0","87654.0","0.0","0.0","0.0","0.0","0.0","42109752430563757","","","","","","","","0.0","-87654.0"
"a1WWD000002M0Re2AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42110583086880417","","","","","","","","0.0","0.0"
"a1WWD000002Vayy2AC","005al00000RVcKvAAL","false","a1WWD000002Vayy","","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42121432935058658","","","","","","","","0.0","0.0"
"a1WWD000002VxVj2AK","005al00000RVcKvAAL","false","RS budget 87","","","","true","false","0.0","7634.0","43.0","63.0","0.0","0.0","0.0","42133970703519148","17753.4884","146.5116","0.0","0.0","-46.5116","-17653.4884","0.0","-20.0","-7591.0"
"a1WWD000002V8El2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template7","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42140180774962834","","","","","","","","0.0","0.0"
"a1WWD000002VbAP2A0","005al00000RVcKvAAL","false","a1WWD000002VbAP","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42141918922785378","","","","","","","","0.0","0.0"
"a1WWD000002VOhh2AG","005al00000RVcKvAAL","false","a1WWD000002VOhh","","a1WWD000002VNKE2A4","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42148255259136630","","","","","","","","0.0","0.0"
"a1WWD000002QYF02AO","005al00000RVcKvAAL","false","New Rec 62 updated","","","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42152289717499210","","","","","","","","0.0","0.0"
"a1WWD000002Vb0f2AC","005al00000RVcKvAAL","false","a1WWD000002Vb0f","","a1WWD000002Vaz32AC","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42160076075780914","","","","","","","","0.0","0.0"
"a1WWD000002VOg92AG","005al00000RVcKvAAL","false","LLC BI  Budget 009-9c3f69","AX41691623","","Document collection and verification workflow settings","false","false","549.85","387.49","588.86","710.19","545.76","351.06","136.97","42166404865180826","65.8034","120.6042","92.6808","59.6169","-113.9796","34.1966","23.2602","-671.18","201.37"
"a1WWD000002QYF82AO","005al00000RVcKvAAL","false","Services budget","","","","true","false","883.0","8394.0","744.0","843.0","0.0","0.0","0.0","42172159694687762","1128.2258","113.3065","0.0","0.0","-131.9892","-1028.2258","0.0","-982.0","-7650.0"
"a1WWD000002VbDR2A0","005al00000RVcKvAAL","false","a1WWD000002VbDR","","a1WWD000002VbAL2A0","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42172743122636932","","","","","","","","0.0","0.0"
"a1WWD000002VxW32AK","005al00000RVcKvAAL","false","Budgets-03","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42175720256524217","","","","","","","","0.0","0.0"
"a1WWD000002VOhd2AG","005al00000RVcKvAAL","false","a1WWD000002VOhd","","a1WWD000002VNKA2A4","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42175761375143624","","","","","","","","0.0","0.0"
"a1WWD000002VxVu2AK","005al00000RVcKvAAL","false","test budget commit 6","","","","true","false","664235.0","4313.0","123.0","6453.0","0.0","0.0","0.0","42179866980529847","3506.5041","5246.3415","0.0","0.0","-545174.7967","-3406.5041","0.0","-670565.0","-4190.0"
"a1WWD000002VNKA2A4","005al00000RVcKvAAL","false","LLC BI  Budget 001-686539","EK76763162","","Borrower financial statement analysis and spreading setup","false","true","573.43","0.0","722.57","941.49","0.0","0.0","0.0","42183412158137337","0.0","130.2974","0.0","0.0","-109.6572","100.0","0.0","-792.35","722.57"
"a1WWD000002VxVx2AK","005al00000RVcKvAAL","false","RS budget 3","","","","true","false","7634.0","443.0","0.0","673.0","0.0","0.0","0.0","42189252146923568","","","","","","","","-8307.0","-443.0"
"a1WWD000002VNKE2A4","005al00000RVcKvAAL","false","LLC BI  Budget 005-dc3d9c","EA59122599","","Financial covenant monitoring and exception handling rules","false","false","888.91","0.0","660.93","318.97","0.0","0.0","0.0","42190089374001220","0.0","48.2608","0.0","0.0","-82.7546","100.0","0.0","-546.95","660.93"
"a1WWD000002M0Rf2AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42190861640379324","","","","","","","","0.0","0.0"
"a1WWD000002M0Rg2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002M0Rl2AK","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","42191334335403812","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002VxVz2AK","005al00000RVcKvAAL","false","RS budget 5","","","","true","false","0.0","45.0","0.0","6734.0","0.0","0.0","0.0","42197800232089144","","","","","","","","-6734.0","-45.0"
"a1WWD000002V8Eo2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template10","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42211392248066533","","","","","","","","0.0","0.0"
"a1WWD000002VOg72AG","005al00000RVcKvAAL","false","LLC BI  Budget 007-ed7281","TM28893682","","Customer onboarding documentation and verification requirements","false","true","766.65","412.1","591.32","960.44","156.15","475.53","659.03","42217024812812746","69.6915","162.4231","26.407","80.4184","-192.0737","30.3085","111.4507","-1135.77","179.22"
"a1WWD000002M0Rh2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","a1WWD000002M0Rk2AK","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","42228810885640343","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002Vaz12AC","005al00000RVcKvAAL","false","a1WWD000002Vaz1","","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42234621913730576","","","","","","","","0.0","0.0"
"a1WWD000002QYFE2A4","005al00000RVcKvAAL","false","newJob001","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42235077918149309","","","","","","","","0.0","0.0"
"a1WWD000002VbAQ2A0","005al00000RVcKvAAL","false","a1WWD000002VbAQ","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42235384201867798","","","","","","","","0.0","0.0"
"a1WWD000002VhFh2AK","005al00000RVcKvAAL","false","a1WWD000002VhFh","","a1WWD000002VhE52AK","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42236744575269341","","","","","","","","0.0","0.0"
"a1WWD000002VxW22AK","005al00000RVcKvAAL","false","Budgets-02","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42241532426087773","","","","","","","","0.0","0.0"
"a1WWD000002QYEz2AO","005al00000RVcKvAAL","false","New Budgets 01","","a1WWD000002QYEm2AO","","false","false","0.0","0.0","500000.0","0.0","0.0","0.0","0.0","42244306118689534","0.0","0.0","0.0","0.0","100.0","100.0","0.0","500000.0","500000.0"
"a1WWD000002M0Ri2AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42253046241412123","","","","","","","","0.0","0.0"
"a1WWD000002VZy22AG","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template Update","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42269482166486289","","","","","","","","0.0","0.0"
"a1WWD000002VNKB2A4","005al00000RVcKvAAL","false","LLC BI  Budget 002-317174","XQ77004251","","Standard configuration for loan processing workflow","true","true","378.44","0.0","268.84","276.45","0.0","0.0","0.0","42274985946343905","0.0","102.8307","0.0","0.0","-143.5984","100.0","0.0","-386.05","268.84"
"a1WWD000002VOzO2AW","005al00000RVcKvAAL","false","a1WWD000002VOzO","LO73981742","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42275923994502123","","","","","","","","0.0","0.0"
"a1WWD000002VNKJ2A4","005al00000RVcKvAAL","false","LLC BI  Budget 010-6b5a1e","KC90928483","","Automated credit analysis and risk assessment parameters","true","false","522.2","162.37","715.63","500.01","819.14","43.07","311.76","42280499388174972","22.6891","69.8699","114.4642","6.0185","-42.8406","77.3109","43.5644","-306.58","553.26"
"a1WWD000002VOhe2AG","005al00000RVcKvAAL","false","a1WWD000002VOhe","","a1WWD000002VNKB2A4","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42282738233076570","","","","","","","","0.0","0.0"
"a1WWD000002VxW42AK","005al00000RVcKvAAL","false","Budgets-04","","","Updated the record CIJobs","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42284020141843699","","","","","","","","0.0","0.0"
"a1WWD000002VxW62AK","005al00000RVcKvAAL","false","Budgets-06","","","Updated","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42290087171957017","","","","","","","","0.0","0.0"
"a1WWD000002QYEc2AO","005al00000RVcKvAAL","false","A budget 2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42290867984417717","","","","","","","","0.0","0.0"
"a1WWD000002VNKF2A4","005al00000RVcKvAAL","false","LLC BI  Budget 006-cece0a","TE54444438","","Standard configuration for loan processing workflow","false","false","709.1","371.33","804.27","44.3","69.51","101.56","967.62","42295012831997532","46.1698","5.5081","8.6426","12.6276","6.325","53.8302","120.3103","50.87","432.94"
"a1WWD000002VbAS2A0","005al00000RVcKvAAL","false","a1WWD000002VbAS","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42295431494171946","","","","","","","","0.0","0.0"
"a1WWD000002VxVl2AK","005al00000RVcKvAAL","false","RS budget 79","","","","true","false","0.0","653.0","76.0","34.0","0.0","0.0","0.0","42300371430717217","859.2105","44.7368","0.0","0.0","55.2632","-759.2105","0.0","42.0","-577.0"
"a1WWD000002V8Ek2AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template6","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42304333346098753","","","","","","","","0.0","0.0"
"a1WWD000002Vb0Z2AS","005al00000RVcKvAAL","false","a1WWD000002Vb0Z","","a1WWD000002Vayx2AC","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42316373225256196","","","","","","","","0.0","0.0"
"a1WWD000002QYEw2AO","005al00000RVcKvAAL","false","Intake budget","","","","true","false","0.0","634.0","6645.0","643.0","0.0","0.0","0.0","42319798035310692","9.541","9.6764","0.0","0.0","90.3236","90.459","0.0","6002.0","6011.0"
"a1WWD000002VOg62AG","005al00000RVcKvAAL","false","LLC BI  Budget 006-fa9477","FP48314546","","Regulatory compliance monitoring and reporting setup","true","true","796.11","346.66","610.92","744.95","450.86","677.42","745.76","42334391227945246","56.7439","121.939","73.8002","110.8852","-152.2523","43.2561","122.0716","-930.14","264.26"
"a1WWD000002V8Em2AK","005al00000RVcKvAAL","false","New Budgets8","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42341965078005218","","","","","","","","0.0","0.0"
"a1WWD000002V8En2AK","005al00000RVcKvAAL","false","New Budgets 019","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42365078452996694","","","","","","","","0.0","0.0"
"a1WWD000002VNKI2A4","005al00000RVcKvAAL","false","LLC BI  Budget 009-ce2be7","JP79468828","","Document collection and verification workflow settings","false","true","743.58","289.72","889.57","245.61","254.55","525.01","852.0","42365424697629410","32.5685","27.61","28.6149","59.0184","-11.1987","67.4315","95.7766","-99.62","599.85"
"a1WWD000002QYFG2A4","005al00000RVcKvAAL","false","semi annual budget","","","","true","false","0.0","874638.0","643.0","7643.0","0.0","0.0","0.0","42426512277583364","136024.5723","1188.647","0.0","0.0","-1088.647","-135924.5723","0.0","-7000.0","-873995.0"
"a1WWD000002VxW72AK","005al00000RVcKvAAL","false","Budgets-07","","","Updated","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42431947860788097","","","","","","","","0.0","0.0"
"a1WWD000002VhFk2AK","005al00000RVcKvAAL","false","a1WWD000002VhFk","","a1WWD000002VhE82AK","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42434396610872899","","","","","","","","0.0","0.0"
"a1WWD000002VOg52AG","005al00000RVcKvAAL","false","LLC BI  Budget 005-854d6d","IF34860157","","Financial covenant monitoring and exception handling rules","true","true","773.41","319.29","198.42","531.42","380.17","53.0","567.81","42438016406332788","160.9162","267.8258","191.5986","26.711","-557.6101","-60.9162","286.1657","-1106.41","-120.87"
"a1WWD000002Vaz32AC","005al00000RVcKvAAL","false","a1WWD000002Vaz3","","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42441297649653385","","","","","","","","0.0","0.0"
"a1WWD000002Vaz22AC","005al00000RVcKvAAL","false","a1WWD000002Vaz2","","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4244714908868016","","","","","","","","0.0","0.0"
"a1WWD000002VhFl2AK","005al00000RVcKvAAL","false","a1WWD000002VhFl","","a1WWD000002VhE92AK","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42458141159765271","","","","","","","","0.0","0.0"
"a1WWD000002VOhf2AG","005al00000RVcKvAAL","false","a1WWD000002VOhf","","a1WWD000002VNKC2A4","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42480348567430575","","","","","","","","0.0","0.0"
"a1WWD000002VhFf2AK","005al00000RVcKvAAL","false","a1WWD000002VhFf","","a1WWD000002VhE32AK","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42486210644941915","","","","","","","","0.0","0.0"
"a1WWD000002VxVs2AK","005al00000RVcKvAAL","false","commit 1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42494417578743115","","","","","","","","0.0","0.0"
"a1WWD000002VZy42AG","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42494850104407022","","","","","","","","0.0","0.0"
"a1WWD000002QYEf2AO","005al00000RVcKvAAL","false","AA budget 3","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42499909363725076","","","","","","","","0.0","0.0"
"a1WWD000002QYFF2A4","005al00000RVcKvAAL","false","overall budget","","","","true","false","0.0","4638.0","87463.0","87643.0","0.0","0.0","0.0","42507880177204313","5.3028","100.2058","0.0","0.0","-0.2058","94.6972","0.0","-180.0","82825.0"
"a1WWD000002VxVq2AK","005al00000RVcKvAAL","false","Budget-3","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42509552184016810","","","","","","","","0.0","0.0"
"a1WWD000002Vb0X2AS","005al00000RVcKvAAL","false","a1WWD000002Vb0X","","a1WWD000002Vayv2AC","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42510562019889270","","","","","","","","0.0","0.0"
"a1WWD000002QYEe2AO","005al00000RVcKvAAL","false","AA budget 2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42513768554706735","","","","","","","","0.0","0.0"
"a1WWD000002Vayz2AC","005al00000RVcKvAAL","false","a1WWD000002Vayz","","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42514287812110728","","","","","","","","0.0","0.0"
"a1WWD000002M0Rj2AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42516101622084174","","","","","","","","0.0","0.0"
"a1WWD000002VOzT2AW","005al00000RVcKvAAL","false","a1WWD000002VOzT","UT16525915","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42518019588928430","","","","","","","","0.0","0.0"
"a1WWD000002V8Ei2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template4","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42521218731927283","","","","","","","","0.0","0.0"
"a1WWD000002M0Rk2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42522583177688671","","","","","","","","0.0","0.0"
"a1WWD000002VbAN2A0","005al00000RVcKvAAL","false","a1WWD000002VbAN","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42522777691188572","","","","","","","","0.0","0.0"
"a1WWD000002QYF72AO","005al00000RVcKvAAL","false","Security budget","","","","true","false","0.0","6364.0","7633.0","3644.0","0.0","0.0","0.0","42529092827833181","83.3748","47.7401","0.0","0.0","52.2599","16.6252","0.0","3989.0","1269.0"
"a1WWD000002VOzN2AW","005al00000RVcKvAAL","false","a1WWD000002VOzN","BN22010752","","","false","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42536974759837089","","","","","","","","0.0","0.0"
"a1WWD000002VbAM2A0","005al00000RVcKvAAL","false","a1WWD000002VbAM","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42541305121546706","","","","","","","","0.0","0.0"
"a1WWD000002M0Rl2AK","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42542914142876583","","","","","","","","0.0","0.0"
"a1WWD000002VhE32AK","005al00000RVcKvAAL","false","a1WWD000002VhE3","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42543241534994780","","","","","","","","0.0","0.0"
"a1WWD000002VNKG2A4","005al00000RVcKvAAL","false","LLC BI  Budget 007-1ebe92","IY48509876","","Document collection and verification workflow settings","true","true","654.82","830.31","115.55","887.41","746.71","857.27","598.77","42550194338467800","718.572","767.9879","646.2224","741.9039","-1234.6863","-618.572","518.1913","-1426.68","-714.76"
"a1WWD000002V8Eg2AK","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template2","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42564744269480605","","","","","","","","0.0","0.0"
"a1WWD000002Vayv2AC","005al00000RVcKvAAL","false","a1WWD000002Vayv","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42566358459435729","","","","","","","","0.0","0.0"
"a1WWD000002VhFg2AK","005al00000RVcKvAAL","false","a1WWD000002VhFg","","a1WWD000002VhE42AK","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42570120052227501","","","","","","","","0.0","0.0"
"a1WWD000002QYF22AO","005al00000RVcKvAAL","false","Programming Budget","","","Budget for programming tools and classes_Metzger","true","false","3000.0","8000.0","10000.0","5000.0","0.0","0.0","0.0","42580408335031508","80.0","50.0","0.0","0.0","20.0","20.0","0.0","2000.0","2000.0"
"a1WWD000002VhFm2AK","005al00000RVcKvAAL","false","a1WWD000002VhFm","","a1WWD000002VhEA2A0","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42585990832671986","","","","","","","","0.0","0.0"
"a1WWD000002VP0z2AG","005al00000RVcKvAAL","false","a1WWD000002VP0z","","a1WWD000002VOzN2AW","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42590069474470350","","","","","","","","0.0","0.0"
"a1WWD000002QYEv2AO","005al00000RVcKvAAL","false","Hello","","","","false","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42591324258334766","","","","","","","","0.0","0.0"
"a1WWD000002VhE62AK","005al00000RVcKvAAL","false","a1WWD000002VhE6","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42597610177439537","","","","","","","","0.0","0.0"
"a1WWD000002VbDU2A0","005al00000RVcKvAAL","false","a1WWD000002VbDU","","a1WWD000002VbAO2A0","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42599788162910873","","","","","","","","0.0","0.0"
"a1WWD000002QYFI2A4","005al00000RVcKvAAL","false","test1","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42599791086129440","","","","","","","","0.0","0.0"
"a1WWD000002VOzU2AW","005al00000RVcKvAAL","false","a1WWD000002VOzU","UM26339705","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42612612983792274","","","","","","","","0.0","0.0"
"a1WWD000002M0Rm2AK","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template","","","","true","true","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42618541838166399","","","","","","","","0.0","0.0"
"a1WWD000002VbAO2A0","005al00000RVcKvAAL","false","a1WWD000002VbAO","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42626170171979298","","","","","","","","0.0","0.0"
"a1WWD000002VbDW2A0","005al00000RVcKvAAL","false","a1WWD000002VbDW","","a1WWD000002VbAQ2A0","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42627621288553838","","","","","","","","0.0","0.0"
