"Id","OwnerId","IsDeleted","Name","nFORCE__Address_Part__c","nFORCE__Alternate_Label__c","nFORCE__Autocomplete_Attribute_Value__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Is_Editable__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Header__c","nFORCE__Is_Hidden__c","nFORCE__Is_Important__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c","nPortal__Picklist_Buttons_Enabled__c"
"a0SWD000001m0Rv2AI","005al00000RVcKvAAL","false","FC-002512","","","","","","","","Status__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT8aBYAT","","false","","18461576590190034","Daily_Limit_Change__c",""
"a0SWD000001m0Rw2AI","005al00000RVcKvAAL","false","FC-002513","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT8c1YAD","","false","","19021576590611500","Daily_Limit_Change__c",""
"a0SWD000001m0Rx2AI","005al00000RVcKvAAL","false","FC-002514","","","","","","","","Current_Previous_Daily_Limit__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT8a3YAD","","false","","20731575852601016","Daily_Limit_Change__c",""
"a0SWD000001m0TL2AY","005al00000RVcKvAAL","false","FC-002600","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWE00000W9iU0YAJ","","false","","21378021376520","LLC_BI__Loan__r",""
"a0SWD000001m0Ry2AI","005al00000RVcKvAAL","false","FC-002515","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GTAE3YAP","","false","","23331575852542652","Daily_Limit_Change__c",""
"a0SWD000001m0Rz2AI","005al00000RVcKvAAL","false","FC-002516","","","","","","","","Status__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT8f2YAD","","false","","23671575852928274","Daily_Limit_Change__c",""
"a0SWD000001m0TM2AY","005al00000RVcKvAAL","false","FC-002601","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWE00000W9ilaYAB","","false","","239625719236459201","LLC_BI__Loan__r",""
"a0SWD000001m0S02AI","005al00000RVcKvAAL","false","FC-002517","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT8f2YAD","","false","","28101575852928274","Daily_Limit_Change__c",""
"a0SWD000001m0S12AI","005al00000RVcKvAAL","false","FC-002518","","","","","","","","Current_Previous_Daily_Limit__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GTAEtYAP","","false","","28201576590314418","Daily_Limit_Change__c",""
"a0SWD000001m0S22AI","005al00000RVcKvAAL","false","FC-002519","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GTAEtYAP","","false","","28731576590314417","Daily_Limit_Change__c",""
"a0SWE000003K7oP2AS","005al00000RVcKvAAL","false","FC-002693","","","","","","","","Referral_Company__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgSpYAL","","false","","3.47623E+13","LLC_BI__Loan__c",""
"a0SWD000001m0S32AI","005al00000RVcKvAAL","false","FC-002520","","","","","","","","Status__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT8bWYAT","","false","","30971575852395874","Daily_Limit_Change__c",""
"a0SWD000001lzwN2AQ","005al00000RVcKvAAL","false","FC-002366","","","","","","","","Referral_Company__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgSpYAL","","false","","34762306576239","LLC_BI__Loan__c",""
"a0SWD000001lzib2AA","005al00000RVcKvAAL","false","FC-001512","","SourceLabel","","SourceCDC","","","SourceFieldHint","nFORCE__Field_Name__c","","","","false","","SourceFormatMessage","false","false","false","false","false","true","false","false","false","","","a0qWD00000GSggLYAT","","false","","368ac54f-72bd-5c87-41c9-43d0c2c04e31","nFORCE__Field_Configuration__c",""
"a0SWD000001lzwO2AQ","005al00000RVcKvAAL","false","FC-002367","","","","","","","","cm_Referring_Vertical__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgVwYAL","","false","","42005809039309821","LLC_BI__Loan__c",""
"a0SWD000001lzwP2AQ","005al00000RVcKvAAL","false","FC-002368","","","","","","","","cm_Referring_Loan_Officer__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgVwYAL","","false","","42011403114485058","LLC_BI__Loan__c",""
"a0SWD000001lzq52AA","005al00000RVcKvAAL","false","FC-001976","","","","","","Alimony Support|Gross Annual Income|Investment/Trust Income|Other Income|Rental Income","","LLC_BI__Income_Type__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgT0YAL","","false","","42017678075385560","LLC_BI__Income__c",""
"a0SWD000001lzyB2AQ","005al00000Q6IbCAAV","false","FC-002478","","","","","","","","LLC_BI__HMDA_Reportable__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSggGYAT","","false","","42030579773915075","LLC_BI__Loan__c",""
"a0SWD000001m0TB2AY","005al00000RVcKvAAL","false","FC-002590","","Registered Address Street","","","","","","SIOC__Address1Line2__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GT9PQYA1","","false","","42036584670590207","SIOC__CompanyInfo__c",""
"a0SWD000001m0TC2AY","005al00000RVcKvAAL","false","FC-002591","","","","","","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT9OtYAL","","false","","42044457071802355","LLC_BI__Legal_Entities__c",""
"a0SWD000001lzq62AA","005al00000RVcKvAAL","false","FC-001977","","","","","100","","","LLC_BI__Ownership_Percent__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000GSgSMYA1","","false","","42044963066399826","LLC_BI__Connection__c",""
"a0SWD000001lzic2AA","005al00000RVcKvAAL","false","FC-001513","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgjUYAT","","false","","42048633114611653","LLC_BI__Legal_Entities__c",""
"a0SWD000001lzq72AA","005al00000RVcKvAAL","false","FC-001978","","","","","","","All applicant emails must be unique and in correct email format 'name@example.com'","Email","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgSwYAL","The email address listed will be notified to log in and complete application... etc","false","","42056096975555324","Contact",""
"a0SWD000001lzwQ2AQ","005al00000RVcKvAAL","false","FC-002369","","","","","","","","Referral_Company__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgVwYAL","","false","","42059324596224584","LLC_BI__Loan__c",""
"a0SWD000001lzyC2AQ","005al00000Q6IbCAAV","false","FC-002479","","","","","","","","LLC_BI__Reg_O_Loan__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSggGYAT","","false","","42064980757766906","LLC_BI__Loan__c",""
"a0SWD000001lzq82AA","005al00000RVcKvAAL","false","FC-001979","","","","","{{artifact}}","","","LLC_BI__Deposit__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000GSgSYYA1","","false","","42085915559474043","LLC_BI__Beneficiary__c",""
"a0SWD000001m0S42AI","005al00000RVcKvAAL","false","FC-002521","","Commercial Lender","","","","","","Online_Application_Commercial_Lender__c","","","","false","","","false","false","true","false","false","false","false","false","false","","","a0qWD00000GT8ZZYA1","","false","","42100665359272035","LLC_BI__Loan__c",""
"a0SWD000001m0S52AI","005al00000RVcKvAAL","false","FC-002522","","City","","","","","","LLC_BI__City__c","","","","false","","","false","false","false","false","false","false","false","false","false","","3.0","a0qWD00000GTALmYAP","","false","","42109664031051052","LLC_BI__Address__c",""
"a0SWD000001m0S62AI","005al00000RVcKvAAL","false","FC-002523","","State","","","","","","LLC_BI__State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","3.0","a0qWD00000GTALmYAP","","false","","421096644031051052","LLC_BI__Address__c",""
"a0SWD000001m0S72AI","005al00000RVcKvAAL","false","FC-002524","","Postal Code","","","","","","LLC_BI__Postal_Code__c","","","","false","","","false","false","false","false","false","false","false","false","false","","3.0","a0qWD00000GTALmYAP","","false","","42109664403331051052","LLC_BI__Address__c",""
"a0SWD000001lzrn2AA","005al00000RVcKvAAL","false","FC-002082","","","","","","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","true","false","","","a0qWD00000GSgV1YAL","","false","","42131868360334692","LLC_BI__Entity__r",""
"a0SWD000001lzyD2AQ","005al00000Q6IbCAAV","false","FC-002480","","","","","","","","HVCRE_Reportable__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT9VXYA1","","false","","42143663429075267","LLC_BI__Loan__c",""
"a0SWD000001lzrt2AA","005al00000RVcKvAAL","false","FC-002088","","","","","","","","LLC_BI__Borrower_Type__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgSlYAL","","false","","42149372608275315","LLC_BI__Legal_Entities__c",""
"a0SWD000001lzwR2AQ","005al00000RVcKvAAL","false","FC-002370","","","","","","","","Referral_Fee_Type__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgVwYAL","","false","","42173044214036834","LLC_BI__Loan__c",""
"a0SWD000001m0S82AI","005al00000RVcKvAAL","false","FC-002525","","","","","","","","SIOC__CompanyId__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GTAVAYA5","","false","","42177650003785919","SIOC__CompanyInfo__c",""
"a0SWD000001m0S92AI","005al00000RVcKvAAL","false","FC-002526","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GTAavYAH","","false","","42179581075293944","Daily_Limit_Change__c",""
"a0SWD000001lzyE2AQ","005al00000RVcKvAAL","false","FC-002481","","","","","","","","LLC_BI__Allocated_Facility_Amount__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSggHYAT","","false","","42182148697712431","LLC_BI__Loan__c",""
"a0SWD000001lzid2AA","005al00000RVcKvAAL","false","FC-001514","","","","","","","","Paid_Defaults_2k__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000GSggFYAT","","false","","42182148697712435","LLC_BI__Loan__c",""
"a0SWD000001lzie2AA","005al00000RVcKvAAL","false","FC-001515","","","","","","","","LLC_BI__InterestRate__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000GSgh7YAD","","false","","42182148697712436","LLC_BI__Loan__c",""
"a0SWD000001lzif2AA","005al00000RVcKvAAL","false","FC-001516","","","","","","","","LLC_BI__Amount__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000GSgh7YAD","","false","","42182148697712437","LLC_BI__Loan__c",""
"a0SWD000001lzig2AA","005al00000RVcKvAAL","false","FC-001517","","","","","","","","LLC_BI__Monthly_Payment__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000GSgh7YAD","","false","","42182148697712438","LLC_BI__Loan__c",""
"a0SWD000001lzih2AA","005al00000RVcKvAAL","false","FC-001518","","","","","","","","LLC_BI__Payment_Schedule__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000GSgh7YAD","","false","","42182148697712439","LLC_BI__Loan__c",""
"a0SWD000001lzii2AA","005al00000RVcKvAAL","false","FC-001519","","","","","","","","LLC_BI__Term_Months__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000GSgh7YAD","","false","","42182148697712440","LLC_BI__Loan__c",""
"a0SWD000001m0TD2AY","005al00000RVcKvAAL","false","FC-002592","","Registered Address Building Number","","","","","","SIOC__Address1Line1__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GT9PQYA1","","false","","42194115327754436","SIOC__CompanyInfo__c",""
"a0SWD000001m0TE2AY","005al00000RVcKvAAL","false","FC-002593","","","","","","","","LLC_BI__Borrower_Type__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT9OtYAL","","false","","42202455729635182","LLC_BI__Legal_Entities__c",""
"a0SWD000001lzwS2AQ","005al00000RVcKvAAL","false","FC-002371","","","","","","","","nSBA__Is_Agent_Involved__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgVwYAL","","false","","42202600021058784","LLC_BI__Loan__c.LLC_BI__Application__c",""
"a0SWD000001m0TF2AY","005al00000RVcKvAAL","false","FC-002594","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GT9PNYA1","","false","","42232764291109098","LLC_BI__Legal_Entities__c",""
"a0SWD000001lzwT2AQ","005al00000RVcKvAAL","false","FC-002372","","","","","","","","Most_Recent_Approval_Date__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgbUYAT","","false","","42235122483005548","LLC_BI__Product_Package__c",""
"a0SWD000001lzij2AA","005al00000RVcKvAAL","false","FC-001520","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgNYYA1","","false","","42242293480412932","LLC_BI__Credit_Memo_Modifcation__c",""
"a0SWD000001m0TG2AY","005al00000RVcKvAAL","false","FC-002595","","Do not display","","","-","","","SIOC__Address1Line4__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000GT9PQYA1","","false","","42252366127546577","SIOC__CompanyInfo__c",""
"a0SWD000001m0Rl2AI","005al00000RVcKvAAL","false","FC-002502","","","","","","","","BtestFC","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GTAARYA5","","false","","42257460974503118",".",""
"a0SWD000001m0TN2AY","005al00000RVcKvAAL","false","FC-002602","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT9VZYA1","","false","","42258866755038037","LLC_BI__Loan__r",""
"a0SWD000001lzq92AA","005al00000RVcKvAAL","false","FC-001980","","","","","","","","FirstName","","","","false","","","false","false","false","false","false","false","false","false","false","","2.0","a0qWD00000GSgSwYAL","","false","","42274058602214080","Contact",""
"a0SWD000001lzik2AA","005al00000RVcKvAAL","false","FC-001521","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgN2YAL","","false","","42284339143491482","LLC_BI__Legal_Entities__c",""
"a0SWD000001lzwU2AQ","005al00000RVcKvAAL","false","FC-002373","","","","","","","","LLC_BI__Stage__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgVvYAL","","false","","42285572135810069","LLC_BI__Loan__c",""
"a0SWD000001lzwV2AQ","005al00000RVcKvAAL","false","FC-002374","","","","","","","","LLC_BI__Stage__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgXuYAL","","false","","42286909285396963","LLC_BI__Product_Package__c",""
"a0SWD000001m0SA2AY","005al00000RVcKvAAL","false","FC-002527","","","","","","","","LLC_BI__Approved_Loan_Amount__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT8abYAD","","false","","42330668526596006","LLC_BI__Loan__c",""
"a0SWD000001lzqA2AQ","005al00000RVcKvAAL","false","FC-001981","","","","","a1f4S000000g2cYQAQ","","","LLC_BI__Connection_Role__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000GSgS5YAL","","false","","42333834396384937","LLC_BI__Connection__c",""
"a0SWD000001lzwW2AQ","005al00000RVcKvAAL","false","FC-002375","","","","","","","","LLC_BI__Stage__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgXpYAL","","false","","42338945786402186","LLC_BI__Loan__c",""
"a0SWD000001m0SB2AY","005al00000RVcKvAAL","false","FC-002528","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GT8dzYAD","","false","","42350435604359761","LLC_BI__Legal_Entities__c",""
"a0SWD000001lzsK2AQ","005al00000RVcKvAAL","false","FC-002115","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgUUYA1","","false","","42351442277867026","LLC_BI__Legal_Entities__c",""
"a0SWD000001m0SC2AY","005al00000RVcKvAAL","false","FC-002529","","Registered Address Street","","","","","","SIOC__Address1Line2__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GTAVAYA5","","false","","42371126163724407","SIOC__CompanyInfo__c",""
"a0SWD000001lzqB2AQ","005al00000RVcKvAAL","false","FC-001982","","","","","","","","Pa1test1","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgS0YAL","","false","","42372324732844981","LLC_BI_Loan__c",""
"a0SWD000001lzqC2AQ","005al00000RVcKvAAL","false","FC-001983","","","","","","","","Type","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000GSgSxYAL","","false","","42376365263587631","Account",""
"a0SWD000001lzy92AA","005al00000RVcKvAAL","false","FC-002476","","","","","Booked","","","LLC_BI__Stage__c","","Stages to Display","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgflYAD","","false","","42376372932960978","LLC_BI__Loan__c",""
"a0SWD000001m0SD2AY","005al00000RVcKvAAL","false","FC-002530","","","","","","","","Id","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000GTAZvYAP","","false","","42380993084780076","LLC_BI__Funding_Method__c",""
"a0SWD000001lzil2AA","005al00000RVcKvAAL","false","FC-001522","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgjpYAD","","false","","42390200293455371","LLC_BI__Legal_Entities__c",""
"a0SWD000001lzqD2AQ","005al00000RVcKvAAL","false","FC-001984","","","","","{{artifact}}","","","LLC_BI__Loan__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000GSgT0YAL","","false","","42406135566526985","LLC_BI__Income__c",""
"a0SWD000001lzqE2AQ","005al00000RVcKvAAL","false","FC-001985","","","","","{{artifact}}","","","LLC_BI__Loan__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000GSgUBYA1","","false","","424061355665269857","LLC_BI__Income__c",""
"a0SWD000001m0SE2AY","005al00000RVcKvAAL","false","FC-002531","","Registered Address City","","","","","","SIOC__Address1Line3__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GTAVAYA5","","false","","42406864355586048","SIOC__CompanyInfo__c",""
"a0SWD000001m0TH2AY","005al00000RVcKvAAL","false","FC-002596","","Business Name","","","Name not found","","","Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GT9PQYA1","","false","","42436853103237874","SIOC__CompanyInfo__c",""
"a0SWD000001lzyF2AQ","005al00000Q6IbCAAV","false","FC-002482","","","","","","","","Reg_W_Reportable__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSggGYAT","","false","","42439432218952761","LLC_BI__Loan__c",""
"a0SWD000001lzyG2AQ","005al00000Q6IbCAAV","false","FC-002483","","","","","","","","HVCRE_Reportable__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSggGYAT","","false","","42459782925464031","LLC_BI__Loan__c",""
"a0SWD000001lzwX2AQ","005al00000RVcKvAAL","false","FC-002376","","","","","","","","LOB_Lost_Reason__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgVwYAL","","false","","42467098173463753","LLC_BI__Loan__c",""
"a0SWD000001lzwY2AQ","005al00000RVcKvAAL","false","FC-002377","","","","","","","","LLC_BI__Stage__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgXwYAL","","false","","42477918162078543","LLC_BI__Loan__c",""
"a0SWD000001m0SF2AY","005al00000RVcKvAAL","false","FC-002532","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GTADPYA5","","false","","42481271991669935","LLC_BI__Legal_Entities__c",""
"a0SWD000001lzyH2AQ","005al00000Q6IbCAAV","false","FC-002484","","","","","","","","LLC_BI__Reg_O_Loan__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT9VXYA1","","false","","42483214359257826","LLC_BI__Loan__c",""
"a0SWD000001lzwZ2AQ","005al00000RVcKvAAL","false","FC-002378","","","","","","","","Most_Recent_Approval_Date__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgbUYAT","","false","","42495218474638721","LLC_BI__Product_Package__c",""
"a0SWD000001m0SG2AY","005al00000RVcKvAAL","false","FC-002533","","Registered Address Building Number","","","","","","SIOC__Address1Line1__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GTAVAYA5","","false","","42496722267339099","SIOC__CompanyInfo__c",""
"a0SWD000001lzim2AA","005al00000RVcKvAAL","false","FC-001523","","","","","","","","Pa1test2","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgMcYAL","","false","","42497648988732725","LLC_BI__Loan__c",""
"a0SWD000001lzwa2AA","005al00000RVcKvAAL","false","FC-002379","","","","","","","","LLC_BI__Lead_Detail__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgVwYAL","","false","","42503059012319677","LLC_BI__Loan__c",""
"a0SWD000001lzwb2AA","005al00000RVcKvAAL","false","FC-002380","","","","","","","","LLC_BI__LeadSource__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GSgVwYAL","","false","","42503269858586287","LLC_BI__Loan__c",""
"a0SWD000001m0TO2AY","005al00000RVcKvAAL","false","FC-002603","","","","","","","","LLC_BI__Participation_Amount__c","Test Field Exclusion F1------ second","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT9QrYAL","Test Field Exclusion F1 ----second","false","","42514233700262164","LLC_BI__Participation__c",""
"a0SWD000001m0TP2AY","005al00000RVcKvAAL","false","FC-002604","","","","","","","","cm_Available_Amount__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000GT9QrYAL","","false","","425142337002621641","LLC_BI__Participation__c",""
"a0SWD000001lzqF2AQ","005al00000RVcKvAAL","false","FC-001986","","Title","","","","","","LLC_BI__Official_Title__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000GSgS5YAL","","false","","42514541898358303","LLC_BI__Connection__c",""
