"Id","OwnerId","IsDeleted","Name","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Remaining__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","AutorabitExtId__c"
"a25Ka000003Td4OIAS","0058c00000BxeO9AAJ","false","RS budget `1","","","","true","false","0.0","0.0","0.0","100.0","100.0","425.0","","425.0","0.0","425.0","42825193374177769","0.0","0.0","0.0","0.0","0.0","0.0",""
"a25Ka000003Td4EIAS","0058c00000BxeO9AAJ","false","Product budget","","","","true","false","0.0","888.3011","1000.3052","-900.3052","-788.3011","-8850.0","8732.0","983.0","9833.0","-7749.0","42826301128788663","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBCZAA4","0058c00000BxeO9AAJ","false","New Budgets","","a258c000004VBKUAA4","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","42857882419607219","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBCTAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template - Update01","","a258c000004VBJpAAO","Test Description","false","false","2000.0","1.0","0.6","99.0","99.0","495000.0","5000.0","500000.0","3000.0","495000.0","42861041786945068","0.0","0.0","0.0","0.0","0.0","0.0",""
"a25Ka000003Td4BIAS","0058c00000BxeO9AAJ","false","Sales budget","","","","true","false","0.0","8.8774","303.7726","-203.7726","91.1226","-20039.0","873.0","9834.0","29873.0","8961.0","42890263054632906","0.0","0.0","0.0","0.0","0.0","0.0",""
"a25Ka000003Td4CIAS","0058c00000BxeO9AAJ","false","Revenue Budget","","","","true","false","7384.0","","","","","-9571.0","983.0","0.0","2187.0","-983.0","42932763487803675","","","","0.0","0.0","0.0",""
"a25Ka000003Td4MIAS","0058c00000BxeO9AAJ","false","new annual budget","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42938810070504468","","","","0.0","0.0","0.0",""
"a258c000004VBK3AAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42940878705367836","","","","0.0","0.0","0.0",""
"a258c000004VBDXAA4","0058c00000BxeO9AAJ","false","Sreekar StartUp","","","Sreekar Budget to start a new Business StartUp","true","false","0.0","50.0","0.0","100.0","50.0","10000.0","5000.0","10000.0","0.0","5000.0","42961264666946633","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBCUAA4","0058c00000BxeO9AAJ","false","Construction of Warehouse","","a258c000004VBKLAA4","Commercial construction budget for building and parking construction.","false","false","429300.0","57.3125","6.4333","64.9467","42.6875","974201.0","859688.0","1500000.0","96499.0","640312.0","5km030j6y3dyzx7o4o","32.1025","20.4667","4.7433","481538.0","307000.0","71150.0",""
"a258c000004VBK4AAO","0058c00000BxeO9AAJ","false","Budget for the Construction of a Walgreens","","a258c000004VBKLAA4","This budget is for the construction of a Walgreens.","false","false","5000.0","100.0","6.4333","93.2333","0.0","1398500.01","1500000.0","1500000.0","96499.99","0.0","96amx8tcv25dm4l1n8","0.0","100.0","0.0","0.0","1500000.0","0.0",""
"a258c000004VBK5AAO","0058c00000BxeO9AAJ","false","Swimming Pool Construction Budget Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","96gcetgjg69r55mb72","","","","0.0","0.0","0.0",""
"a258c000004VBK6AAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","a258c000004VBK9AAO","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a254S0000006XjdQAE","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBK7AAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254S0000006XjeQAE","","","","0.0","0.0","0.0",""
"a258c000004VBK8AAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254S0000006XjfQAE","","","","0.0","0.0","0.0",""
"a258c000004VBK9AAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254S0000006XjgQAE","","","","0.0","0.0","0.0",""
"a258c000004VBKAAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","a258c000004VBKDAA4","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a254W000002ZgNyQAK","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBKBAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254W000002ZgNzQAK","","","","0.0","0.0","0.0",""
"a258c000004VBKCAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254W000002ZgO0QAK","","","","0.0","0.0","0.0",""
"a258c000004VBKDAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254W000002ZgO1QAK","","","","0.0","0.0","0.0",""
"a258c000004VBKEAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","a258c000004VBKHAA4","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a254W000002i4CnQAI","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBKFAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254W000002i4CoQAI","","","","0.0","0.0","0.0",""
"a258c000004VBKGAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254W000002i4CpQAI","","","","0.0","0.0","0.0",""
"a258c000004VBKHAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a254W000002i4CqQAI","","","","0.0","0.0","0.0",""
"a258c000004VBDTAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","a258c000004VBDWAA4","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a255f000001fQo3AAE","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBDUAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a255f000001fQo4AAE","","","","0.0","0.0","0.0",""
"a258c000004VBDVAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a255f000001fQo5AAE","","","","0.0","0.0","0.0",""
"a258c000004VBDWAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a255f000001fQo6AAE","","","","0.0","0.0","0.0",""
"a258c000004VBKNAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","a258c000004VBKQAA4","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a258c000003SSUTAA4","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBKOAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a258c000003SSUUAA4","","","","0.0","0.0","0.0",""
"a258c000004VBKPAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a258c000003SSUVAA4","","","","0.0","0.0","0.0",""
"a258c000004VBKQAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a258c000003SSUWAA4","","","","0.0","0.0","0.0",""
"a258c000004VBDPAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","a258c000004VBDSAA4","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a25Ho000003PYydIAG","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBDQAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYyeIAG","","","","0.0","0.0","0.0",""
"a258c000004VBDRAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYyfIAG","","","","0.0","0.0","0.0",""
"a258c000004VBDSAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Ho000003PYygIAG","","","","0.0","0.0","0.0",""
"a258c000004VBKRAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","a258c000004VBKUAA4","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a25Hu000005tejWIAQ","0.0","0.0","0.0","0.0","0.0","0.0",""
"a258c000004VBKSAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejXIAQ","","","","0.0","0.0","0.0",""
"a258c000004VBKTAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejYIAQ","","","","0.0","0.0","0.0",""
"a258c000004VBKUAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25Hu000005tejZIAQ","","","","0.0","0.0","0.0",""
"a25bn000002bxRNAAY","005bn000003k2JdAAI","false","CLA Complex Budget 1 Template","","a25bn000002bxRQAAY","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","a25bn000002bxRNAAY","0.0","0.0","0.0","0.0","0.0","0.0",""
"a25bn000002bxROAAY","005bn000003k2JdAAI","false","CLA Simple Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25bn000002bxROAAY","","","","0.0","0.0","0.0",""
"a25bn000002bxRPAAY","005bn000003k2JdAAI","false","CLA Simple Budget 2 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25bn000002bxRPAAY","","","","0.0","0.0","0.0",""
"a25bn000002bxRQAAY","005bn000003k2JdAAI","false","CLA Complex Budget 1 Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","a25bn000002bxRQAAY","","","","0.0","0.0","0.0",""
"a258c000004VBKIAA4","0058c00000BxeO9AAJ","false","Budget for the Construction of a Walgreens","","a258c000004VBKLAA4","This budget is for the construction of a Walgreens.","false","false","128999.99","100.0","0.0","91.4","0.0","1371000.01","1500000.0","1500000.0","0.0","0.0","dm3tvpla1o7g4whico","0.0","100.0","0.0","0.0","1500000.0","0.0",""
"a258c000004VBCVAA4","0058c00000BxeO9AAJ","false","Stark Construction Loan Budget","","a258c000004VBKLAA4","","true","false","0.0","2.046","0.086","99.914","97.954","2497850.0","51150.0","2500000.0","2150.0","2448850.0","ffw63azh7kgn5nrn4v","0.0","2.046","0.0","0.0","51150.0","0.0",""
"a258c000004VBKJAA4","0058c00000BxeO9AAJ","false","Residential Construction Budget Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","m47rwh80tij7dno12c","","","","0.0","0.0","0.0",""
"a258c000002D5uQAAS","0058c00000BxeO9AAJ","false","Swimming Pool Construction Budget Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","noumsrsw8zvk9qpfuj","","","","0.0","0.0","0.0",""
"a258c000004VBCWAA4","0058c00000BxeO9AAJ","false","Maple Construction Loan Budget","","a258c000004VBKLAA4","","false","false","0.0","0.4405","0.0892","99.9108","99.5595","1848350.0","8150.0","1850000.0","1650.0","1841850.0","nw7nlfncuclo988ede","0.0","0.4405","0.0","0.0","8150.0","0.0",""
"a258c000004VBCXAA4","0058c00000BxeO9AAJ","false","Budget for the Construction of a Warehouse","","a258c000004VBKLAA4","This budget is for the construction of a warehouse","false","false","250.0","62.1741","0.0","99.9833","37.8259","1499750.0","932612.0","1500000.0","0.0","567388.0","t2mxuxi14ydm4lfqkv","35.9641","19.0","7.21","539462.0","285000.0","108150.0",""
"a258c000004VBKKAA4","0058c00000BxeO9AAJ","false","Residential Construction Budget Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","t9fuq012tnzadfit8v","","","","0.0","0.0","0.0",""
"a258c000004VBKLAA4","0058c00000BxeO9AAJ","false","Commercial Construction Budget Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","x93i7svko56i9otrvj","","","","0.0","0.0","0.0",""
"a258c000004VBKMAA4","0058c00000BxeO9AAJ","false","Commercial Construction Budget Template","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","z2hxx1clp02cxmb4ba","","","","0.0","0.0","0.0",""
