"Id","OwnerId","IsDeleted","Name","nFORMS__Description__c","nFORMS__Enable_FLS__c","nFORMS__Enforce_Masking__c","nFORMS__Filter__c","nFORMS__Form_Purpose__c","nFORMS__Is_Active__c","nFORMS__Output_Type__c","nFORMS__Page_Dimension_Unit__c","nFORMS__Page_Width__c","nFORMS__Primary_Object__c","nFORMS__Save_To_Docman__c","nFORMS__Template_Input_Type__c","nFORMS__lookupKey__c","nFORMS__Document_Output_Type__c"
"a5rWD000000C7hWYAS","005al00000RVcKvAAL","false","LT020 Undertaking/Covenant Breach - NON WAIVER","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.24464E+16","Word"
"a5rWD000000C7hXYAS","005al00000RVcKvAAL","false","LT022 Consent to Security follow up","","true","true","","General","false","Word","Inches","","Account","false","Word","4.24643E+16","Word"
"a5rWD000000C7hYYAS","005al00000RVcKvAAL","false","FM061 Board Minutes","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.24795E+16","Word"
"a5rWD000000C7hZYAS","005al00000RVcKvAAL","false","LT023 Cert of Covenant Compliance","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.24897E+16","Word"
"a5rWD000000C7haYAC","005al00000RVcKvAAL","false","LT017 Letter of Non Crystalisation","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.24958E+16","Word"
"a5rWD000000C7hbYAC","005al00000RVcKvAAL","false","FM056 Prec Legal Charge B2L","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.25084E+16","Word"
"a5rWD000000C7hcYAC","005al00000RVcKvAAL","false","FM068 Sole Director Resolution","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.25171E+16","Word"
"a5rWD000000C7hdYAC","005al00000RVcKvAAL","false","FM069 B2L Loan Document","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.25281E+16","Word"
"a5rWD000000C7heYAC","005al00000RVcKvAAL","false","FM066 Report on Title","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.25508E+16","Word"
"a5rWD000000C7hfYAC","005al00000RVcKvAAL","false","LT005 Decline Letter","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.2569E+16","Word"
"a5rWD000000C7hgYAC","005al00000RVcKvAAL","false","FM058 Prec Personal Guarantee","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.259E+16","Word"
"a5rWD000000C7hhYAC","005al00000RVcKvAAL","false","FM067 Board Resolution","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.26561E+16","Word"
"a5rWD000000C7hiYAC","005al00000RVcKvAAL","false","IN009 Watchlist 2a Action Plan","","true","true","","General","false","Word","Inches","","Account","false","Word","4.26612E+16","Word"
"a5rWD000000C7hjYAC","005al00000RVcKvAAL","false","FM073 Loan Terms","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.26889E+16","Word"
"a5rWD000000C7hkYAC","005al00000RVcKvAAL","false","Boarding Data Sheet","Loan Boarding Data Sheet","true","true","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","4.27204E+16","Word"
"a5rWD000000C7hlYAC","005al00000RVcKvAAL","false","FM059 Prec Sub Deed Multiple Loans","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.27434E+16","Word"
"a5rWD000000C7hmYAC","005al00000RVcKvAAL","false","LT013 Valuation Instruction","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.27494E+16","Word"
"a5rWD000000C7hnYAC","005al00000RVcKvAAL","false","Consumer Adverse Action- Co-Borrowers","","true","true","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","4.27658E+16","PDF"
"a5rWD000000C7hoYAC","005al00000RVcKvAAL","false","FM053 Prec Deed of Priority: Legal Mortgage","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.27804E+16","Word"
"a5rWD000000C7hpYAC","005al00000RVcKvAAL","false","Small Business Credit Memo","Credit Memo for all Small Business loans","true","true","","Credit Memo","true","HTML","Inches","","LLC_BI__Loan__c","true","HTML","4.27824E+16","HTML"
"a5rWD000000C7hqYAC","005al00000RVcKvAAL","false","FM049 Prec Intercreditor Deed","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.27946E+16","Word"
"a5rWD000000C7hrYAC","005al00000RVcKvAAL","false","LT016 Fin Covenant Breach - BANK WAIVER","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.28262E+16","Word"
"a5rWD000000C7hsYAC","005al00000RVcKvAAL","false","Executive Pricing Summary","","true","true","","General","false","Word","Inches","","LLC_BI__Scenario__c","false","Word","4.28337E+16","Word"
"a5rWD000000C7htYAC","005al00000RVcKvAAL","false","FM060 Prec Sub Deed Single Loan","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.28577E+16","Word"
"a5rWD000000C7huYAC","005al00000RVcKvAAL","false","FM044 Business Profile","","true","true","","General","false","Word","Inches","","Account","false","Word","4.28597E+16","Word"
"a5rWD000000C7hvYAC","005al00000RVcKvAAL","false","Consumer - Counter Offer- Amount/Term","","true","true","","General","true","Word","Inches","","LLC_BI__Loan__c","true","Word","4.28723E+16","PDF"
"a5rWD000000C7hwYAC","005al00000RVcKvAAL","false","FM011 Drawdown Instructions","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.28764E+16","Word"
"a5rWD000000C7hxYAC","005al00000RVcKvAAL","false","LT007 Fixed Rate Letter","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.2906E+16","Word"
"a5rWD000000C7hyYAC","005al00000RVcKvAAL","false","Review Credit Memo","Review Credit Memo","true","true","","Credit Memo","true","HTML","Inches","","LLC_BI__Review__c","false","HTML","4.29398E+16","HTML"
"a5rWD000000C7hzYAC","005al00000RVcKvAAL","false","FM054 Prec Deed of Priority Mortgage Debenture","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.29415E+16","Word"
"a5rWD000000C7i0YAC","005al00000RVcKvAAL","false","FM062 Business Monitoring Checklist","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.29445E+16","Word"
"a5rWD000000C7i1YAC","005al00000RVcKvAAL","false","Adverse Action Letter-01","Loan Description-01","true","true","","General","true","HTML","Inches","","LLC_BI__Loan__c","true","HTML","4.29458E+16","HTML"
"a5rWD000000C7i2YAC","005al00000RVcKvAAL","false","FM050 Prec Corporate Guarantee","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.29478E+16","Word"
"a5rWD000000C7i3YAC","005al00000RVcKvAAL","false","Consumer Adverse Action- Borrower","","true","true","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","4.29629E+16","PDF"
"a5rWD000000C7i4YAC","005al00000RVcKvAAL","false","FM057 Prec Legal Charge","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.29677E+16","Word"
"a5rWD000000C7i5YAC","005al00000RVcKvAAL","false","FM030 How We Work with you","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","4.29687E+16","Word"
"a5rWD000000C7i6YAC","005al00000RVcKvAAL","false","Commitment Letter / Term Sheet","Generic Term Sheet","true","true","","General","true","PDF","Inches","","LLC_BI__Loan__c","false","Word","4.29721E+16","PDF"
"a5rWD000000C7i7YAC","005al00000RVcKvAAL","false","Test TISA Silver Checking","","true","true","{{IF=""A""}} {{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product__c"" IS=""Silver Checking""}} {{ENDIF}}","General","true","Word","Inches","","LLC_BI__Deposit__c","false","Word","4.29742E+16","PDF"
"a5rWD000000C7i8YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42009267194574885","Word"
"a5rWD000000C7i9YAC","005al00000RVcKvAAL","false","FM045 Personal Profile","","true","true","","General","false","Word","Inches","","Account","false","Word","42020628188281799","Word"
"a5rWD000000C7iAYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42023401456451523","Word"
"a5rWD000000C7iBYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42028197850756603","Word"
"a5rWD000000C7iCYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42037817115829531","PDF"
"a5rWD000000C7iDYAS","005al00000RVcKvAAL","false","FM055 Prec Joint & Several Personal Guarantee","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42042411914089768","Word"
"a5rWD000000C7iEYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42051313016927790","PDF"
"a5rWD000000C7iFYAS","005al00000RVcKvAAL","false","LT018 Removal of Financial Covenant","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42055857134633902","Word"
"a5rWD000000C7iGYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42059793144361469","PDF"
"a5rWD000000C7iHYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42068779779325290","PDF"
"a5rWD000000C7iIYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42069997663150289","Word"
"a5rWD000000C7iJYAS","005al00000RVcKvAAL","false","LT014 Consent to Lease","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42071020276903292","Word"
"a5rWD000000C7iKYAS","005al00000RVcKvAAL","false","FM075 Trust Terms","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42071893641479859","Word"
"a5rWD000000C7iLYAS","005al00000RVcKvAAL","false","FM072 Loan Document","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42077403542149912","Word"
"a5rWD000000C7iMYAS","005al00000RVcKvAAL","false","FM051 Prec Cross Guarantee","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42082116380538887","Word"
"a5rWD000000C7iNYAS","005al00000RVcKvAAL","false","FM027 Indicative Offer","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42093767436381363","Word"
"a5rWD000000C7iOYAS","005al00000RVcKvAAL","false","LT019 Undertaking/Covenant Breach - BANK WAIVER","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42097967735116771","Word"
"a5rWD000000C7iPYAS","005al00000RVcKvAAL","false","LT004 Redemption Statement","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42103547441834510","Word"
"a5rWD000000C7iQYAS","005al00000RVcKvAAL","false","FM074 Trust Loan Document","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42108760346767185","Word"
"a5rWD000000C7iRYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42113823555409253","PDF"
"a5rWD000000C7iSYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42115568668126769","PDF"
"a5rWD000000C7iTYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42118287649184613","PDF"
"a5rWD000000C7iUYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42127356873804917","PDF"
"a5rWD000000C7iVYAS","005al00000RVcKvAAL","false","Third Party Report","","true","true","","General","false","Word","Inches","","LLC_BI__third_party_report__c","false","Word","42130136388507743","Word"
"a5rWD000000C7iWYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42134830026472621","Word"
"a5rWD000000C7iXYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42135828847051017","Word"
"a5rWD000000C7iYYAS","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42139620352851587","Word"
"a5rWD000000C7iZYAS","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42151487232476024","PDF"
"a5rWD000000C7iaYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42157652323073427","PDF"
"a5rWD000000C7ibYAC","005al00000RVcKvAAL","false","FM071 Precedent CP Schedule","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42181529788565016","Word"
"a5rWD000000C7icYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42181710548380104","Word"
"a5rWD000000C7idYAC","005al00000RVcKvAAL","false","LT015 Fin Covenant Breach - NON WAIVER","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42190913319781664","Word"
"a5rWD000000C7ieYAC","005al00000RVcKvAAL","false","LT021 Consent to Security","","true","true","","General","false","Word","Inches","","Account","false","Word","42197989400103839","Word"
"a5rWD000000C7ifYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42206927051761099","PDF"
"a5rWD000000C7igYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42209145353409151","PDF"
"a5rWD000000C7ihYAC","005al00000RVcKvAAL","false","Small Business Credit Memo - TEST","","true","true","","Credit Memo","false","HTML","Inches","","LLC_BI__Loan__c","false","HTML","42216324035716241","HTML"
"a5rWD000000C7iiYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42224305617909243","PDF"
"a5rWD000000C7ijYAC","005al00000RVcKvAAL","false","doc 3","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42225473580310248","Word"
"a5rWD000000C7ikYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42231596150847946","Word"
"a5rWD000000C7ilYAC","005al00000RVcKvAAL","false","doc 1","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42237058375246407","Word"
"a5rWD000000C7imYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42239323176056773","Word"
"a5rWD000000C7inYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42248545062272022","PDF"
"a5rWD000000C7ioYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42265404896089035","Word"
"a5rWD000000C7ipYAC","005al00000RVcKvAAL","false","FM013 Third Party report Request","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42267610599491672","Word"
"a5rWD000000C7iqYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42281111182235479","Word"
"a5rWD000000C7irYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42288055684314503","PDF"
"a5rWD000000C7isYAC","005al00000RVcKvAAL","false","FM052 Prec Debenture","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42321789492070522","Word"
"a5rWD000000C7itYAC","005al00000RVcKvAAL","false","FM070 B2L Loan Terms","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42322802940776608","Word"
"a5rWD000000C7iuYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42334059232320862","Word"
"a5rWD000000C7ivYAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42335066631517234","Word"
"a5rWD000000C7iwYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42342873546406331","PDF"
"a5rWD000000C7ixYAC","005al00000RVcKvAAL","false","Jay Test","","true","true","","Credit Memo","true","HTML","Inches","","LLC_BI__Loan__c","false","HTML","42343088485857355","HTML"
"a5rWD000000C7iyYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42345326140802431","PDF"
"a5rWD000000C7izYAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42354726315294788","PDF"
"a5rWD000000C7j0YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42373254164061622","Word"
"a5rWD000000C7j1YAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42390898097665817","PDF"
"a5rWD000000C7j2YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42392736851943544","Word"
"a5rWD000000C7j3YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42395953023796829","Word"
"a5rWD000000C7j4YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42406448913287983","Word"
"a5rWD000000C7j5YAC","005al00000RVcKvAAL","false","FM076 Business Profile Additional info","","true","true","","General","false","Word","Inches","","Account","false","Word","42409231045934953","Word"
"a5rWD000000C7j6YAC","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42420003835689863","PDF"
"a5rWD000000C7j7YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42420711345390332","Word"
"a5rWD000000C7j8YAC","005al00000RVcKvAAL","false","doc 2","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42426631184484603","Word"
"a5rWD000000C7j9YAC","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42437531963680910","Word"
"a5rWD000000C7jAYAS","005al00000RVcKvAAL","false","LT020 Undertaking/Covenant Breach - NON WAIVER","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42446392565420356","Word"
"a5rWD000000C7jBYAS","005al00000RVcKvAAL","false","LT022 Consent to Security follow up","","true","true","","General","false","Word","Inches","","Account","false","Word","42464282472576933","Word"
