"Id","IsDeleted","LLC_BI__Allow_Record_Filtering__c","LLC_BI__Balance_Total__c","LLC_BI__Borrower_Type__c","LLC_BI__Bundle__c","LLC_BI__Calc_Common_Sizing_Record__c","LLC_BI__Calc_Common_Sizing_Total_Group__c","LLC_BI__Description__c","LLC_BI__Display_Common_Sizing__c","LLC_BI__Display_Projection_Drivers__c","LLC_BI__Display_Trend__c","LLC_BI__End_Date_Quarter__c","LLC_BI__End_Date__c","LLC_BI__Entity_Type__c","LLC_BI__Group_Columns__c","LLC_BI__Interaction__c","LLC_BI__Is_Balance_Sheet__c","LLC_BI__Is_Budget__c","LLC_BI__Is_Cash_Flow_Statement__c","LLC_BI__Is_Global_Analysis__c","LLC_BI__Is_Income_Statement__c","LLC_BI__Is_Multi_Currency__c","LLC_BI__Is_Personal_Financial_Statement__c","LLC_BI__Is_Ratios__c","LLC_BI__Is_Template__c","LLC_BI__Is_Traditional_Cash_Flow__c","LLC_BI__Is_UCA_Cash_Flow__c","LLC_BI__Sort_Order__c","LLC_BI__Source_Statement__c","LLC_BI__Spread_Statement_Total_Group__c","LLC_BI__Start_Date_Quarter__c","LLC_BI__Start_Date__c","LLC_BI__Static_Periods__c","LLC_BI__Supports_Common_Sizing__c","LLC_BI__Supports_Trend__c","LLC_BI__Total_Hide_Currency_Symbol__c","LLC_BI__Total_Row_Name__c","LLC_BI__Type__c","LLC_BI__lookupKey__c","Name","OwnerId"
"a19DV000002V1pEYAS","false","true","false","","a1GDV000008GH7N2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","800.0","","","4.0","","false","false","false","false","","Net Worth Recon","42357402464826646","000039226","0058c00000BxeO9AAJ"
"a19DV000002V1oKYAS","false","true","false","","a1GDV000008GH7C2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","300.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42362951622350445","000039170","0058c00000Dk4fdAAB"
"a19DV000002qH1wYAE","false","true","false","","a1GDV000008GH8G2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","700.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42367618931597574","000039247","0058c00000Dk4fdAAB"
"a19DV000002qH22YAE","false","true","false","","a1GDV000008GH8H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","1.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","false","false","false","","Personal Financial Statement","42370525995962617","000039253","0058c00000Dk4fdAAB"
"a19DV000002V1oXYAS","false","true","false","","a1GDV000008GH7E2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","","","","4.0","","false","false","false","false","","Ratios","42377769028922233","000039183","0058c00000BxeO9AAJ"
"a19DV000002V1oMYAS","false","true","false","","a1GDV000008GH7C2AW","","a16DV000006R4WSYA0","","true","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","true","true","false","","Income Statement","42378202816688880","000039172","0058c00000Dk4fdAAB"
"a19DV000002V1p5YAC","false","true","false","","a1GDV000008GH7J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Summary Direct CF","42379038935935941","000039217","0058c00000BxeO9AAJ"
"a19DV000002V1pFYAS","false","true","false","","a1GDV000008GH7N2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","700.0","","","4.0","","false","false","false","false","","Ratios","42379848726977555","000039227","0058c00000BxeO9AAJ"
"a19DV000002qH1hYAE","false","true","false","","a1GDV000008GH8E2AW","","a16DV000006R4N1YAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","true","true","false","","Balance Sheet","42401502459199549","000039232","0058c00000Dk4fdAAB"
"a19DV000002qH1zYAE","false","true","false","","a1GDV000008GH8G2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","false","false","false","","Schedule K","42416359582325911","000039250","0058c00000Dk4fdAAB"
"a19DV000002V1oUYAS","false","true","false","","a1GDV000008GH7D2AW","","a16DV000006R4XyYAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42420661304442530","000039180","0058c00000Dk4fdAAB"
"a19DV000002V1oPYAS","false","true","false","","a1GDV000008GH7D2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","true","","Ratios","42430568448475753","000039175","0058c00000Dk4fdAAB"
"a19DV000002V1nxYAC","false","true","false","","a1GDV000008GH792AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","true","true","false","","Income Statement","42445486865470164","000039147","0058c00000BxeO9AAJ"
"a19DV000002qH2HYAU","false","true","false","","a1GDV000008GH8J2AW","","a16DV000006R4SLYA0","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42447909351347496","000039268","0058c00000Dk4fdAAB"
"a19DV000002V1oiYAC","false","true","false","","a1GDV000008GH7H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","900.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42448601199965309","000039194","0058c00000BxeO9AAJ"
"a19DV000002V1nhYAC","false","true","false","","a1GDV000008GH762AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","Ratios","42453329882264572","000039131","0058c00000BxeO9AAJ"
"a19DV000002V1o3YAC","false","true","false","","a1GDV000008GH752AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","2.0","","","4.0","","true","false","false","false","","Rent Roll","42457255818796755","000039153","0058c00000Dk4fdAAB"
