"Id","IsDeleted","Name","nFORCE__Screen_Section__c","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Filter_Criteria__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Section_Header__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c"
"a0vWD00000B9kriYAB","false","SC-000025064","a0qWD00000GT8ZLYA1","1.01","LLC_BI__Valuation_Possessory_Details","","","false","","","Collateral Valuation","","false","42850125425730131","LLC_BI__Collateral__c"
"a0vWD00000B9jJuYAJ","false","SC-000022914","a0qWD00000GSmikYAD","1.01","Collateral_Valuation_Possessory_Other","","0.0","false","","","Collateral Valuation","","false","42851729174307769","LLC_BI__Collateral__c"
"a0vWD00000B9jJvYAJ","false","SC-000022915","a0qWD00000GSmiIYAT","1.01","Pledge_Collateral_Override","","","false","","","","","false","42861181166043724","LLC_BI__Loan_Collateral2__c"
"a0vWE00000FF7QwYAL","false","SC-000031471","a0qWE00000U6tVeYAJ","1.01","Titled_Aircraft","","0.0","false","","","Collateral Valuation","","false","42876171632176818","LLC_BI__Collateral__c"
"a0vWD00000B9jJwYAJ","false","SC-000022916","a0qWD00000GSmidYAD","1.01","Pledge_Collateral_Override","","","false","","","","","false","42881558673833325","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jJxYAJ","false","SC-000022917","a0qWD00000GSmiDYAT","1.01","Collateral_Valuation_Possessory_Securiti","","0.0","false","","","Collateral Valuation","","false","42892857935384952","LLC_BI__Collateral__c"
"a0vWD00000B9ksYYAR","false","SC-000025116","a0qWD00000GTAaGYAX","1.01","LLC_BI__Valuation_Titled_Details","","","false","","","Collateral Valuation","","false","42893757915821480","LLC_BI__Collateral__c"
"a0vWD00000B9jJyYAJ","false","SC-000022918","a0qWD00000GSmihYAD","1.01","Collateral_Valuation_Titled_Motor_Vehicl","","0.0","false","","","Collateral Valuation","","false","42897207519224636","LLC_BI__Collateral__c"
"a0vWE00000FF7QxYAL","false","SC-000031472","a0qWE00000U6tVcYAJ","1.01","","","0.0","false","","","Search Results","","false","42906506281915021","LLC_BI__Collateral__c"
"a0vWE00000FF7QyYAL","false","SC-000031473","a0qWE00000U6tVlYAJ","1.01","Titled_Other_Titled","","0.0","false","","","Collateral Valuation","","false","42908708909074666","LLC_BI__Collateral__c"
"a0vWD00000B9jJzYAJ","false","SC-000022919","a0qWD00000GSmiAYAT","1.01","Collateral_Valuation_Possessory_Other","","","false","","","","","false","42912622265507501","LLC_BI__Collateral__c"
"a0vWD00000B9kt1YAB","false","SC-000025145","a0qWD00000GTANOYA5","1.01","LLC_BI__Valuation_Real_Estate_Details","","","false","","","Collateral Valuation","","false","42926017230695504","LLC_BI__Collateral__c"
"a0vWD00000B9jK0YAJ","false","SC-000022920","a0qWD00000GSmiwYAD","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42927841647060201","LLC_BI__Collateral__c"
"a0vWE00000FF7QzYAL","false","SC-000031474","a0qWE00000U6tVkYAJ","1.01","","","0.0","false","","","Search Results","","false","42931750493160829","LLC_BI__Collateral__c"
"a0vWD00000B9jK1YAJ","false","SC-000022921","a0qWD00000GSc2XYAT","1.01","Pledge_Collateral_Override","","","false","","","","","false","42942274663986523","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jK2YAJ","false","SC-000022922","a0qWD00000GSmitYAD","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42957291244119398","LLC_BI__Collateral__c"
"a0vWE00000FF7R0YAL","false","SC-000031475","a0qWE00000U6tVgYAJ","1.01","Real_Estate","","0.0","false","","","Collateral Valuation","","false","42962378080552584","LLC_BI__Collateral__c"
"a0vWD00000B9jK3YAJ","false","SC-000022923","a0qWD00000GSmieYAD","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42972880718658890","LLC_BI__Collateral__c"
"a0vWD00000B9jK4YAJ","false","SC-000022924","a0qWD00000GSmisYAD","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","42982006763027512","LLC_BI__Collateral__c"
"a0vWD00000B9jK5YAJ","false","SC-000022925","a0qWD00000GSmijYAD","1.01","Collateral_Valuation_Possessory_LOC","","0.0","false","","","Collateral Valuation","","false","42994964500457479","LLC_BI__Collateral__c"
"a0vWD00000B9jK6YAJ","false","SC-000022926","a0qWD00000GSmiSYAT","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","4327865746773565264","LLC_BI__Collateral__c"
"a0vWD00000B9jK7YAJ","false","SC-000022927","a0qWD00000GSmimYAD","1.01","Pledge_Collateral_Override","","","false","","","Search Results","","false","452452312365735211","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jK8YAJ","false","SC-000022928","a0qWD00000GSmj1YAD","1.01","Pledge_Collateral_Override","","","false","","","","","false","456376843834524623","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jK9YAJ","false","SC-000022929","a0qWD00000GSmizYAD","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","547662346625767324","LLC_BI__Collateral__c"
"a0vWD00000B9jKAYAZ","false","SC-000022930","a0qWD00000GSc2YYAT","1.01","Pledge_Collateral_Override","","","false","","","","","false","56234146152634784342","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jKBYAZ","false","SC-000022931","a0qWD00000GSmiNYAT","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","5628374659237412864","LLC_BI__Collateral__c"
"a0vWD00000B9jKCYAZ","false","SC-000022932","a0qWD00000GSmi1YAD","1.01","Pledge_Collateral_Override","","","false","","","","","false","645342352847658","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jKDYAZ","false","SC-000022933","a0qWD00000GSmiUYAT","1.01","Pledge_Collateral_Override","","","false","","","","","false","65569375976560167","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jKEYAZ","false","SC-000022934","a0qWD00000GSmigYAD","1.01","LLC_BI__Collateral_Search_Results","","","false","","","","","false","746743263672653265","LLC_BI__Collateral__c"
"a0vWD00000B9jKFYAZ","false","SC-000022935","a0qWD00000GSmixYAD","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","7865552624362457634","LLC_BI__Collateral__c"
"a0vWD00000B9jKGYAZ","false","SC-000022936","a0qWD00000GSmi8YAD","1.01","Pledge_Collateral_Override","","","false","","","","","false","82625074869146976","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jKHYAZ","false","SC-000022937","a0qWD00000GSmipYAD","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","865734872362971435","LLC_BI__Collateral__c"
"a0vWE00000FF7R1YAL","false","SC-000031476","a0qWE00000U6tVJYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","9756686476689","LLC_BI__Loan_Collateral2__c"
"a0vWE00000FF7R2YAL","false","SC-000031477","a0qWE00000U6tVHYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","985536578908977","LLC_BI__Loan_Collateral2__c"
"a0vWE00000FF7R3YAL","false","SC-000031478","a0qWE00000U6tVQYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","9878756534536","LLC_BI__Loan_Collateral2__c"
