"Id","IsDeleted","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Remaining__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","Name","OwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","AutorabitExtId__c"
"a1WWD000002k3kY2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42003579055072242","Elite budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002juud2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42003703762454493","CLA Complex Budget 1 Template7","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jY3L2AU","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42003808461101274","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kApy2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42003974109696090","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAPA2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42004079000514083","a1WWD000002Vaz0","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jsI92AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42004252410373565","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAMQ2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42004328107254793","Budgets-02","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3FQ2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42004508283410969","LLC BI  Budget 003-c93a45","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3ap2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42004570192104474","new 102","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jbOr2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42004726312844685","a1WWD000002VhE6","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jxGK2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42004919172966902","a1WWD000002VOzR","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jTW72AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42004970698759921","test1","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kANG2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42004989428287149","Swimming Pool Construction Budget Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3nm2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005096709756212","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9yH2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005124492307730","Maple Construction Loan Budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAXf2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005268681049048","RS budget 5","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3eC2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005271022823040","a1WWD000002VbAU","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k42B2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005308720118849","a1WWD000002Vb0d","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jwXO2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005335915853853","a1WWD000002Vayx","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jsGg2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005479111017586","Budgets-07","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Gr2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005486890256528","Budgets-01","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3xk2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005501132421752","a1WWD000002VOzU","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002VOg12AG","false","FE15428229","","Automated credit analysis and risk assessment parameters","true","false","477.34","158.7538","96.8278","82.2628","6.3097","-107.5179","-58.7538","96.4405","-463.66","684.61","431.24","417.56","354.75","27.21","-253.37","415.89","42005505772755189","LLC BI  Budget 001-3b8992","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9qT2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005565889263491","New Budgets 01","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3e12AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005618063695660","a1WWD000002Vb0f","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jxGb2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42005951469275685","a1WWD000002Vaz0","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jyra2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006022804508636","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAlq2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006042671161339","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kArL2AU","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006191008071808","a1WWD000002Vayx","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3LZ2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006314240288444","Hello","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jvvF2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006386737716676","Services budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAa92AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006414403998432","Security budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3XJ2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006496418103568","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jypb2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006551266358527","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAZT2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006616621847391","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9yk2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006675064120717","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kA1j2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006689759022987","Porters Neck","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3kR2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006750724435821","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAEc2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006840733412286","CLA Complex Budget 1 Template Update","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k45N2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006873925098","a1WWD000002Vb0b","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002juMd2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42006900704995073","test1","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kA002AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007021647062885","a1WWD000002VP10","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kA7M2AU","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007052946982634","CLA Complex Budget 1 Template3","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k43o2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007268255068019","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3fZ2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007387754276180","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAVm2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007424459220688","LLC BI  Budget 007-1ebe92","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jnBO2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007458961858222","new annual budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9t42AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007905534450893","a1WWD000002VOzW","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3aG2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42007979921135440","Budgets-02","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kADs2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008101164315611","a1WWD000002VhFe","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k46Z2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008129560443613","Budgets-05","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Kc2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008358607694036","Test User Budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Em2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008418491168880","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3oQ2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008423790677032","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3Mw2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008667578494591","a1WWD000002Vaz4","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jzuW2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008821639980953","RS budget 79","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kA5f2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008899234897247","a1WWD000002VOzS","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k45Q2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008976716985645","a1WWD000002Vb0e","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jnC32AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42008988361063781","a1WWD000002VOhh","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAI62AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009059083781721","CLA Complex Budget 1 Template - Update01","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9rc2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009220125982434","Product budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002juw22AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009269240773884","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3vI2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009326474417546","Budgets-06","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k41I2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009424714283160","LLC BI  Budget 003-95ae78","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3nU2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009524661645979","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jsIE2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009590782757736","Residential Construction Budget Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jrk32AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009641079246038","RS budget 98","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k9uK2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009704740783429","LLC BI  Budget Record 005","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3R12AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009720945758572","Budget-1","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3UL2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009839061961177","LLC BI  Budget 010-6b5a1e","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAjH2AU","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009858751114318","a1WWD000002VhE9","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jvuu2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42009899722953573","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kANH2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010077568300301","Maple Construction Loan Budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jsIm2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010189149984839","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAVi2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010269384163698","LLC BI  Budget 003-95ae78","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3St2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010294964999846","CLA Simple Budget 2 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jY3O2AU","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010299535164429","Residential Construction Budget Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kGHa2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010310254513709","a1WWD000002Vayx","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002juuy2AA","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010351327937559","LLC BI  Budget 008-248f83","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAde2AE","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010425309719918","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAOB2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010430799658078","overall budget","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002juwG2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010492881862707","a1WWD000002VhFf","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jyoZ2AQ","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010543345187689","CLA Complex Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jbOz2AI","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010573099898286","a1WWD000002VhFg","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAUz2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010609725790153","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002k3QF2AY","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010695451285674","CLA Simple Budget 1 Template","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002jY5A2AU","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010732980215484","CLA Simple Budget 1 Template Update","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAYc2AM","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42010780791129976","Porters Neck","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAQJ2A2","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011033800576897","commit2","005al00000RVcKvAAL","","","","","","","","",""
"a1WWD000002kAbV2AU","false","","","","true","false","0.0","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42011037493886949","a1WWD000002VbAL","005al00000RVcKvAAL","","","","","","","","",""
