"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c"
"a23bn000001w0T0AAI","false","CLA-BD-0000065","","","","","","","","","a25bn000002bxRQAAY","0.0","","Roofing","","59.0","","","","","a23bn000001w0T0AAI","0.0","0.0","","0.0"
"a23bn000001w0T1AAI","false","CLA-BD-0000066","","","","","","","","","a25bn000002bxRQAAY","0.0","","Finish Carpentry Labor","","60.0","","","","","a23bn000001w0T1AAI","0.0","0.0","","0.0"
"a23bn000001w0T2AAI","false","CLA-BD-0000067","","","","","","","","","a25bn000002bxRQAAY","0.0","","Rough Carpentry Labor","","61.0","","","","","a23bn000001w0T2AAI","0.0","0.0","","0.0"
"a23bn000001w0T3AAI","false","CLA-BD-0000068","","","","","","","","","a25bn000002bxRQAAY","0.0","","Rough Carpentry Material","","62.0","","","","","a23bn000001w0T3AAI","0.0","0.0","","0.0"
"a23bn000001w0T4AAI","false","CLA-BD-0000069","","","","","","","","","a25bn000002bxRQAAY","0.0","","Sheet Metal","","63.0","","","","","a23bn000001w0T4AAI","0.0","0.0","","0.0"
"a23bn000001w0T5AAI","false","CLA-BD-0000070","","","","","","","","","a25bn000002bxRQAAY","0.0","","Insulation","","64.0","","","","","a23bn000001w0T5AAI","0.0","0.0","","0.0"
"a23bn000001w0T6AAI","false","CLA-BD-0000071","","","","","","","","","a25bn000002bxRQAAY","0.0","","Glass & Glazing","","65.0","","","","","a23bn000001w0T6AAI","0.0","0.0","","0.0"
"a23bn000001w0T7AAI","false","CLA-BD-0000072","","","","","","","","","a25bn000002bxRQAAY","0.0","","Drywall & Metal Studs","","66.0","","","","","a23bn000001w0T7AAI","0.0","0.0","","0.0"
"a23bn000001w0T8AAI","false","CLA-BD-0000073","","","","","","","","","a25bn000002bxRQAAY","0.0","","Acoustic Tile","","67.0","","","","","a23bn000001w0T8AAI","0.0","0.0","","0.0"
"a23bn000001w0T9AAI","false","CLA-BD-0000074","","","","","","","","","a25bn000002bxRQAAY","0.0","","Painting","","68.0","","","","","a23bn000001w0T9AAI","0.0","0.0","","0.0"
"a23bn000001w0TAAAY","false","CLA-BD-0000075","","","","","","","","","a25bn000002bxRQAAY","0.0","","Ceramic tile","","69.0","","","","","a23bn000001w0TAAAY","0.0","0.0","","0.0"
"a23bn000001w0TBAAY","false","CLA-BD-0000076","","","","","","","","","a25bn000002bxRQAAY","0.0","","EIFS / Lath & Plaster","","70.0","","","","","a23bn000001w0TBAAY","0.0","0.0","","0.0"
"a23bn000001w0TCAAY","false","CLA-BD-0000077","","","","","","","","","a25bn000002bxRQAAY","0.0","","Misc. S.S.","","71.0","","","","","a23bn000001w0TCAAY","0.0","0.0","","0.0"
"a23bn000001w0TDAAY","false","CLA-BD-0000078","","","","","","","","","a25bn000002bxRQAAY","0.0","","Toilet accessories","","72.0","","","","","a23bn000001w0TDAAY","0.0","0.0","","0.0"
"a23bn000001w0TEAAY","false","CLA-BD-0000079","","","","","","","","","a25bn000002bxRQAAY","0.0","","GC Installed Items","","73.0","","","","","a23bn000001w0TEAAY","0.0","0.0","","0.0"
"a23bn000001w0TFAAY","false","CLA-BD-0000080","","","","","","","","","a25bn000002bxRQAAY","0.0","","H.V.A.C. System","","74.0","","","","","a23bn000001w0TFAAY","0.0","0.0","","0.0"
"a23bn000001w0TGAAY","false","CLA-BD-0000081","","","","","","","","","a25bn000002bxRQAAY","0.0","","TABC - Air Balance (Required)","","75.0","","","","","a23bn000001w0TGAAY","0.0","0.0","","0.0"
"a23bn000001w0THAAY","false","CLA-BD-0000082","","","","","","","","","a25bn000002bxRQAAY","0.0","","Plumbing","","76.0","","","","","a23bn000001w0THAAY","0.0","0.0","","0.0"
"a23bn000001w0TIAAY","false","CLA-BD-0000083","","","","","","","","","a25bn000002bxRQAAY","0.0","","Fire Sprinkler (if required)","","77.0","","","","","a23bn000001w0TIAAY","0.0","0.0","","0.0"
"a23bn000001w0TJAAY","false","CLA-BD-0000084","","","","","","","","","a25bn000002bxRQAAY","0.0","","Metal Fab","","78.0","","","","","a23bn000001w0TJAAY","0.0","0.0","","0.0"
"a23bn000001w0TKAAY","false","CLA-BD-0000085","","","","","","","","","a25bn000002bxRQAAY","0.0","","Cedar brackets","","79.0","","","","","a23bn000001w0TKAAY","0.0","0.0","","0.0"
"a23bn000001w0TLAAY","false","CLA-BD-0000086","","","","","","","","","a25bn000002bxRQAAY","0.0","","Termite Treat","","80.0","","","","","a23bn000001w0TLAAY","0.0","0.0","","0.0"
"a23bn000001w0TMAAY","false","CLA-BD-0000087","","","","","","","","","a25bn000002bxRQAAY","0.0","","Electrical Labor","","81.0","","","","","a23bn000001w0TMAAY","0.0","0.0","","0.0"
"a23bn000001w0TNAAY","false","CLA-BD-0000088","","","","","","","","","a25bn000002bxRQAAY","0.0","","Electrical Material","","82.0","","","","","a23bn000001w0TNAAY","0.0","0.0","","0.0"
"a23bn000001w0TOAAY","false","CLA-BD-0000089","","","","","","","","","a25bn000002bxRQAAY","0.0","","Power Management System","","83.0","","","","","a23bn000001w0TOAAY","0.0","0.0","","0.0"
"a23bn000001w0TPAAY","false","CLA-BD-0000090","","","","","","","","","a25bn000002bxRQAAY","0.0","","F.R.P. and marlite","","86.0","","","","","a23bn000001w0TPAAY","0.0","0.0","","0.0"
"a23bn000001w0TQAAY","false","CLA-BD-0000091","","","","","","","","","a25bn000002bxRQAAY","0.0","","Gas to Property Line","","1.0","","","","","a23bn000001w0TQAAY","0.0","0.0","","0.0"
"a23bn000001w0TRAAY","false","CLA-BD-0000092","","","","","","","","","a25bn000002bxRQAAY","0.0","","Water to Property line","","2.0","","","","","a23bn000001w0TRAAY","0.0","0.0","","0.0"
"a23bn000001w0TSAAY","false","CLA-BD-0000093","","","","","","","","","a25bn000002bxRQAAY","0.0","","Sewer to Property Line","","3.0","","","","","a23bn000001w0TSAAY","0.0","0.0","","0.0"
"a23bn000001w0TTAAY","false","CLA-BD-0000094","","","","","","","","","a25bn000002bxRQAAY","0.0","","New electric service","","4.0","","","","","a23bn000001w0TTAAY","0.0","0.0","","0.0"
"a23bn000001w0TUAAY","false","CLA-BD-0000095","","","","","","","","","a25bn000002bxRQAAY","0.0","","Power pole - new or relocate","","5.0","","","","","a23bn000001w0TUAAY","0.0","0.0","","0.0"
"a23bn000001w0TVAAY","false","CLA-BD-0000096","","","","","","","","","a25bn000002bxRQAAY","0.0","","Street light - new or relocate","","6.0","","","","","a23bn000001w0TVAAY","0.0","0.0","","0.0"
"a23bn000001w0TWAAY","false","CLA-BD-0000097","","","","","","","","","a25bn000002bxRQAAY","0.0","","Telephone Pole","","7.0","","","","","a23bn000001w0TWAAY","0.0","0.0","","0.0"
"a23bn000001w0TXAAY","false","CLA-BD-0000098","","","","","","","","","a25bn000002bxRQAAY","0.0","","Off site fire hydrant","","8.0","","","","","a23bn000001w0TXAAY","0.0","0.0","","0.0"
"a23bn000001w0TYAAY","false","CLA-BD-0000099","","","","","","","","","a25bn000002bxRQAAY","0.0","","Traffic signals - new or relocate","","9.0","","","","","a23bn000001w0TYAAY","0.0","0.0","","0.0"
"a23bn000001w0TZAAY","false","CLA-BD-0000100","","","","","","","","","a25bn000002bxRQAAY","0.0","","Offsite Demolition","","10.0","","","","","a23bn000001w0TZAAY","0.0","0.0","","0.0"
"a23bn000001w0TaAAI","false","CLA-BD-0000101","","","","","","","","","a25bn000002bxRQAAY","0.0","","New Curb & Gutter","","11.0","","","","","a23bn000001w0TaAAI","0.0","0.0","","0.0"
"a23bn000001w0TbAAI","false","CLA-BD-0000102","","","","","","","","","a25bn000002bxRQAAY","0.0","","New sidewalk","","12.0","","","","","a23bn000001w0TbAAI","0.0","0.0","","0.0"
"a23bn000001w0TcAAI","false","CLA-BD-0000103","","","","","","","","","a25bn000002bxRQAAY","0.0","","New approaches","","13.0","","","","","a23bn000001w0TcAAI","0.0","0.0","","0.0"
"a23bn000001w0TdAAI","false","CLA-BD-0000104","","","","","","","","","a25bn000002bxRQAAY","0.0","","Street paving and markings","","14.0","","","","","a23bn000001w0TdAAI","0.0","0.0","","0.0"
"a23bn000001w0TeAAI","false","CLA-BD-0000105","","","","","","","","","a25bn000002bxRQAAY","0.0","","Temp sidewalk","","15.0","","","","","a23bn000001w0TeAAI","0.0","0.0","","0.0"
"a23bn000001w0TfAAI","false","CLA-BD-0000106","","","","","","","","","a25bn000002bxRQAAY","0.0","","Storm Drain","","16.0","","","","","a23bn000001w0TfAAI","0.0","0.0","","0.0"
"a23bn000001w0TgAAI","false","CLA-BD-0000107","","","","","","","","","a25bn000002bxRQAAY","0.0","","Relocate Transformer","","17.0","","","","","a23bn000001w0TgAAI","0.0","0.0","","0.0"
"a23bn000001w0ThAAI","false","CLA-BD-0000108","","","","","","","","","a25bn000002bxRQAAY","0.0","","Survey","","18.0","","","","","a23bn000001w0ThAAI","0.0","0.0","","0.0"
"a23bn000001w0TiAAI","false","CLA-BD-0000109","","","","","","","","","a25bn000002bxRQAAY","0.0","","Soils","","20.0","","","","","a23bn000001w0TiAAI","0.0","0.0","","0.0"
"a23bn000001w0TjAAI","false","CLA-BD-0000110","","","","","","","","","a25bn000002bxRQAAY","0.0","","Grade fill / cut","","21.0","","","","","a23bn000001w0TjAAI","0.0","0.0","","0.0"
"a23bn000001w0TkAAI","false","CLA-BD-0000111","","","","","","","","","a25bn000002bxRQAAY","0.0","","Site Demolition","","22.0","","","","","a23bn000001w0TkAAI","0.0","0.0","","0.0"
"a23bn000001w0TlAAI","false","CLA-BD-0000112","","","","","","","","","a25bn000002bxRQAAY","0.0","","Retaining wall","","23.0","","","","","a23bn000001w0TlAAI","0.0","0.0","","0.0"
"a23bn000001w0TmAAI","false","CLA-BD-0000113","","","","","","","","","a25bn000002bxRQAAY","0.0","","Trash Enclosure","","24.0","","","","","a23bn000001w0TmAAI","0.0","0.0","","0.0"
"a23bn000001w0TnAAI","false","CLA-BD-0000114","","","","","","","","","a25bn000002bxRQAAY","0.0","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","","","a23bn000001w0TnAAI","0.0","0.0","","0.0"
"a23bn000001w0ToAAI","false","CLA-BD-0000115","","","","","","","","","a25bn000002bxRQAAY","0.0","","Storm Drain","","26.0","","","","","a23bn000001w0ToAAI","0.0","0.0","","0.0"
"a23bn000001w0TpAAI","false","CLA-BD-0000116","","","","","","","","","a25bn000002bxRQAAY","0.0","","Concrete Sidewalks","","27.0","","","","","a23bn000001w0TpAAI","0.0","0.0","","0.0"
"a23bn000001w0TqAAI","false","CLA-BD-0000117","","","","","","","","","a25bn000002bxRQAAY","0.0","","Concrete light bases","","28.0","","","","","a23bn000001w0TqAAI","0.0","0.0","","0.0"
"a23bn000001w0TrAAI","false","CLA-BD-0000118","","","","","","","","","a25bn000002bxRQAAY","0.0","","Electrical site work/labor","","29.0","","","","","a23bn000001w0TrAAI","0.0","0.0","","0.0"
"a23bn000001w0TsAAI","false","CLA-BD-0000119","","","","","","","","","a25bn000002bxRQAAY","0.0","","Site Lighting Material","","30.0","","","","","a23bn000001w0TsAAI","0.0","0.0","","0.0"
"a23bn000001w0TtAAI","false","CLA-BD-0000120","","","","","","","","","a25bn000002bxRQAAY","0.0","","Monument sign base construction Lang to verify if applicable","","31.0","","","","","a23bn000001w0TtAAI","0.0","0.0","","0.0"
"a23bn000001w0TuAAI","false","CLA-BD-0000121","","","","","","","","","a25bn000002bxRQAAY","0.0","","Plumbing sit work","","32.0","","","","","a23bn000001w0TuAAI","0.0","0.0","","0.0"
"a23bn000001w0TvAAI","false","CLA-BD-0000122","","","","","","","","","a25bn000002bxRQAAY","0.0","","Telephone Underground","","33.0","","","","","a23bn000001w0TvAAI","0.0","0.0","","0.0"
"a23bn000001w0TwAAI","false","CLA-BD-0000123","","","","","","","","","a25bn000002bxRQAAY","0.0","","Concrete paving","","34.0","","","","","a23bn000001w0TwAAI","0.0","0.0","","0.0"
"a23bn000001w0TxAAI","false","CLA-BD-0000124","","","","","","","","","a25bn000002bxRQAAY","0.0","","Asphalt paving & striping","","35.0","","","","","a23bn000001w0TxAAI","0.0","0.0","","0.0"
"a23bn000001w0TyAAI","false","CLA-BD-0000125","","","","","","","","","a25bn000002bxRQAAY","0.0","","Landscaping w/ Irrigation (Required)","","36.0","","","","","a23bn000001w0TyAAI","0.0","0.0","","0.0"
"a23bn000001w0TzAAI","false","CLA-BD-0000126","","","","","","","","","a25bn000002bxRQAAY","0.0","","Bollard w/ Covers","","37.0","","","","","a23bn000001w0TzAAI","0.0","0.0","","0.0"
"a23bn000001w0U0AAI","false","CLA-BD-0000127","","","","","","","","","a25bn000002bxRQAAY","0.0","","Fire Sprinkler Service","","38.0","","","","","a23bn000001w0U0AAI","0.0","0.0","","0.0"
"a23bn000001w0U1AAI","false","CLA-BD-0000128","","","","","","","","","a25bn000002bxRQAAY","0.0","","Erosion & Dust Control","","39.0","","","","","a23bn000001w0U1AAI","0.0","0.0","","0.0"
"a23bn000001w0U2AAI","false","CLA-BD-0000129","","","","","","","","","a25bn000002bxRQAAY","0.0","","Fire Hydrant","","40.0","","","","","a23bn000001w0U2AAI","0.0","0.0","","0.0"
"a23bn000001w0U3AAI","false","CLA-BD-0000130","","","","","","","","","a25bn000002bxRQAAY","0.0","","Dumpster Approach","","41.0","","","","","a23bn000001w0U3AAI","0.0","0.0","","0.0"
