"Id","IsDeleted","LLC_BI__City__c","LLC_BI__Country__c","LLC_BI__Is_Current__c","LLC_BI__Monthly_Housing_Expense__c","LLC_BI__Months_At_Residence__c","LLC_BI__Postal_Code__c","LLC_BI__Residence_Type__c","LLC_BI__State__c","LLC_BI__Street__c","LLC_BI__Type__c","LLC_BI__lookupKey__c","Name","OwnerId"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkU","005al00000RVcKvAAL"
"a1GWD00000PkrkV2AR","false","","","false","","","","Home Buyer","","","Physical","","a1GWD00000PkrkV","005al00000RVcKvAAL"
"a1GWD00000PkrkW2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrkW","005al00000RVcKvAAL"
"a1GWD00000PkrkX2AR","false","","","false","","","","Unknown","","","Physical","","a1GWD00000PkrkX","005al00000RVcKvAAL"
"a1GWD00000PkrkY2AR","false","","","false","","","","Home Buyer","","","Mailing","","a1GWD00000PkrkY","005al00000RVcKvAAL"
"a1GWD00000PkrkZ2AR","false","","","false","","","","Home Buyer","","","Physical","","a1GWD00000PkrkZ","005al00000RVcKvAAL"
"a1GWD00000Pkrka2AB","false","","","false","","","","Home Buyer (Mobile Home)","","","PO Box","","a1GWD00000Pkrka","005al00000RVcKvAAL"
"a1GWD00000Pkrkb2AB","false","","","false","","","","Renter","","","Physical","","a1GWD00000Pkrkb","005al00000RVcKvAAL"
"a1GWD00000Pkrkc2AB","false","","","false","","","","Home Owner","","","Mailing","","a1GWD00000Pkrkc","005al00000RVcKvAAL"
"a1GWD00000Pkrkd2AB","false","","","false","","","","Home Owner (Mobile Home)","","","Physical","","a1GWD00000Pkrkd","005al00000RVcKvAAL"
"a1GWD00000Pkrke2AB","false","","","false","","","","Home Owner (Mobile Home)","","","Mailing","","a1GWD00000Pkrke","005al00000RVcKvAAL"
"a1GWD00000Pkrkf2AB","false","","","false","","","","Unknown","","","PO Box","","a1GWD00000Pkrkf","005al00000RVcKvAAL"
"a1GWD00000Pkrkg2AB","false","","","false","","","","Home Buyer (Mobile Home)","","","Physical","","a1GWD00000Pkrkg","005al00000RVcKvAAL"
"a1GWD00000Pkrkh2AB","false","","","false","","","","Home Buyer","","","Mailing","","a1GWD00000Pkrkh","005al00000RVcKvAAL"
"a1GWD00000Pkrki2AB","false","","","false","","","","Unknown","","","Physical","","a1GWD00000Pkrki","005al00000RVcKvAAL"
"a1GWD00000Pkrkj2AB","false","","","false","","","","Home Buyer","","","Physical","","a1GWD00000Pkrkj","005al00000RVcKvAAL"
"a1GWD00000Pkrkk2AB","false","","","false","","","","Renter","","","PO Box","","a1GWD00000Pkrkk","005al00000RVcKvAAL"
"a1GWD00000Pkrkl2AB","false","","","false","","","","Home Buyer","","","Mailing","","a1GWD00000Pkrkl","005al00000RVcKvAAL"
"a1GWD00000Pkrkm2AB","false","","","false","","","","Renter","","","Mailing","","a1GWD00000Pkrkm","005al00000RVcKvAAL"
"a1GWD00000Pkrkn2AB","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000Pkrkn","005al00000RVcKvAAL"
"a1GWD00000Pkrko2AB","false","","","false","","","","Home Owner (Mobile Home)","","","Physical","","a1GWD00000Pkrko","005al00000RVcKvAAL"
"a1GWD00000Pkrkp2AB","false","","","false","","","","Renter","","","Mailing","","a1GWD00000Pkrkp","005al00000RVcKvAAL"
"a1GWD00000Pkrkq2AB","false","","","false","","","","Home Owner (Mobile Home)","","","Mailing","","a1GWD00000Pkrkq","005al00000RVcKvAAL"
"a1GWD00000Pkrkr2AB","false","","","false","","","","Renter","","","PO Box","","a1GWD00000Pkrkr","005al00000RVcKvAAL"
"a1GWD00000Pkrks2AB","false","","","false","","","","Unknown","","","Physical","","a1GWD00000Pkrks","005al00000RVcKvAAL"
"a1GWD00000Pkrkt2AB","false","","","false","","","","Renter","","","Physical","","a1GWD00000Pkrkt","005al00000RVcKvAAL"
"a1GWD00000Pkrku2AB","false","","","false","","","","Home Buyer (Mobile Home)","","","Mailing","","a1GWD00000Pkrku","005al00000RVcKvAAL"
"a1GWD00000Pkrkv2AB","false","","","false","","","","Home Buyer (Mobile Home)","","","Mailing","","a1GWD00000Pkrkv","005al00000RVcKvAAL"
"a1GWD00000Pkrkw2AB","false","","","false","","","","Renter","","","Mailing","","a1GWD00000Pkrkw","005al00000RVcKvAAL"
"a1GWD00000Pkrkx2AB","false","","","false","","","","Home Owner","","","Physical","","a1GWD00000Pkrkx","005al00000RVcKvAAL"
"a1GWD00000Pkrky2AB","false","","","false","","","","Home Buyer","","","PO Box","","a1GWD00000Pkrky","005al00000RVcKvAAL"
"a1GWD00000Pkrkz2AB","false","","","false","","","","Home Buyer (Mobile Home)","","","Mailing","","a1GWD00000Pkrkz","005al00000RVcKvAAL"
"a1GWD00000Pkrl02AB","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000Pkrl0","005al00000RVcKvAAL"
"a1GWD00000Pkrl12AB","false","","","false","","","","Home Owner (Mobile Home)","","","PO Box","","a1GWD00000Pkrl1","005al00000RVcKvAAL"
"a1GWD00000Pkrl22AB","false","","","false","","","","Renter","","","PO Box","","a1GWD00000Pkrl2","005al00000RVcKvAAL"
"a1GWD00000Pkrl32AB","false","","","false","","","","Home Owner","","","Mailing","","a1GWD00000Pkrl3","005al00000RVcKvAAL"
"a1GWD00000Pkrl42AB","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000Pkrl4","005al00000RVcKvAAL"
"a1GWD00000Pkrl52AB","false","","","false","","","","Home Buyer (Mobile Home)","","","PO Box","","a1GWD00000Pkrl5","005al00000RVcKvAAL"
"a1GWD00000Pkrl62AB","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000Pkrl6","005al00000RVcKvAAL"
"a1GWD00000Pkrl72AB","false","","","false","","","","Unknown","","","PO Box","","a1GWD00000Pkrl7","005al00000RVcKvAAL"
"a1GWD00000Pkrl82AB","false","","","false","","","","Home Buyer","","","Mailing","","a1GWD00000Pkrl8","005al00000RVcKvAAL"
"a1GWD00000Pkrl92AB","false","","","false","","","","Lives with relatives or others","","","PO Box","","a1GWD00000Pkrl9","005al00000RVcKvAAL"
"a1GWD00000PkrlA2AR","false","","","false","","","","Home Buyer (Mobile Home)","","","PO Box","","a1GWD00000PkrlA","005al00000RVcKvAAL"
"a1GWD00000PkrlB2AR","false","","","false","","","","Unknown","","","PO Box","","a1GWD00000PkrlB","005al00000RVcKvAAL"
"a1GWD00000PkrlC2AR","false","","","false","","","","Home Buyer (Mobile Home)","","","Physical","","a1GWD00000PkrlC","005al00000RVcKvAAL"
"a1GWD00000PkrlD2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrlD","005al00000RVcKvAAL"
"a1GWD00000PkrlE2AR","false","","","false","","","","Unknown","","","Mailing","","a1GWD00000PkrlE","005al00000RVcKvAAL"
"a1GWD00000PkrlF2AR","false","","","false","","","","Home Owner","","","PO Box","","a1GWD00000PkrlF","005al00000RVcKvAAL"
"a1GWD00000PkrlG2AR","false","","","false","","","","Home Owner","","","Mailing","","a1GWD00000PkrlG","005al00000RVcKvAAL"
"a1GWD00000PkrlH2AR","false","","","false","","","","Unknown","","","Physical","","a1GWD00000PkrlH","005al00000RVcKvAAL"
"a1GWD00000PkrlI2AR","false","","","false","","","","Home Buyer","","","PO Box","","a1GWD00000PkrlI","005al00000RVcKvAAL"
"a1GWD00000PkrlJ2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrlJ","005al00000RVcKvAAL"
"a1GWD00000PkrlK2AR","false","","","false","","","","Unknown","","","Physical","","a1GWD00000PkrlK","005al00000RVcKvAAL"
"a1GWD00000PkrlL2AR","false","","","false","","","","Renter","","","Physical","","a1GWD00000PkrlL","005al00000RVcKvAAL"
"a1GWD00000PkrlM2AR","false","","","false","","","","Home Buyer","","","Mailing","","a1GWD00000PkrlM","005al00000RVcKvAAL"
"a1GWD00000PkrlN2AR","false","","","false","","","","Home Owner","","","Mailing","","a1GWD00000PkrlN","005al00000RVcKvAAL"
"a1GWD00000PkrlO2AR","false","","","false","","","","Unknown","","","Mailing","","a1GWD00000PkrlO","005al00000RVcKvAAL"
"a1GWD00000PkrlP2AR","false","","","false","","","","Lives with relatives or others","","","Mailing","","a1GWD00000PkrlP","005al00000RVcKvAAL"
"a1GWD00000PkrlQ2AR","false","","","false","","","","Unknown","","","Mailing","","a1GWD00000PkrlQ","005al00000RVcKvAAL"
"a1GWD00000PkrlR2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrlR","005al00000RVcKvAAL"
"a1GWD00000PkrlS2AR","false","","","false","","","","Home Owner","","","Physical","","a1GWD00000PkrlS","005al00000RVcKvAAL"
"a1GWD00000PkrlT2AR","false","","","false","","","","Lives with relatives or others","","","PO Box","","a1GWD00000PkrlT","005al00000RVcKvAAL"
"a1GWD00000PkrlU2AR","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000PkrlU","005al00000RVcKvAAL"
"a1GWD00000PkrlV2AR","false","","","false","","","","Home Owner","","","PO Box","","a1GWD00000PkrlV","005al00000RVcKvAAL"
"a1GWD00000PkrlW2AR","false","","","false","","","","Home Owner (Mobile Home)","","","Mailing","","a1GWD00000PkrlW","005al00000RVcKvAAL"
"a1GWD00000PkrlX2AR","false","","","false","","","","Home Owner","","","PO Box","","a1GWD00000PkrlX","005al00000RVcKvAAL"
"a1GWD00000PkrlY2AR","false","","","false","","","","Home Buyer (Mobile Home)","","","Physical","","a1GWD00000PkrlY","005al00000RVcKvAAL"
"a1GWD00000PkrlZ2AR","false","","","false","","","","Home Owner (Mobile Home)","","","PO Box","","a1GWD00000PkrlZ","005al00000RVcKvAAL"
"a1GWD00000Pkrla2AB","false","","","false","","","","Renter","","","Physical","","a1GWD00000Pkrla","005al00000RVcKvAAL"
"a1GWD00000Pkrlb2AB","false","","","false","","","","Lives with relatives or others","","","PO Box","","a1GWD00000Pkrlb","005al00000RVcKvAAL"
"a1GWD00000Pkrlc2AB","false","","","false","","","","Unknown","","","Physical","","a1GWD00000Pkrlc","005al00000RVcKvAAL"
"a1GWD00000Pkrld2AB","false","","","false","","","","Home Buyer (Mobile Home)","","","Physical","","a1GWD00000Pkrld","005al00000RVcKvAAL"
"a1GWD00000Pkrle2AB","false","","","false","","","","Renter","","","PO Box","","a1GWD00000Pkrle","005al00000RVcKvAAL"
"a1GWD00000Pkrlf2AB","false","","","false","","","","Home Owner (Mobile Home)","","","Physical","","a1GWD00000Pkrlf","005al00000RVcKvAAL"
"a1GWD00000Pkrlg2AB","false","","","false","","","","Unknown","","","Physical","","a1GWD00000Pkrlg","005al00000RVcKvAAL"
"a1GWD00000Pkrlh2AB","false","","","false","","","","Home Buyer (Mobile Home)","","","PO Box","","a1GWD00000Pkrlh","005al00000RVcKvAAL"
"a1GWD00000Pkrli2AB","false","","","false","","","","Renter","","","PO Box","","a1GWD00000Pkrli","005al00000RVcKvAAL"
"a1GWD00000Pkrlj2AB","false","","","false","","","","Unknown","","","Mailing","","a1GWD00000Pkrlj","005al00000RVcKvAAL"
"a1GWD00000Pkrlk2AB","false","","","false","","","","Home Owner","","","Mailing","","a1GWD00000Pkrlk","005al00000RVcKvAAL"
"a1GWD00000Pkrll2AB","false","","","false","","","","Renter","","","PO Box","","a1GWD00000Pkrll","005al00000RVcKvAAL"
"a1GWD00000Pkrlm2AB","false","","","false","","","","Home Owner","","","Mailing","","a1GWD00000Pkrlm","005al00000RVcKvAAL"
"a1GWD00000Pkrln2AB","false","","","false","","","","Unknown","","","Mailing","","a1GWD00000Pkrln","005al00000RVcKvAAL"
"a1GWD00000Pkrlo2AB","false","","","false","","","","Home Owner (Mobile Home)","","","Physical","","a1GWD00000Pkrlo","005al00000RVcKvAAL"
"a1GWD00000Pkrlp2AB","false","","","false","","","","Home Buyer (Mobile Home)","","","Mailing","","a1GWD00000Pkrlp","005al00000RVcKvAAL"
"a1GWD00000Pkrlq2AB","false","","","false","","","","Unknown","","","PO Box","","a1GWD00000Pkrlq","005al00000RVcKvAAL"
"a1GWD00000Pkrlr2AB","false","","","false","","","","Home Owner (Mobile Home)","","","PO Box","","a1GWD00000Pkrlr","005al00000RVcKvAAL"
"a1GWD00000Pkrls2AB","false","","","false","","","","Home Owner (Mobile Home)","","","PO Box","","a1GWD00000Pkrls","005al00000RVcKvAAL"
"a1GWD00000Pkrlt2AB","false","","","false","","","","Lives with relatives or others","","","PO Box","","a1GWD00000Pkrlt","005al00000RVcKvAAL"
"a1GWD00000Pkrlu2AB","false","","","false","","","","Renter","","","PO Box","","a1GWD00000Pkrlu","005al00000RVcKvAAL"
"a1GWD00000Pkrlv2AB","false","","","false","","","","Renter","","","Physical","","a1GWD00000Pkrlv","005al00000RVcKvAAL"
"a1GWD00000Pkrlw2AB","false","","","false","","","","Lives with relatives or others","","","Physical","","a1GWD00000Pkrlw","005al00000RVcKvAAL"
"a1GWD00000Pkrlx2AB","false","","","false","","","","Renter","","","Physical","","a1GWD00000Pkrlx","005al00000RVcKvAAL"
"a1GWD00000Pkrly2AB","false","","","false","","","","Home Buyer","","","PO Box","","a1GWD00000Pkrly","005al00000RVcKvAAL"
"a1GWD00000Pkrlz2AB","false","","","false","","","","Unknown","","","Physical","","a1GWD00000Pkrlz","005al00000RVcKvAAL"
