"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Child_Product_Reference__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Is_Required__c","LLC_BI__Parent_Product_Reference__c","LLC_BI__Type__c","LLC_BI__Use_In_Branch__c","LLC_BI__lookupKey__c","nPortal__Is_Portal_Default_Selected__c","nPortal__Is_Portal_Enabled__c"
"a3sWD00000PJrYXYA1","005al00000RVcKvAAL","false","PC-000000004","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQbBYAW","","false","a48WD000001PAlVYAW","Dependency","true","42103312976005660","",""
"a3sWD00000PJrYYYA1","005al00000RVcKvAAL","false","PC-000000005","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001PAlWYAW","Dependency","true","42899689783497987","",""
"a3sWD00000PJrYZYA1","005al00000RVcKvAAL","false","PC-000000006","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001PAlXYAW","Dependency","true","42357348094935958","",""
"a3sWD00000PJrYaYAL","005al00000RVcKvAAL","false","PC-000000007","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001FQbAYAW","Dependency","true","42978301659283768","",""
"a3sWD00000PJrYbYAL","005al00000RVcKvAAL","false","PC-000000008","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001FQbkYAG","Dependency","true","42040263915345621","",""
"a3sWD00000PJrYcYAL","005al00000RVcKvAAL","false","PC-000000009","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001PAlVYAW","Dependency","true","42118038453418992","",""
"a3sWD00000PJrYdYAL","005al00000RVcKvAAL","false","PC-000000010","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQbBYAW","","false","a48WD000001PAlZYAW","Dependency","true","42962144906095414","",""
"a3sWD00000PJrYeYAL","005al00000RVcKvAAL","false","PC-000000011","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001PAlZYAW","Dependency","true","42487646374761806","",""
"a3sWD00000PJrYfYAL","005al00000RVcKvAAL","false","PC-000000012","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001FQcpYAG","Dependency","true","42074534252912764","",""
"a3sWD00000PJrYgYAL","005al00000RVcKvAAL","false","PC-000000013","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001PAlYYAW","Dependency","true","42849359939168547","",""
"a3sWD00000PJrYhYAL","005al00000RVcKvAAL","false","PC-000000014","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001PAlbYAG","Dependency","true","42301241285596879","",""
"a3sWD00000PJrYiYAL","005al00000RVcKvAAL","false","PC-000000015","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001PAlaYAG","Dependency","true","42836631078830123","",""
"a3sWD00000PJrYjYAL","005al00000RVcKvAAL","false","PC-000000016","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQb8YAG","","false","a48WD000001FQcJYAW","Dependency","true","42002757027528583","",""
"a3sWD00000PJrYkYAL","005al00000RVcKvAAL","false","PC-000000017","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQbBYAW","","false","a48WD000001PAlUYAW","Dependency","true","42598977941632805","",""
"a3sWD00000PJrYlYAL","005al00000RVcKvAAL","false","PC-000000018","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001PAlWYAW","","false","a48WD000001PAlUYAW","Bundle","false","42920523222507316","",""
"a3sWD00000PJrYmYAL","005al00000RVcKvAAL","false","PC-000000019","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001PAlXYAW","","false","a48WD000001FQb7YAG","Bundle","false","42673955956888705","",""
"a3sWD00000PJrYnYAL","005al00000RVcKvAAL","false","PC-000000020","2026-07-20T14:13:38.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","005al00000RVcKvAAL","2026-08-06T11:33:23.000Z","","","","a48WD000001FQbAYAW","","false","a48WD000001PAlVYAW","Bundle","false","42360043263080094","",""
