"Id","IsDeleted","LLC_BI__Activate__c","LLC_BI__External_Stage_Order__c","LLC_BI__External_Stage__c","LLC_BI__Is_Booked__c","LLC_BI__Is_Closed__c","LLC_BI__Is_Covenant__c","LLC_BI__Is_Excluded_From_Stage_Duration__c","LLC_BI__Is_Ready_To_Transmit__c","LLC_BI__Product_Type__c","LLC_BI__Stage__c","LLC_BI__Stage_and_Status__c","LLC_BI__Status__c","LLC_BI__lookupKey__c","Name"
"a1Vbn000008IqjfEAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TeAAK","Complete","Complete|Paid Off","Paid Off","42333311739061630","P-0000001410"
"a1Vbn000008IqjyEAC","false","false","0.0","Application","false","false","false","false","false","a0tbn000008H0TfAAK","Proposal","Proposal|Open","Open","42346690216886193","P-0000001429"
"a1Vbn000008kKnpEAE","false","false","2.0","Underwriting","false","false","false","false","false","a0tbn000008f3QVAAY","Final Review","Final Review|Open","Open","42347769698202500","P-0000001455"
"a1Vbn000008kKnuEAE","false","false","4.0","Processing","false","false","false","false","false","a0tbn000008f3QVAAY","Closing","Closing|Open","Open","42349065783046134","P-0000001460"
"a1Vbn000007ly38EAA","false","false","","","true","true","false","false","false","a0tbn000007pcYnAAI","Complete","Complete|Superseded","Superseded","42360125116925121","P-0000001393"
"a1Vbn000008kKnvEAE","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QVAAY","Booked","Booked|Open","Open","42360955069231332","P-0000001461"
"a1Vbn000007lxzpEAA","false","false","","","true","true","false","false","false","a0tbn000007pcYhAAI","Complete","Complete|Withdrawn","Withdrawn","42387736653082924","P-0000001388"
"a1Vbn000007lxzqEAA","false","false","","","true","true","false","false","false","a0tbn000007pcYnAAI","Complete","Complete|Charge-Off","Charge-Off","42392758309550288","P-0000001389"
"a1Vbn000008IqjlEAC","false","false","1.0","Underwriting","false","false","false","false","false","a0tbn000008H0TdAAK","Credit Underwriting","Credit Underwriting|Open","Open","42405001107757427","P-0000001416"
"a1Vbn000008IqjcEAC","false","false","3.0","Closing","false","true","false","false","false","a0tbn000008H0TeAAK","Closing","Closing|Open","Open","42413067997295242","P-0000001407"
"a1Vbn000008Iqk9EAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TfAAK","Complete","Complete|Charge-Off","Charge-Off","42423877773246567","P-0000001440"
"a1Vbn000008Iqk7EAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TfAAK","Complete","Complete|Paid Off","Paid Off","42437189036814996","P-0000001438"
"a1Vbn000008Iqk5EAC","false","false","3.0","Closing","false","true","false","false","false","a0tbn000008H0TfAAK","Boarding","Boarding|Open","Open","42441629150054946","P-0000001436"
"a1Vbn000008IqkAEAS","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TfAAK","Complete","Complete|Superseded","Superseded","42445240949195175","P-0000001441"
"a1Vbn000008IqjgEAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TeAAK","Complete","Complete|Paid Out","Paid Out","42451596888552537","P-0000001411"
"a1Vbn000008IqjZEAS","false","false","1.0","Underwriting","false","false","false","false","false","a0tbn000008H0TeAAK","Approval / Loan Committee","Approval / Loan Committee|Open","Open","42455430877190057","P-0000001404"
"a1Vbn000008kKo7EAE","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QUAAY","Complete","Complete|Declined","Declined","42482251374158444","P-0000001473"
"a1Vbn000008IqjoEAC","false","false","2.0","Processing","false","false","false","false","false","a0tbn000008H0TdAAK","Processing","Processing|Open","Open","42498710742688966","P-0000001419"
"a1Vbn000008IqjhEAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TeAAK","Complete","Complete|Charge-Off","Charge-Off","42498849953667734","P-0000001412"
"a1Vbn000007lxziEAA","false","false","","","true","true","false","false","false","a0tbn000007pcYmAAI","Complete","Complete|Withdrawn","Withdrawn","42504440978148069","P-0000001381"
"a1Vbn000008IqjsEAC","false","true","4.0","Complete","true","true","true","false","false","a0tbn000008H0TdAAK","Booked","Booked|Open","Open","42525076716427293","P-0000001423"
"a1Vbn000008IqjXEAS","false","false","1.0","Underwriting","false","false","false","false","false","a0tbn000008H0TeAAK","Credit Underwriting","Credit Underwriting|Open","Open","42528026878180374","P-0000001402"
"a1Vbn000008IqjiEAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TeAAK","Complete","Complete|Superseded","Superseded","42549097239514139","P-0000001413"
"a1Vbn000008IqjeEAC","false","true","4.0","Complete","true","true","true","false","false","a0tbn000008H0TeAAK","Booked","Booked|Open","Open","42562721547335659","P-0000001409"
"a1Vbn000008IqjWEAS","false","false","0.0","Application","false","false","false","false","false","a0tbn000008H0TeAAK","Proposal","Proposal|Open","Open","42571981351958906","P-0000001401"
"a1Vbn000008kKnrEAE","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QVAAY","Complete","Complete|Declined","Declined","42583855493631616","P-0000001457"
"a1Vbn000007ly37EAA","false","false","","","true","true","false","false","false","a0tbn000007pcYnAAI","Complete","Complete|Paid Out","Paid Out","42594119522185663","P-0000001392"
"a1Vbn000008IqjdEAC","false","false","3.0","Closing","false","true","false","false","false","a0tbn000008H0TeAAK","Boarding","Boarding|Open","Open","42595052855377222","P-0000001408"
"a1Vbn000008Iqk6EAC","false","true","4.0","Complete","true","true","true","false","false","a0tbn000008H0TfAAK","Booked","Booked|Open","Open","42596099360975773","P-0000001437"
"a1Vbn000008IqjrEAC","false","false","3.0","Closing","false","true","false","false","false","a0tbn000008H0TdAAK","Boarding","Boarding|Open","Open","42604065965975896","P-0000001422"
"a1Vbn000008kKniEAE","false","false","4.0","Processing","false","false","false","false","false","a0tbn000008f3QTAAY","Doc Prep","Doc Prep|Open","Open","42609897463919981","P-0000001448"
"a1Vbn000008kKnjEAE","false","false","4.0","Processing","false","false","false","false","false","a0tbn000008f3QTAAY","Closing","Closing|Open","Open","42623867158312222","P-0000001449"
"a1Vbn000008kKnsEAE","false","false","4.0","Processing","false","false","false","false","false","a0tbn000008f3QVAAY","Processing","Processing|Open","Open","42630074661238464","P-0000001458"
"a1Vbn000008IqjaEAC","false","false","2.0","Processing","false","false","false","false","false","a0tbn000008H0TeAAK","Processing","Processing|Open","Open","42632565977887193","P-0000001405"
"a1Vbn000008kKnwEAE","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QVAAY","Complete","Complete|Paid Out","Paid Out","42645873328937911","P-0000001462"
"a1Vbn000008kKo2EAE","false","false","1.0","Application","false","false","false","false","false","a0tbn000008f3QUAAY","Qualification","Qualification|Open","Open","42647237968139926","P-0000001468"
"a1Vbn000008IqjtEAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TdAAK","Complete","Complete|Paid Off","Paid Off","42648536619989446","P-0000001424"
"a1Vbn000008kKo3EAE","false","false","2.0","Underwriting","false","false","false","false","false","a0tbn000008f3QUAAY","Final Review","Final Review|Open","Open","42654148242738856","P-0000001469"
"a1Vbn000007lxzlEAA","false","true","","","true","true","true","false","false","a0tbn000007pcYmAAI","Booked","Booked|Open","Open","42661069912691303","P-0000001384"
"a1Vbn000008IqjmEAC","false","false","1.0","Underwriting","false","false","false","false","false","a0tbn000008H0TdAAK","Final Review","Final Review|Open","Open","42670197237948406","P-0000001417"
"a1Vbn000008IqjjEAC","false","false","0.0","Application","false","false","false","false","false","a0tbn000008H0TdAAK","Qualification","Qualification|Open","Open","42675642923758743","P-0000001414"
"a1Vbn000007ly3AEAQ","false","true","","","true","true","true","false","false","a0tbn000007pcYlAAI","Booked","Booked|Open","Open","42737780582785158","P-0000001395"
"a1Vbn000007lxzrEAA","false","false","","","false","true","false","false","false","a0tbn000007pcYlAAI","Boarding","Boarding|Open","Open","42763073530970611","P-0000001390"
"a1Vbn000007lxzjEAA","false","true","","","true","true","true","false","false","a0tbn000007pcYnAAI","Booked","Booked|Open","Open","42765171373795013","P-0000001382"
"a1Vbn000008kKnoEAE","false","false","1.0","Application","false","false","false","false","false","a0tbn000008f3QVAAY","Proposal","Proposal|Open","Open","42771060881473324","P-0000001454"
"a1Vbn000008IqjwEAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TdAAK","Complete","Complete|Superseded","Superseded","42779578763527605","P-0000001427"
"a1Vbn000008kKngEAE","false","false","3.0","Approval","false","false","false","false","false","a0tbn000008f3QTAAY","Approval/Loan Committee","Approval/Loan Committee|Open","Open","42784112132207686","P-0000001446"
"a1Vbn000008kKntEAE","false","false","4.0","Processing","false","false","false","false","false","a0tbn000008f3QVAAY","Doc Prep","Doc Prep|Open","Open","42803673854183773","P-0000001459"
"a1Vbn000008IqjuEAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TdAAK","Complete","Complete|Paid Out","Paid Out","42818559409962045","P-0000001425"
"a1Vbn000008kKncEAE","false","false","1.0","Application","false","false","false","false","false","a0tbn000008f3QTAAY","Qualification","Qualification|Open","Open","42824191924453776","P-0000001442"
"a1Vbn000008kKo6EAE","false","false","1.0","Application","false","false","false","false","false","a0tbn000008f3QUAAY","Proposal","Proposal|Open","Open","42835318274435484","P-0000001472"
"a1Vbn000008kKoBEAU","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QUAAY","Complete","Complete|Withdrawn","Withdrawn","42849893141154388","P-0000001477"
"a1Vbn000007ly3EEAQ","false","false","","","true","true","false","false","false","a0tbn000007pcYlAAI","Complete","Complete|Superseded","Superseded","42863430379180184","P-0000001399"
"a1Vbn000008IqjvEAC","false","false","4.0","Complete","true","true","false","false","false","a0tbn000008H0TdAAK","Complete","Complete|Charge-Off","Charge-Off","42867702963263176","P-0000001426"
"a1Vbn000008kKo0EAE","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QTAAY","Complete","Complete|Declined","Declined","42890164854529083","P-0000001466"
"a1Vbn000008kKnnEAE","false","false","2.0","Underwriting","false","false","false","false","false","a0tbn000008f3QVAAY","Credit Underwriting","Credit Underwriting|Open","Open","42893256392090359","P-0000001453"
"a1Vbn000008kKnzEAE","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QVAAY","Complete","Complete|Withdrawn","Withdrawn","42894252642438335","P-0000001465"
"a1Vbn000007ly3BEAQ","false","false","","","true","true","false","false","false","a0tbn000007pcYlAAI","Complete","Complete|Paid Out","Paid Out","42899497712244036","P-0000001396"
"a1Vbn000008kKndEAE","false","false","1.0","Application","false","false","false","false","false","a0tbn000008f3QTAAY","Proposal","Proposal|Open","Open","42904946551218339","P-0000001443"
"a1Vbn000008kKo8EAE","false","false","4.0","Processing","false","false","false","false","false","a0tbn000008f3QUAAY","Doc Prep","Doc Prep|Open","Open","42935360461464610","P-0000001474"
"a1Vbn000008IqjxEAC","false","false","0.0","Application","false","false","false","false","false","a0tbn000008H0TfAAK","Qualification","Qualification|Open","Open","42941027314850923","P-0000001428"
"a1Vbn000007lxzoEAA","false","false","","","true","true","false","false","false","a0tbn000007pcYmAAI","Complete","Complete|Superseded","Superseded","42943282293060057","P-0000001387"
"a1Vbn000008IqjqEAC","false","false","3.0","Closing","false","true","false","false","false","a0tbn000008H0TdAAK","Closing","Closing|Open","Open","42949656083546025","P-0000001421"
"a1Vbn000007lxzkEAA","false","false","","","false","true","false","false","false","a0tbn000007pcYnAAI","Boarding","Boarding|Open","Open","42968527835317500","P-0000001383"
"a1Vbn000008kKnqEAE","false","false","3.0","Approval","false","false","false","false","false","a0tbn000008f3QVAAY","Approval/Loan Committee","Approval/Loan Committee|Open","Open","42993833183506077","P-0000001456"
"a1Vbn000007lxzKEAQ","false","false","","","true","false","false","false","false","a0tbn000007pcYkAAI","Booked","Booked|Hold","Hold","a1Vbn000007lxzKEAQ","P-0000000007"
"a1Vbn000007lxzLEAQ","false","false","","","true","false","false","false","false","a0tbn000007pcYkAAI","Booked","Booked|Open","Open","a1Vbn000007lxzLEAQ","P-0000000009"
"a1Vbn000007ly3FEAQ","false","false","","","false","true","false","false","false","a0tbn000007pcYhAAI","Boarding","Boarding|Open","Open","a1Vbn000007ly3HEAQ","P-0000001370"
"a1Vbn000007ly3GEAQ","false","true","","","true","true","true","false","false","a0tbn000007pcYhAAI","Booked","Booked|Open","Open","a1Vbn000007ly3IEAQ","P-0000001371"
"a1Vbn000007lxzZEAQ","false","false","","","true","true","false","false","false","a0tbn000007pcYhAAI","Complete","Complete|Charge-Off","Charge-Off","a1Vbn000007ly3JEAQ","P-0000001372"
"a1Vbn000007lxzaEAA","false","false","","","true","true","false","false","false","a0tbn000007pcYhAAI","Complete","Complete|Paid Out","Paid Out","a1Vbn000007ly3KEAQ","P-0000001373"
"a1Vbn000007lxzbEAA","false","false","","","true","true","false","false","false","a0tbn000007pcYhAAI","Complete","Complete|Superceded","Superceded","a1Vbn000007ly3LEAQ","P-0000001374"
"a1Vbn000007lxzcEAA","false","false","","","false","true","false","false","false","a0tbn000007pcYfAAI","Boarding","Boarding|Open","Open","a1Vbn000007ly3MEAQ","P-0000001375"
"a1Vbn000007lxzdEAA","false","true","","","true","true","true","false","false","a0tbn000007pcYfAAI","Booked","Booked|Open","Open","a1Vbn000007ly3NEAQ","P-0000001376"
"a1Vbn000007lxzeEAA","false","false","","","true","true","false","false","false","a0tbn000007pcYfAAI","Complete","Complete|Charge-Off","Charge-Off","a1Vbn000007ly3OEAQ","P-0000001377"
"a1Vbn000007lxzfEAA","false","false","","","true","true","false","false","false","a0tbn000007pcYfAAI","Complete","Complete|Paid Out","Paid Out","a1Vbn000007ly3PEAQ","P-0000001378"
"a1Vbn000007lxzWEAQ","false","false","","","true","false","false","false","false","a0tbn000007pcYkAAI","Booked","Booked|Hold","Hold","a1Vbn000007ly3QEAQ","P-0000001367"
"a1Vbn000007lxzXEAQ","false","false","","","true","false","false","false","false","a0tbn000007pcYkAAI","Booked","Booked|Open","Open","a1Vbn000007ly3REAQ","P-0000001368"
"a1Vbn000007lxzgEAA","false","false","","","true","true","false","false","false","a0tbn000007pcYfAAI","Complete","Complete|Superceded","Superceded","a1Vbn000007ly3SEAQ","P-0000001379"
"a1Vbn000008kKoCEAU","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QWAAY","Complete","Complete|Paid Out","Paid Out","jj9d83j09secw84","P-0000001478"
"a1Vbn000008kKoDEAU","false","false","1.0","Application","false","false","false","false","false","a0tbn000008f3QWAAY","Proposal","Proposal|Open","Open","jj9d83j09secw85","P-0000001479"
"a1Vbn000008kKoEEAU","false","false","2.0","Underwriting","false","false","false","false","false","a0tbn000008f3QWAAY","Final Review","Final Review|Open","Open","jj9d83j09secw86","P-0000001480"
"a1Vbn000008kKoFEAU","false","false","3.0","Approval","false","false","false","false","false","a0tbn000008f3QWAAY","Approval/Loan Committee","Approval/Loan Committee|Open","Open","jj9d83j09secw87","P-0000001481"
"a1Vbn000008kKoGEAU","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QWAAY","Complete","Complete|Declined","Declined","jj9d83j09secw88","P-0000001482"
"a1Vbn000008kKoHEAU","false","false","4.0","Processing","false","false","false","false","false","a0tbn000008f3QWAAY","Processing","Processing|Open","Open","jj9d83j09secw89","P-0000001483"
"a1Vbn000008kKoIEAU","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QWAAY","Complete","Complete|Withdrawn","Withdrawn","jj9d83j09secw90","P-0000001484"
"a1Vbn000008kKoJEAU","false","false","4.0","Processing","false","false","false","false","false","a0tbn000008f3QWAAY","Doc Prep","Doc Prep|Open","Open","jj9d83j09secw91","P-0000001485"
"a1Vbn000008kKoKEAU","false","false","4.0","Processing","false","false","false","false","false","a0tbn000008f3QWAAY","Closing","Closing|Open","Open","jj9d83j09secw92","P-0000001486"
"a1Vbn000008kKoLEAU","false","false","5.0","Complete","false","false","false","false","false","a0tbn000008f3QWAAY","Booked","Booked|Open","Open","jj9d83j09secw93","P-0000001487"
"a1Vbn000008kKoMEAU","false","false","1.0","Application","false","false","false","false","false","a0tbn000008f3QWAAY","Qualification","Qualification|Open","Open","jj9d83j09secw94","P-0000001488"
"a1Vbn000008kKoNEAU","false","false","2.0","Underwriting","false","false","false","false","false","a0tbn000008f3QWAAY","Credit Underwriting","Credit Underwriting|Open","Open","jj9d83j09secw95","P-0000001489"
