"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","nFORCE__Description__c","nFORCE__lookupKey__c"
"a0oWD00000EBgSDYA1","005al00000RVcKvAAL","false","Proposed Pricing Option","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","Create the proposed pricing option based on information in the loan.","42215523819185420"
"a0oWE00000C9TbmYAF","005al00000RVcKvAAL","false","Pricing Options","2026-07-05T09:56:31.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Pricing Options context contains flows related to creating and managing pricing options during the loan origination process.","42260555746068736"
"a0oWD00000EBgSEYA1","005al00000RVcKvAAL","false","Pricing Options","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Pricing Options context contains flows related to creating and managing pricing options during the loan origination process.","42281826358127939"
"a0oWD00000EBgSlYAL","005al00000RVcKvAAL","false","Construction Loan Administration","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","42287488552732632"
"a0oWD00000EBgSZYA1","005al00000RVcKvAAL","false","Credit Request","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Context for Credit Request Rules","42331471435935127"
"a0oWD00000EBgSaYAL","005al00000RVcKvAAL","false","Loan Policy Exception","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Loan Policy Exception context is used to group flows that pertain to policy exceptions being made on a loan","42372261594631684"
"a0oWE00000C9TbsYAF","005al00000RVcKvAAL","false","Omnichannel","2026-07-05T09:56:31.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","","42378505971424353"
"a0oWE00000C9TbrYAF","005al00000RVcKvAAL","false","WK Esign","2026-07-05T09:56:31.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","Used to Generate Wk Docs under the context of another user","42394018476471176"
"a0oWD00000EBgSFYA1","005al00000RVcKvAAL","false","Construction Loan Administration","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","42434025943246173"
"a0oWD00000EBgSgYAL","005al00000RVvFOAA1","false","Loan Decisioning","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T11:04:01.000Z","005al00000RVvFOAA1","2026-09-01T11:04:01.000Z","","","","The Loan Decisioning context is used to group flows that pertain to decisions being made on a loan","42455223340738733"
"a0oWD00000EBgSGYA1","005al00000RVcKvAAL","false","Pricing Options","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Pricing Options context contains flows related to creating and managing pricing options during the loan origination process.","42457566708738680"
"a0oWD00000EBgSHYA1","005al00000RVcKvAAL","false","Construction Loan Administration","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","42493771740904212"
"a0oWD00000EBgSiYAL","005al00000RVvFOAA1","false","Filter Pricing Options by DTI","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T11:04:01.000Z","005al00000RVvFOAA1","2026-09-01T11:04:01.000Z","","","","Filters the pricing options based on the current max DTI","42523683381155171"
"a0oWE00000C9TboYAF","005al00000RVcKvAAL","false","Loan Policy Exception","2026-07-05T09:56:31.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Loan Policy Exception context is used to group flows that pertain to policy exceptions being made on a loan","42656621866521845"
"a0oWE00000C9TbnYAF","005al00000RVcKvAAL","false","Loan Decisioning","2026-07-05T09:56:31.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Loan Decisioning context is used to group flows that pertain to decisions being made on a loan","42681825916088200"
"a0oWD00000EBgSIYA1","005al00000RVcKvAAL","false","a32Hu000004edQQ","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","","42708528872186975"
"a0oWD00000EBgSeYAL","005al00000RVvFOAA1","false","Retrieve Pricing Options","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T11:04:01.000Z","005al00000RVvFOAA1","2026-09-01T11:04:01.000Z","","","","Create the pricing option(s) based on information in the Loan.","42746958261630058"
"a0oWD00000EBgSWYA1","005al00000RVvFOAA1","false","Construction Loan Administration","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T11:04:01.000Z","005al00000RVvFOAA1","2026-09-01T11:04:01.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","4277770875596515"
"a0oWD00000EBgSfYAL","005al00000RVvFOAA1","false","Contruction Loan Administration","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T11:04:01.000Z","005al00000RVvFOAA1","2026-09-01T11:04:01.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","42826512048831054"
"a0oWD00000EBgShYAL","005al00000RVvFOAA1","false","Credit Request","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T11:04:01.000Z","005al00000RVvFOAA1","2026-09-01T11:04:01.000Z","","","","The Context for Credit Request Rules","42849460327380551"
"a0oWD00000EBgSXYA1","005al00000RVvFOAA1","false","Pricing Options","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T11:04:01.000Z","005al00000RVvFOAA1","2026-09-01T11:04:01.000Z","","","","The Pricing Options context contains flows related to creating and managing pricing options during the loan origination process.","42887688779647590"
"a0oWE00000C9TbqYAF","005al00000RVcKvAAL","false","Credit Request","2026-07-05T09:56:31.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Context for Credit Request Rules","42926573904268813"
"a0oWD00000EBgSJYA1","005al00000RVcKvAAL","false","Filter Pricing Options by DTI","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","Filters the pricing options based on the current max DTI","42932704164636551"
"a0oWD00000EBgSjYAL","005al00000RVvFOAA1","false","Proposed Pricing Option","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T11:04:01.000Z","005al00000RVvFOAA1","2026-09-01T11:04:01.000Z","","","","Create the proposed pricing option based on information in the loan.","42938486352320978"
"a0oWD00000EBgSKYA1","005al00000RVcKvAAL","false","Lightning-Record-002-Context","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","Lightning-Record-002-Context","5190845620965"
"a0oWD00000EBgSLYA1","005al00000RVcKvAAL","false","Lightning-Record-001-Context","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","Lightning-Record-001-Context","98712564123"
"a0oWE00000C9TblYAF","005al00000RVcKvAAL","false","Credit Card Online Application","2026-07-05T09:56:31.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","","a0Wam000003bbtJEAQ"
"a0oWD00000EBgSMYA1","005al00000RVcKvAAL","false","Loan Decisioning","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Loan Decisioning context is used to group flows that pertain to decisions being made on a loan","a328c000002sgLpAAI"
"a0oWD00000EBgSNYA1","005al00000RVcKvAAL","false","DocMan","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","","a328c000002sgLqAAI"
"a0oWD00000EBgSOYA1","005al00000RVcKvAAL","false","Retrieve Pricing Options","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","Create the pricing option(s) based on information in the Loan.","a328c000002sgLrAAI"
"a0oWD00000EBgSPYA1","005al00000RVcKvAAL","false","Filter Pricing Options by DTI","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","Filters the pricing options based on the current max DTI","a328c000002sgLsAAI"
"a0oWD00000EBgSQYA1","005al00000RVcKvAAL","false","Credit Request","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Context for Credit Request Rules","a328c000002sgLtAAI"
"a0oWD00000EBgSRYA1","005al00000RVcKvAAL","false","Proposed Pricing Option","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","Create the proposed pricing option based on information in the loan.","a328c000002sgLuAAI"
"a0oWD00000EBgSSYA1","005al00000RVcKvAAL","false","Loan Policy Exception","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Loan Policy Exception context is used to group flows that pertain to policy exceptions being made on a loan","a328c000002sgLvAAI"
"a0oWD00000EBgSTYA1","005al00000RVcKvAAL","false","Contruction Loan Administration","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","a328c000002sgLwAAI"
"a0oWD00000EBgSUYA1","005al00000RVcKvAAL","false","Construction Loan Administration","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Contruction Loan Administration context is used to group flows related to CLA activities","a328c000003sBuxAAE"
"a0oWD00000EBgSVYA1","005al00000RVcKvAAL","false","Pricing Options","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","The Pricing Options context contains flows related to creating and managing pricing options during the loan origination process.","a328c000003sBuyAAE"
"a0oWD00000EBgSbYAL","005al00000RVcKvAAL","false","DocMan","2026-04-07T19:25:20.000Z","005al00000RVcKvAAL","2026-09-01T10:48:43.000Z","005al00000RVvFOAA1","2026-09-01T10:48:43.000Z","","","","","b1zuwdlyusnu1n6luo"
