"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Remaining__c","AutorabitExtId__c","YM_ExternalIDSource__c"
"a1WWE000005dcgD2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 006-fa9477","2026-09-02T17:30:10.000Z","005al00000RVvFOAA1","2026-09-02T17:30:10.000Z","005al00000RVvFOAA1","2026-09-02T17:30:10.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42035992797166711","","","","","","","","0.0","0.0","",""
"a1WWE000005dch82AA","005al00000RVvFOAA1","false","LLC BI  Budget 003-c93a45","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42036970655249701","","","","","","","","0.0","0.0","",""
"a1WWE000005dcjB2AQ","005al00000RVvFOAA1","false","CLA Simple Budget 1 Template Update","2026-09-04T07:14:11.000Z","005al00000RVvFOAA1","2026-09-04T07:14:11.000Z","005al00000RVvFOAA1","2026-09-04T07:14:11.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42037229474972861","","","","","","","","0.0","0.0","",""
"a1WWE000005dchG2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 001-3b8992","2026-09-03T07:30:08.000Z","005al00000RVvFOAA1","2026-09-03T07:30:08.000Z","005al00000RVvFOAA1","2026-09-03T07:30:08.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42037327590197604","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgl2AA","005al00000RVvFOAA1","false","LLC BI  Budget 010-6b5a1e","2026-09-03T01:30:13.000Z","005al00000RVvFOAA1","2026-09-03T01:30:13.000Z","005al00000RVvFOAA1","2026-09-03T01:30:13.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42038445146010237","","","","","","","","0.0","0.0","",""
"a1WWE000005dciC2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-03T15:30:24.000Z","005al00000RVvFOAA1","2026-09-03T15:30:24.000Z","005al00000RVvFOAA1","2026-09-03T15:30:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42041106515070157","","","","","","","","0.0","0.0","",""
"a1WWE000005dchL2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 006-fa9477","2026-09-03T07:30:08.000Z","005al00000RVvFOAA1","2026-09-03T07:30:08.000Z","005al00000RVvFOAA1","2026-09-03T07:30:08.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42042515627029516","","","","","","","","0.0","0.0","",""
"a1WWE000005dcjI2AQ","005al00000RVvFOAA1","false","New Budgets","2026-09-04T07:14:11.000Z","005al00000RVvFOAA1","2026-09-04T07:14:11.000Z","005al00000RVvFOAA1","2026-09-04T07:14:11.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42044364988283049","","","","","","","","0.0","0.0","",""
"a1WWE000005dcfn2AA","005al00000RVvFOAA1","false","LLC BI  Budget 010-6b5a1e","2026-09-02T13:30:12.000Z","005al00000RVvFOAA1","2026-09-02T13:30:12.000Z","005al00000RVvFOAA1","2026-09-02T13:30:12.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42049364650794802","","","","","","","","0.0","0.0","",""
"a1WWE000005dch62AA","005al00000RVvFOAA1","false","LLC BI  Budget 001-3b8992","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42051561154300596","","","","","","","","0.0","0.0","",""
"a1WWE000005dcfW2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 003-c93a45","2026-09-02T09:30:03.000Z","005al00000RVvFOAA1","2026-09-02T09:30:03.000Z","005al00000RVvFOAA1","2026-09-02T09:30:03.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42051706535307256","","","","","","","","0.0","0.0","",""
"a1WWE000005dciB2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 008-248f83","2026-09-03T15:30:24.000Z","005al00000RVvFOAA1","2026-09-03T15:30:24.000Z","005al00000RVvFOAA1","2026-09-03T15:30:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42058922311709535","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgG2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-02T17:30:10.000Z","005al00000RVvFOAA1","2026-09-02T17:30:10.000Z","005al00000RVvFOAA1","2026-09-02T17:30:10.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42060880167768301","","","","","","","","0.0","0.0","",""
"a1WWE000005dchX2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 008-248f83","2026-09-03T09:30:31.000Z","005al00000RVvFOAA1","2026-09-03T09:30:31.000Z","005al00000RVvFOAA1","2026-09-03T09:30:31.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42061966552558595","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgf2AA","005al00000RVvFOAA1","false","LLC BI  Budget 004-db7112","2026-09-02T23:30:06.000Z","005al00000RVvFOAA1","2026-09-02T23:30:06.000Z","005al00000RVvFOAA1","2026-09-02T23:30:06.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42063806043987387","","","","","","","","0.0","0.0","",""
"a1WWE000005dchl2AA","005al00000RVvFOAA1","false","LLC BI  Budget 002-0912e8","2026-09-03T13:30:08.000Z","005al00000RVvFOAA1","2026-09-03T13:30:08.000Z","005al00000RVvFOAA1","2026-09-03T13:30:08.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42067949373524535","","","","","","","","0.0","0.0","",""
"a1WWE000005dci52AA","005al00000RVvFOAA1","false","LLC BI  Budget 002-0912e8","2026-09-03T15:30:24.000Z","005al00000RVvFOAA1","2026-09-03T15:30:24.000Z","005al00000RVvFOAA1","2026-09-03T15:30:24.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42069054720661640","","","","","","","","0.0","0.0","",""
"a1WWE000005dcfu2AA","005al00000RVvFOAA1","false","LLC BI  Budget 007-ed7281","2026-09-02T13:30:12.000Z","005al00000RVvFOAA1","2026-09-02T13:30:12.000Z","005al00000RVvFOAA1","2026-09-02T13:30:12.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42070949135891993","","","","","","","","0.0","0.0","",""
"a1WWE000005dch52AA","005al00000RVvFOAA1","false","LLC BI  Budget 010-6b5a1e","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42071146548825466","","","","","","","","0.0","0.0","",""
"a1WWE000005dchf2AA","005al00000RVvFOAA1","false","LLC BI  Budget 006-fa9477","2026-09-03T11:30:07.000Z","005al00000RVvFOAA1","2026-09-03T11:30:07.000Z","005al00000RVvFOAA1","2026-09-03T11:30:07.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42073499141419362","","","","","","","","0.0","0.0","",""
"a1WWE000005dcfr2AA","005al00000RVvFOAA1","false","LLC BI  Budget 004-db7112","2026-09-02T13:30:12.000Z","005al00000RVvFOAA1","2026-09-02T13:30:12.000Z","005al00000RVvFOAA1","2026-09-02T13:30:12.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42074993553831822","","","","","","","","0.0","0.0","",""
"a1WWE000005dcjW2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 001-3b8992","2026-09-04T09:30:13.000Z","005al00000RVvFOAA1","2026-09-04T09:30:13.000Z","005al00000RVvFOAA1","2026-09-04T09:30:13.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42075323025719172","","","","","","","","0.0","0.0","",""
"a1WWE000005dciw2AA","005al00000RVvFOAA1","false","LLC BI  Budget 005-854d6d","2026-09-04T03:30:23.000Z","005al00000RVvFOAA1","2026-09-04T03:30:23.000Z","005al00000RVvFOAA1","2026-09-04T03:30:23.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42079539345246109","","","","","","","","0.0","0.0","",""
"a1WWE000005dcj22AA","005al00000RVvFOAA1","false","LLC BI  Budget 001-3b8992","2026-09-04T05:30:08.000Z","005al00000RVvFOAA1","2026-09-04T05:30:08.000Z","005al00000RVvFOAA1","2026-09-04T05:30:08.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42094706241904105","","","","","","","","0.0","0.0","",""
"a1WWE000005dchK2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 005-854d6d","2026-09-03T07:30:08.000Z","005al00000RVvFOAA1","2026-09-03T07:30:08.000Z","005al00000RVvFOAA1","2026-09-03T07:30:08.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42099485528324888","","","","","","","","0.0","0.0","",""
"a1WWE000005dchm2AA","005al00000RVvFOAA1","false","LLC BI  Budget 003-c93a45","2026-09-03T13:30:08.000Z","005al00000RVvFOAA1","2026-09-03T13:30:08.000Z","005al00000RVvFOAA1","2026-09-03T13:30:08.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42100286137922837","","","","","","","","0.0","0.0","",""
"a1WWE000005dcff2AA","005al00000RVvFOAA1","false","LLC BI  Budget 002-0912e8","2026-09-02T11:30:03.000Z","005al00000RVvFOAA1","2026-09-02T11:30:03.000Z","005al00000RVvFOAA1","2026-09-02T11:30:03.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42100869437054603","","","","","","","","0.0","0.0","",""
"a1WWE000005dciV2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 008-248f83","2026-09-03T21:30:05.000Z","005al00000RVvFOAA1","2026-09-03T21:30:05.000Z","005al00000RVvFOAA1","2026-09-03T21:30:05.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42109431410206676","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgw2AA","005al00000RVvFOAA1","false","LLC BI  Budget 001-3b8992","2026-09-03T03:30:03.000Z","005al00000RVvFOAA1","2026-09-03T03:30:03.000Z","005al00000RVvFOAA1","2026-09-03T03:30:03.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42118873195110658","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgA2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 003-c93a45","2026-09-02T17:30:10.000Z","005al00000RVvFOAA1","2026-09-02T17:30:10.000Z","005al00000RVvFOAA1","2026-09-02T17:30:10.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42118877968565227","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgs2AA","005al00000RVvFOAA1","false","LLC BI  Budget 007-ed7281","2026-09-03T01:30:13.000Z","005al00000RVvFOAA1","2026-09-03T01:30:13.000Z","005al00000RVvFOAA1","2026-09-03T01:30:13.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42122528334498231","","","","","","","","0.0","0.0","",""
"a1WWE000005dchx2AA","005al00000RVvFOAA1","false","LLC BI  Budget 004-db7112","2026-09-03T17:30:27.000Z","005al00000RVvFOAA1","2026-09-03T17:30:27.000Z","005al00000RVvFOAA1","2026-09-03T17:30:27.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42123307931897979","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgP2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 008-248f83","2026-09-02T19:30:15.000Z","005al00000RVvFOAA1","2026-09-02T19:30:15.000Z","005al00000RVvFOAA1","2026-09-02T19:30:15.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42127502822849963","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgC2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 005-854d6d","2026-09-02T17:30:10.000Z","005al00000RVvFOAA1","2026-09-02T17:30:10.000Z","005al00000RVvFOAA1","2026-09-02T17:30:10.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42127925417390930","","","","","","","","0.0","0.0","",""
"a1WWE000005dciY2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 001-3b8992","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42130261307653364","","","","","","","","0.0","0.0","",""
"a1WWE000005dch42AA","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-03T03:30:03.000Z","005al00000RVvFOAA1","2026-09-03T03:30:03.000Z","005al00000RVvFOAA1","2026-09-03T03:30:03.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42134066850132569","","","","","","","","0.0","0.0","",""
"a1WWE000005dchq2AA","005al00000RVvFOAA1","false","LLC BI  Budget 007-ed7281","2026-09-03T13:30:08.000Z","005al00000RVvFOAA1","2026-09-03T13:30:08.000Z","005al00000RVvFOAA1","2026-09-03T13:30:08.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42134468469877650","","","","","","","","0.0","0.0","",""
"a1WWE000005dcje2AA","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-04T09:30:13.000Z","005al00000RVvFOAA1","2026-09-04T09:30:13.000Z","005al00000RVvFOAA1","2026-09-04T09:30:13.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42149062478042506","","","","","","","","0.0","0.0","",""
"a1WWE000005dcj32AA","005al00000RVvFOAA1","false","LLC BI  Budget 002-0912e8","2026-09-04T05:30:08.000Z","005al00000RVvFOAA1","2026-09-04T05:30:08.000Z","005al00000RVvFOAA1","2026-09-04T05:30:08.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42156539277683466","","","","","","","","0.0","0.0","",""
"a1WWE000005dcig2AA","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42164819798547895","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgK2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 003-c93a45","2026-09-02T19:30:15.000Z","005al00000RVvFOAA1","2026-09-02T19:30:15.000Z","005al00000RVvFOAA1","2026-09-02T19:30:15.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42172770652097547","","","","","","","","0.0","0.0","",""
"a1WWE000005dchD2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 008-248f83","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42177310319274113","","","","","","","","0.0","0.0","",""
"a1WWE000005dcjU2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-04T07:30:03.000Z","005al00000RVvFOAA1","2026-09-04T07:30:03.000Z","005al00000RVvFOAA1","2026-09-04T07:30:03.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42177593688251791","","","","","","","","0.0","0.0","",""
"a1WWE000005dcif2AA","005al00000RVvFOAA1","false","LLC BI  Budget 008-248f83","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42177716886681501","","","","","","","","0.0","0.0","",""
"a1WWE000005dcg62AA","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-02T15:30:18.000Z","005al00000RVvFOAA1","2026-09-02T15:30:18.000Z","005al00000RVvFOAA1","2026-09-02T15:30:18.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4219766356340946","","","","","","","","0.0","0.0","",""
"a1WWE000005dcfI2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-02T05:30:14.000Z","005al00000RVvFOAA1","2026-09-02T05:30:14.000Z","005al00000RVvFOAA1","2026-09-02T05:30:14.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42198781515719430","","","","","","","","0.0","0.0","",""
"a1WWE000005dcfw2AA","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-02T13:30:12.000Z","005al00000RVvFOAA1","2026-09-02T13:30:12.000Z","005al00000RVvFOAA1","2026-09-02T13:30:12.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42200188274303724","","","","","","","","0.0","0.0","",""
"a1WWE000005dciM2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-03T19:30:03.000Z","005al00000RVvFOAA1","2026-09-03T19:30:03.000Z","005al00000RVvFOAA1","2026-09-03T19:30:03.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42204391113202916","","","","","","","","0.0","0.0","",""
"a1WWE000005dci22AA","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-03T17:30:27.000Z","005al00000RVvFOAA1","2026-09-03T17:30:27.000Z","005al00000RVvFOAA1","2026-09-03T17:30:27.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42206955634367189","","","","","","","","0.0","0.0","",""
"a1WWE000005dcga2AA","005al00000RVvFOAA1","false","LLC BI  Budget 009-9c3f69","2026-09-02T21:30:06.000Z","005al00000RVvFOAA1","2026-09-02T21:30:06.000Z","005al00000RVvFOAA1","2026-09-02T21:30:06.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42208929106920771","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgp2AA","005al00000RVvFOAA1","false","LLC BI  Budget 004-db7112","2026-09-03T01:30:13.000Z","005al00000RVvFOAA1","2026-09-03T01:30:13.000Z","005al00000RVvFOAA1","2026-09-03T01:30:13.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42214040700800505","","","","","","","","0.0","0.0","",""
"a1WWE000005dchH2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 002-0912e8","2026-09-03T07:30:08.000Z","005al00000RVvFOAA1","2026-09-03T07:30:08.000Z","005al00000RVvFOAA1","2026-09-03T07:30:08.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42220599903743876","","","","","","","","0.0","0.0","",""
"a1WWE000005dchA2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 005-854d6d","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","005al00000RVvFOAA1","2026-09-03T05:30:04.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42225875704937443","","","","","","","","0.0","0.0","",""
"a1WWE000005dciZ2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 002-0912e8","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42229033714384123","","","","","","","","0.0","0.0","",""
"a1WWE000005dcie2AA","005al00000RVvFOAA1","false","LLC BI  Budget 007-ed7281","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","005al00000RVvFOAA1","2026-09-03T23:30:12.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42239372555978219","","","","","","","","0.0","0.0","",""
"a1WWE000005dch02AA","005al00000RVvFOAA1","false","LLC BI  Budget 005-854d6d","2026-09-03T03:30:03.000Z","005al00000RVvFOAA1","2026-09-03T03:30:03.000Z","005al00000RVvFOAA1","2026-09-03T03:30:03.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42252548730804434","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgY2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 007-ed7281","2026-09-02T21:30:06.000Z","005al00000RVvFOAA1","2026-09-02T21:30:06.000Z","005al00000RVvFOAA1","2026-09-02T21:30:06.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42252721921700888","","","","","","","","0.0","0.0","",""
"a1WWE000005dcg32AA","005al00000RVvFOAA1","false","LLC BI  Budget 006-fa9477","2026-09-02T15:30:18.000Z","005al00000RVvFOAA1","2026-09-02T15:30:18.000Z","005al00000RVvFOAA1","2026-09-02T15:30:18.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42260629379693007","","","","","","","","0.0","0.0","",""
"a1WWE000005dcgL2AQ","005al00000RVvFOAA1","false","LLC BI  Budget 004-db7112","2026-09-02T19:30:15.000Z","005al00000RVvFOAA1","2026-09-02T19:30:15.000Z","005al00000RVvFOAA1","2026-09-02T19:30:15.000Z","","","","","","","true","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4227001818698875","","","","","","","","0.0","0.0","",""
