"Id","OwnerId","IsDeleted","Name","LLC_BI__Category__c","LLC_BI__Covenant_Creation_Field_Set__c","LLC_BI__Covenant_Details_Field_Set__c","LLC_BI__Covenant_Edit_Field_Set__c","LLC_BI__Document_Sources__c","LLC_BI__Financial_Statement__c","LLC_BI__Grace_Days__c","LLC_BI__Is_Financial_Indicator__c","LLC_BI__lookupKey__c"
"a1yWD000001aZexYAE","005al00000Q6IbCAAV","false","Crop Insurance","Insurance Requirements","","","","","false","15.0","false","42396008340462270"
"a1yWD000001aZeyYAE","005al00000Q6IbCAAV","false","Tax Returns","Financial Statement Requirements","","","","","true","120.0","false","42400608280018013"
"a1yWD000001aZezYAE","005al00000Q6IbCAAV","false","Title Insurance","Insurance Requirements","","","","","false","15.0","false","42411841750982072"
"a1yWD000001aZf0YAE","005al00000Q6IbCAAV","false","Cross Default","Default Covenant","","","","","false","15.0","false","42436112014416859"
"a1yWD000001aZf1YAE","005al00000Q6IbCAAV","false","Limitation on Asset Sales","Default Covenant","","","","","false","15.0","false","42436933779045024"
"a1yWD000001aZf2YAE","005al00000Q6IbCAAV","false","Maintain Insurance","Affirmative Covenants","","","","","false","15.0","false","42445076990623959"
"a1yWD000001aZf3YAE","005al00000Q6IbCAAV","false","Equipment Inspections","Collateral Requirements","","","","","false","15.0","false","42450033707487811"
"a1yWD000001aZf4YAE","005al00000Q6IbCAAV","false","Key Person Insurance","Insurance Requirements","","","","","false","15.0","false","42450905474598041"
"a1yWD000001aZf5YAE","005al00000Q6IbCAAV","false","Accounts Receivable Aging","Financial Statement Requirements","","","","","true","15.0","false","42466245751434924"
"a1yWD000001aZf6YAE","005al00000Q6IbCAAV","false","Builder's Risk Insurance","Insurance Requirements","","","","","false","15.0","false","42485456332325007"
"a1yWD000001aZf7YAE","005al00000Q6IbCAAV","false","Accounts Receivable Collateral","Collateral Requirements","","","","","false","15.0","false","42526991178741003"
"a1yWD000001aZf8YAE","005al00000Q6IbCAAV","false","Environmental Compliance","Affirmative Covenants","","","","","false","15.0","false","42532607196565402"
"a1yWD000001aZf9YAE","005al00000Q6IbCAAV","false","Deposit Accounts Collateral","Collateral Requirements","","","","","false","15.0","false","42538503703871834"
"a1yWD000001aZfAYAU","005al00000Q6IbCAAV","false","Minimum Working Capital","Financial Indicators","","","","","false","60.0","true","42540133324033427"
"a1yWD000001aZfBYAU","005al00000Q6IbCAAV","false","Minimum Current Ratio","Financial Indicators","","","","","false","60.0","true","42543242333560134"
"a1yWD000001aZfCYAU","005al00000Q6IbCAAV","false","Debt to EBITDA","Financial Indicators","","","","","false","60.0","true","42547003046581219"
"a1yWD000001aZfDYAU","005al00000Q6IbCAAV","false","Limitation on Investments","Default Covenant","","","","","false","15.0","false","42556333663476381"
"a1yWD000001aZfEYAU","005al00000Q6IbCAAV","false","Regulatory Actions","Default Covenant","","","","","false","15.0","false","42561861857229108"
"a1yWD000001aZfFYAU","005al00000Q6IbCAAV","false","Livestock Inspections","Collateral Requirements","","","","","false","15.0","false","42564963048768951"
"a1yWD000001aZfGYAU","005al00000Q6IbCAAV","false","Property Insurance","Insurance Requirements","","","","","false","15.0","false","42608532004025475"
"a1yWD000001aZfHYAU","005al00000Q6IbCAAV","false","Leverage Ratio","Financial Indicators","","","","","false","60.0","true","42624424985989231"
"a1yWD000001aZfIYAU","005al00000Q6IbCAAV","false","Investment Accounts Collateral","Collateral Requirements","","","","","false","15.0","false","42670743429159748"
"a1yWD000001aZfJYAU","005al00000Q6IbCAAV","false","Personal Financial Statement","Financial Statement Requirements","","","","","true","30.0","false","42675756579346964"
"a1yWD000001aZfKYAU","005al00000Q6IbCAAV","false","Rent Roll","Collateral Requirements","","","","","false","15.0","false","42714910356532558"
"a1yWD000001aZfLYAU","005al00000Q6IbCAAV","false","Minimum Liquidity","Financial Indicators","","","","","false","60.0","true","42721329855470023"
"a1yWD000001aZfMYAU","005al00000Q6IbCAAV","false","Primary Banking Relationship","Term Covenants","","","","","false","15.0","false","42726293139943208"
"a1yWD000001aZfNYAU","005al00000Q6IbCAAV","false","Global Debt Service Coverage Ratio","Financial Indicators","","","","","false","60.0","true","42749339196967868"
"a1yWD000001aZfOYAU","005al00000Q6IbCAAV","false","Equipment Collateral","Collateral Requirements","","","","","false","15.0","false","42769769614063692"
"a1yWD000001aZfPYAU","005al00000Q6IbCAAV","false","Loan Purpose Compliance","Term Covenants","","","","","false","15.0","false","42792857918357638"
"a1yWD000001aZfQYAU","005al00000Q6IbCAAV","false","No Change in Business Operations","Negative Covenants","","","","","false","15.0","false","42800617873007564"
"a1yWD000001aZfRYAU","005al00000Q6IbCAAV","false","Cash Collateral","Collateral Requirements","","","","","false","15.0","false","42803365573827172"
"a1yWD000001aZfSYAU","005al00000Q6IbCAAV","false","Equipment List","Collateral Requirements","","","","","false","15.0","false","42805796397363909"
"a1yWD000001aZfTYAU","005al00000Q6IbCAAV","false","Operating Account Requirement","Term Covenants","","","","","false","15.0","false","42814263252853672"
"a1yWD000001aZfUYAU","005al00000Q6IbCAAV","false","No Additional Debt","Negative Covenants","","","","","false","15.0","false","42834207281842460"
"a1yWD000001aZfVYAU","005al00000Q6IbCAAV","false","Change of Management","Default Covenant","","","","","false","15.0","false","42848030753154372"
"a1yWD000001aZfWYAU","005al00000Q6IbCAAV","false","Real Estate Collateral","Collateral Requirements","","","","","false","15.0","false","42862802459220460"
"a1yWD000001aZfXYAU","005al00000Q6IbCAAV","false","Compliance with Laws","Affirmative Covenants","","","","","false","15.0","false","42867959383511937"
"a1yWD000001aZfYYAU","005al00000Q6IbCAAV","false","Liability Insurance","Insurance Requirements","","","","","false","15.0","false","42870622358133840"
"a1yWD000001aZfZYAU","005al00000Q6IbCAAV","false","Business Interruption Insurance","Insurance Requirements","","","","","false","15.0","false","42872541790220302"
"a1yWD000001aZfaYAE","005al00000Q6IbCAAV","false","Deposit Relationship","Term Covenants","","","","","false","15.0","false","42885453230300047"
"a1yWD000001aZfbYAE","005al00000Q6IbCAAV","false","Loan to Value Ratio (LTV)","Financial Indicators","","","","","false","60.0","true","42888438245709777"
"a1yWD000001aZfcYAE","005al00000Q6IbCAAV","false","Pay Taxes When Due","Affirmative Covenants","","","","","false","15.0","false","42893648066385371"
"a1yWD000001aZfdYAE","005al00000Q6IbCAAV","false","No Additional Liens","Negative Covenants","","","","","false","15.0","false","42917308555041251"
"a1yWD000001aZfeYAE","005al00000Q6IbCAAV","false","Maintain Deposit Accounts","Affirmative Covenants","","","","","false","15.0","false","42923351793002393"
"a1yWD000001aZffYAE","005al00000Q6IbCAAV","false","Inventory Collateral","Collateral Requirements","","","","","false","15.0","false","42934188218880084"
"a1yWD000001aZfgYAE","005al00000Q6IbCAAV","false","Intellectual Property Collateral","Collateral Requirements","","","","","false","15.0","false","42958220416816612"
"a1yWD000001aZfhYAE","005al00000Q6IbCAAV","false","Borrowing Base Certificate","Collateral Requirements","","","","","false","15.0","false","42963489079254664"
"a1yWD000001aZfiYAE","005al00000Q6IbCAAV","false","Mandatory ACH/Auto Debit","Term Covenants","","","","","false","15.0","false","42985351224484114"
"a1yWD000001aZfjYAE","005al00000Q6IbCAAV","false","EBITDA Requirements","Financial Indicators","","","","","false","60.0","true","42993490410069876"
"a1yWD000001aZfkYAE","005al00000Q6IbCAAV","false","Bankruptcy/Insolvency","Default Covenant","","","","","false","15.0","false","42997067167800610"
"a1yWD000001dmvXYAQ","005al00000RVcKvAAL","false","Insurance","Collateral","","","","","false","","false","876656834562756"
"a1yWD000001dmvRYAQ","005al00000RVcKvAAL","false","Accounts Payable","Financial Indicators","","","","","false","","false","a1jbn00008FsdwHAAR"
"a1yWD000001dmvSYAQ","005al00000RVcKvAAL","false","Debt Service Coverage of Borrower","Financial Indicators","","","","","false","","false","a1jbn00008FsdwIAAR"
"a1yWD000001dmvTYAQ","005al00000RVcKvAAL","false","Collateral Insurance","Default Covenants","","","","","false","","false","a1jbn00008FsdwJAAR"
"a1yWD000001dmvUYAQ","005al00000RVcKvAAL","false","Term Covenants","Term Covenants","","","","","false","","false","a1jbn00008FsdwKAAR"
"a1yWD000001dmvVYAQ","005al00000RVcKvAAL","false","Business Financial Statement","Financial Statement Requirements","","","","","false","","false","a1jbn00008FsdwLAAR"
"a1yWD000001dmvWYAQ","005al00000RVcKvAAL","false","Personal Financial Statement","Financial Statement Requirements","","","","","false","","false","a1jbn00008FsdwMAAR"
"a1yWD000001dmvZYAQ","005al00000RVcKvAAL","false","Lease Information","Financial Statement Requirements","","","","","false","","false","a1jbn00008FsdwPAAR"
"a1yWD000001dmvaYAA","005al00000RVcKvAAL","false","Financial Statement Requirements","Financial Statement Requirements","","","","","false","","false","a1jbn00008FsdwQAAR"
"a1yWD000001dmvbYAA","005al00000RVcKvAAL","false","Minimum Current Ratio","Financial Indicators","","","","","false","","false","a1jbn00008FsdwRAAR"
"a1yWD000001dmvcYAA","005al00000RVcKvAAL","false","Tax Returns","Financial Statement Requirements","","","","","false","","false","a1jbn00008FsdwSAAR"
"a1yWD000001dmvdYAA","005al00000RVcKvAAL","false","Global Debt Service Coverage","Financial Indicators","","","","","false","","false","a1jbn00008FsdwTAAR"
"a1yWD000001dmveYAA","005al00000RVcKvAAL","false","Life Insurance","Default Covenants","","","","","false","","false","a1jbn00008FsdwUAAR"
"a1yWD000001dmvfYAA","005al00000RVcKvAAL","false","Fixed Asset Purchases","Financial Indicators","","","","","false","","false","a1jbn00008FsdwVAAR"
"a1yWD000001dmvgYAA","005al00000RVcKvAAL","false","Maintain Accounts","Default Covenants","","","","","false","","false","a1jbn00008FsdwWAAR"
"a1yWD000001dmvhYAA","005al00000RVcKvAAL","false","Minimum Working Capital Ratio","Financial Indicators","","","","","false","","false","a1jbn00008FsdwXAAR"
"a1yWD000001dmviYAA","005al00000RVcKvAAL","false","Limiting Compensation","Financial Indicators","","","","","false","","false","a1jbn00008FsdwYAAR"
"a1yWD000001dmvjYAA","005al00000RVcKvAAL","false","Debt Service Coverage with and without Distributions","Financial Indicators","","","","","false","","false","a1jbn00008FsdwZAAR"
"a1yWD000001dmvkYAA","005al00000RVcKvAAL","false","Maximum Debt to Worth","Financial Indicators","","","","","false","","false","a1jbn00008FsdwaAAB"
"a1yWD000001dmvlYAA","005al00000RVcKvAAL","false","Minimum Liquidity","Financial Indicators","","","","","false","","false","a1jbn00008FsdwbAAB"
"a1yWD000001dmvmYAA","005al00000RVcKvAAL","false","Minimum Times Interest Earned","Financial Indicators","","","","","false","","false","a1jbn00008FsdwcAAB"
"a1yWD000001dmvnYAA","005al00000RVcKvAAL","false","Minimum Working Capital","Financial Indicators","","","","","false","","false","a1jbn00008FsdwdAAB"
"a1yWD000001dmvoYAA","005al00000RVcKvAAL","false","Financial Indicators","Financial Indicators","","","","","false","","false","a1jbn00008FsdweAAB"
"a1yWD000001dmvpYAA","005al00000RVcKvAAL","false","Default Covenants","Default Covenants","","","","","false","","false","a1jbn00008FsdwfAAB"
